Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,2nd Flr SF,Full Bath,Year Built,Year Remod/Add,TotRms AbvGrd,Lot Area,Fireplaces,BsmtFin SF 1,MS SubClass,Lot Frontage,SalePrice
6,1394,2.0,514.0,1394.0,1394,0,1,1963,1963,6,9500,2,609.0,20,69.22459016393442,159000
6,1567,2.0,542.0,1562.0,1567,0,2,1966,2008,5,14695,2,1387.0,20,80.0,256000
7,1986,2.0,486.0,768.0,1186,800,2,1965,1990,7,13600,3,454.0,60,85.0,205000
6,2142,1.0,509.0,896.0,1182,960,2,1968,1968,8,13000,1,448.0,60,100.0,193500
6,1392,2.0,576.0,1392.0,1392,0,1,1968,1968,5,13560,2,0.0,20,120.0,110000
4,1738,1.0,368.0,715.0,1281,457,2,1920,2007,7,12513,1,0.0,50,69.22459016393442,104900
5,1144,1.0,286.0,1169.0,1144,0,1,1956,1956,6,8760,0,856.0,20,73.0,150000
6,1478,2.0,442.0,1478.0,1478,0,1,1957,1957,6,8400,2,189.0,20,70.0,156500
7,1329,2.0,441.0,1329.0,1329,0,1,1960,1960,5,12285,2,544.0,20,69.22459016393442,176000
6,988,1.0,297.0,988.0,988,0,2,1959,1998,6,9240,0,708.0,20,66.0,149500
6,1632,1.0,338.0,1240.0,1632,0,2,1958,1988,6,9600,1,620.0,20,80.0,139000
6,1215,1.0,297.0,1215.0,1215,0,1,1958,1998,6,12400,0,585.0,20,66.0,155000
5,1202,1.0,304.0,1202.0,1202,0,1,1956,1956,6,8750,0,435.0,20,70.0,120000
5,1382,1.0,350.0,1382.0,1382,0,1,1955,1955,6,8750,0,172.0,20,70.0,153000
4,1200,1.0,294.0,1200.0,1200,0,1,1956,1956,6,10400,2,155.0,20,80.0,144000
6,1382,2.0,884.0,1362.0,1382,0,1,1962,1962,6,19296,1,672.0,80,120.0,176000
5,1297,2.0,498.0,1297.0,1297,0,1,1954,1990,5,8532,1,1213.0,20,74.0,153000
5,1866,2.0,495.0,1866.0,1866,0,2,1958,1958,8,9482,0,0.0,90,76.0,135000
6,1062,1.0,297.0,1062.0,1062,0,1,1954,1954,6,8128,0,490.0,20,53.0,131000
5,1319,1.0,270.0,608.0,1319,0,1,1953,1953,5,10634,0,428.0,20,79.0,123000
5,1112,2.0,480.0,631.0,1112,0,1,1951,1951,5,13070,0,308.0,20,67.0,126000
4,1005,2.0,672.0,1005.0,1005,0,1,1955,1955,5,10434,1,0.0,20,60.0,115000
5,1363,1.0,288.0,1008.0,1363,0,1,1951,2000,6,14559,2,650.0,20,75.0,164900
5,793,1.0,240.0,793.0,793,0,1,1945,1950,4,8480,0,700.0,30,80.0,113000
5,1031,1.0,230.0,1031.0,1031,0,1,1952,2005,5,7626,0,931.0,20,60.0,145500
5,1210,1.0,616.0,0.0,1210,0,1,1953,1953,7,9533,0,0.0,20,75.0,102900
3,1699,2.0,420.0,978.0,1014,685,2,1900,1970,7,10615,0,440.0,190,107.0,95000
7,1527,2.0,410.0,699.0,801,726,1,1948,1999,6,11419,1,699.0,60,78.0,152500
5,1200,1.0,246.0,1200.0,1200,0,1,1950,1950,6,9600,0,390.0,20,60.0,129900
6,972,1.0,240.0,972.0,972,0,1,1948,2002,5,8000,1,680.0,20,50.0,132000
3,792,1.0,366.0,792.0,792,0,1,1958,1958,4,5470,0,0.0,20,53.0,99900
5,1656,1.0,180.0,660.0,808,704,2,1916,1987,8,10410,0,0.0,50,60.0,135000
5,1352,2.0,720.0,676.0,676,676,2,1939,2006,7,10800,0,0.0,60,60.0,149000
4,1039,1.0,281.0,405.0,717,322,1,1900,2003,6,8146,0,0.0,70,80.0,114000
5,792,1.0,240.0,768.0,792,0,1,1924,2006,5,9022,0,0.0,30,52.0,109500
5,1078,1.0,264.0,1054.0,1078,0,1,1925,1950,6,10230,0,0.0,30,60.0,125000
4,2377,2.0,528.0,1313.0,1313,0,2,1915,1950,8,10410,1,0.0,50,60.0,142900
7,1690,2.0,624.0,560.0,930,760,2,1910,2008,5,7200,0,0.0,70,60.0,156500
2,599,0.0,0.0,416.0,599,0,1,1940,1950,4,5400,0,0.0,30,90.0,59000
4,1374,1.0,338.0,840.0,840,534,1,1920,1950,6,5400,0,315.0,50,90.0,105000
5,846,2.0,576.0,720.0,846,0,1,1920,1950,4,10800,0,0.0,30,60.0,106000
3,725,1.0,320.0,630.0,725,0,1,1890,1998,4,10800,0,0.0,30,60.0,78500
6,2544,3.0,907.0,1248.0,1248,1296,2,1969,1969,12,9671,0,0.0,90,81.0,190000
6,1380,1.0,364.0,1380.0,1380,0,1,1963,1963,6,10143,0,384.0,20,83.0,154000
6,1040,2.0,480.0,1040.0,1040,0,1,1967,1967,6,11500,1,872.0,20,77.0,163000
5,2634,4.0,968.0,1248.0,1338,1296,2,1969,1969,12,11643,0,500.0,90,91.0,200000
6,951,2.0,480.0,951.0,951,0,1,1958,2007,6,8010,0,745.0,20,62.0,143500
6,1105,1.0,308.0,1105.0,1105,0,1,1957,1957,5,10454,0,546.0,20,90.0,135000
5,1306,1.0,756.0,992.0,1306,0,1,1957,2000,5,8712,0,860.0,20,64.0,153000
6,1478,2.0,498.0,1478.0,1478,0,2,1960,1960,6,17600,2,1270.0,20,69.22459016393442,157500
6,1142,1.0,384.0,160.0,1142,0,1,1958,1958,5,9000,1,0.0,20,80.0,113500
5,1268,1.0,288.0,832.0,1036,0,1,1949,1950,6,12144,1,375.0,40,60.0,133000
3,1040,2.0,400.0,0.0,1040,0,2,1950,1950,6,8544,0,0.0,90,60.0,92900
6,1133,2.0,900.0,795.0,765,368,1,1950,1950,5,8064,0,621.0,50,60.0,128500
4,1040,2.0,420.0,0.0,1040,0,2,1949,1950,6,7200,0,0.0,90,60.0,90000
5,1904,1.0,240.0,1208.0,1136,768,1,1950,1982,7,7200,0,180.0,50,60.0,138000
5,1041,1.0,294.0,1041.0,1041,0,1,1958,1958,6,7350,0,0.0,20,71.0,128000
5,1339,1.0,294.0,1029.0,1339,0,1,1958,1965,6,7560,0,504.0,20,70.0,139000
5,732,1.0,240.0,732.0,732,0,1,1952,1952,4,7200,0,630.0,20,60.0,118900
5,1183,1.0,288.0,528.0,1183,0,1,1959,1959,6,8000,0,433.0,80,80.0,138000
5,1148,1.0,672.0,1148.0,1148,0,1,1959,1959,6,7931,0,1148.0,20,70.0,132500
4,1461,1.0,384.0,832.0,832,629,2,1949,1996,6,10800,0,0.0,50,60.0,133500
6,1495,2.0,576.0,864.0,1064,0,1,1948,1994,6,8064,0,120.0,50,60.0,135000
6,1806,2.0,483.0,780.0,993,813,1,1964,1964,8,7570,0,0.0,60,76.0,144750
5,941,2.0,564.0,941.0,941,0,1,1978,1978,4,8604,0,941.0,90,75.0,145000
6,1045,1.0,264.0,1045.0,1045,0,1,1963,1963,6,7936,1,826.0,20,80.0,127000
5,894,1.0,308.0,894.0,894,0,1,1962,1962,5,6600,0,0.0,20,60.0,109500
6,1224,1.0,210.0,818.0,818,406,1,1926,2004,5,3950,0,468.0,50,69.22459016393442,115000
5,1230,2.0,440.0,440.0,682,548,1,1910,1981,5,10440,0,0.0,50,60.0,110000
6,1378,1.0,162.0,901.0,861,517,1,1935,1998,6,4080,0,0.0,50,68.0,128900
6,1944,2.0,324.0,972.0,972,972,2,1910,1950,12,10307,0,633.0,90,57.0,103500
5,1131,1.0,200.0,676.0,676,455,1,1941,1950,5,5720,0,0.0,50,52.0,66500
5,1306,2.0,472.0,240.0,810,496,1,1910,2003,6,15660,0,0.0,50,90.0,130000
5,1464,0.0,0.0,504.0,764,700,2,1910,2002,7,9900,0,0.0,70,90.0,129000
5,1558,2.0,400.0,690.0,868,690,1,1939,1950,7,6406,1,421.0,70,57.0,150000
5,2372,1.0,432.0,994.0,1378,994,2,1892,1965,11,6600,0,0.0,70,60.0,107500
4,1701,0.0,0.0,600.0,1101,600,2,1920,1950,8,7627,0,0.0,190,63.0,94550
5,1960,2.0,400.0,960.0,960,1000,2,1952,1952,10,7596,0,0.0,90,60.0,124500
7,1389,1.0,240.0,651.0,707,682,1,1946,1992,6,3378,2,0.0,60,60.0,135000
5,1447,0.0,0.0,801.0,801,646,1,1910,1950,6,10134,0,0.0,50,56.0,103000
4,936,2.0,576.0,936.0,936,0,1,1953,1953,4,6000,0,0.0,20,60.0,93000
5,1328,1.0,308.0,768.0,768,560,1,1950,1970,6,6000,0,384.0,50,50.0,129500
5,1387,1.0,256.0,811.0,811,576,2,1954,1954,7,6000,0,0.0,190,50.0,93000
4,861,2.0,288.0,861.0,861,0,1,1920,1950,5,7404,0,0.0,30,62.0,80000
2,612,1.0,308.0,0.0,612,0,1,1940,1950,4,5925,0,0.0,30,50.0,45000
3,968,0.0,0.0,600.0,600,368,1,1910,1950,6,5925,0,0.0,50,50.0,37900
5,886,1.0,273.0,190.0,886,0,1,1938,1996,4,5784,0,0.0,30,50.0,91300
5,792,1.0,287.0,624.0,792,0,1,1923,1950,5,8520,0,0.0,30,60.0,99500
4,1452,0.0,0.0,736.0,736,716,2,1920,2008,8,4456,0,0.0,190,33.0,113000
4,1510,2.0,720.0,677.0,833,677,2,1910,1950,7,9600,0,0.0,70,60.0,87500
5,1284,1.0,240.0,720.0,720,564,1,1947,1950,5,3500,0,312.0,50,50.0,110000
5,2138,2.0,360.0,849.0,1075,1063,2,1898,1965,11,8100,0,0.0,75,90.0,106000
7,2640,4.0,864.0,1240.0,1320,1320,1,1880,2003,8,11700,1,0.0,70,65.0,265979
6,2007,1.0,357.0,917.0,1090,917,2,1900,1950,8,8400,0,0.0,70,70.0,160000
6,1288,1.0,280.0,624.0,664,624,1,1917,2007,5,3600,1,0.0,70,60.0,119000
8,1742,2.0,424.0,916.0,916,826,1,1882,1986,8,17671,1,216.0,70,121.0,168000
4,816,0.0,0.0,624.0,816,0,1,1910,1950,5,3300,1,0.0,30,69.22459016393442,58500
7,1482,2.0,324.0,650.0,832,650,1,1920,1988,7,9000,0,624.0,70,50.0,143000
5,1022,1.0,280.0,1022.0,1022,0,1,1910,2006,4,7200,0,247.0,30,60.0,85000
5,1869,2.0,456.0,1088.0,1188,561,1,1890,1996,7,8820,0,1088.0,50,98.0,124900
6,1480,1.0,207.0,972.0,1044,0,1,1920,1950,6,5400,0,0.0,50,60.0,119000
6,1521,3.0,640.0,741.0,780,741,1,1910,2002,8,9720,0,0.0,70,60.0,146500
4,720,0.0,0.0,720.0,720,0,1,1920,1950,4,7879,0,495.0,30,60.0,34900
3,797,0.0,0.0,245.0,797,0,1,1900,1950,5,9392,0,0.0,30,72.0,44000
5,1576,2.0,528.0,1324.0,1072,504,1,1923,2004,6,21384,1,1309.0,70,144.0,223500
6,1432,1.0,216.0,1022.0,1432,0,1,1923,1950,6,6615,1,0.0,30,69.22459016393442,149000
7,1548,2.0,672.0,952.0,952,596,2,1925,2007,5,7264,0,0.0,50,55.0,205000
5,1654,1.0,336.0,297.0,1001,653,2,1930,1982,7,4960,1,0.0,70,50.0,137000
6,952,1.0,192.0,952.0,952,0,1,1916,1950,4,8854,1,0.0,30,69.22459016393442,121000
4,1324,1.0,240.0,672.0,757,567,1,1936,1950,6,6000,0,672.0,50,50.0,128000
6,1176,2.0,624.0,698.0,786,390,1,1937,2000,4,6000,0,0.0,50,50.0,134900
5,1348,1.0,216.0,884.0,884,464,1,1925,1997,5,6000,1,0.0,50,50.0,117000
6,1412,1.0,280.0,780.0,825,587,1,1939,1950,6,6000,1,0.0,50,50.0,132500
5,1142,1.0,320.0,468.0,822,320,1,1924,1950,6,6000,0,220.0,50,60.0,93000
6,904,1.0,180.0,884.0,904,0,1,1926,2004,4,6000,0,0.0,45,50.0,119000
5,1301,2.0,440.0,1145.0,1301,0,1,1924,1950,5,6911,0,405.0,30,60.0,100000
5,1539,2.0,576.0,927.0,1067,472,1,1936,1950,5,6120,0,0.0,50,51.0,141500
4,1573,1.0,240.0,884.0,989,584,1,1935,1995,6,6120,0,0.0,50,51.0,133000
2,800,0.0,0.0,264.0,800,0,1,1936,1950,4,6120,1,0.0,30,51.0,60000
5,875,1.0,180.0,715.0,875,0,1,1931,1993,5,6120,0,209.0,30,51.0,105000
5,995,1.0,264.0,960.0,995,0,1,1925,1999,5,6120,0,0.0,30,51.0,115000
5,1582,1.0,250.0,952.0,994,588,2,1938,1950,6,6120,1,273.0,50,51.0,150000
5,1072,5.0,1184.0,1072.0,1072,0,1,1925,1950,5,8635,0,134.0,30,50.0,126500
6,2134,2.0,441.0,844.0,1445,689,2,1916,1994,10,11888,0,0.0,75,69.22459016393442,214500
7,2019,2.0,532.0,728.0,1136,883,1,1910,1993,8,11414,0,0.0,70,60.0,167500
6,1768,2.0,576.0,1048.0,1048,720,2,1915,1950,8,8094,0,0.0,70,57.0,155000
7,1826,1.0,164.0,910.0,916,910,1,1915,2005,7,2500,1,299.0,70,50.0,155000
7,1944,1.0,216.0,672.0,1272,672,2,1915,1994,8,9928,0,0.0,70,68.0,179900
6,2229,0.0,0.0,755.0,929,929,1,1912,1950,8,5520,0,0.0,75,92.0,104000
5,2128,0.0,0.0,1040.0,1088,1040,2,1922,1950,11,3000,0,0.0,90,50.0,62500
6,1930,1.0,316.0,720.0,1146,784,2,1927,1950,8,6876,0,522.0,70,57.0,149000
4,1208,2.0,539.0,780.0,848,0,1,1925,1950,5,6240,0,152.0,30,52.0,103000
6,1427,1.0,379.0,483.0,741,686,1,1915,2002,7,5775,0,0.0,70,69.22459016393442,123000
7,1864,0.0,0.0,1020.0,978,886,2,1902,2000,9,5852,0,169.0,190,41.0,97500
6,1666,1.0,384.0,1204.0,1204,462,1,1927,1950,4,5160,0,0.0,50,60.0,135000
4,892,0.0,0.0,858.0,892,0,1,1923,1950,5,5160,0,749.0,85,86.0,70000
6,1403,1.0,308.0,698.0,754,649,1,1915,1965,7,10320,0,276.0,190,60.0,116000
4,704,1.0,220.0,560.0,704,0,1,1946,2001,4,4280,0,0.0,20,50.0,88750
5,1200,0.0,0.0,1200.0,1200,0,3,1987,1988,5,10800,0,1200.0,90,60.0,179000
5,1200,0.0,0.0,1200.0,1200,0,3,1987,1988,5,10800,0,1200.0,90,60.0,179000
5,1152,1.0,252.0,1152.0,1152,0,2,1978,1978,6,10547,0,1152.0,90,69.22459016393442,159900
1,904,0.0,0.0,683.0,904,0,0,1922,1950,4,10020,0,350.0,30,69.22459016393442,61000
6,1369,1.0,300.0,672.0,697,672,2,1925,1950,6,6629,0,551.0,70,54.0,103600
5,1112,1.0,226.0,585.0,687,425,2,1934,1950,6,9780,0,0.0,50,60.0,63000
5,1464,2.0,480.0,520.0,1464,0,2,1963,1999,6,12886,1,444.0,80,70.0,175000
5,1121,2.0,480.0,1121.0,1121,0,1,1963,1963,5,8816,0,651.0,20,80.0,139000
6,1683,2.0,440.0,918.0,918,765,2,1978,1978,7,11184,1,226.0,60,70.0,172500
5,1052,1.0,668.0,1052.0,1052,0,1,1967,1967,6,11625,1,527.0,20,75.0,113500
5,899,1.0,288.0,864.0,899,0,1,1967,2004,5,7800,0,450.0,20,65.0,130000
6,1034,2.0,504.0,456.0,1034,0,1,1978,1978,5,8014,1,456.0,85,69.22459016393442,149900
5,858,2.0,576.0,858.0,858,0,1,1982,1982,5,7252,0,685.0,85,69.22459016393442,134900
5,860,2.0,528.0,840.0,860,0,1,1982,1982,4,8740,0,672.0,85,74.0,137000
5,1092,1.0,288.0,1092.0,1092,0,1,1962,1962,6,11616,1,170.0,20,69.22459016393442,139000
5,1774,1.0,384.0,552.0,904,611,2,1961,1961,8,15400,1,0.0,80,88.0,165000
6,1138,2.0,480.0,1138.0,1138,0,1,1960,1960,6,15312,1,588.0,80,88.0,148000
5,2071,1.0,336.0,825.0,2071,0,1,1956,1956,9,15584,1,0.0,80,69.22459016393442,165000
2,660,0.0,0.0,0.0,660,0,1,1947,1950,5,9000,0,0.0,20,69.22459016393442,63900
4,1788,1.0,304.0,1104.0,1104,684,1,1957,1989,8,11250,2,0.0,50,69.22459016393442,161500
5,1473,1.0,452.0,1437.0,1473,0,1,1968,2003,5,25095,2,1324.0,20,65.0,143000
4,1229,1.0,284.0,1134.0,1229,0,1,1956,1956,6,17140,0,1059.0,20,69.22459016393442,135000
4,861,2.0,539.0,861.0,861,0,1,1940,1950,4,12342,0,262.0,30,69.22459016393442,82500
5,1867,1.0,303.0,1617.0,1867,0,1,1955,1993,7,10708,3,379.0,20,69.22459016393442,190000
3,1733,2.0,452.0,0.0,1733,0,2,1955,1955,8,13680,1,0.0,20,69.22459016393442,139600
4,1383,2.0,498.0,0.0,1383,0,1,1954,1954,6,15635,0,0.0,20,69.22459016393442,122000
6,1689,2.0,480.0,1436.0,1689,0,1,1956,1956,7,9855,1,0.0,20,73.0,127500
5,1073,1.0,340.0,1073.0,1073,0,1,1956,1956,5,9571,0,257.0,20,68.0,121500
5,1276,1.0,350.0,1276.0,1276,0,1,1958,1958,5,9571,0,0.0,20,68.0,60000
6,1639,1.0,240.0,747.0,892,747,1,1946,1950,6,9350,1,342.0,60,50.0,154400
4,672,1.0,234.0,672.0,672,0,1,1941,1950,4,9340,0,344.0,30,50.0,113000
5,1089,1.0,252.0,1089.0,1089,0,1,1954,1954,5,7440,1,173.0,20,62.0,125000
4,845,1.0,290.0,0.0,845,0,1,1957,1957,5,11500,0,0.0,20,69.22459016393442,84000
5,1049,1.0,266.0,1049.0,1049,0,2,1984,1984,5,4235,0,552.0,120,42.0,139500
5,1716,1.0,281.0,768.0,1148,568,1,1949,2008,8,11409,1,292.0,50,60.0,131000
6,1258,1.0,280.0,560.0,698,560,1,1939,1950,6,9060,0,204.0,50,60.0,105000
4,1510,1.0,296.0,755.0,755,755,1,1940,1950,7,9084,1,0.0,70,60.0,108000
7,1061,2.0,462.0,1054.0,1061,0,1,1990,1991,4,10778,0,460.0,80,74.0,162000
6,1338,2.0,576.0,520.0,1338,0,1,1983,1983,5,19255,1,70.0,80,66.0,156500
8,2132,2.0,612.0,1496.0,1496,636,1,1983,2009,5,12327,1,1441.0,50,79.0,316600
7,2196,3.0,701.0,2158.0,2196,0,2,1990,1991,7,14684,1,485.0,20,90.0,271900
7,1775,2.0,425.0,740.0,1006,769,2,1993,1993,7,9317,1,513.0,60,75.0,213000
7,1879,2.0,473.0,1079.0,1079,800,2,1993,1994,8,10560,1,474.0,60,85.0,239900
8,2020,2.0,466.0,1128.0,1142,878,2,1995,1995,8,9828,1,584.0,60,80.0,239500
5,2016,2.0,576.0,0.0,1288,728,1,1880,2007,7,26400,1,0.0,70,120.0,131000
5,1535,2.0,410.0,0.0,1535,0,2,1979,1979,8,7018,0,0.0,90,64.0,118964
5,1224,2.0,528.0,1086.0,1224,0,0,1979,1979,6,7018,2,1086.0,90,64.0,153337
5,2228,2.0,720.0,0.0,1114,1114,2,1979,1979,8,7018,0,0.0,90,64.0,147983
5,1535,2.0,400.0,0.0,1535,0,2,1979,1979,8,7018,0,0.0,90,64.0,118858
5,1535,2.0,400.0,0.0,1535,0,2,1979,1979,8,7018,0,0.0,90,64.0,118858
5,2240,2.0,528.0,0.0,1120,1120,2,1979,1979,12,7018,0,0.0,90,64.0,142953
5,1229,2.0,672.0,1094.0,1229,0,0,1979,1979,6,7040,2,1094.0,90,64.0,148325
5,1513,2.0,400.0,0.0,1513,0,2,1979,1979,8,7007,0,0.0,90,64.0,113722
7,2787,4.0,820.0,1168.0,1168,1619,4,2000,2000,8,11855,2,820.0,90,69.22459016393442,269500
7,2787,4.0,820.0,1168.0,1168,1619,4,2000,2000,8,7939,2,820.0,90,69.22459016393442,269500
7,2787,4.0,820.0,1168.0,1168,1619,4,2000,2000,8,7976,2,820.0,90,69.22459016393442,269500
9,1680,3.0,1138.0,1555.0,1680,0,1,2009,2009,8,10933,1,1021.0,20,84.0,323262
8,1718,3.0,826.0,1705.0,1718,0,2,2007,2008,7,10637,1,1288.0,20,79.0,297000
8,1630,3.0,860.0,1622.0,1630,0,2,2008,2008,8,10226,1,0.0,20,61.0,295493
9,1720,3.0,846.0,1720.0,1720,0,2,2008,2008,8,10816,1,1104.0,20,65.0,332000
8,1468,3.0,904.0,1468.0,1468,0,2,2008,2008,6,9178,1,0.0,20,71.0,239900
8,1768,2.0,578.0,866.0,866,902,2,2007,2007,7,10769,0,20.0,60,68.0,212000
8,1838,2.0,524.0,1838.0,1838,0,2,2007,2008,7,11422,2,1359.0,20,77.0,272500
9,1800,2.0,702.0,1800.0,1800,0,2,2007,2007,7,11923,0,0.0,20,122.0,239000
7,1604,2.0,660.0,1604.0,1604,0,2,2006,2006,8,8814,1,1334.0,20,68.0,220000
7,1290,2.0,662.0,1282.0,1290,0,2,2007,2007,6,6762,1,902.0,20,64.0,200000
8,1254,3.0,810.0,1254.0,1254,0,2,2008,2008,5,10324,0,872.0,20,95.0,221800
7,1232,2.0,632.0,1232.0,1232,0,2,2007,2007,6,7314,0,724.0,20,64.0,194500
8,1498,3.0,844.0,1498.0,1498,0,2,2005,2006,7,11645,1,24.0,20,78.0,237000
6,1422,2.0,440.0,704.0,704,718,2,2005,2006,7,11646,1,0.0,60,79.0,173000
7,1644,2.0,569.0,1518.0,1644,0,2,1989,1989,5,12800,1,1518.0,80,69.22459016393442,275000
7,1759,2.0,525.0,1449.0,944,815,2,1992,1993,7,16698,1,800.0,60,69.22459016393442,233500
5,2126,2.0,538.0,1013.0,1160,966,2,1967,1967,7,28698,0,249.0,60,69.22459016393442,185000
5,1040,2.0,576.0,1040.0,1040,0,1,1996,1996,6,12464,0,732.0,20,82.0,152000
5,990,1.0,440.0,990.0,990,0,1,1994,1994,5,9757,0,755.0,20,65.0,143000
6,1764,2.0,470.0,928.0,928,836,2,1997,1997,7,15426,0,821.0,60,65.0,231500
7,1661,2.0,550.0,799.0,827,834,2,1996,1996,6,10667,1,385.0,60,43.0,212000
7,1463,2.0,539.0,1463.0,1463,0,2,1998,1998,5,14753,0,950.0,20,65.0,207000
5,1097,2.0,672.0,1097.0,1097,0,1,1994,1995,6,10859,0,0.0,20,112.0,145000
5,990,2.0,480.0,990.0,990,0,1,1994,1995,5,8072,0,746.0,20,60.0,138000
7,1779,2.0,546.0,866.0,866,913,2,1998,1998,6,10400,0,0.0,60,80.0,197900
7,1501,2.0,577.0,1490.0,1501,0,2,1999,1999,6,10335,0,679.0,20,78.0,204000
7,1431,2.0,666.0,1431.0,1431,0,2,1999,1999,6,9017,0,560.0,20,68.0,192000
6,1772,2.0,492.0,928.0,928,844,2,1998,1998,7,8750,1,606.0,60,70.0,200000
7,1660,2.0,493.0,831.0,831,829,2,2002,2002,7,8935,0,0.0,60,68.0,195000
7,1573,2.0,544.0,1573.0,1573,0,2,2002,2002,6,9808,0,788.0,20,67.0,227000
7,1840,2.0,622.0,944.0,944,896,2,2001,2001,6,12420,0,666.0,60,79.0,230000
7,1430,2.0,605.0,1413.0,1430,0,2,2001,2002,6,16285,0,0.0,20,67.0,187100
7,1444,2.0,577.0,1431.0,1444,0,2,2002,2001,6,10739,0,1259.0,20,65.0,203000
7,1492,2.0,608.0,1492.0,1492,0,2,2001,2001,6,11166,1,24.0,20,75.0,201000
5,1040,0.0,0.0,1040.0,1040,0,2,1978,1978,5,8430,0,616.0,20,60.0,124000
5,907,1.0,343.0,907.0,907,0,1,1978,1978,5,16269,0,625.0,20,69.22459016393442,140000
5,914,2.0,444.0,914.0,914,0,1,1979,1979,5,6950,0,710.0,20,76.0,134900
5,1040,2.0,484.0,1040.0,1040,0,2,1977,2008,5,8800,0,532.0,20,61.0,150500
5,864,1.0,336.0,864.0,864,0,1,1978,2005,6,7000,0,646.0,20,69.22459016393442,136500
5,1268,1.0,252.0,1268.0,1268,0,1,1977,1989,5,9286,0,196.0,20,69.22459016393442,143500
5,864,1.0,338.0,864.0,864,0,1,1972,1972,5,15523,1,460.0,20,36.0,133500
5,894,2.0,600.0,894.0,894,0,1,1972,1972,6,7200,0,777.0,20,60.0,123000
5,768,1.0,396.0,768.0,768,0,1,1972,2003,5,7200,0,660.0,85,60.0,133900
5,768,2.0,396.0,768.0,768,0,1,1972,2007,5,8445,0,656.0,85,70.0,133000
7,1611,3.0,1231.0,1569.0,1611,0,2,2002,2002,6,11664,0,1234.0,20,90.0,250000
8,2184,2.0,570.0,1068.0,1068,1116,2,2003,2003,8,12334,1,0.0,60,69.22459016393442,254750
8,1788,2.0,522.0,1753.0,1788,0,2,2001,2001,7,11838,1,0.0,20,69.22459016393442,236500
8,1872,2.0,531.0,1299.0,1299,573,2,2001,2001,7,11885,1,990.0,60,69.22459016393442,261500
9,2153,3.0,736.0,1440.0,1476,677,2,2000,2000,8,11050,2,904.0,60,69.22459016393442,313000
7,1725,2.0,550.0,840.0,840,885,2,2002,2002,6,8749,0,0.0,60,70.0,198500
7,1870,2.0,608.0,944.0,944,926,2,2001,2001,6,11250,0,0.0,60,69.22459016393442,211000
8,1513,2.0,521.0,1462.0,1513,0,2,1999,2000,5,15750,1,1246.0,20,90.0,220000
7,1504,2.0,478.0,1504.0,1504,0,2,1996,1996,6,11883,1,690.0,20,73.0,203000
8,1828,2.0,523.0,1822.0,1828,0,2,2002,2003,7,12782,1,1360.0,20,69.22459016393442,279500
7,1417,2.0,511.0,1417.0,1417,0,2,1997,1998,7,8750,1,1111.0,20,70.0,210000
7,2034,2.0,645.0,1057.0,1057,977,2,1997,1998,8,9375,0,739.0,60,69.22459016393442,219500
7,1716,2.0,512.0,880.0,909,807,2,1996,1996,7,8750,1,0.0,60,70.0,191000
7,1212,2.0,573.0,1212.0,1212,0,2,2001,2001,6,9100,0,0.0,20,70.0,178000
7,1630,2.0,451.0,1630.0,1630,0,2,2000,2001,6,9750,1,0.0,20,75.0,213000
6,848,2.0,420.0,848.0,848,0,1,2003,2004,4,4435,0,685.0,120,69.22459016393442,144000
6,848,2.0,420.0,848.0,848,0,1,2003,2003,4,4435,0,685.0,120,69.22459016393442,140000
8,1602,3.0,810.0,1578.0,1602,0,2,2007,2007,7,10200,1,1478.0,20,85.0,293200
7,1728,2.0,572.0,864.0,864,864,2,2004,2004,7,9313,0,0.0,60,65.0,190000
7,1500,2.0,570.0,1500.0,1500,0,2,2004,2004,6,8487,0,20.0,20,63.0,190000
6,1476,2.0,540.0,738.0,738,738,2,2005,2005,7,8633,0,193.0,60,64.0,173500
6,1396,2.0,440.0,608.0,608,788,2,2007,2007,6,11069,1,0.0,60,85.0,170000
4,1126,2.0,520.0,0.0,1126,0,2,1949,2003,5,8777,0,0.0,20,67.0,108000
5,1486,2.0,480.0,1486.0,1486,0,1,1964,1999,7,9937,0,637.0,20,75.0,167000
4,816,1.0,288.0,816.0,816,0,1,1938,1958,3,8877,1,690.0,20,67.0,100000
7,1922,2.0,672.0,0.0,495,1427,3,2003,2003,7,7301,1,0.0,85,64.0,198500
6,1426,2.0,440.0,690.0,698,728,1,1977,1977,6,7950,0,535.0,60,75.0,159500
4,1149,1.0,544.0,1014.0,1149,0,1,1960,1971,7,10682,0,399.0,20,80.0,127000
6,1125,1.0,352.0,1041.0,1125,0,1,1976,1976,6,7200,1,631.0,80,72.0,125000
9,1698,3.0,768.0,1698.0,1698,0,2,2007,2008,8,13286,1,1234.0,20,86.0,320000
6,1072,2.0,525.0,547.0,1072,0,1,2005,2006,5,3675,0,547.0,180,35.0,145500
5,698,0.0,0.0,698.0,698,0,1,1947,2008,4,9405,0,0.0,20,50.0,118000
4,876,1.0,320.0,876.0,876,0,1,1959,1959,5,6410,0,332.0,20,64.0,85000
5,1368,1.0,195.0,1078.0,1368,0,1,1950,1950,6,11767,0,1078.0,20,70.0,120000
4,1529,1.0,240.0,0.0,1088,441,2,1945,1950,9,8405,0,0.0,50,50.0,98000
5,864,0.0,0.0,864.0,864,0,1,1922,1950,4,4060,0,0.0,30,56.0,99900
