DATE,STOCKHOLM_cloud_cover,STOCKHOLM_pressure,STOCKHOLM_precipitation,STOCKHOLM_sunshine,STOCKHOLM_temp_mean,STOCKHOLM_temp_min,STOCKHOLM_temp_max,STOCKHOLM_picnic_weather
20010215,3,1.0158,0.0,6.0,4.0,1.2,6.6,False
20010216,1,1.0298,0.0,8.7,1.7,0.0,5.2,False
20010217,7,1.0227,0.11,2.1,1.1,-2.0,3.0,False
20010218,4,1.0234,0.0,8.8,1.8,-1.0,3.6,False
20010219,6,1.0174,0.14,1.0,3.1,-0.7,5.1,False
20010220,3,1.0092,0.04,6.1,1.9,0.3,4.5,False
20010221,3,0.9886,0.07,6.3,2.1,1.2,3.6,False
20010222,8,0.9942,0.14,0.0,-5.0,-7.0,2.1,False
20010223,4,1.0045,0.0,4.2,-10.6,-12.4,-7.0,False
20010224,3,1.0059,0.0,8.0,-9.3,-12.8,-7.0,False
20010225,6,1.0062,0.0,4.8,-8.5,-11.5,-5.5,False
20010226,5,1.0054,0.02,4.7,-10.5,-13.4,-7.4,False
20010227,1,1.0076,0.03,8.8,-10.4,-14.3,-6.9,False
20010228,3,1.0082,0.0,4.9,-8.0,-10.9,-5.0,False
20010301,8,1.0055,0.42,0.0,-6.4,-9.2,-4.9,False
20010302,8,0.9983,0.07,0.0,-5.1,-6.5,-3.3,False
20010303,1,0.9996,0.0,8.2,-9.2,-13.2,-6.2,False
20010304,3,1.0026,0.0,8.2,-2.2,-8.5,1.4,False
20010305,3,1.0111,0.0,7.9,-2.8,-12.1,1.5,False
20010306,6,1.0117,0.0,2.7,2.6,-0.7,4.9,False
20010307,4,1.0208,0.0,3.7,0.5,-1.5,6.9,False
20010308,8,1.0153,0.0,0.0,1.0,-1.6,2.4,False
20010309,8,1.0058,0.26,0.0,1.9,1.1,2.9,False
20010310,8,0.9992,0.0,0.3,3.1,0.6,6.3,False
20010311,8,1.0002,0.01,0.0,5.0,3.6,6.7,False
20010312,8,0.9951,0.22,0.0,5.8,4.5,7.0,False
20010313,3,0.9953,0.0,7.6,4.5,3.1,6.3,False
20010314,7,0.9974,0.0,6.2,3.0,0.5,7.4,False
20010315,8,1.0033,0.05,0.0,1.9,1.3,3.4,False
20010316,8,1.0097,0.12,0.0,0.9,0.1,2.0,False
20010317,7,1.013,0.04,0.0,-2.2,-4.0,0.7,False
20010318,3,1.0129,0.0,8.0,-4.9,-7.0,-1.9,False
20010319,3,1.0117,0.0,8.0,-5.1,-9.3,-1.1,False
20010320,5,1.0119,0.0,7.9,-3.6,-7.8,-0.2,False
20010321,1,1.007,0.0,11.3,-1.8,-6.6,2.2,False
20010322,5,1.0064,0.0,4.8,-2.5,-4.0,0.5,False
20010323,3,1.0132,0.0,9.9,-2.5,-6.5,1.7,False
20010324,1,1.0158,0.0,10.2,-1.2,-5.0,3.0,False
20010325,7,1.0155,0.0,-1.7,-1.6,-4.4,2.0,False
20010326,3,1.0191,0.0,6.4,-1.6,-4.3,1.4,False
20010327,0,1.021,0.0,12.0,0.4,-4.8,5.0,False
20010328,2,1.0205,0.0,11.6,1.0,-2.0,6.1,False
20010329,1,1.0168,0.0,12.0,2.7,-1.2,6.6,False
20010330,8,1.0138,0.45,0.0,2.0,-1.3,3.0,False
20010331,8,1.017,0.15,-1.7,3.5,1.2,6.0,False
20010401,4,1.0125,0.0,5.1,7.7,2.9,11.6,False
20010402,2,1.0144,0.0,5.1,7.1,2.8,11.5,False
20010403,7,1.0091,0.09,5.1,7.4,3.2,12.3,False
20010404,3,1.0092,0.19,5.1,5.9,1.8,11.4,False
20010405,6,0.9982,0.06,5.1,6.6,3.2,9.1,False
20010406,6,1.0049,0.0,5.1,6.2,2.6,10.2,False
20010407,8,1.0022,0.39,5.1,5.5,4.2,7.5,False
20010408,8,1.0062,0.28,5.1,5.9,4.5,8.1,False
20010409,4,1.0086,0.0,5.1,8.0,5.0,11.2,False
20010410,5,1.0164,0.0,5.1,6.2,2.3,12.0,False
20010411,7,1.0185,0.0,5.1,3.8,0.4,7.9,False
20010412,8,1.0113,0.32,5.1,2.2,1.0,4.9,False
20010413,3,1.021,0.0,5.1,1.0,-0.7,4.0,False
20010414,1,1.0193,0.0,5.1,0.9,-2.2,4.7,False
20010415,1,1.0017,0.0,5.1,2.2,-4.2,5.5,False
20010416,8,1.0078,0.0,5.1,4.5,1.3,8.2,False
20010417,8,1.0041,0.0,5.1,5.4,2.6,8.7,False
20010418,8,1.0004,0.24,5.1,3.6,1.6,7.0,False
20010419,8,1.0063,0.33,5.1,3.4,2.7,4.3,False
20010420,8,1.0128,0.21,5.1,2.2,1.0,4.0,False
20010421,3,1.0135,0.0,5.1,4.4,0.9,7.7,False
20010422,7,1.0092,0.06,5.1,4.8,-0.3,8.9,False
20010423,8,1.0035,0.71,5.1,5.8,4.1,6.9,False
20010424,8,1.0079,0.0,5.1,7.0,5.9,7.8,False
20010425,5,1.0157,0.02,5.1,9.5,5.6,13.8,False
20010426,6,1.0117,0.0,5.1,8.6,5.0,13.7,False
20010427,4,1.0125,0.0,5.1,9.9,5.0,15.2,False
20010428,6,1.0081,0.0,5.1,10.6,5.6,15.5,False
20010429,7,1.0102,0.05,5.1,9.2,5.2,13.2,False
20010430,6,1.0184,0.07,-1.7,11.0,5.7,16.4,False
20010501,5,1.0114,0.0,4.6,10.6,7.5,16.1,False
20010502,4,1.0174,0.0,14.9,11.3,6.0,16.5,False
20010503,5,1.0089,0.0,14.7,13.7,8.7,19.3,True
20010504,8,1.0032,0.22,1.5,7.9,5.3,13.2,False
20010505,3,1.0152,0.0,13.7,9.0,4.0,14.1,False
20010506,7,1.0244,0.03,0.2,7.9,7.3,10.9,False
20010507,1,1.0301,0.0,15.9,10.8,4.2,15.8,False
20010508,1,1.0289,0.0,15.8,15.2,8.7,21.2,True
20010509,2,1.0278,0.0,15.0,16.2,10.9,21.4,True
20010510,3,1.0244,0.0,9.6,13.2,10.4,17.5,False
20010511,4,1.0223,0.0,9.8,11.7,7.7,15.7,False
20010512,5,1.02,0.0,10.5,13.6,9.4,19.0,True
20010513,4,1.0092,0.16,11.8,13.5,9.2,20.0,False
20010514,7,1.0083,0.0,3.9,11.1,7.7,17.2,False
20010515,6,1.0092,0.0,0.3,9.7,8.2,11.0,False
20010516,7,1.0096,0.27,3.1,9.8,6.5,12.8,False
20010517,7,1.0045,0.35,0.8,9.8,7.0,13.8,False
20010518,6,1.0012,0.22,1.2,12.0,9.5,16.2,False
20010519,7,0.9984,0.16,3.1,10.7,7.6,14.3,False
20010520,3,1.0099,0.0,13.0,11.0,8.0,14.7,False
20010521,5,1.0176,0.0,4.4,8.6,5.7,12.0,False
20010522,1,1.0203,0.0,16.1,11.6,6.2,16.2,False
20010523,5,1.0147,0.0,13.2,14.9,9.4,19.9,True
20010524,5,1.0136,0.04,8.3,11.0,6.3,18.1,False
20010525,3,1.0191,0.0,9.2,9.3,5.8,13.6,False
20010526,5,1.0136,0.0,7.4,13.1,5.6,19.5,True
20010527,4,1.0043,0.03,8.5,15.1,10.2,20.1,False
20010528,8,1.0058,0.2,1.0,9.2,7.0,18.2,False
20010529,4,1.0083,0.0,12.3,7.0,2.7,11.9,False
20010530,3,1.0109,0.0,7.7,7.5,1.4,13.4,False
20010531,5,1.0093,0.0,11.3,11.2,5.4,16.7,False
20010601,2,1.0058,0.03,15.5,12.7,7.4,17.6,False
20010602,7,0.9995,0.0,2.3,12.5,10.6,15.9,False
20010603,8,1.0043,0.0,3.3,11.6,9.0,15.5,False
20010604,2,1.0082,0.0,13.7,11.6,6.6,17.5,False
20010605,5,1.0091,0.0,13.3,14.7,9.0,20.9,True
20010606,5,1.0075,0.0,11.6,14.7,11.7,19.7,True
20010607,5,1.0046,0.08,7.7,14.7,11.6,19.5,False
20010608,3,1.0035,0.0,12.3,12.9,9.4,16.9,False
20010609,3,1.0081,0.78,12.6,12.5,8.4,18.8,False
20010610,6,1.0103,0.01,3.6,12.8,9.1,18.2,False
20010611,4,1.0067,0.0,10.0,13.3,9.0,19.2,True
20010612,6,1.0055,0.0,6.4,12.6,9.2,17.1,False
20010613,2,1.0074,0.0,13.4,13.9,9.0,18.5,True
20010614,2,1.0076,0.0,17.6,15.9,7.3,22.4,True
20010615,3,1.0101,0.0,17.3,16.8,11.4,21.6,True
20010616,5,1.0108,0.06,8.7,16.7,12.4,23.2,False
20010617,8,1.0085,0.13,0.0,13.0,11.5,16.5,False
20010618,8,1.0123,0.01,0.0,15.0,12.6,17.4,False
20010619,8,1.0151,0.92,0.0,13.7,12.6,16.4,False
20010620,7,1.0142,0.0,4.3,16.9,13.0,22.2,True
20010621,8,1.0077,0.22,0.2,14.9,13.2,18.8,False
20010622,8,1.009,0.0,0.7,14.5,12.4,18.1,True
20010623,3,1.009,0.0,13.0,17.7,12.2,22.7,True
20010624,1,1.0139,0.0,17.5,18.6,11.4,24.9,True
20010625,4,1.0161,0.6,12.6,19.3,14.4,26.9,False
20010626,3,1.0147,0.38,13.4,19.4,14.8,25.8,False
20010627,1,1.0146,0.0,16.6,20.5,14.2,27.5,True
20010628,4,1.0148,0.0,14.1,19.8,14.5,25.6,True
20010629,5,1.0144,0.0,6.1,19.4,15.6,23.0,True
20010630,5,1.0158,0.0,14.0,20.3,15.5,26.2,True
20010701,7,1.0124,0.16,4.4,18.3,16.5,23.7,False
20010702,2,1.0184,0.0,16.7,19.3,14.3,24.4,True
20010703,2,1.0224,0.0,17.8,22.2,15.1,30.0,True
20010704,0,1.0209,0.0,17.7,24.3,18.0,31.8,True
20010705,0,1.0174,0.0,17.6,23.2,14.9,31.0,True
20010706,2,1.0151,0.0,17.3,24.8,18.1,31.2,True
20010707,1,1.0134,0.0,15.5,24.1,18.2,31.6,True
20010708,3,1.0116,0.0,14.9,23.3,18.4,29.8,True
20010709,1,1.0077,0.66,14.7,23.6,18.4,29.7,False
20010710,7,1.0021,1.93,0.8,20.8,19.3,24.2,False
20010711,4,1.0022,0.05,8.1,19.1,16.4,23.5,False
20010712,5,1.0025,0.0,10.1,18.2,15.0,22.5,True
20010713,4,1.0044,0.78,7.7,15.0,12.8,19.8,False
20010714,6,1.0084,0.05,11.5,16.3,13.2,20.5,False
20010715,8,1.0101,0.62,0.6,18.0,15.1,21.1,False
20010716,5,1.0141,0.12,8.0,17.8,15.2,22.0,False
20010717,8,1.0082,0.05,0.0,14.1,12.5,17.5,False
20010718,8,1.0049,0.79,0.2,14.8,12.9,17.0,False
20010719,7,1.0031,0.95,2.9,16.8,15.2,19.4,False
20010720,6,1.0102,0.34,6.9,18.6,15.0,23.5,False
20010721,7,1.0135,0.0,3.5,18.1,15.5,21.0,True
20010722,6,1.0172,0.0,3.2,18.8,15.0,22.4,True
20010723,3,1.0169,0.0,13.4,20.6,16.5,24.9,True
20010724,2,1.0176,0.0,11.5,21.5,16.3,27.4,True
20010725,2,1.0167,0.0,15.3,22.7,18.0,28.0,True
20010726,1,1.0149,0.0,16.0,22.9,18.0,27.5,True
20010727,4,1.0167,0.0,8.3,20.4,16.0,26.2,True
20010728,5,1.019,0.0,13.2,20.1,16.1,26.0,True
20010729,4,1.0149,0.0,11.9,22.9,18.2,27.8,True
20010730,3,1.0066,0.0,10.1,20.8,18.4,24.8,True
20010731,3,1.01,0.0,14.3,18.2,14.7,22.0,True
20010801,3,1.0124,0.0,10.2,18.8,14.5,22.5,True
20010802,2,1.0171,0.0,14.1,16.3,12.1,20.4,True
20010803,7,1.016,0.25,3.6,17.9,14.7,22.0,False
20010804,7,1.0073,0.34,1.0,17.6,16.2,19.6,False
20010805,6,1.0062,0.02,5.0,18.2,15.0,22.2,False
20010806,5,1.0052,0.74,4.3,15.1,13.6,18.8,False
20010807,7,1.0028,1.97,3.1,14.4,12.4,17.0,False
20010808,4,1.0069,0.4,9.3,16.9,12.2,22.2,False
20010809,6,1.004,0.03,7.6,17.8,14.2,21.4,False
20010810,5,1.0098,0.0,7.8,17.0,14.0,20.6,True
20010811,6,1.0096,0.54,5.9,15.5,12.2,20.2,False
20010812,7,1.0076,0.39,3.0,13.7,12.1,15.6,False
20010813,5,1.002,0.0,7.5,16.8,14.0,19.7,True
20010814,6,1.0068,0.0,5.5,17.8,13.6,22.6,True
20010815,5,1.0169,0.0,6.4,20.0,16.5,24.0,True
20010816,3,1.0139,0.78,9.6,20.1,16.5,25.6,False
20010817,4,1.0122,0.0,11.3,20.3,18.5,23.5,True
20010818,2,1.0186,0.0,14.3,18.5,14.0,23.0,True
20010819,3,1.0191,0.0,13.4,18.4,14.3,23.6,True
20010820,8,1.0133,0.2,0.0,17.2,15.2,19.5,False
20010821,5,1.019,0.0,6.9,19.3,15.7,23.0,True
20010822,4,1.0255,0.0,9.9,18.5,14.9,23.1,True
20010823,4,1.0265,0.0,11.3,17.8,13.3,22.8,True
20010824,6,1.0216,0.0,3.5,17.9,15.0,21.6,True
20010825,3,1.0208,0.02,10.2,18.4,14.4,24.3,False
20010826,7,1.0157,0.48,7.7,19.5,15.8,24.2,False
20010827,7,0.9993,2.56,0.5,16.4,14.9,19.4,False
20010828,5,0.9984,0.0,6.5,14.7,11.2,18.2,True
20010829,4,1.0155,0.02,7.0,15.7,13.0,19.4,False
20010830,2,1.0174,0.0,11.1,15.7,11.3,20.5,True
20010831,5,1.0153,0.0,5.8,16.5,13.0,20.9,True
20010901,7,1.0103,0.25,5.3,16.9,14.1,20.4,False
20010902,7,1.0047,0.28,1.9,15.2,13.4,17.8,False
20010903,6,1.0014,0.1,0.5,15.1,13.8,17.0,False
20010904,6,1.0039,0.06,0.1,14.2,12.5,16.4,False
20010905,5,1.0075,0.0,5.6,14.3,11.0,17.6,False
20010906,7,1.0058,0.0,6.9,15.4,11.2,19.6,True
20010907,6,1.0014,0.04,6.8,14.3,10.4,18.7,False
20010908,7,0.9929,1.41,4.3,13.5,11.2,16.4,False
20010909,6,0.9888,0.55,1.3,13.2,12.0,15.2,False
20010910,6,0.9961,1.79,3.1,11.2,10.0,14.2,False
20010911,7,0.9991,1.32,0.4,12.1,10.0,14.7,False
20010912,5,1.0071,2.25,4.6,13.7,11.8,16.8,False
20010913,8,0.9941,0.7,0.0,12.5,11.5,14.0,False
20010914,7,0.9991,0.71,0.8,13.2,11.5,15.3,False
20010915,5,1.004,0.0,4.9,14.1,11.4,17.4,False
20010916,7,1.0138,0.0,2.5,13.8,11.9,16.1,False
20010917,7,1.0212,0.0,1.2,15.5,13.7,17.8,False
20010918,4,1.024,0.0,9.6,15.7,13.5,18.6,True
20010919,8,1.0213,0.0,1.0,16.1,14.9,17.6,False
20010920,8,1.0207,0.83,0.0,12.2,10.8,16.2,False
20010921,8,1.0189,0.03,0.0,13.3,12.2,15.0,False
20010922,7,1.0171,0.0,0.1,13.7,12.4,15.4,False
20010923,6,1.02,0.0,2.1,13.1,10.4,17.2,False
20010924,5,1.0257,0.0,8.0,8.9,7.3,11.4,False
20010925,3,1.023,0.0,11.2,7.1,3.0,11.0,False
20010926,5,1.0194,0.0,3.2,10.3,8.9,12.5,False
20010927,5,1.0123,0.0,3.4,9.5,6.5,13.3,False
20010928,4,1.009,0.56,3.5,9.4,7.4,11.4,False
20010929,0,1.021,0.0,11.4,5.7,2.3,9.4,False
20010930,5,1.0208,0.0,8.7,6.7,2.4,11.1,False
20011001,8,0.9995,0.91,0.0,10.8,7.6,12.2,False
20011002,6,0.9921,0.2,3.5,13.4,11.1,16.0,False
20011003,3,0.9953,0.0,4.4,13.8,11.2,16.3,False
20011004,4,0.9982,0.0,1.6,12.3,10.7,14.3,False
20011005,3,1.0064,0.0,8.1,11.7,9.6,14.7,False
20011006,4,1.0134,0.0,1.8,10.7,8.2,14.0,False
20011007,8,1.0131,0.04,0.0,11.7,10.0,12.5,False
20011008,8,1.0072,0.67,0.0,13.2,12.3,14.3,False
20011009,4,1.0082,0.08,5.4,12.4,11.3,15.2,False
20011010,7,1.0039,1.52,0.8,12.2,11.2,12.9,False
20011011,6,1.0072,0.14,1.4,9.3,7.6,12.1,False
20011012,8,1.0149,0.09,0.0,11.5,7.2,14.8,False
20011013,4,1.016,0.0,3.5,13.6,12.6,15.2,False
20011014,5,1.0205,0.0,3.0,10.7,9.4,13.6,False
20011015,8,1.0246,0.04,1.4,9.8,6.6,12.3,False
20011016,8,1.0236,0.16,0.0,11.7,10.0,13.2,False
20011017,8,1.0217,0.15,0.0,12.5,11.8,13.2,False
20011018,7,1.0233,0.0,0.0,9.2,7.1,12.2,False
20011019,3,1.0197,0.0,9.1,8.8,7.2,11.0,False
20011020,5,1.0213,0.0,5.7,6.9,4.2,10.0,False
20011021,8,1.0147,0.0,0.0,8.9,7.7,9.8,False
20011022,6,1.0169,0.0,2.7,5.9,3.6,8.9,False
20011023,4,1.0281,0.0,2.3,4.1,2.8,6.0,False
20011024,6,1.0298,0.0,1.1,6.0,2.5,7.9,False
20011025,6,1.0221,0.0,0.0,5.6,2.7,7.3,False
20011026,7,1.0154,0.0,1.9,9.9,7.0,11.6,False
20011027,8,1.0069,0.15,0.1,10.9,10.5,12.1,False
20011028,7,1.002,0.09,-1.7,9.0,8.5,10.5,False
20011029,5,1.0027,1.29,7.5,6.2,3.6,9.4,False
20011030,7,0.9914,0.39,0.7,9.1,7.1,11.0,False
20011031,8,0.9855,1.86,0.1,8.7,5.6,12.0,False
20011101,4,1.0069,0.0,3.4,4.3,2.7,9.2,False
20011102,4,1.0246,0.0,3.3,3.4,-0.5,6.0,False
20011103,3,1.0098,0.0,5.2,9.8,6.0,12.4,False
20011104,6,0.9987,0.88,1.1,6.2,3.7,10.1,False
20011105,4,1.0011,0.0,6.1,2.4,0.2,4.0,False
20011106,7,0.9994,0.14,1.2,2.6,-0.2,4.6,False
20011107,7,0.9907,0.09,3.6,0.9,-0.5,4.2,False
20011108,6,0.9847,0.54,2.3,1.6,0.5,3.4,False
20011109,1,1.0038,0.07,4.0,-1.0,-2.9,2.0,False
20011110,6,1.0075,0.04,3.2,1.9,-2.9,5.8,False
20011111,2,0.9939,0.24,5.0,7.8,5.1,10.0,False
20011112,5,0.9972,0.0,3.3,2.6,1.7,6.1,False
20011113,2,1.0075,0.0,6.7,1.2,-0.5,2.5,False
20011114,2,1.0233,0.13,6.7,-0.7,-2.2,2.0,False
20011115,6,1.003,0.05,1.3,5.3,-0.2,10.0,False
20011116,3,1.0276,0.0,5.3,2.3,1.4,7.1,False
20011117,4,1.0156,0.0,0.0,4.7,0.5,6.5,False
20011118,4,1.0108,0.0,4.7,5.2,4.1,7.3,False
20011119,7,1.0166,0.0,0.3,2.4,0.8,5.2,False
20011120,3,1.0184,0.2,4.9,4.5,2.5,5.2,False
20011121,7,1.0047,0.23,0.0,5.6,4.0,7.0,False
20011122,6,0.9873,0.35,0.0,2.9,0.8,7.0,False
20011123,7,1.005,0.06,2.0,0.4,-0.4,1.2,False
20011124,6,1.0165,0.0,1.2,-0.2,-1.0,1.0,False
20011125,5,1.0176,0.0,0.3,1.1,-1.5,2.5,False
20011126,7,1.0097,0.03,0.0,2.8,1.6,3.2,False
20011127,7,1.0138,0.0,0.0,3.6,2.6,4.3,False
20011128,8,1.0142,0.14,0.0,2.8,1.7,3.8,False
20011129,7,1.0206,0.0,0.0,3.2,2.1,4.5,False
20011130,8,1.0268,0.0,0.0,3.0,2.3,3.9,False
20011201,8,1.0282,0.0,0.0,3.2,2.2,4.4,False
20011202,8,1.0298,0.21,0.0,4.1,2.6,5.2,False
20011203,8,1.0341,0.03,0.0,3.6,3.0,4.0,False
20011204,8,1.0248,0.0,0.0,2.4,1.7,3.8,False
20011205,8,1.0181,0.15,0.0,1.5,1.2,2.2,False
20011206,8,1.0242,0.02,0.0,3.6,1.8,5.0,False
20011207,7,1.0386,0.15,0.0,3.7,2.6,5.4,False
20011208,8,1.0397,0.29,0.0,2.5,1.5,4.7,False
20011209,8,1.0354,0.0,0.0,2.9,1.3,5.1,False
20011210,6,1.0335,0.0,0.1,3.1,0.6,5.5,False
20011211,5,1.0328,0.0,0.1,4.6,3.5,5.8,False
20011212,8,1.036,0.0,0.0,3.1,2.3,4.1,False
20011213,7,1.0365,0.0,0.0,1.8,1.4,3.3,False
20011214,2,1.0358,0.0,4.4,1.8,1.1,2.9,False
20011215,3,1.0399,0.0,3.5,-0.8,-1.7,1.2,False
20011216,1,1.0314,0.0,4.5,-0.4,-2.0,1.4,False
20011217,7,1.0277,0.0,0.2,1.9,0.9,2.4,False
20011218,7,1.0205,0.0,0.0,2.4,1.6,2.7,False
20011219,6,0.9956,0.96,1.1,-0.5,-4.6,3.0,False
20011220,3,1.008,0.6,4.2,-7.5,-9.0,-4.6,False
20011221,8,0.981,0.75,0.0,-2.4,-7.9,0.0,False
20011222,4,1.0017,0.05,2.6,-10.1,-12.5,-4.0,False
20011223,0,1.007,0.0,4.3,-13.9,-15.5,-12.0,False
20011224,6,0.9926,0.64,0.0,-5.6,-15.4,-1.4,False
20011225,8,0.9737,0.34,0.0,-0.2,-1.6,0.5,False
20011226,4,0.9867,0.03,1.0,-6.1,-9.5,-0.2,False
20011227,6,1.0,0.03,0.0,-10.3,-12.6,-7.7,False
20011228,8,0.9936,0.96,0.0,-5.1,-11.3,-0.3,False
20011229,7,0.9949,0.14,0.0,-3.8,-5.3,-1.5,False
20011230,4,1.0012,0.05,0.0,-8.1,-11.3,-4.0,False
20011231,0,1.0124,0.02,4.8,-13.7,-15.6,-8.0,False
20020101,6,1.0045,0.76,0.0,-9.0,-14.8,-3.3,False
20020102,0,1.0311,0.0,5.0,-8.4,-10.2,-4.2,False
20020103,6,1.032,0.0,0.0,-5.7,-12.4,-2.0,False
20020104,5,1.0282,0.02,3.9,-2.0,-2.5,-0.8,False
20020105,3,1.0236,0.0,4.7,-3.9,-4.9,-2.0,False
20020106,5,1.019,0.0,1.7,-2.5,-5.2,-0.5,False
20020107,5,1.0259,0.0,0.1,0.2,-1.9,1.9,False
20020108,6,1.0216,0.0,0.0,0.3,-0.7,1.6,False
20020109,6,1.0292,0.0,0.2,-1.2,-2.0,0.2,False
20020110,7,1.0233,0.0,0.0,2.3,-1.8,3.8,False
20020111,5,1.0202,0.0,3.9,2.8,1.2,3.6,False
20020112,7,1.0207,0.0,0.0,2.1,1.5,3.7,False
20020113,6,1.0212,0.0,0.0,3.7,2.0,5.0,False
20020114,8,1.0175,0.0,0.0,3.4,3.0,4.1,False
20020115,7,1.0139,0.0,0.0,3.8,2.9,4.7,False
20020116,8,1.0121,0.07,0.0,1.5,0.9,3.8,False
20020117,8,1.0111,0.34,0.0,3.2,1.7,4.0,False
20020118,8,1.0082,0.36,0.0,2.9,2.4,3.7,False
20020119,8,1.0009,0.16,0.0,2.4,1.7,2.8,False
20020120,8,0.9972,0.06,0.0,1.0,0.7,2.6,False
20020121,8,0.9926,0.05,0.0,2.3,0.9,3.0,False
20020122,8,0.9909,0.52,0.0,1.5,-1.5,5.1,False
20020123,8,0.9873,0.59,0.0,-0.1,-4.6,5.5,False
20020124,8,0.9859,2.24,0.0,0.4,-6.0,3.7,False
20020125,6,0.9886,0.06,2.8,-4.0,-5.7,3.7,False
20020126,6,0.9977,0.14,0.0,-5.0,-6.5,-3.1,False
20020127,5,0.992,0.0,2.0,-2.1,-4.5,0.0,False
20020128,7,0.9884,0.43,0.0,-0.3,-5.6,3.9,False
20020129,5,0.9857,0.0,1.3,1.8,-0.7,4.6,False
20020130,3,1.0087,0.41,6.5,-1.8,-3.9,-0.4,False
20020131,8,0.9987,0.28,0.0,0.1,-1.8,1.0,False
20020201,8,1.0051,0.15,0.0,1.0,-0.2,2.6,False
20020202,8,1.006,0.04,0.0,6.3,1.7,8.0,False
20020203,7,1.0122,0.0,0.5,8.1,7.4,9.1,False
20020204,8,0.9979,0.06,0.3,4.3,2.4,7.4,False
20020205,7,0.9979,0.25,0.0,3.8,2.1,5.6,False
20020206,6,0.9963,0.21,0.3,5.7,4.1,7.1,False
20020207,8,1.0021,0.02,0.0,4.1,3.5,5.6,False
20020208,7,0.9971,0.02,0.0,3.4,2.2,4.5,False
20020209,7,0.9865,0.31,0.0,3.3,0.7,5.5,False
20020210,5,0.9814,0.01,3.1,4.1,3.2,6.2,False
20020211,6,0.9853,0.72,4.3,2.0,0.9,4.1,False
20020212,8,0.9825,0.11,0.0,0.8,0.1,2.8,False
20020213,5,1.0076,0.0,0.0,-0.7,-1.3,0.1,False
20020214,2,1.0231,0.0,7.8,-0.6,-2.2,1.2,False
20020215,2,1.019,0.0,4.4,2.4,-0.5,4.9,False
20020216,5,1.0159,0.0,6.3,4.5,1.2,7.4,False
20020217,7,1.0097,0.43,1.2,5.7,4.6,6.6,False
20020218,6,0.9983,0.03,0.1,4.2,3.6,6.3,False
20020219,4,0.9893,0.0,5.4,1.0,0.3,4.0,False
20020220,3,0.9967,0.0,7.9,-4.1,-7.1,0.5,False
20020221,1,1.0046,0.0,8.9,-4.1,-6.4,-1.6,False
20020222,6,0.9799,1.0,0.0,-0.5,-3.4,0.7,False
20020223,5,0.9687,0.0,1.9,1.0,0.0,2.2,False
20020224,4,0.9857,0.0,4.7,-1.8,-3.6,0.7,False
20020225,2,0.9916,0.0,9.3,-2.6,-6.3,1.0,False
20020226,8,0.9878,0.38,0.0,-1.1,-4.2,1.2,False
20020227,8,0.9737,0.35,0.0,0.3,-0.5,1.0,False
20020228,7,0.9874,0.06,0.0,-1.6,-2.4,-0.2,False
20020301,7,0.9986,0.03,0.2,-3.0,-4.0,-1.6,False
20020302,7,0.9959,0.2,5.1,-1.6,-6.0,1.5,False
20020303,5,0.9993,0.18,5.7,-4.3,-8.8,1.6,False
20020304,6,0.9997,0.0,5.0,1.1,-3.0,4.5,False
20020305,3,0.9953,0.04,8.8,4.8,3.4,6.2,False
20020306,8,0.9767,0.88,0.0,3.7,3.0,4.6,False
20020307,5,0.9831,0.0,3.1,-0.3,-1.2,3.7,False
20020308,3,1.0065,0.11,10.3,1.0,-2.3,4.4,False
20020309,6,0.985,0.06,3.9,4.7,0.9,6.8,False
20020310,2,0.9962,0.27,10.7,3.3,1.6,5.9,False
20020311,4,1.0013,0.03,5.8,4.7,0.6,8.4,False
20020312,3,1.0086,0.0,6.8,5.0,1.6,8.6,False
20020313,7,1.0139,0.0,0.5,1.0,-1.4,6.2,False
20020314,1,1.0276,0.0,11.2,-1.2,-5.5,2.1,False
20020315,1,1.0319,0.0,11.3,2.0,-3.0,7.4,False
20020316,1,1.0293,0.0,10.2,2.3,-0.8,6.8,False
20020317,7,1.0157,0.0,4.1,3.1,0.5,6.0,False
20020318,8,1.0037,0.13,0.0,2.8,0.6,5.1,False
20020319,8,0.9902,0.12,0.6,5.2,2.9,8.2,False
20020320,7,0.9887,0.23,2.5,3.2,2.2,5.8,False
20020321,7,0.9977,0.11,0.2,1.0,-0.5,3.2,False
20020322,8,1.0121,0.31,0.0,1.4,0.9,2.6,False
20020323,6,1.0309,0.05,0.1,0.5,-0.6,1.6,False
20020324,2,1.0368,0.0,10.0,0.8,-2.2,3.9,False
20020325,3,1.03,0.0,10.6,1.9,-2.3,6.7,False
20020326,5,1.0249,0.0,6.4,3.5,-0.4,7.6,False
20020327,4,1.0271,0.0,9.4,5.2,1.4,9.7,False
20020328,4,1.0211,0.0,10.4,6.2,2.0,10.8,False
20020329,3,1.0202,0.0,11.5,8.4,3.0,14.5,False
20020330,6,1.0204,0.0,10.1,7.0,3.5,12.0,False
20020331,1,1.0129,0.0,-1.7,5.6,1.7,9.8,False
20020401,7,1.019,0.0,7.3,6.6,1.4,12.0,False
20020402,6,1.0287,0.0,10.5,5.6,3.0,11.3,False
20020403,5,1.0291,0.0,9.2,7.2,1.7,13.7,False
20020404,8,1.025,0.0,0.0,4.0,2.5,8.2,False
20020405,3,1.0259,0.0,10.8,1.8,-1.7,6.3,False
