DATE,LJUBLJANA_cloud_cover,LJUBLJANA_wind_speed,LJUBLJANA_humidity,LJUBLJANA_pressure,LJUBLJANA_global_radiation,LJUBLJANA_precipitation,LJUBLJANA_sunshine,LJUBLJANA_temp_mean,LJUBLJANA_temp_min,LJUBLJANA_temp_max,LJUBLJANA_picnic_weather
20020211,7,1.0,0.88,1.0199,0.59,0.0,0.6,4.0,0.7,6.6,False
20020212,2,1.6,0.76,1.0197,1.2,0.0,8.3,5.7,0.4,11.5,False
20020213,6,1.3,0.81,1.0176,0.47,0.0,0.3,5.5,0.4,9.7,False
20020214,8,1.1,0.88,1.0219,0.11,0.11,0.0,4.4,1.8,6.1,False
20020215,8,2.3,0.68,1.0316,0.23,0.0,0.0,2.3,2.0,4.6,False
20020216,8,0.6,0.91,1.0328,0.24,1.77,0.0,0.5,0.1,2.5,False
20020217,8,0.2,0.96,1.0275,0.2,2.69,0.0,1.3,0.2,1.9,False
20020218,8,0.4,0.93,1.019,0.58,0.0,0.0,2.9,0.8,5.3,False
20020219,8,0.6,0.93,1.0221,0.49,0.04,2.6,3.0,1.8,6.0,False
20020220,8,2.1,0.72,1.0103,0.6,0.1,0.3,5.7,-0.5,8.6,False
20020221,7,1.0,0.87,1.0042,0.25,0.52,0.0,5.1,4.3,7.3,False
20020222,4,1.0,0.55,1.0181,1.48,0.0,8.4,2.1,-0.6,5.3,False
20020223,6,3.0,0.56,1.0084,1.06,0.03,3.7,4.9,1.4,8.2,False
20020224,3,2.9,0.43,1.0082,1.46,0.0,7.4,5.9,3.5,10.1,False
20020225,3,2.6,0.47,1.0146,1.51,0.0,7.5,5.0,-3.0,11.1,False
20020226,7,2.2,0.71,1.0143,0.63,0.0,1.2,7.5,-0.8,11.3,False
20020227,8,1.8,0.83,1.0109,0.14,0.0,0.0,9.5,8.4,10.5,False
20020228,8,2.0,0.91,1.0088,0.14,2.48,0.0,9.5,8.9,11.9,False
20020301,8,1.2,0.93,1.0168,0.23,0.42,0.0,4.3,2.5,8.9,False
20020302,8,0.7,0.91,1.01,0.5,0.0,0.2,8.6,3.4,13.7,False
20020303,8,1.4,0.91,1.0165,0.26,0.68,0.0,6.1,5.2,10.0,False
20020304,5,1.3,0.67,1.0227,1.39,0.0,6.1,6.1,4.3,10.6,False
20020305,6,0.5,0.66,1.0163,1.14,0.01,4.7,7.6,-0.7,11.7,False
20020306,6,0.8,0.81,1.0139,0.9,0.02,3.9,10.5,6.0,15.7,False
20020307,3,3.1,0.68,1.0169,1.34,0.0,6.9,11.4,6.0,15.2,False
20020308,5,1.4,0.69,1.0254,1.5,0.0,8.5,9.7,3.0,15.6,False
20020309,2,0.5,0.62,1.0185,1.74,0.0,8.5,6.8,0.9,14.2,False
20020310,2,0.9,0.61,1.0192,1.59,0.0,7.4,9.4,1.8,16.5,False
20020311,0,1.0,0.55,1.0256,1.95,0.0,9.9,7.8,0.4,16.5,False
20020312,2,0.9,0.64,1.0226,1.89,0.0,9.1,7.1,-1.0,15.7,False
20020313,4,1.3,0.58,1.0181,1.32,0.0,4.3,9.6,0.5,18.7,True
20020314,2,1.8,0.65,1.0148,1.9,0.0,9.9,11.3,1.6,18.2,True
20020315,6,2.0,0.78,1.0157,0.83,0.0,1.9,12.0,9.2,15.9,False
20020316,3,1.0,0.71,1.0179,1.82,0.0,9.4,11.7,6.6,18.2,True
20020317,5,1.3,0.62,1.0168,1.73,0.0,7.6,11.9,3.5,18.7,True
20020318,3,2.2,0.67,1.0138,1.87,0.0,10.2,10.9,3.8,19.1,True
20020319,8,2.2,0.79,1.0097,0.71,0.0,0.0,11.0,6.7,12.8,False
20020320,6,1.8,0.8,1.0136,0.83,0.0,2.5,12.9,9.0,17.5,False
20020321,6,1.1,0.74,1.0155,1.01,0.83,1.8,13.6,9.0,17.8,False
20020322,5,2.0,0.59,1.0136,1.92,0.0,7.3,12.8,9.4,19.4,True
20020323,4,1.5,0.61,1.0176,1.15,0.0,6.6,5.6,4.1,11.9,False
20020324,6,3.0,0.56,1.0198,1.24,0.0,5.3,4.7,1.3,7.8,False
20020325,4,2.0,0.5,1.0207,1.96,0.0,8.9,6.1,-0.9,11.5,False
20020326,6,2.2,0.59,1.0227,2.02,0.0,9.5,6.2,2.6,11.4,False
20020327,1,3.0,0.52,1.0271,2.42,0.0,11.2,4.7,2.1,8.3,False
20020328,0,1.0,0.56,1.029,2.35,0.0,11.2,5.7,-2.6,12.7,False
20020329,2,0.8,0.58,1.0277,2.32,0.0,10.9,7.6,-1.5,15.8,False
20020330,0,0.9,0.53,1.0232,2.38,0.0,11.6,10.1,-0.1,19.8,True
20020331,3,0.8,0.53,1.0189,2.22,0.0,9.4,11.9,1.3,20.1,True
20020401,2,0.7,0.54,1.0178,2.24,0.0,10.3,12.2,3.2,20.9,True
20020402,2,1.2,0.55,1.0178,2.16,0.0,11.2,12.5,3.2,20.6,True
20020403,4,2.2,0.54,1.0125,1.9,0.0,9.1,13.0,5.2,18.4,True
20020404,3,2.9,0.47,1.0098,2.22,0.0,10.7,10.2,7.2,15.1,False
20020405,7,1.6,0.73,1.0058,0.92,0.08,2.0,8.5,7.3,14.3,False
20020406,5,1.3,0.6,1.0144,1.87,0.0,6.1,6.2,0.5,9.6,False
20020407,3,1.7,0.47,1.0228,2.17,0.0,10.3,5.8,0.6,10.0,False
20020408,7,0.8,0.55,1.0206,1.39,0.4,2.1,6.8,1.0,11.4,False
20020409,8,1.1,0.93,1.0168,0.42,1.05,0.0,3.6,2.7,7.5,False
20020410,8,0.8,0.77,1.0146,0.65,0.1,0.0,5.1,3.0,7.0,False
20020411,8,1.1,0.88,1.0145,0.33,1.59,0.0,5.5,4.1,6.8,False
20020412,8,1.0,0.95,1.0029,0.18,2.4,0.0,6.7,4.8,7.5,False
20020413,6,0.8,0.9,1.0026,0.91,0.49,1.8,9.5,6.6,13.8,False
20020414,5,1.8,0.71,1.0055,2.02,0.13,6.9,11.4,5.6,17.3,False
20020415,8,1.8,0.88,1.012,0.4,1.02,0.0,8.8,8.2,11.4,False
20020416,8,1.2,0.77,1.0151,0.43,0.1,0.0,9.0,7.8,10.3,False
20020417,7,0.7,0.81,1.015,0.74,0.57,0.0,9.7,7.5,12.2,False
20020418,8,0.5,0.9,1.0182,0.48,0.44,0.0,9.4,7.8,11.8,False
20020419,7,0.8,0.84,1.0201,0.85,0.0,1.9,10.5,8.5,14.0,False
20020420,8,1.8,0.83,1.0232,0.84,1.52,0.6,10.6,8.5,14.7,False
20020421,4,1.4,0.67,1.029,2.21,0.29,9.3,13.6,8.5,18.9,False
20020422,6,0.9,0.72,1.029,2.14,0.07,6.8,13.7,8.6,20.7,False
20020423,3,1.0,0.64,1.0259,2.21,0.0,10.8,13.8,10.2,19.9,True
20020424,6,1.0,0.65,1.0208,1.69,0.04,6.0,12.9,9.9,18.7,False
20020425,5,1.0,0.6,1.0219,1.76,0.0,6.3,12.6,8.3,18.1,True
20020426,4,2.2,0.51,1.0133,2.63,0.21,9.4,15.1,8.9,21.8,False
20020427,6,1.6,0.91,1.0131,0.38,2.37,0.7,8.0,6.3,14.4,False
20020428,6,1.5,0.59,1.0158,2.47,0.0,7.6,11.9,3.5,19.1,True
20020429,6,2.0,0.67,1.0136,1.23,0.12,3.0,12.8,9.0,16.6,False
20020430,6,1.0,0.76,1.0187,1.64,0.0,5.3,13.3,10.5,18.1,True
20020501,4,1.9,0.63,1.0143,2.91,0.0,11.3,15.6,6.6,22.4,True
20020502,3,2.1,0.54,1.0129,2.79,0.0,10.9,18.0,8.0,24.5,True
20020503,6,1.1,0.56,1.013,1.4,0.0,3.9,17.7,10.0,22.3,True
20020504,6,1.6,0.77,1.0134,0.78,0.05,3.5,14.2,11.0,18.4,False
20020505,5,2.0,0.64,1.0146,2.47,0.01,8.5,13.1,9.2,19.6,False
20020506,2,1.6,0.5,1.0195,3.24,0.0,13.7,14.8,5.4,21.8,True
20020507,2,1.1,0.57,1.0215,2.59,0.0,11.9,15.6,6.0,21.7,True
20020508,6,1.9,0.63,1.016,2.1,0.05,6.4,18.1,10.5,23.6,False
20020509,8,1.5,0.92,1.0143,0.78,2.78,0.6,15.3,14.1,18.6,False
20020510,3,2.5,0.66,1.0131,2.51,0.0,10.4,16.9,12.8,21.8,True
20020511,4,2.2,0.76,1.0113,2.0,0.05,7.4,14.6,9.3,21.6,False
20020512,5,1.3,0.74,1.0132,2.1,0.02,6.6,15.9,10.0,23.0,False
20020513,5,0.9,0.77,1.0184,1.58,0.0,2.5,15.6,10.9,20.4,True
20020514,4,2.2,0.7,1.0203,2.95,0.0,9.8,17.2,9.7,25.4,True
20020515,2,1.2,0.54,1.0252,3.06,0.0,13.5,19.2,11.2,25.3,True
20020516,1,1.0,0.54,1.024,3.18,0.0,13.9,20.5,11.2,27.5,True
20020517,1,2.7,0.5,1.0157,3.25,0.0,13.8,20.9,11.2,27.6,True
20020518,1,2.9,0.53,1.0136,3.17,0.0,13.8,21.0,13.8,28.2,True
20020519,6,2.3,0.71,1.016,2.23,1.94,6.4,17.9,12.7,24.6,False
20020520,8,1.0,0.84,1.0163,0.86,0.13,0.0,15.4,14.0,17.6,False
20020521,5,1.2,0.75,1.0141,1.82,0.0,5.2,16.9,13.2,21.6,True
20020522,5,1.7,0.66,1.0118,2.88,0.0,9.3,18.5,11.6,25.2,True
20020523,8,1.1,0.72,1.0098,1.3,0.0,1.1,18.5,15.6,22.3,True
20020524,7,1.7,0.78,1.0097,1.49,0.0,3.5,18.9,15.6,22.7,True
20020525,7,1.0,0.73,1.0128,1.0,2.48,0.2,18.9,16.9,21.5,False
20020526,7,1.0,0.87,1.0099,0.92,0.77,0.7,17.0,15.5,20.6,False
20020527,6,2.3,0.67,1.0077,2.42,0.26,8.2,18.4,14.4,23.7,False
20020528,6,1.3,0.9,1.0072,0.59,0.53,0.0,13.7,13.1,17.7,False
20020529,3,1.5,0.53,1.0129,3.32,0.0,13.6,18.2,10.2,25.3,True
20020530,2,1.1,0.51,1.021,3.29,0.0,14.2,19.6,9.2,25.3,True
20020531,2,1.1,0.57,1.0232,2.57,0.0,9.9,19.0,12.4,24.6,True
20020601,5,1.1,0.63,1.021,2.75,0.0,12.3,19.9,11.8,26.2,True
20020602,3,1.7,0.53,1.0191,3.16,0.0,10.8,18.4,14.7,23.0,True
20020603,4,1.7,0.63,1.0149,3.07,0.0,12.3,19.0,11.0,25.1,True
20020604,4,1.2,0.67,1.0116,2.6,0.01,8.4,20.3,13.6,26.1,False
20020605,8,1.5,0.75,1.0097,1.02,0.02,0.9,18.9,15.3,22.4,False
20020606,7,1.4,0.88,1.0037,0.93,3.8,0.8,17.2,16.0,21.8,False
20020607,8,1.6,0.84,1.0071,0.57,0.73,0.0,14.5,12.0,16.5,False
20020608,6,1.8,0.73,1.0098,2.11,0.0,5.9,18.0,12.2,21.5,True
20020609,7,0.7,0.85,1.009,1.18,0.11,0.6,16.0,12.7,18.1,False
20020610,6,1.6,0.74,1.0078,2.22,0.0,8.2,17.7,13.6,22.6,True
20020611,2,0.9,0.53,1.0169,3.55,0.0,14.6,19.4,10.2,25.3,True
20020612,1,1.1,0.52,1.0209,3.43,0.0,14.7,20.7,12.2,26.2,True
20020613,2,1.3,0.6,1.0196,3.36,0.0,14.2,22.5,13.0,29.6,True
20020614,1,1.3,0.62,1.0184,3.21,0.0,13.5,24.5,14.8,31.1,True
20020615,2,1.3,0.61,1.0182,3.25,0.0,13.3,25.6,18.0,32.2,True
20020616,5,1.0,0.74,1.0196,2.39,2.37,7.7,22.6,18.4,31.4,False
20020617,5,0.9,0.71,1.0215,3.15,0.0,11.2,23.9,16.2,30.3,True
20020618,2,1.4,0.61,1.0212,3.29,0.0,13.8,26.3,18.8,30.8,True
20020619,1,1.7,0.59,1.0213,3.34,0.0,14.3,25.6,19.6,30.7,True
20020620,1,1.5,0.59,1.0203,3.36,0.0,14.6,25.6,17.6,32.1,True
20020621,3,1.1,0.61,1.0202,2.92,0.0,9.9,26.8,18.9,32.3,True
20020622,1,1.3,0.62,1.0201,3.18,0.0,13.9,26.9,20.2,31.8,True
20020623,2,1.1,0.54,1.0189,3.31,0.0,14.5,28.4,19.8,34.9,True
20020624,3,1.6,0.66,1.0173,2.58,5.45,10.1,24.3,18.3,33.5,False
20020625,6,1.8,0.81,1.0255,1.61,1.13,3.9,16.6,14.4,20.0,False
20020626,2,1.1,0.57,1.0231,3.32,0.0,12.1,19.5,13.5,25.2,True
20020627,2,1.1,0.54,1.0167,3.33,0.26,14.5,21.2,12.1,28.3,False
20020628,8,1.2,0.91,1.0121,0.57,3.68,0.5,16.6,15.8,21.9,False
20020629,2,1.4,0.61,1.0192,3.26,0.0,12.7,17.4,12.0,22.6,True
20020630,3,0.9,0.56,1.0191,3.34,0.0,13.5,18.6,11.3,23.9,True
20020701,2,1.4,0.53,1.0146,3.39,0.0,13.8,20.9,12.1,27.8,True
20020702,4,1.9,0.6,1.0124,2.8,0.0,10.5,22.2,15.0,27.3,True
20020703,6,1.5,0.66,1.0101,2.73,0.0,10.9,24.1,17.4,29.6,True
20020704,5,1.2,0.84,1.0151,1.49,1.39,8.1,17.4,14.2,25.2,False
20020705,2,1.4,0.66,1.0191,3.29,0.0,13.1,18.4,11.8,23.4,True
20020706,3,1.2,0.63,1.0135,2.93,0.08,11.8,21.8,12.8,28.1,False
20020707,4,1.3,0.68,1.0178,2.44,0.0,8.4,20.3,14.9,26.0,True
20020708,1,1.1,0.59,1.0175,3.27,0.0,14.6,22.9,14.6,28.5,True
20020709,2,1.3,0.62,1.0142,3.16,0.0,13.5,24.3,15.5,30.0,True
20020710,2,1.3,0.64,1.011,2.93,0.0,12.7,25.2,18.4,31.1,True
20020711,2,1.1,0.61,1.0162,2.53,0.0,11.5,25.1,18.4,29.6,True
20020712,6,0.9,0.59,1.0187,1.67,0.01,1.4,22.0,20.2,25.1,False
20020713,4,0.9,0.72,1.0123,2.8,0.37,8.5,23.5,16.9,30.4,False
20020714,6,1.9,0.8,1.0146,1.74,2.01,4.7,21.1,18.5,27.3,False
20020715,7,1.2,0.83,1.0136,1.32,1.39,3.3,20.8,18.0,26.3,False
20020716,5,1.9,0.73,1.0094,2.32,0.07,7.9,21.8,18.7,26.6,False
20020717,6,1.2,0.8,1.0086,1.58,0.04,3.5,19.3,17.0,24.2,False
20020718,6,0.9,0.75,1.0106,2.08,2.47,4.4,19.8,15.1,27.7,False
20020719,6,1.4,0.73,1.0148,1.9,0.0,1.7,19.8,16.6,22.7,True
20020720,2,1.3,0.66,1.0166,2.76,0.0,11.6,21.5,14.1,27.5,True
20020721,2,2.0,0.66,1.0144,2.86,0.14,10.3,23.2,15.5,28.9,False
20020722,6,1.4,0.88,1.0171,1.22,0.82,3.8,17.4,15.6,23.5,False
20020723,2,0.8,0.66,1.0156,3.11,0.0,12.2,21.3,15.0,27.0,True
20020724,5,1.0,0.77,1.0126,2.25,1.6,8.8,20.4,15.8,28.6,False
20020725,6,1.1,0.75,1.0128,2.5,1.91,8.1,18.7,16.1,25.7,False
20020726,4,1.3,0.62,1.0169,2.34,0.0,8.6,19.1,14.6,24.0,True
20020727,2,1.9,0.54,1.0188,3.24,0.0,13.6,20.4,14.1,25.7,True
20020728,2,1.4,0.67,1.0197,2.96,0.0,13.3,21.7,13.3,27.1,True
20020729,5,1.1,0.74,1.0166,2.38,0.4,9.3,21.5,16.6,29.7,False
20020730,6,1.6,0.72,1.0113,2.64,0.0,8.9,22.8,16.6,28.9,True
20020731,7,1.6,0.79,1.0095,2.53,0.54,7.9,21.0,17.8,29.2,False
20020801,5,1.8,0.74,1.0114,2.06,0.1,5.6,22.0,17.8,27.2,False
20020802,2,2.3,0.61,1.0144,2.84,0.0,12.9,23.3,17.8,27.8,True
20020803,2,1.2,0.64,1.0143,2.56,0.0,12.4,24.0,16.1,30.6,True
20020804,5,1.2,0.75,1.0114,2.06,2.41,7.0,22.3,18.4,27.7,False
20020805,3,1.0,0.77,1.0123,2.55,1.54,9.4,22.9,18.4,28.4,False
20020806,8,1.6,0.94,1.011,0.64,3.63,1.1,16.6,16.1,22.6,False
20020807,6,2.0,0.65,1.0086,1.61,0.01,4.3,19.7,15.9,24.7,False
20020808,5,0.9,0.67,1.0105,2.18,0.0,7.7,21.3,16.3,26.6,True
20020809,6,1.0,0.88,1.0088,2.0,0.29,8.3,17.8,16.2,23.8,False
20020810,7,1.1,0.89,1.0068,1.46,2.59,4.6,17.5,15.0,23.5,False
20020811,7,1.6,0.89,1.0006,0.49,3.73,1.2,16.9,16.5,19.4,False
20020812,6,1.3,0.88,1.0048,0.86,0.22,0.6,17.0,15.0,21.0,False
20020813,3,0.8,0.66,1.0127,1.87,0.0,6.8,19.5,14.3,27.1,True
20020814,2,0.8,0.67,1.0158,2.66,0.0,10.4,19.7,11.5,27.5,True
20020815,3,0.9,0.66,1.0157,2.68,0.0,10.5,20.8,14.2,27.4,True
20020816,4,1.2,0.71,1.0157,2.51,0.0,8.8,20.6,14.7,27.2,True
20020817,3,0.6,0.76,1.0147,1.9,0.19,7.6,20.4,15.7,27.4,False
20020818,3,1.7,0.7,1.0156,2.51,0.0,10.7,21.4,16.1,28.7,True
20020819,3,1.1,0.7,1.0187,2.21,0.0,10.3,21.8,15.7,28.1,True
20020820,4,1.3,0.71,1.0178,2.53,0.42,11.0,20.8,15.5,28.1,False
20020821,7,1.0,0.93,1.0162,0.99,1.49,0.3,17.0,15.9,19.9,False
20020822,5,1.2,0.84,1.0171,1.46,0.54,5.1,17.8,14.9,22.7,False
20020823,5,0.8,0.76,1.0189,2.33,0.0,9.6,20.0,14.5,26.5,True
20020824,3,0.9,0.75,1.0198,2.23,0.0,7.4,20.7,15.4,28.1,True
20020825,5,0.9,0.76,1.0208,2.09,0.0,7.2,21.6,15.5,28.5,True
20020826,6,0.6,0.78,1.0188,1.77,0.12,7.1,20.6,16.2,27.8,False
20020827,6,0.9,0.82,1.0158,1.45,0.01,3.7,20.0,16.6,25.4,False
20020828,5,1.1,0.81,1.0137,1.48,0.83,4.5,20.0,16.7,25.0,False
20020829,5,1.7,0.76,1.0148,1.28,0.0,4.3,19.2,17.0,23.7,True
20020830,6,1.4,0.74,1.0188,2.1,0.0,9.4,20.5,14.8,27.5,True
20020831,2,1.1,0.71,1.0167,2.35,0.0,10.0,20.6,15.0,27.4,True
20020901,6,2.1,0.69,1.0189,1.69,0.0,6.0,19.8,16.5,24.5,True
20020902,5,1.4,0.71,1.0232,2.01,0.0,9.9,18.8,13.6,24.3,True
20020903,6,0.9,0.72,1.0211,1.48,0.0,5.1,19.0,15.3,23.2,True
20020904,5,0.5,0.78,1.0181,1.75,0.0,5.4,18.2,15.2,24.6,True
20020905,7,1.1,0.81,1.0161,1.19,0.0,2.0,17.7,13.9,22.2,True
20020906,6,0.7,0.9,1.0172,0.67,0.0,0.0,17.2,15.6,20.1,True
20020907,4,0.9,0.78,1.0161,1.88,0.0,8.5,17.7,13.2,22.7,True
20020908,4,0.8,0.78,1.0159,1.93,0.0,6.7,18.7,12.4,26.1,True
20020909,4,1.3,0.72,1.0158,1.93,0.0,7.9,19.8,14.9,26.2,True
20020910,3,1.1,0.79,1.0149,2.03,0.89,9.4,18.7,13.9,27.1,False
20020911,5,0.7,0.87,1.0193,0.84,0.02,0.9,16.5,15.3,20.0,False
20020912,1,1.3,0.65,1.0194,2.29,0.0,10.7,15.5,12.9,21.6,True
20020913,1,0.9,0.7,1.0219,2.16,0.0,11.1,12.1,6.4,18.8,True
20020914,1,0.8,0.73,1.0177,2.13,0.0,10.5,12.7,6.7,20.2,True
20020915,3,1.4,0.78,1.0147,1.73,0.0,7.6,12.3,6.8,18.7,True
20020916,6,0.5,0.67,1.0176,2.03,0.0,8.7,13.3,6.9,20.6,True
20020917,2,2.3,0.69,1.0163,2.16,0.0,10.5,15.6,9.4,22.2,True
20020918,3,2.0,0.73,1.0161,1.84,0.0,9.6,17.1,11.4,23.7,True
20020919,6,1.7,0.78,1.017,1.2,0.0,3.8,18.5,11.3,23.9,True
20020920,6,2.0,0.8,1.0159,1.19,0.2,5.3,19.2,15.3,23.5,False
20020921,8,1.1,0.88,1.0154,0.42,1.16,0.0,14.7,13.4,19.1,False
20020922,8,0.7,0.93,1.0074,0.32,0.61,0.0,12.7,12.2,14.3,False
20020923,8,0.8,0.93,1.0056,0.16,3.45,0.0,10.4,9.5,12.3,False
20020924,8,1.2,0.9,1.0076,0.33,1.1,0.0,10.6,8.8,12.2,False
20020925,8,1.4,0.94,1.0119,0.22,1.32,0.0,9.6,9.0,10.7,False
20020926,6,0.7,0.77,1.0138,1.92,0.0,8.6,10.7,8.5,15.3,False
20020927,6,0.9,0.78,1.0178,1.28,0.0,4.4,12.0,6.9,17.3,False
20020928,5,1.6,0.7,1.0253,1.44,0.0,6.7,10.2,5.9,15.6,False
20020929,2,1.1,0.68,1.0284,1.8,0.0,7.9,10.3,6.5,17.2,False
20020930,0,0.9,0.74,1.0284,1.91,0.0,10.0,10.0,3.5,18.1,True
20021001,3,0.6,0.8,1.0263,1.58,0.0,7.1,10.5,5.3,18.4,True
20021002,4,0.6,0.78,1.0262,1.47,0.0,6.6,11.5,5.5,19.3,True
20021003,7,1.1,0.76,1.0239,1.05,0.0,2.9,13.0,7.6,17.4,False
20021004,8,0.6,0.87,1.023,0.64,0.01,0.1,12.1,7.8,15.4,False
20021005,6,1.0,0.81,1.0219,0.74,0.0,2.5,12.2,10.8,16.1,False
20021006,7,0.9,0.82,1.0117,0.79,0.15,1.6,11.2,8.1,14.6,False
20021007,6,1.4,0.78,1.0148,1.09,0.03,6.3,11.3,9.0,15.4,False
20021008,6,1.1,0.82,1.0152,0.89,0.57,2.6,8.3,6.5,12.8,False
20021009,8,1.0,0.92,1.0172,0.2,0.37,0.0,8.8,7.4,9.2,False
20021010,8,0.7,0.95,1.0129,0.31,2.0,0.0,10.1,8.5,11.5,False
20021011,8,0.3,0.95,1.0096,0.17,3.59,0.0,11.1,10.2,11.8,False
20021012,8,1.2,0.92,1.0077,0.2,0.13,0.0,9.7,8.8,11.2,False
20021013,6,1.3,0.81,1.0151,0.86,0.0,2.8,9.1,7.8,12.2,False
20021014,5,0.6,0.78,1.018,1.38,0.0,7.9,10.7,6.5,16.3,False
20021015,8,1.3,0.79,1.0165,0.74,0.03,1.1,14.5,8.3,18.4,False
20021016,7,2.2,0.76,1.013,0.45,0.0,1.3,17.1,14.9,19.2,True
20021017,7,4.6,0.77,1.0047,0.67,0.53,3.0,17.7,15.5,20.4,False
20021018,4,0.9,0.78,1.0107,0.82,1.66,4.8,10.9,8.1,17.8,False
20021019,6,0.7,0.9,1.0184,0.39,0.04,0.7,7.6,5.8,11.4,False
20021020,6,0.8,0.84,1.0215,1.07,0.0,5.7,7.9,4.5,12.8,False
20021021,7,1.8,0.77,1.0157,0.73,1.75,3.4,12.6,3.7,17.7,False
20021022,7,1.0,0.91,1.0062,0.47,3.09,1.9,14.0,12.0,16.8,False
20021023,6,1.2,0.87,1.0061,0.55,4.42,3.4,14.4,12.5,17.9,False
20021024,5,0.8,0.82,1.0183,0.73,0.37,3.7,8.5,6.8,13.5,False
20021025,7,0.5,0.82,1.0169,0.67,0.04,3.3,11.1,4.7,13.5,False
20021026,5,1.3,0.73,1.0175,0.87,0.02,6.9,14.4,12.5,18.9,False
20021027,5,1.3,0.75,1.0197,0.82,0.0,5.6,13.8,8.1,18.1,True
20021028,2,1.7,0.58,1.0242,1.31,0.0,8.7,10.7,7.8,18.0,True
20021029,3,0.8,0.67,1.0264,1.19,0.0,8.1,9.9,0.9,15.8,False
20021030,5,2.0,0.63,1.0178,1.04,0.0,6.9,11.9,8.5,17.5,False
20021031,8,1.0,0.86,1.0211,0.37,0.0,0.4,10.4,8.3,12.0,False
20021101,6,1.0,0.82,1.0219,0.93,0.0,5.6,12.4,8.9,17.7,False
20021102,8,1.3,0.8,1.0157,0.16,0.0,0.0,12.4,8.5,14.9,False
20021103,8,0.8,0.93,1.013,0.18,2.57,0.0,8.9,6.1,12.3,False
20021104,6,1.0,0.84,1.012,0.75,0.06,2.9,8.8,7.8,12.6,False
20021105,7,2.3,0.77,1.0196,0.63,0.01,2.2,5.9,3.7,11.6,False
20021106,7,1.9,0.64,1.0254,0.36,0.0,0.8,1.5,1.0,3.7,False
20021107,4,0.8,0.73,1.0151,0.95,0.0,6.2,1.2,-0.6,5.0,False
20021108,4,0.8,0.78,1.0181,0.83,0.0,4.7,2.1,-2.5,6.6,False
20021109,6,1.1,0.73,1.0063,0.77,0.0,3.8,4.8,-2.8,9.6,False
20021110,2,0.7,0.65,1.0124,1.02,0.01,7.4,5.6,-0.2,13.1,False
20021111,7,1.5,0.79,1.011,0.14,0.0,0.0,8.6,1.7,12.2,False
20021112,6,1.0,0.82,1.0183,0.74,0.48,4.4,8.2,2.4,12.6,False
20021113,8,0.8,0.91,1.0118,0.21,0.44,0.0,10.7,8.0,12.6,False
20021114,6,2.8,0.71,1.0039,0.57,0.0,2.4,15.7,10.2,17.9,False
20021115,5,1.8,0.81,1.0051,0.5,0.0,1.2,13.9,10.4,19.4,True
20021116,8,1.6,0.78,1.007,0.38,0.09,0.1,15.3,9.6,19.9,False
20021117,6,1.0,0.78,1.0156,0.68,2.41,5.6,13.2,9.8,18.5,False
20021118,8,0.7,0.94,1.0137,0.15,1.4,0.0,12.0,10.4,13.2,False
20021119,6,1.4,0.86,1.0119,0.36,0.27,1.7,9.5,8.1,13.3,False
20021120,5,1.2,0.74,1.0169,0.59,0.02,5.0,10.7,5.4,14.4,False
20021121,6,0.7,0.85,1.0106,0.53,0.38,3.2,11.7,8.4,16.3,False
20021122,8,1.4,0.91,1.0025,0.11,2.1,0.0,9.9,8.4,11.3,False
20021123,4,0.5,0.83,1.0151,0.71,0.05,5.5,9.2,5.8,13.7,False
20021124,7,1.2,0.85,1.0179,0.5,0.05,2.5,11.2,6.9,15.9,False
20021125,6,0.7,0.92,1.0138,0.23,0.06,0.0,10.7,8.5,12.4,False
20021126,7,0.5,0.9,1.0158,0.3,0.01,0.1,11.3,8.6,14.3,False
20021127,8,0.5,0.94,1.0191,0.21,0.02,0.0,9.9,9.3,11.5,False
20021128,8,0.7,0.97,1.0194,0.15,0.03,0.0,7.8,7.2,9.3,False
20021129,8,0.3,0.93,1.015,0.2,1.43,0.1,9.8,7.1,10.8,False
20021130,8,0.5,0.93,1.0184,0.15,0.51,0.0,7.6,6.4,10.2,False
20021201,7,0.7,0.88,1.0185,0.4,0.02,0.5,6.8,5.4,8.6,False
20021202,8,1.5,0.83,1.0074,0.14,1.31,0.0,4.5,2.5,7.3,False
20021203,8,0.6,0.91,1.0107,0.12,0.08,0.0,3.2,0.8,3.8,False
20021204,8,1.6,0.86,1.0112,0.08,0.12,0.0,6.7,3.2,8.1,False
20021205,8,1.9,0.86,1.0112,0.1,0.22,0.0,7.4,6.0,8.5,False
20021206,8,2.1,0.86,1.0176,0.1,0.15,0.0,6.0,5.3,7.7,False
20021207,8,1.7,0.78,1.0209,0.1,0.0,0.0,4.2,3.0,5.7,False
20021208,8,3.2,0.71,1.0266,0.23,0.01,0.0,0.5,-0.5,3.2,False
20021209,8,3.6,0.69,1.0301,0.25,0.0,0.3,-2.4,-3.2,-0.4,False
20021210,6,2.2,0.62,1.0326,0.49,0.0,1.8,-4.7,-5.5,-2.6,False
20021211,8,0.9,0.77,1.0325,0.21,0.18,0.0,-4.6,-6.1,-3.5,False
20021212,8,0.7,0.92,1.0323,0.08,0.1,0.0,-3.3,-4.9,-2.6,False
20021213,8,0.6,0.89,1.0278,0.16,0.42,0.0,-0.7,-2.8,0.1,False
20021214,8,0.9,0.91,1.0277,0.15,0.0,0.0,0.2,-0.6,0.5,False
