DATE,MONTELIMAR_wind_speed,MONTELIMAR_humidity,MONTELIMAR_pressure,MONTELIMAR_global_radiation,MONTELIMAR_precipitation,MONTELIMAR_temp_mean,MONTELIMAR_temp_min,MONTELIMAR_temp_max,MONTELIMAR_picnic_weather
20020716,2.5,0.9,1.0128,0.97,0.32,18.4,16.4,20.5,False
20020717,4.8,0.8,1.0148,1.29,0.0,19.8,18.0,21.6,True
20020718,6.0,0.6,1.013,3.22,0.0,21.9,17.0,26.8,True
20020719,4.5,0.57,1.0143,3.29,0.0,22.8,18.0,27.7,True
20020720,2.2,0.63,1.0165,3.03,0.0,23.5,15.7,31.3,True
20020721,2.9,0.66,1.0155,2.86,0.0,26.0,19.9,32.1,True
20020722,5.5,0.55,1.0161,3.22,0.0,23.2,18.9,27.4,True
20020723,5.1,0.5,1.0148,3.09,0.0,22.8,17.2,28.3,True
20020724,5.4,0.57,1.0166,2.74,0.0,22.0,18.3,25.8,True
20020725,6.1,0.56,1.0165,2.93,0.0,21.6,17.2,25.9,True
20020726,6.2,0.54,1.0162,3.18,0.0,22.8,18.1,27.5,True
20020727,2.0,0.56,1.016,3.07,0.0,25.2,18.9,31.5,True
20020728,1.2,0.62,1.0168,2.87,0.0,25.4,18.3,32.6,True
20020729,1.5,0.66,1.015,2.9,0.0,26.0,18.5,33.4,True
20020730,2.5,0.73,1.0111,2.05,0.88,25.0,18.9,31.1,False
20020731,3.6,0.7,1.0101,2.47,0.84,23.6,18.9,28.3,False
20020801,2.2,0.73,1.0134,2.55,0.02,20.8,16.1,25.4,False
20020802,2.4,0.57,1.0139,3.04,0.0,21.2,13.6,28.8,True
20020803,2.4,0.64,1.0132,2.35,0.02,22.4,15.3,29.6,False
20020804,4.1,0.71,1.0132,2.52,0.0,22.3,17.9,26.8,True
20020805,3.1,0.68,1.0132,2.86,1.36,23.0,17.2,28.7,False
20020806,3.1,0.8,1.0152,1.58,0.0,19.7,17.7,21.7,True
20020807,4.9,0.66,1.0158,2.5,0.02,20.4,16.2,24.5,False
20020808,5.1,0.62,1.0114,2.09,0.0,21.6,18.0,25.2,True
20020809,2.0,0.71,1.0084,2.01,0.04,20.0,15.7,24.4,False
20020810,3.9,0.66,1.0055,3.0,0.0,17.8,13.3,22.2,True
20020811,4.4,0.74,1.0091,1.92,0.0,16.5,12.8,20.2,True
20020812,5.6,0.62,1.0143,2.57,0.0,19.5,14.6,24.4,True
20020813,7.4,0.59,1.0167,2.91,0.0,21.3,16.4,26.2,True
20020814,3.5,0.6,1.0158,2.9,0.0,23.0,17.1,28.8,True
20020815,3.1,0.59,1.0146,2.79,0.0,23.4,15.1,31.6,True
20020816,3.8,0.56,1.0147,2.81,0.0,25.0,18.8,31.2,True
20020817,3.0,0.56,1.013,2.81,0.0,24.9,17.9,31.9,True
20020818,1.9,0.6,1.0132,2.62,0.0,24.4,15.0,33.7,True
20020819,1.9,0.62,1.0156,2.47,0.0,24.2,15.1,33.4,True
20020820,2.2,0.7,1.0168,1.8,0.04,21.8,14.7,28.9,False
20020821,5.0,0.58,1.0151,2.73,0.0,22.9,17.9,27.9,True
20020822,3.9,0.54,1.0142,2.64,0.0,21.4,15.6,27.3,True
20020823,3.2,0.55,1.0152,2.48,0.0,24.3,17.3,31.3,True
20020824,2.9,0.7,1.018,1.76,0.0,23.4,18.5,28.3,True
20020825,3.6,0.81,1.0163,1.79,2.44,23.2,18.4,27.9,False
20020826,1.9,0.91,1.0166,0.62,1.38,20.0,18.2,21.9,False
20020827,1.9,0.78,1.0153,2.16,0.12,20.8,15.5,26.0,False
20020828,5.6,0.69,1.0134,2.14,0.0,21.3,17.7,24.9,True
20020829,5.8,0.66,1.0147,2.46,0.0,23.5,19.7,27.3,True
20020830,4.0,0.7,1.0173,2.4,0.0,24.5,21.0,28.0,True
20020831,4.5,0.71,1.0178,1.88,0.0,22.6,18.4,26.9,True
20020901,7.6,0.72,1.0193,2.19,0.0,20.2,18.8,21.6,True
20020902,3.2,0.84,1.0203,1.51,2.28,19.6,16.3,22.8,False
20020903,1.4,0.85,1.0167,1.69,0.8,21.2,15.6,26.7,False
20020904,1.5,0.81,1.0151,2.14,2.18,19.8,13.8,25.7,False
20020905,1.9,0.91,1.0161,0.63,0.82,18.0,16.2,19.8,False
20020906,4.1,0.74,1.0172,1.81,0.0,18.8,15.3,22.3,True
20020907,2.4,0.69,1.0142,1.99,0.0,21.1,16.5,25.7,True
20020908,1.6,0.89,1.0124,0.86,9.3,19.2,15.2,23.1,False
20020909,2.1,0.92,1.0145,0.5,2.04,17.7,15.7,19.7,False
20020910,4.2,0.71,1.02,2.21,0.0,17.8,12.8,22.8,True
20020911,6.9,0.68,1.0182,1.55,0.0,17.8,14.1,21.4,True
20020912,4.8,0.82,1.0167,1.2,0.72,16.6,14.8,18.3,False
20020913,1.4,0.91,1.0173,0.58,0.56,16.7,14.2,19.2,False
20020914,4.4,0.72,1.0167,2.16,0.0,17.4,12.3,22.4,True
20020915,6.0,0.66,1.0143,2.27,0.0,18.4,14.6,22.3,True
20020916,2.6,0.75,1.0144,2.11,0.02,18.8,13.0,24.6,False
20020917,1.4,0.85,1.0146,1.18,0.0,18.6,12.9,24.3,True
20020918,2.2,0.77,1.0148,1.46,0.0,19.8,14.8,24.8,True
20020919,1.1,0.85,1.0163,1.18,0.02,20.6,16.7,24.5,False
20020920,1.9,0.86,1.0164,1.55,0.02,20.8,15.2,26.5,False
20020921,3.0,0.87,1.0118,0.83,0.0,19.4,17.1,21.7,True
20020922,6.4,0.61,1.008,2.02,0.0,17.8,15.4,20.2,True
20020923,7.2,0.59,1.0082,1.53,0.0,14.8,13.1,16.6,False
20020924,7.9,0.62,1.0096,0.91,0.0,13.2,11.8,14.5,False
20020925,7.1,0.58,1.0152,1.48,0.0,12.0,8.3,15.6,False
20020926,6.4,0.68,1.0183,1.82,0.0,13.7,8.5,18.9,True
20020927,6.6,0.66,1.0203,1.88,0.0,15.2,11.9,18.5,True
20020928,6.4,0.69,1.0225,1.97,0.0,14.7,11.1,18.3,True
20020929,2.1,0.74,1.0252,1.86,0.0,15.4,9.1,21.7,True
20020930,1.0,0.8,1.0258,1.61,0.0,14.6,7.5,21.8,True
20021001,1.4,0.8,1.0239,1.63,0.0,14.2,6.3,22.2,True
20021002,0.8,0.83,1.0243,1.27,0.0,13.8,6.1,21.5,True
20021003,2.6,0.66,1.0238,1.73,0.0,17.4,11.8,23.0,True
20021004,6.4,0.74,1.0226,1.18,0.0,17.3,12.4,22.2,True
20021005,6.9,0.61,1.0215,1.78,0.0,16.1,13.1,19.1,True
20021006,6.0,0.7,1.0148,1.59,0.0,14.8,10.6,19.1,True
20021007,6.0,0.69,1.014,1.77,0.0,14.6,12.4,16.7,False
20021008,2.2,0.75,1.0103,1.61,0.0,14.6,9.1,20.0,True
20021009,2.0,0.9,1.0031,0.42,1.9,12.4,7.1,17.6,False
20021010,3.1,0.92,1.0033,0.27,1.44,14.4,13.5,15.2,False
20021011,6.0,0.79,1.0071,1.0,0.0,16.0,13.5,18.4,True
20021012,5.2,0.73,1.0117,1.38,0.0,14.7,11.7,17.7,False
20021013,3.6,0.65,1.0129,1.52,0.0,14.4,10.7,18.0,True
20021014,2.0,0.73,1.0141,1.4,0.0,16.5,10.0,23.0,True
20021015,1.9,0.82,1.0136,0.68,0.0,18.8,15.6,22.1,True
20021016,2.5,0.74,1.0086,0.16,4.0,19.3,18.3,20.4,False
20021017,1.8,0.85,1.0086,0.51,0.4,15.4,13.7,17.1,False
20021018,2.0,0.75,1.018,1.13,0.0,11.7,5.7,17.7,False
20021019,2.9,0.72,1.0205,1.49,0.0,9.9,3.5,16.3,False
20021020,2.4,0.77,1.0181,1.07,0.0,10.3,2.8,17.8,False
20021021,2.4,0.86,1.0086,0.2,4.92,15.6,13.7,17.4,False
20021022,1.4,0.86,1.0049,1.18,1.48,16.0,9.7,22.4,False
20021023,1.2,0.85,1.0125,0.79,0.1,13.8,9.4,18.3,False
20021024,1.4,0.79,1.0171,1.12,0.18,10.0,4.2,15.8,False
20021025,1.5,0.93,1.0174,0.24,0.12,12.5,10.4,14.7,False
20021026,1.0,0.81,1.0238,1.2,0.0,16.6,10.3,22.8,True
20021027,2.2,0.74,1.0258,1.08,0.0,12.6,4.7,20.5,True
20021028,6.4,0.58,1.0289,1.33,0.0,13.1,10.4,15.8,False
20021029,2.6,0.74,1.0236,1.25,0.0,12.8,5.7,19.8,True
20021030,1.4,0.86,1.0176,0.39,0.0,15.4,13.2,17.6,False
20021031,3.4,0.8,1.0181,1.14,0.0,15.2,10.6,19.7,True
20021101,2.9,0.79,1.022,1.14,0.0,16.0,12.4,19.7,True
20021102,0.9,0.86,1.0193,0.8,0.2,13.2,7.4,19.0,False
20021103,1.4,0.82,1.0158,0.62,0.04,14.6,10.8,18.3,False
20021104,4.0,0.73,1.0198,1.1,0.0,10.8,5.9,15.7,False
20021105,6.0,0.71,1.0224,0.96,0.0,11.7,9.5,13.9,False
20021106,4.1,0.77,1.0199,1.1,1.34,10.1,7.5,12.7,False
20021107,4.5,0.78,1.0166,0.73,0.06,9.8,6.5,13.1,False
20021108,4.6,0.68,1.0201,1.04,0.38,8.3,5.2,11.4,False
20021109,2.2,0.88,1.0112,0.71,0.04,8.5,4.7,12.3,False
20021110,3.0,0.84,1.0123,0.69,0.0,13.0,10.1,15.8,False
20021111,1.9,0.85,1.0143,0.46,0.0,12.5,8.2,16.8,False
20021112,1.2,0.8,1.0147,1.03,0.5,9.6,3.0,16.2,False
20021113,3.6,0.82,1.0037,0.74,2.12,12.2,5.9,18.5,False
20021114,5.4,0.91,0.9922,0.25,8.14,12.8,9.9,15.7,False
20021115,3.5,0.85,0.9937,0.26,5.3,13.4,10.0,16.7,False
20021116,1.2,0.94,1.0005,0.2,1.08,11.0,10.2,11.9,False
20021117,2.0,0.94,1.0132,0.32,5.28,11.6,10.0,13.1,False
20021118,4.5,0.82,1.0121,0.89,0.0,10.4,7.7,13.2,False
20021119,1.2,0.82,1.0119,0.92,0.0,10.4,5.6,15.1,False
20021120,2.2,0.83,1.0104,0.42,0.08,9.6,3.4,15.8,False
20021121,4.1,0.83,1.0013,0.07,4.88,12.3,8.9,15.7,False
20021122,0.8,0.92,1.0079,0.61,0.0,9.6,5.5,13.8,False
20021123,3.8,0.88,1.0084,0.1,1.14,9.7,3.1,16.2,False
20021124,3.6,0.92,1.0039,0.09,4.24,12.8,10.6,15.0,False
20021125,4.6,0.82,1.0053,0.24,0.04,12.2,10.1,14.4,False
20021126,7.1,0.76,1.0117,0.43,0.02,10.8,9.4,12.1,False
20021127,2.0,0.82,1.0152,0.77,0.06,12.6,8.3,16.9,False
20021128,2.5,0.92,1.0164,0.31,1.58,10.5,6.6,14.4,False
20021129,0.6,0.96,1.0176,0.3,0.0,7.0,4.1,10.0,False
20021130,5.4,0.73,1.0208,0.55,0.0,8.0,3.9,12.1,False
20021201,2.1,0.81,1.0162,0.43,0.2,7.9,5.4,10.4,False
20021202,2.8,0.83,1.0095,0.72,0.04,7.5,3.7,11.3,False
20021203,5.2,0.7,1.0089,0.48,0.0,8.1,5.7,10.5,False
20021204,6.4,0.69,1.0131,0.37,0.0,8.4,7.3,9.4,False
20021205,7.5,0.66,1.0109,0.5,0.0,7.0,5.2,8.8,False
20021206,7.4,0.76,1.0142,0.22,0.0,8.0,7.4,8.6,False
20021207,7.0,0.78,1.0152,0.73,0.0,6.4,5.3,7.5,False
20021208,5.1,0.73,1.017,0.71,0.0,6.6,5.1,8.0,False
20021209,1.8,0.83,1.0168,0.29,0.08,6.2,4.8,7.5,False
20021210,1.0,0.8,1.0168,0.16,0.58,6.6,4.6,8.5,False
20021211,1.5,0.95,1.0161,0.14,2.2,7.4,5.8,9.0,False
20021212,1.6,0.95,1.0203,0.19,1.0,8.0,7.3,8.6,False
20021213,2.5,0.94,1.0244,0.56,0.0,5.5,3.6,7.4,False
20021214,2.4,0.86,1.0194,0.47,0.94,6.5,1.5,11.5,False
20021215,0.9,0.94,1.0204,0.52,0.0,9.1,5.1,13.1,False
20021216,0.8,0.93,1.0215,0.5,0.02,8.2,4.4,12.0,False
20021217,2.9,0.88,1.0169,0.33,0.04,8.0,5.2,10.9,False
20021218,5.2,0.79,1.0209,0.41,0.0,8.4,7.1,9.6,False
20021219,1.5,0.84,1.0263,0.61,0.0,8.4,4.8,12.0,False
20021220,1.2,0.85,1.0259,0.56,0.0,5.2,-0.4,10.7,False
20021221,2.4,0.82,1.0224,0.67,0.0,8.2,3.4,13.1,False
20021222,1.0,0.92,1.0208,0.19,0.02,7.9,4.9,10.9,False
20021223,1.6,0.97,1.0164,0.16,0.0,6.9,5.1,8.7,False
20021224,1.8,0.96,1.0163,0.35,0.0,7.2,4.6,9.8,False
20021225,1.8,0.92,1.0184,0.51,0.04,8.2,5.8,10.5,False
20021226,1.4,0.92,1.0161,0.38,0.06,8.6,4.8,12.3,False
20021227,5.4,0.76,1.003,0.2,0.52,12.8,9.4,16.2,False
20021228,2.4,0.86,1.0074,0.47,0.08,8.9,5.6,12.2,False
20021229,1.8,0.81,1.0172,0.39,0.0,10.0,7.6,12.5,False
20021230,0.8,0.96,1.0118,0.14,0.06,6.6,4.1,9.0,False
20021231,2.1,0.82,1.0119,0.56,0.0,9.7,6.9,12.5,False
20030101,1.9,0.82,1.0158,0.5,0.04,9.4,5.6,13.1,False
20030102,1.8,0.87,1.0095,0.47,0.0,11.7,8.0,15.4,False
20030103,1.6,0.92,1.0095,0.42,0.0,9.0,4.6,13.5,False
20030104,3.0,0.74,1.0092,0.35,0.0,9.0,4.7,13.4,False
20030105,6.4,0.62,1.0106,0.61,0.0,1.0,-0.1,2.0,False
20030106,6.9,0.68,1.0063,0.22,0.0,0.3,-1.6,2.2,False
20030107,6.9,0.64,1.0095,0.68,0.0,0.0,-1.1,1.1,False
20030108,3.5,0.83,1.0081,0.2,0.26,-1.3,-2.7,0.1,False
20030109,6.9,0.78,1.0087,0.37,0.0,0.5,-1.5,2.4,False
20030110,9.4,0.69,1.0168,0.73,0.0,-3.2,-4.4,-2.0,False
20030111,8.8,0.62,1.0224,0.38,0.0,-2.8,-4.3,-1.2,False
20030112,8.2,0.6,1.0291,0.8,0.0,-1.5,-2.5,-0.5,False
20030113,8.9,0.57,1.0335,0.88,0.0,-0.5,-5.0,4.1,False
20030114,8.4,0.81,1.0347,0.8,0.0,3.5,0.9,6.1,False
20030115,1.6,0.84,1.0331,0.72,0.0,5.7,0.2,11.2,False
20030116,5.4,0.8,1.0295,0.66,0.0,4.0,0.2,7.9,False
20030117,1.6,0.84,1.025,0.44,0.14,4.0,1.1,6.9,False
20030118,1.9,0.89,1.0206,0.71,0.0,5.6,2.3,9.0,False
20030119,1.1,0.96,1.0164,0.13,0.78,1.9,-2.8,6.6,False
20030120,2.9,0.9,1.0113,0.35,1.36,6.8,2.6,10.9,False
20030121,2.1,0.9,0.9995,0.52,1.48,9.3,6.7,11.9,False
20030122,1.5,0.85,1.0073,0.72,0.0,7.2,2.2,12.1,False
20030123,4.0,0.83,1.0215,0.44,0.06,5.6,2.4,8.8,False
20030124,8.1,0.68,1.0296,0.56,0.0,7.0,4.4,9.5,False
20030125,7.2,0.7,1.031,0.86,0.0,4.5,2.5,6.5,False
20030126,7.6,0.74,1.0288,0.32,0.0,5.7,3.1,8.3,False
20030127,7.9,0.79,1.0286,0.32,0.0,9.0,6.2,11.8,False
20030128,5.1,0.63,1.0233,0.77,0.04,11.2,8.4,14.1,False
20030129,1.8,0.8,1.0106,0.58,0.06,4.2,0.0,8.3,False
20030130,3.0,0.72,1.0044,0.71,0.22,4.4,1.8,6.9,False
20030131,10.5,0.62,1.0099,0.84,0.0,1.4,0.3,2.5,False
20030201,6.5,0.59,1.0219,1.01,0.0,-0.7,-2.7,1.4,False
20030202,3.4,0.72,1.0195,0.97,0.02,3.8,-0.7,8.3,False
20030203,1.8,0.84,1.009,0.42,0.14,6.1,1.5,10.7,False
20030204,4.1,0.69,1.0008,0.94,0.04,5.6,2.6,8.7,False
20030205,3.8,0.72,1.0122,0.72,0.0,2.9,0.9,4.9,False
20030206,4.9,0.66,1.0221,0.94,0.0,3.0,0.0,6.1,False
20030207,4.6,0.62,1.0246,1.15,0.0,3.4,-0.3,7.0,False
20030208,5.9,0.65,1.0224,1.19,0.0,5.3,1.4,9.2,False
20030209,3.1,0.76,1.0192,1.22,0.26,7.2,3.9,10.6,False
20030210,3.8,0.78,1.0214,1.24,0.0,6.4,3.0,9.9,False
20030211,5.6,0.6,1.0232,0.94,0.0,6.6,5.4,7.7,False
20030212,4.6,0.66,1.0232,0.94,0.0,5.1,3.2,7.0,False
20030213,2.9,0.69,1.0216,0.94,0.0,3.6,0.6,6.6,False
20030214,3.6,0.7,1.023,0.83,0.0,2.4,-1.2,6.1,False
20030215,6.1,0.6,1.0254,1.26,0.0,2.8,0.4,5.2,False
20030216,7.4,0.57,1.0247,0.92,0.0,1.4,0.1,2.8,False
20030217,5.9,0.58,1.0247,1.09,0.0,2.0,-0.6,4.7,False
20030218,5.6,0.57,1.0215,1.34,0.0,1.8,-1.2,4.9,False
20030219,2.4,0.62,1.0149,0.98,0.0,2.2,-5.5,9.9,False
20030220,2.1,0.6,1.0133,0.7,0.0,6.2,2.0,10.3,False
20030221,2.6,0.65,1.0209,1.29,0.0,5.4,-1.3,12.2,False
20030222,2.1,0.7,1.026,1.37,0.0,4.8,-4.9,14.5,False
20030223,1.8,0.68,1.0309,1.0,0.0,5.8,-1.8,13.5,False
20030224,3.0,0.6,1.027,1.05,0.0,10.0,6.6,13.5,False
20030225,4.4,0.49,1.0217,1.33,0.0,10.2,5.9,14.5,False
20030226,3.8,0.42,1.0163,1.08,0.0,11.6,6.3,16.9,False
20030227,2.8,0.62,1.0187,0.79,0.0,12.2,10.4,14.1,False
20030228,1.9,0.76,1.0266,1.47,0.0,9.6,3.1,16.0,False
20030301,1.8,0.85,1.024,0.8,0.14,10.2,6.6,13.7,False
20030302,2.1,0.82,1.0191,0.68,0.06,11.0,7.7,14.3,False
20030303,5.2,0.52,1.0188,1.37,0.0,10.0,6.6,13.4,False
20030304,3.2,0.59,1.0218,1.23,0.0,12.6,7.9,17.3,False
20030305,2.9,0.73,1.0202,1.49,0.0,10.7,3.3,18.1,True
20030306,3.1,0.77,1.0182,0.7,0.98,10.4,9.0,11.9,False
20030307,4.4,0.63,1.0219,1.45,0.0,9.2,5.5,13.0,False
20030308,5.8,0.59,1.0244,1.65,0.0,9.5,4.5,14.5,False
20030309,3.0,0.6,1.0256,1.69,0.0,12.3,7.2,17.4,False
20030310,1.9,0.62,1.0273,1.86,0.0,11.3,0.7,21.9,True
20030311,2.6,0.74,1.0277,1.69,0.0,10.8,2.9,18.6,True
20030312,4.2,0.61,1.0237,1.77,0.0,14.0,8.7,19.4,True
20030313,7.1,0.56,1.0229,1.92,0.0,11.4,8.0,14.7,False
20030314,5.4,0.51,1.0222,1.88,0.0,9.7,5.7,13.7,False
20030315,3.0,0.67,1.03,0.79,0.0,7.8,6.4,9.2,False
20030316,3.2,0.63,1.0331,1.91,0.0,4.9,-3.1,12.8,False
20030317,4.8,0.5,1.0286,2.02,0.0,9.3,3.1,15.5,False
20030318,3.5,0.56,1.0241,1.76,0.0,11.4,5.5,17.2,False
20030319,5.6,0.49,1.0237,2.04,0.0,9.6,1.4,17.8,False
20030320,6.5,0.4,1.0214,2.07,0.0,13.2,7.9,18.5,True
20030321,5.5,0.42,1.0184,1.81,0.0,12.6,7.9,17.3,False
20030322,1.9,0.66,1.0208,1.81,0.0,10.3,2.1,18.5,True
20030323,1.6,0.66,1.0264,2.03,0.0,10.3,1.7,18.9,True
20030324,2.1,0.64,1.0287,2.1,0.0,9.6,-0.4,19.6,True
20030325,1.8,0.6,1.0232,2.19,0.0,9.4,-0.4,19.1,True
20030326,2.6,0.7,1.0202,2.0,0.0,9.4,1.2,17.6,False
20030327,3.5,0.7,1.0198,1.92,0.0,12.7,8.0,17.4,False
20030328,2.5,0.63,1.0148,1.32,0.0,13.2,7.9,18.5,True
20030329,1.6,0.62,1.0146,1.96,0.0,12.2,3.8,20.7,True
20030330,1.9,0.66,1.0144,2.07,0.0,11.8,3.0,20.7,True
20030331,4.4,0.62,1.0157,2.09,0.0,15.2,9.1,21.2,True
20030401,2.4,0.58,1.0188,2.18,0.02,16.3,9.0,23.6,False
20030402,6.5,0.64,1.0079,1.38,0.08,10.1,7.4,12.8,False
20030403,10.6,0.47,1.0114,1.64,0.0,9.1,6.4,11.8,False
20030404,8.8,0.46,1.0183,2.48,0.0,9.4,5.0,13.7,False
20030405,8.9,0.44,1.018,2.51,0.0,11.3,5.1,17.5,False
20030406,11.2,0.44,1.0128,2.57,0.0,12.2,9.5,14.9,False
20030407,7.6,0.34,1.015,2.65,0.0,8.4,4.6,12.3,False
20030408,1.9,0.47,1.0196,0.9,0.0,6.6,2.6,10.6,False
20030409,0.9,0.89,1.0098,0.4,4.98,7.0,6.0,7.9,False
20030410,3.0,0.82,1.0062,1.28,0.06,8.6,5.8,11.5,False
20030411,1.6,0.8,1.0106,1.28,0.24,7.8,1.2,14.5,False
20030412,1.5,0.72,1.0167,2.35,0.0,13.4,7.8,18.9,True
20030413,3.6,0.65,1.0178,2.51,0.0,12.5,4.6,20.4,True
20030414,2.6,0.61,1.0152,1.66,0.0,13.8,7.1,20.4,True
20030415,2.0,0.62,1.0172,2.29,0.0,16.1,9.3,22.9,True
20030416,1.1,0.61,1.0196,2.48,0.0,15.0,6.0,24.0,True
20030417,1.5,0.61,1.0205,2.46,0.0,15.2,6.0,24.4,True
20030418,2.6,0.6,1.0159,2.6,0.0,15.4,7.3,23.4,True
20030419,2.8,0.7,1.0076,2.02,0.62,13.4,5.4,21.5,False
20030420,2.1,0.81,1.0078,0.53,0.7,13.7,10.8,16.6,False
20030421,1.4,0.72,1.014,2.77,0.0,14.1,7.5,20.7,True
20030422,3.0,0.7,1.0122,2.81,0.0,14.7,6.7,22.7,True
20030423,2.4,0.65,1.012,2.76,0.0,16.0,8.2,23.7,True
20030424,1.4,0.65,1.0158,2.53,0.0,16.0,6.5,25.5,True
20030425,3.4,0.71,1.0176,2.5,0.0,17.6,12.9,22.4,True
20030426,2.0,0.83,1.0171,0.71,1.0,15.0,12.0,18.0,False
20030427,2.5,0.71,1.0174,2.83,0.0,15.4,8.2,22.5,True
20030428,3.6,0.61,1.0147,2.48,0.0,15.7,9.5,21.9,True
20030429,2.9,0.62,1.0152,2.24,0.0,17.8,11.2,24.3,True
20030430,3.0,0.76,1.0167,0.58,0.42,17.0,14.9,19.0,False
20030501,2.1,0.67,1.0208,2.32,0.02,14.3,6.9,21.7,False
20030502,2.5,0.6,1.0174,2.24,0.0,17.5,10.4,24.6,True
20030503,6.0,0.51,1.0214,3.14,0.0,17.3,13.3,21.3,True
20030504,2.8,0.61,1.0188,2.84,0.0,17.4,7.1,27.7,True
20030505,3.0,0.58,1.0128,2.08,0.0,20.0,11.3,28.6,True
20030506,3.0,0.61,1.0141,2.79,0.0,20.9,12.8,29.0,True
20030507,4.5,0.7,1.018,2.43,0.0,21.1,16.3,25.9,True
20030508,2.4,0.6,1.0205,3.07,0.0,19.0,13.1,25.0,True
20030509,5.1,0.55,1.0177,2.54,0.0,20.4,15.8,25.0,True
20030510,5.5,0.59,1.0181,2.7,0.0,19.4,15.1,23.7,True
20030511,3.9,0.57,1.0183,3.02,0.0,20.3,13.2,27.4,True
20030512,4.0,0.64,1.0178,2.73,0.0,19.7,15.1,24.2,True
20030513,4.0,0.51,1.0188,2.63,0.0,19.0,13.1,24.8,True
20030514,5.4,0.45,1.0218,2.89,0.0,13.7,9.1,18.3,True
20030515,6.0,0.42,1.0192,3.23,0.0,15.0,9.7,20.4,True
20030516,2.8,0.46,1.0155,2.85,0.0,17.2,10.1,24.2,True
20030517,1.8,0.59,1.0169,1.77,0.0,16.6,10.9,22.4,True
20030518,1.8,0.59,1.0195,2.44,0.0,20.4,14.3,26.4,True
20030519,3.6,0.81,1.0192,2.35,1.4,18.0,11.8,24.3,False
20030520,4.2,0.69,1.0231,2.77,0.0,15.0,9.9,20.1,True
20030521,5.0,0.62,1.027,2.49,0.0,14.8,9.8,19.7,True
20030522,5.8,0.66,1.0257,3.03,0.0,17.0,12.7,21.4,True
20030523,3.9,0.54,1.0166,3.1,0.0,22.6,15.1,30.1,True
20030524,3.4,0.62,1.0105,2.46,0.0,18.4,11.7,25.0,True
20030525,7.4,0.7,1.0146,1.39,1.16,14.8,11.4,18.1,False
20030526,6.6,0.76,1.0176,0.75,0.38,13.8,11.1,16.6,False
20030527,6.8,0.72,1.0185,2.54,0.0,18.4,14.8,22.1,True
20030528,4.6,0.66,1.0152,3.1,0.0,21.8,17.3,26.4,True
20030529,2.4,0.74,1.0129,2.81,0.14,23.4,16.5,30.2,False
20030530,1.4,0.67,1.0128,3.09,0.0,22.6,14.4,30.7,True
20030531,1.2,0.65,1.0123,2.98,0.0,23.9,15.4,32.4,True
20030601,2.8,0.62,1.0108,3.13,0.0,23.4,15.7,31.2,True
20030602,1.5,0.68,1.0121,2.69,0.02,22.6,15.5,29.6,False
20030603,2.5,0.65,1.0143,2.63,0.0,21.8,15.1,28.4,True
20030604,2.8,0.56,1.0167,3.14,0.0,22.6,14.9,30.2,True
20030605,1.6,0.59,1.0194,2.65,0.02,22.6,14.1,31.0,False
20030606,2.0,0.71,1.0187,2.44,0.5,23.3,17.0,29.6,False
20030607,2.1,0.6,1.0168,3.25,0.0,23.6,15.2,31.9,True
20030608,2.6,0.58,1.0164,3.05,0.0,23.6,15.7,31.5,True
20030609,3.6,0.56,1.0173,2.98,0.0,27.0,20.4,33.5,True
20030610,3.1,0.62,1.0186,3.21,0.0,24.0,15.9,32.2,True
20030611,1.6,0.57,1.019,3.25,0.0,25.2,16.4,33.9,True
20030612,2.4,0.56,1.0187,3.23,0.0,25.2,16.4,33.9,True
20030613,1.0,0.56,1.0183,3.07,0.0,26.2,15.5,36.9,True
20030614,2.4,0.57,1.0168,2.72,0.0,28.6,19.1,38.1,True
20030615,3.4,0.74,1.015,1.57,0.42,26.4,21.1,31.6,False
20030616,4.8,0.54,1.0105,3.22,0.0,26.6,20.5,32.7,True
20030617,4.2,0.49,1.0123,2.81,0.0,27.1,21.0,33.2,True
20030618,7.6,0.46,1.0187,3.3,0.0,25.1,22.3,27.9,True
20030619,7.4,0.41,1.0208,3.42,0.0,25.0,19.5,30.4,True
20030620,6.1,0.45,1.0176,3.38,0.0,28.2,22.4,33.9,True
20030621,5.4,0.39,1.013,3.45,0.0,28.0,21.7,34.3,True
20030622,3.0,0.46,1.0113,3.34,0.0,27.6,18.7,36.4,True
20030623,3.4,0.52,1.0151,3.32,0.0,26.4,18.3,34.6,True
20030624,2.1,0.5,1.0172,3.05,0.0,25.7,16.7,34.7,True
20030625,3.1,0.53,1.0155,2.95,0.0,28.1,19.0,37.2,True
20030626,2.4,0.66,1.0129,2.15,0.08,28.7,22.0,35.4,False
20030627,6.1,0.46,1.0127,3.19,0.0,26.6,21.7,31.6,True
20030628,3.9,0.5,1.0119,2.68,0.0,25.3,19.9,30.8,True
20030629,3.2,0.59,1.0091,3.2,0.0,23.8,15.1,32.4,True
20030630,3.9,0.62,1.0072,3.14,2.0,25.7,19.7,31.7,False
20030701,3.0,0.63,1.0081,2.72,0.04,22.7,17.1,28.3,False
20030702,2.6,0.5,1.0109,2.78,0.0,20.1,13.1,27.1,True
20030703,2.4,0.47,1.0142,2.87,0.0,21.5,15.9,27.1,True
20030704,4.8,0.58,1.017,3.16,0.0,20.5,16.1,24.9,True
20030705,6.8,0.47,1.0158,3.41,0.0,21.6,16.5,26.6,True
