DATE,SONNBLICK_cloud_cover,SONNBLICK_humidity,SONNBLICK_global_radiation,SONNBLICK_precipitation,SONNBLICK_sunshine,SONNBLICK_temp_mean,SONNBLICK_temp_min,SONNBLICK_temp_max,SONNBLICK_picnic_weather
20020620,3,0.88,2.92,0.23,10.7,9.1,6.8,11.4,False
20020621,4,0.73,1.83,0.2,6.3,6.8,3.5,10.0,False
20020622,2,0.81,3.49,0.0,13.8,8.0,4.4,11.5,False
20020623,4,0.82,3.11,0.2,10.3,10.2,6.6,13.8,False
20020624,6,0.91,1.62,0.91,3.4,7.3,5.0,9.5,False
20020625,8,0.98,1.54,0.2,0.0,4.0,1.5,6.5,False
20020626,2,0.71,3.82,0.08,13.0,3.2,-1.8,8.2,False
20020627,5,0.87,2.86,0.57,8.7,5.4,2.0,8.8,False
20020628,8,0.98,1.13,1.91,0.0,1.4,-2.8,5.5,False
20020629,7,0.98,3.16,0.0,6.5,-3.2,-6.5,0.2,False
20020630,6,0.96,2.71,0.23,5.5,-0.4,-2.6,1.9,False
20020701,6,0.89,2.09,0.04,6.9,1.7,-0.5,3.8,False
20020702,8,0.99,0.88,0.15,0.0,1.8,0.7,2.9,False
20020703,8,0.99,1.06,1.08,0.0,3.5,2.2,4.8,False
20020704,7,0.95,2.91,0.59,6.3,0.3,-3.4,4.0,False
20020705,5,0.92,3.37,0.0,8.9,-0.1,-3.7,3.5,False
20020706,7,0.93,1.86,0.77,6.2,2.8,0.7,4.8,False
20020707,6,0.95,2.34,0.04,4.1,2.2,-0.2,4.5,False
20020708,2,0.62,3.82,0.0,15.2,6.8,2.2,11.3,False
20020709,3,0.72,3.72,0.0,14.2,8.0,5.2,10.7,False
20020710,7,0.9,2.68,0.27,8.4,7.2,5.1,9.2,False
20020711,8,0.97,1.21,0.09,0.0,4.5,3.2,5.8,False
20020712,6,0.91,1.79,0.0,3.5,6.2,3.8,8.5,False
20020713,6,0.88,2.1,0.25,7.1,5.5,3.0,8.0,False
20020714,7,0.9,1.59,2.09,0.0,5.9,2.5,9.2,False
20020715,7,0.97,1.7,0.64,5.1,3.4,1.0,5.8,False
20020716,6,0.89,1.56,0.74,2.2,3.5,2.4,4.6,False
20020717,8,0.99,0.92,2.87,0.0,2.9,1.5,4.2,False
20020718,8,0.98,1.38,0.73,0.0,1.9,0.6,3.2,False
20020719,6,0.97,2.5,0.0,1.6,0.2,-2.2,2.5,False
20020720,2,0.7,3.75,0.0,14.7,3.0,-0.5,6.5,False
20020721,4,0.75,2.24,0.33,7.6,5.3,2.2,8.3,False
20020722,7,0.89,2.53,0.14,7.0,2.5,0.8,4.2,False
20020723,5,0.71,3.39,0.0,14.0,4.0,0.4,7.6,False
20020724,7,0.94,1.61,0.78,3.9,4.6,1.9,7.2,False
20020725,8,0.98,2.42,1.22,0.0,-0.3,-2.4,1.9,False
20020726,8,0.98,1.9,0.41,0.0,-2.2,-3.8,-0.6,False
20020727,7,0.87,2.2,0.04,4.3,0.8,-0.9,2.5,False
20020728,4,0.88,2.9,0.0,9.9,4.4,1.0,7.8,False
20020729,5,0.96,2.36,1.0,8.7,5.8,3.0,8.6,False
20020730,4,0.88,3.15,1.12,10.9,5.5,3.2,7.8,False
20020731,5,0.84,2.04,0.12,6.6,6.6,4.2,8.9,False
20020801,8,0.96,1.37,0.56,0.9,5.7,3.9,7.4,False
20020802,5,0.93,2.03,0.0,5.3,4.4,1.5,7.2,False
20020803,2,0.78,2.44,0.0,8.8,4.8,2.0,7.6,False
20020804,7,0.93,1.94,2.19,3.9,6.5,3.0,9.9,False
20020805,8,0.98,1.42,0.7,0.0,2.5,0.2,4.8,False
20020806,8,0.97,0.64,2.44,2.0,2.2,0.7,3.7,False
20020807,8,0.98,1.12,0.83,0.0,-0.6,-1.8,0.7,False
20020808,5,0.98,1.82,0.0,0.2,0.6,-0.8,2.0,False
20020809,6,0.98,1.32,0.93,0.0,1.8,0.7,2.8,False
20020810,6,0.94,1.21,0.97,1.1,1.1,0.2,2.0,False
20020811,8,0.98,0.77,4.22,0.0,1.0,-0.1,2.0,False
20020812,8,0.98,0.96,1.51,0.0,-0.6,-1.5,0.3,False
20020813,8,0.98,1.27,0.48,0.0,-0.9,-1.8,0.0,False
20020814,7,0.98,3.06,2.0,7.1,-0.5,-1.9,0.9,False
20020815,7,0.98,2.69,0.02,4.3,0.3,-1.7,2.2,False
20020816,7,0.99,2.06,0.0,2.7,2.1,0.2,3.9,False
20020817,6,0.95,2.06,0.05,5.5,2.9,0.9,4.8,False
20020818,6,0.86,1.55,0.76,4.9,3.7,1.3,6.0,False
20020819,4,0.86,2.09,0.03,8.7,4.1,2.4,5.8,False
20020820,4,0.82,1.78,0.0,7.5,4.4,2.4,6.3,False
20020821,8,0.99,0.84,1.98,0.0,2.6,0.6,4.6,False
20020822,8,0.98,1.89,2.72,1.9,0.9,-1.7,3.4,False
20020823,5,0.8,2.27,0.03,9.1,3.1,0.3,5.9,False
20020824,5,0.88,1.97,0.1,7.6,3.7,1.4,5.9,False
20020825,6,0.88,2.16,0.2,7.8,4.5,2.7,6.3,False
20020826,7,0.94,1.32,0.06,0.0,2.9,1.0,4.8,False
20020827,8,0.98,0.99,0.95,0.0,2.9,1.5,4.3,False
20020828,6,0.92,1.46,0.22,2.7,3.2,1.4,5.0,False
20020829,8,0.99,1.14,0.26,0.0,1.8,0.2,3.4,False
20020830,7,0.94,2.11,0.2,5.7,3.5,1.2,5.7,False
20020831,5,0.92,2.42,0.72,9.4,3.3,2.1,4.5,False
20020901,8,1.0,0.73,1.64,0.0,2.0,0.4,3.6,False
20020902,5,0.89,1.89,0.35,6.6,2.4,-0.1,4.8,False
20020903,8,0.99,1.02,0.12,0.0,0.4,-1.2,1.9,False
20020904,7,0.98,1.17,0.02,2.7,0.5,-0.9,1.9,False
20020905,7,0.95,1.26,0.0,0.7,1.1,-0.6,2.8,False
20020906,6,0.98,1.87,0.0,4.7,0.2,-1.1,1.5,False
20020907,5,0.94,1.35,0.0,4.2,0.6,-1.3,2.4,False
20020908,5,0.91,1.66,0.04,6.3,2.0,0.3,3.7,False
20020909,5,0.92,1.47,0.0,6.6,1.5,-0.3,3.3,False
20020910,7,0.97,1.04,1.24,0.0,1.5,-0.8,3.8,False
20020911,6,0.97,1.83,1.4,4.6,-1.0,-3.1,1.1,False
20020912,6,0.97,2.32,0.05,8.4,-2.0,-3.2,-0.7,False
20020913,3,0.81,2.32,0.0,8.6,-2.8,-6.0,0.5,False
20020914,4,0.84,2.37,0.0,10.6,-4.2,-5.7,-2.6,False
20020915,7,0.97,1.52,1.34,0.0,-5.2,-6.8,-3.5,False
20020916,7,0.82,2.22,0.0,8.0,-5.3,-7.8,-2.8,False
20020917,2,0.6,2.53,0.08,11.5,-3.0,-5.1,-0.8,False
20020918,2,0.49,2.61,0.05,12.3,0.7,-2.5,3.8,False
20020919,7,0.95,1.15,0.15,3.3,1.2,-0.4,2.8,False
20020920,7,0.97,1.04,0.17,1.5,1.7,0.5,2.9,False
20020921,7,0.97,1.13,0.82,0.9,0.9,-0.9,2.6,False
20020922,8,0.97,1.1,0.82,0.0,-2.0,-4.0,0.0,False
20020923,8,0.95,0.72,1.7,0.0,-4.8,-5.6,-4.0,False
20020924,8,0.96,0.92,1.53,0.0,-4.9,-7.2,-2.5,False
20020925,8,0.95,1.59,0.59,0.5,-5.7,-8.9,-2.5,False
20020926,8,0.95,1.78,0.74,0.0,-7.2,-10.0,-4.3,False
20020927,8,0.94,1.27,2.41,0.0,-5.8,-6.8,-4.8,False
20020928,8,0.93,1.69,0.13,0.0,-8.5,-10.5,-6.5,False
20020929,0,0.86,2.36,0.0,11.3,-8.2,-11.3,-5.0,False
20020930,1,0.59,2.31,0.0,11.3,-6.6,-8.2,-5.0,False
20021001,1,0.37,2.25,0.0,11.4,1.3,-5.4,8.0,False
20021002,5,0.35,2.16,0.0,9.8,0.5,-1.7,2.6,False
20021003,6,0.47,1.75,0.0,3.3,0.5,-1.8,2.7,False
20021004,8,0.98,0.87,0.91,0.0,-1.9,-3.6,-0.2,False
20021005,6,0.77,1.95,0.08,7.1,-4.6,-6.8,-2.3,False
20021006,8,0.97,1.43,1.67,1.6,-3.9,-6.0,-1.8,False
20021007,6,0.83,1.72,0.52,6.5,-7.8,-9.9,-5.6,False
20021008,4,0.8,1.99,0.0,6.9,-7.7,-10.1,-5.2,False
20021009,7,0.96,1.94,0.0,7.4,-4.9,-7.0,-2.8,False
20021010,7,0.99,1.35,0.0,0.0,-2.4,-4.9,0.1,False
20021011,8,0.99,1.01,0.25,1.5,-0.3,-0.9,0.3,False
20021012,8,0.97,0.64,1.32,0.0,-2.8,-5.3,-0.3,False
20021013,5,0.94,1.91,0.06,8.8,-5.5,-7.0,-4.0,False
20021014,6,0.93,1.17,0.0,2.7,-3.4,-6.5,-0.2,False
20021015,5,0.87,1.38,0.0,3.5,-0.3,-1.5,0.9,False
20021016,7,0.99,0.79,0.1,0.0,-1.8,-3.7,0.1,False
20021017,8,0.98,0.41,1.9,0.0,-0.8,-2.0,0.4,False
20021018,6,0.88,1.32,0.84,1.8,-5.3,-9.3,-1.3,False
20021019,4,0.84,1.38,0.1,4.9,-9.7,-11.6,-7.8,False
20021020,4,0.56,1.52,0.0,7.9,-6.5,-12.0,-1.0,False
20021021,6,0.9,1.14,0.21,1.9,-0.7,-2.6,1.2,False
20021022,8,0.99,0.99,0.33,0.0,-2.5,-3.7,-1.3,False
20021023,7,0.98,0.87,1.9,1.1,-4.0,-5.3,-2.6,False
20021024,3,0.92,1.64,0.05,8.1,-7.4,-11.3,-3.5,False
20021025,7,0.95,1.28,0.28,2.6,-6.9,-9.1,-4.7,False
20021026,3,0.92,1.63,0.0,10.1,-5.9,-6.7,-5.1,False
20021027,5,0.87,1.5,0.52,9.8,-5.7,-8.3,-3.0,False
20021028,6,0.92,0.89,0.11,2.3,-7.9,-12.1,-3.7,False
20021029,3,0.4,1.46,0.1,9.1,-7.6,-12.5,-2.7,False
20021030,4,0.63,1.17,0.03,7.0,-1.9,-2.7,-1.0,False
20021031,8,0.99,0.85,0.6,1.3,-2.3,-3.0,-1.6,False
20021101,5,0.87,1.13,0.38,7.4,-3.8,-4.9,-2.7,False
20021102,7,0.91,0.43,0.88,0.0,-4.0,-5.1,-2.8,False
20021103,8,0.97,0.67,2.03,0.0,-4.3,-7.3,-1.2,False
20021104,8,0.94,0.69,2.6,0.0,-6.0,-9.5,-2.5,False
20021105,8,0.92,0.91,1.04,0.0,-11.7,-13.9,-9.4,False
20021106,1,0.61,1.39,0.38,9.1,-14.5,-15.6,-13.4,False
20021107,4,0.75,1.25,0.44,8.7,-12.5,-13.4,-11.5,False
20021108,6,0.96,0.88,0.45,0.0,-13.5,-15.1,-11.9,False
20021109,8,0.97,0.68,1.78,0.0,-10.1,-16.0,-4.2,False
20021110,5,0.82,1.06,0.94,3.9,-10.8,-13.8,-7.8,False
20021111,8,0.97,0.66,1.34,0.0,-7.9,-12.3,-3.4,False
20021112,2,0.81,1.22,0.0,7.5,-8.9,-10.5,-7.2,False
20021113,7,0.96,0.68,0.13,0.0,-7.7,-9.2,-6.1,False
20021114,8,0.98,0.27,0.66,0.0,-5.0,-6.2,-3.8,False
20021115,8,0.99,0.29,2.0,0.0,-3.1,-4.1,-2.0,False
20021116,8,0.98,0.17,0.54,0.0,-2.9,-3.8,-2.0,False
20021117,8,0.97,0.42,0.81,0.0,-4.7,-6.8,-2.5,False
20021118,8,0.98,0.25,3.3,0.0,-4.5,-6.6,-2.4,False
20021119,8,0.98,0.66,0.64,0.0,-5.3,-7.8,-2.7,False
20021120,1,0.65,1.12,0.0,9.1,-6.7,-8.2,-5.2,False
20021121,8,0.98,0.56,0.87,0.0,-6.4,-7.5,-5.2,False
20021122,8,0.97,0.56,2.3,0.0,-7.0,-10.3,-3.6,False
20021123,1,0.89,1.17,1.52,8.2,-10.4,-11.5,-9.3,False
20021124,8,0.96,0.54,1.17,0.0,-7.2,-9.8,-4.5,False
20021125,8,0.99,0.53,3.45,0.0,-4.1,-5.2,-3.0,False
20021126,8,0.97,0.53,2.43,0.0,-2.7,-3.3,-2.1,False
20021127,7,0.97,0.84,0.0,1.1,-2.9,-3.5,-2.3,False
20021128,5,0.93,1.09,0.0,6.6,-4.2,-5.4,-3.0,False
20021129,8,0.96,0.52,1.23,0.0,-5.1,-6.1,-4.0,False
20021130,8,0.93,0.57,0.91,0.0,-8.2,-11.3,-5.1,False
20021201,1,0.92,1.1,0.0,5.4,-9.1,-11.5,-6.6,False
20021202,5,0.87,0.58,1.58,1.6,-11.3,-13.2,-9.4,False
20021203,8,0.92,0.58,0.21,0.0,-10.9,-13.0,-8.8,False
20021204,8,0.96,0.51,0.33,0.0,-9.4,-11.3,-7.5,False
20021205,8,0.96,0.5,0.4,0.0,-7.0,-8.1,-5.8,False
20021206,8,0.96,0.5,0.25,0.0,-7.3,-8.1,-6.5,False
20021207,8,0.96,0.5,0.41,0.0,-7.4,-8.1,-6.6,False
20021208,3,0.9,0.7,0.15,3.2,-8.8,-11.5,-6.0,False
20021209,3,0.7,1.02,0.05,8.7,-13.2,-15.0,-11.4,False
20021210,0,0.65,1.01,0.0,8.8,-13.0,-15.0,-11.0,False
20021211,1,0.52,1.01,0.0,8.7,-12.2,-13.5,-10.8,False
20021212,1,0.67,1.0,0.03,8.5,-9.8,-11.6,-7.9,False
20021213,5,0.88,0.76,0.0,3.0,-10.1,-11.3,-8.8,False
20021214,2,0.68,0.84,0.0,4.2,-9.8,-11.5,-8.1,False
20021215,7,0.91,0.48,0.32,0.0,-8.2,-9.2,-7.1,False
20021216,6,0.96,0.87,0.52,5.2,-10.1,-11.3,-8.9,False
20021217,7,0.96,0.56,0.67,2.1,-10.5,-11.7,-9.2,False
20021218,8,0.95,0.47,1.22,0.0,-13.2,-14.8,-11.6,False
20021219,0,0.44,0.98,0.0,8.6,-12.2,-16.7,-7.6,False
20021220,3,0.27,0.8,0.15,4.9,-7.2,-9.5,-4.8,False
20021221,8,1.0,0.47,0.22,0.0,-6.7,-7.7,-5.7,False
20021222,7,0.96,0.61,1.37,2.7,-7.3,-8.8,-5.7,False
20021223,5,0.67,0.82,0.12,5.4,-4.9,-7.3,-2.4,False
20021224,6,0.93,0.52,0.33,0.0,-4.1,-5.8,-2.4,False
20021225,7,0.93,0.64,0.0,1.5,-6.7,-7.6,-5.8,False
20021226,3,0.64,0.93,0.0,7.0,-7.4,-9.7,-5.0,False
20021227,4,0.9,0.47,0.8,0.2,-5.9,-6.8,-5.0,False
20021228,8,0.99,0.47,1.36,0.0,-6.4,-7.1,-5.7,False
20021229,7,0.97,0.57,0.92,1.0,-9.6,-12.2,-7.0,False
20021230,6,0.97,0.47,0.55,0.0,-6.3,-8.5,-4.0,False
20021231,8,0.97,0.47,1.55,0.0,-7.8,-10.5,-5.0,False
20030101,3,0.73,0.87,0.17,5.4,-10.1,-11.0,-9.1,False
20030102,6,0.91,0.49,0.7,7.5,-7.7,-9.9,-5.5,False
20030103,2,0.74,0.95,0.0,0.0,-9.6,-12.2,-6.9,False
20030104,5,0.84,0.71,1.3,1.7,-10.5,-12.0,-9.0,False
20030105,8,0.94,0.51,0.65,0.0,-14.7,-18.7,-10.6,False
20030106,3,0.74,1.0,0.55,6.4,-16.8,-18.9,-14.6,False
20030107,7,0.88,0.5,0.21,0.0,-20.1,-24.2,-16.0,False
20030108,2,0.8,0.76,0.0,2.0,-19.8,-24.4,-15.1,False
20030109,7,0.92,0.5,0.51,0.0,-13.8,-15.5,-12.0,False
20030110,6,0.95,0.79,0.0,2.7,-15.0,-16.2,-13.8,False
20030111,1,0.69,1.07,0.0,8.4,-18.1,-19.9,-16.2,False
20030112,1,0.46,1.09,1.12,9.1,-18.7,-20.9,-16.5,False
20030113,5,0.76,0.75,0.46,2.3,-13.8,-17.5,-10.0,False
20030114,6,0.77,0.55,0.24,0.4,-9.0,-11.0,-7.0,False
20030115,1,0.42,1.13,0.0,9.0,-4.7,-7.5,-1.8,False
20030116,5,0.93,0.99,0.11,6.5,-8.7,-13.5,-3.8,False
20030117,0,0.37,1.16,0.0,9.3,-11.4,-15.0,-7.8,False
20030118,1,0.73,1.18,0.0,9.2,-11.7,-15.2,-8.1,False
20030119,2,0.22,1.19,0.0,9.3,-7.6,-11.9,-3.2,False
20030120,5,0.56,1.19,0.0,6.4,-8.1,-10.3,-5.8,False
20030121,6,0.88,0.66,0.87,0.6,-8.5,-10.5,-6.4,False
20030122,7,0.98,0.59,0.73,0.0,-11.0,-12.9,-9.1,False
20030123,7,0.97,0.86,0.86,2.0,-12.8,-14.4,-11.2,False
20030124,8,0.96,0.67,0.84,4.9,-14.2,-15.4,-12.9,False
20030125,3,0.86,1.15,0.05,0.0,-14.5,-15.0,-13.9,False
20030126,7,0.95,0.73,0.2,0.0,-15.3,-16.0,-14.5,False
20030127,8,0.99,0.83,0.27,0.0,-11.4,-17.0,-5.8,False
20030128,6,0.93,0.83,0.89,2.3,-11.2,-16.6,-5.7,False
20030129,2,0.89,1.15,0.33,4.6,-17.4,-18.4,-16.4,False
20030130,7,0.93,0.91,0.54,2.5,-18.2,-19.0,-17.3,False
20030131,8,0.92,1.0,0.44,0.0,-20.1,-21.3,-18.8,False
20030201,4,0.91,1.13,0.0,5.1,-22.0,-23.2,-20.7,False
20030202,6,0.91,0.85,0.06,0.0,-19.8,-22.7,-16.8,False
20030203,6,0.94,1.19,0.0,5.8,-16.6,-18.8,-14.3,False
20030204,8,0.94,0.63,1.1,0.0,-15.0,-18.6,-11.4,False
20030205,7,0.91,1.12,0.54,0.0,-20.2,-21.8,-18.6,False
20030206,8,0.92,0.98,0.17,0.0,-20.2,-21.0,-19.4,False
20030207,4,0.88,1.55,0.21,8.9,-20.2,-23.0,-17.3,False
20030208,8,0.93,0.88,1.54,0.0,-15.5,-18.1,-12.8,False
20030209,1,0.72,1.49,0.0,9.8,-15.4,-18.6,-12.2,False
20030210,1,0.81,1.52,0.0,9.8,-12.6,-14.4,-10.8,False
20030211,2,0.88,1.33,0.0,8.8,-14.8,-17.0,-12.5,False
20030212,1,0.5,1.6,0.0,10.1,-18.6,-20.5,-16.6,False
20030213,4,0.67,1.52,0.0,8.8,-17.5,-19.5,-15.5,False
20030214,2,0.67,1.67,0.0,9.0,-15.2,-16.5,-13.8,False
20030215,5,0.76,1.3,0.32,4.8,-17.0,-19.0,-15.0,False
20030216,8,0.95,1.13,0.43,0.6,-20.0,-23.5,-16.5,False
20030217,3,0.85,1.75,0.0,8.7,-20.0,-22.6,-17.4,False
20030218,1,0.44,1.7,0.0,10.4,-16.1,-18.6,-13.5,False
20030219,2,0.43,1.72,0.0,10.4,-13.7,-15.6,-11.7,False
20030220,1,0.45,1.72,0.0,10.6,-10.2,-12.4,-7.9,False
20030221,0,0.42,1.82,0.0,10.9,-9.4,-10.1,-8.7,False
20030222,0,0.32,1.83,0.0,11.0,-9.9,-11.3,-8.5,False
20030223,0,0.35,1.85,0.0,10.8,-9.5,-11.4,-7.5,False
20030224,0,0.37,1.9,0.0,10.6,-9.7,-11.4,-8.0,False
20030225,0,0.31,1.94,0.0,10.9,-7.9,-9.4,-6.4,False
20030226,1,0.4,1.99,0.0,10.8,-9.1,-10.6,-7.6,False
20030227,0,0.38,2.01,0.0,11.1,-9.0,-10.5,-7.4,False
20030228,1,0.58,1.97,0.0,10.9,-9.8,-11.6,-8.0,False
20030301,5,0.95,1.32,0.0,3.0,-9.5,-11.3,-7.7,False
20030302,8,0.9,1.27,0.81,0.0,-7.7,-10.2,-5.1,False
20030303,8,1.0,1.35,0.67,0.0,-11.2,-12.9,-9.4,False
20030304,1,0.85,2.05,0.36,10.8,-12.1,-14.4,-9.7,False
20030305,4,0.79,1.74,0.81,3.3,-10.4,-13.9,-6.8,False
20030306,5,0.55,1.79,0.72,6.2,-6.0,-8.4,-3.5,False
20030307,3,0.95,1.9,0.04,5.0,-10.3,-12.3,-8.2,False
20030308,5,0.67,2.04,0.0,7.0,-11.0,-13.2,-8.7,False
20030309,7,0.85,1.64,0.0,3.3,-9.1,-10.6,-7.6,False
20030310,4,0.57,1.47,2.79,4.0,-8.0,-11.0,-5.0,False
20030311,4,0.48,1.68,0.0,4.4,-3.9,-5.6,-2.2,False
20030312,6,0.7,2.21,0.93,9.3,-6.3,-9.6,-3.0,False
20030313,8,0.97,1.24,1.19,0.0,-12.5,-15.4,-9.6,False
20030314,8,0.95,1.71,0.64,0.0,-17.3,-19.1,-15.4,False
20030315,5,0.9,2.27,0.34,7.4,-18.5,-20.5,-16.4,False
20030316,4,0.93,2.22,0.06,0.0,-16.4,-19.0,-13.8,False
20030317,4,0.62,2.25,0.05,9.5,-13.4,-15.8,-11.0,False
20030318,2,0.7,2.54,0.0,9.5,-13.1,-16.2,-10.0,False
20030319,2,0.78,2.38,0.0,9.6,-10.2,-10.8,-9.5,False
20030320,3,0.63,2.1,0.81,8.0,-10.9,-12.2,-9.6,False
20030321,3,0.69,2.37,0.0,9.6,-11.7,-14.0,-9.3,False
20030322,0,0.63,2.65,0.0,11.3,-11.8,-12.6,-11.0,False
20030323,1,0.39,2.63,0.0,11.8,-9.4,-12.5,-6.2,False
20030324,0,0.49,2.64,0.0,11.8,-3.2,-6.2,-0.2,False
20030325,3,0.67,2.63,0.0,11.6,-3.9,-5.5,-2.3,False
20030326,3,0.78,2.41,0.0,9.7,-6.5,-8.1,-4.8,False
20030327,5,0.83,2.46,0.0,9.1,-6.6,-8.7,-4.5,False
20030328,5,0.88,2.23,0.0,8.4,-5.2,-7.5,-2.8,False
20030329,6,0.96,1.72,0.05,2.3,-4.1,-6.4,-1.7,False
20030330,5,0.88,2.11,0.08,5.5,-3.6,-5.7,-1.5,False
20030331,8,0.99,1.46,0.79,0.0,-6.7,-8.9,-4.4,False
20030401,3,0.54,2.88,0.1,11.7,-8.0,-12.0,-4.0,False
20030402,8,0.98,1.23,2.14,0.0,-9.8,-13.4,-6.1,False
20030403,8,0.97,1.95,1.35,0.0,-13.6,-15.4,-11.7,False
20030404,8,0.94,2.13,0.9,0.0,-15.2,-16.9,-13.5,False
20030405,7,0.8,2.65,2.85,6.3,-12.9,-16.1,-9.6,False
20030406,8,0.94,1.96,2.06,0.0,-16.3,-20.7,-11.8,False
20030407,8,0.9,2.08,0.74,0.0,-22.9,-25.0,-20.7,False
20030408,2,0.82,3.04,0.0,11.2,-18.9,-23.4,-14.3,False
20030409,8,0.95,2.29,1.05,0.0,-15.3,-18.1,-12.4,False
20030410,8,0.95,1.63,1.15,0.0,-12.5,-14.7,-10.3,False
20030411,7,0.96,2.06,0.42,3.3,-11.3,-12.8,-9.7,False
20030412,8,0.96,2.13,1.03,0.0,-7.3,-11.3,-3.3,False
20030413,3,0.83,3.03,0.1,8.1,-8.5,-10.8,-6.2,False
20030414,1,0.58,3.39,0.0,13.1,-6.4,-8.4,-4.4,False
20030415,5,0.83,2.41,0.0,5.8,-6.0,-8.4,-3.6,False
20030416,2,0.69,3.12,0.0,12.5,-6.1,-8.3,-3.8,False
20030417,3,0.9,2.86,0.0,8.3,-6.2,-7.5,-4.8,False
20030418,8,0.97,1.88,1.0,0.0,-8.7,-11.4,-6.0,False
20030419,8,0.97,1.38,1.64,0.0,-9.8,-11.5,-8.0,False
20030420,7,0.97,1.62,0.32,0.0,-7.7,-9.4,-5.9,False
20030421,6,0.96,2.15,0.78,2.1,-6.3,-9.4,-3.2,False
20030422,6,0.95,2.13,0.53,0.0,-6.3,-7.8,-4.7,False
20030423,6,0.97,2.48,0.96,4.9,-7.5,-9.6,-5.3,False
20030424,5,0.93,2.4,0.2,6.4,-7.3,-8.6,-6.0,False
20030425,3,0.78,3.35,0.0,13.1,-4.4,-7.6,-1.1,False
20030426,6,0.92,2.0,0.77,3.2,-2.3,-4.0,-0.5,False
20030427,6,0.93,2.58,0.36,4.6,-2.1,-6.5,2.4,False
20030428,5,0.87,3.17,0.0,9.8,-3.6,-6.3,-0.8,False
20030429,5,0.78,3.12,0.0,9.6,0.6,-2.2,3.4,False
20030430,6,0.91,1.89,0.05,1.4,0.7,-0.9,2.2,False
20030501,8,1.0,1.15,0.02,0.0,-1.6,-3.7,0.6,False
20030502,6,0.98,1.6,1.04,5.0,-1.5,-3.8,0.8,False
20030503,3,0.85,2.43,0.59,4.3,-3.9,-7.4,-0.3,False
20030504,3,0.37,3.68,0.0,13.5,-0.6,-5.0,3.8,False
20030505,1,0.6,3.33,0.0,12.1,4.4,2.1,6.6,False
20030506,3,0.42,3.53,0.0,12.4,4.3,2.2,6.4,False
20030507,2,0.49,3.55,0.0,13.4,5.5,3.3,7.7,False
20030508,5,0.68,2.86,0.0,8.4,4.9,3.1,6.7,False
20030509,7,0.89,2.53,0.0,5.9,2.5,0.3,4.7,False
20030510,7,0.97,2.02,0.5,0.0,0.0,-1.3,1.3,False
20030511,8,1.0,2.03,0.08,0.4,0.1,-2.0,2.1,False
20030512,6,0.89,1.8,1.14,6.1,0.7,-2.0,3.4,False
20030513,8,1.0,1.22,2.23,0.0,-1.2,-2.5,0.2,False
20030514,8,0.97,2.28,1.13,0.0,-6.5,-10.7,-2.2,False
20030515,6,0.96,3.15,0.15,5.2,-9.7,-12.7,-6.7,False
20030516,4,0.9,4.09,0.0,11.3,-7.0,-11.0,-3.0,False
20030517,6,0.92,2.41,0.05,4.6,-3.2,-5.9,-0.4,False
20030518,6,0.95,2.42,0.0,6.1,-1.7,-3.9,0.5,False
20030519,7,0.95,2.41,0.75,4.9,0.6,-1.6,2.7,False
20030520,8,1.0,1.77,2.54,0.0,-3.1,-7.0,0.9,False
20030521,8,0.99,2.76,1.79,0.0,-7.7,-8.9,-6.4,False
20030522,8,0.99,2.84,2.59,0.0,-7.1,-8.7,-5.4,False
20030523,5,0.89,3.25,2.31,8.8,-3.0,-5.6,-0.4,False
20030524,2,0.73,3.96,0.0,14.8,-0.3,-2.5,2.0,False
20030525,3,0.88,3.52,0.0,12.7,1.4,-0.8,3.5,False
20030526,4,0.84,2.86,1.45,8.9,2.3,-0.2,4.8,False
20030527,6,0.98,2.19,0.36,3.1,1.5,-0.3,3.2,False
20030528,5,0.88,2.19,0.13,6.4,2.9,0.1,5.7,False
20030529,5,0.82,3.21,0.0,11.6,3.0,0.1,5.8,False
20030530,6,0.87,3.51,0.3,11.7,4.1,0.6,7.6,False
20030531,6,0.91,2.35,1.01,5.7,2.6,0.2,5.0,False
20030601,6,0.91,2.7,0.18,6.1,2.1,-0.1,4.3,False
20030602,6,0.83,2.22,0.22,9.7,1.7,-0.2,3.5,False
20030603,6,0.84,3.63,0.0,12.1,4.1,0.4,7.7,False
20030604,4,0.76,3.1,0.09,11.7,5.1,2.6,7.5,False
20030605,5,0.8,2.36,0.0,6.7,6.6,4.2,8.9,False
20030606,7,0.96,2.0,1.37,5.3,6.1,3.2,9.0,False
20030607,7,0.93,2.01,0.18,2.4,5.9,2.9,8.8,False
20030608,7,0.87,2.91,0.07,8.6,5.4,2.5,8.2,False
20030609,5,0.94,2.35,0.18,5.3,5.8,2.3,9.3,False
20030610,5,0.72,2.97,0.0,10.4,7.1,4.0,10.2,False
20030611,5,0.9,2.49,1.3,7.3,8.2,5.2,11.2,False
20030612,5,0.7,2.57,0.22,9.3,9.0,5.7,12.2,False
20030613,4,0.9,3.02,1.75,8.5,6.4,4.7,8.0,False
20030614,5,0.76,3.61,1.85,12.4,8.7,3.9,13.4,False
20030615,6,0.93,2.46,0.81,7.4,4.8,2.0,7.5,False
20030616,7,0.92,2.22,0.34,8.5,4.0,2.0,6.0,False
20030617,5,0.79,3.24,1.01,10.8,6.0,2.4,9.5,False
20030618,8,1.0,1.47,1.14,0.0,2.6,1.0,4.1,False
