DATE,TOURS_wind_speed,TOURS_humidity,TOURS_pressure,TOURS_global_radiation,TOURS_precipitation,TOURS_temp_mean,TOURS_temp_min,TOURS_temp_max,TOURS_picnic_weather
20020722,2.8,0.54,1.0199,3.12,0.0,18.5,10.9,26.1,True
20020723,3.9,0.59,1.0173,3.01,0.0,19.3,11.1,27.5,True
20020724,4.0,0.68,1.0188,1.77,0.0,20.0,15.5,24.5,True
20020725,2.8,0.67,1.0191,2.13,0.0,19.6,14.3,25.0,True
20020726,2.0,0.77,1.0192,1.27,0.0,21.4,17.5,25.2,True
20020727,2.2,0.6,1.0162,2.91,0.0,23.2,14.7,31.8,True
20020728,2.5,0.61,1.0165,2.81,0.0,24.9,16.5,33.3,True
20020729,2.4,0.62,1.0162,2.51,0.0,25.1,17.2,33.0,True
20020730,1.9,0.91,1.0136,0.43,0.8,19.2,18.6,19.9,False
20020731,4.1,0.76,1.0115,1.98,0.08,18.7,14.8,22.6,False
20020801,3.6,0.75,1.0126,2.02,0.36,15.6,8.6,22.6,False
20020802,4.9,0.88,1.0118,1.25,0.34,16.6,14.0,19.1,False
20020803,4.0,0.79,1.0128,1.99,0.08,17.8,13.3,22.4,False
20020804,2.9,0.78,1.0139,1.84,0.1,18.1,12.2,24.0,False
20020805,2.1,0.74,1.0142,2.22,0.12,18.0,12.0,23.9,False
20020806,3.6,0.77,1.0174,2.03,0.04,19.5,14.6,24.4,False
20020807,3.1,0.76,1.0187,2.13,0.0,19.1,13.1,25.1,True
20020808,3.4,0.75,1.0133,1.82,0.38,19.4,14.6,24.1,False
20020809,5.6,0.8,1.0059,1.43,0.22,17.9,13.9,21.9,False
20020810,5.0,0.92,1.006,0.5,0.8,14.4,11.9,16.9,False
20020811,4.4,0.84,1.0116,1.45,0.1,16.9,12.7,21.1,False
20020812,3.5,0.82,1.0174,1.19,0.04,17.4,13.5,21.2,False
20020813,1.5,0.7,1.021,2.49,0.0,17.8,10.1,25.5,True
20020814,3.2,0.63,1.0173,2.73,0.0,20.4,12.1,28.6,True
20020815,2.0,0.63,1.0156,2.55,0.0,22.3,13.9,30.7,True
20020816,1.4,0.7,1.0165,2.29,0.02,22.6,15.0,30.3,False
20020817,1.6,0.63,1.0126,2.46,0.0,24.7,16.6,32.7,True
20020818,2.0,0.79,1.0109,1.31,0.0,22.0,16.7,27.4,True
20020819,1.8,0.8,1.0137,1.47,0.34,22.4,17.9,26.9,False
20020820,3.0,0.81,1.0166,1.26,0.04,19.8,16.7,23.0,False
20020821,2.0,0.75,1.0183,2.19,0.0,17.2,10.3,24.0,True
20020822,3.9,0.63,1.017,1.85,0.0,19.0,13.7,24.3,True
20020823,3.0,0.64,1.0169,2.05,0.0,19.6,14.3,24.9,True
20020824,2.4,0.62,1.0197,2.0,0.0,18.2,10.6,25.7,True
20020825,4.1,0.7,1.0201,1.11,1.26,18.7,14.0,23.4,False
20020826,2.5,0.94,1.0156,0.4,0.54,16.8,15.1,18.4,False
20020827,1.8,0.97,1.0163,0.4,0.92,17.5,16.8,18.2,False
20020828,3.1,0.96,1.0178,0.42,0.06,17.6,15.8,19.4,False
20020829,2.4,0.87,1.0203,0.96,0.0,18.4,15.4,21.4,True
20020830,1.4,0.8,1.0196,1.46,0.0,20.5,16.5,24.5,True
20020831,3.1,0.76,1.023,1.75,0.0,17.8,12.7,22.9,True
20020901,5.1,0.65,1.0262,2.02,0.0,16.8,11.6,22.0,True
20020902,3.8,0.73,1.0207,1.8,0.0,17.0,10.8,23.2,True
20020903,1.9,0.78,1.0131,1.28,0.0,18.8,13.1,24.6,True
20020904,3.5,0.77,1.0137,1.35,0.0,18.0,13.3,22.8,True
20020905,2.6,0.78,1.0171,1.3,0.0,16.4,11.1,21.7,True
20020906,3.1,0.8,1.019,1.45,0.02,16.4,10.1,22.7,False
20020907,3.6,0.79,1.0124,1.19,0.0,18.6,14.3,22.9,True
20020908,3.2,0.79,1.0085,1.32,0.52,17.8,14.5,21.1,False
20020909,5.5,0.78,1.0102,1.47,0.34,17.5,13.9,21.1,False
20020910,1.9,0.76,1.022,1.97,0.02,16.0,10.6,21.3,False
20020911,3.1,0.66,1.0232,1.85,0.0,16.0,10.3,21.6,True
20020912,4.0,0.81,1.0193,1.33,0.0,15.9,12.1,19.7,True
20020913,4.6,0.59,1.0187,2.15,0.0,18.0,11.5,24.5,True
20020914,5.2,0.58,1.0206,2.13,0.0,17.8,10.6,24.9,True
20020915,4.5,0.65,1.0197,1.84,0.0,17.0,12.0,21.9,True
20020916,5.6,0.56,1.0156,2.14,0.0,16.6,9.9,23.3,True
20020917,4.8,0.61,1.0134,1.93,0.0,17.0,9.3,24.7,True
20020918,2.8,0.74,1.0114,1.76,2.14,18.6,10.3,27.0,False
20020919,1.6,0.89,1.0138,1.25,0.04,20.0,15.7,24.3,False
20020920,3.1,0.77,1.0174,1.55,0.0,18.5,13.5,23.5,True
20020921,4.2,0.62,1.0153,1.78,0.0,17.0,11.9,22.0,True
20020922,3.9,0.71,1.0148,1.47,0.0,14.5,10.0,19.0,True
20020923,4.2,0.71,1.0164,1.69,0.0,13.2,8.0,18.3,True
20020924,4.1,0.67,1.0187,1.45,0.0,10.6,6.5,14.8,False
20020925,2.9,0.68,1.0214,1.85,0.0,10.2,2.7,17.6,False
20020926,2.9,0.82,1.0218,1.01,0.02,11.7,6.3,17.1,False
20020927,1.9,0.76,1.0251,1.15,0.0,11.5,5.2,17.9,False
20020928,3.9,0.7,1.0255,1.82,0.0,13.8,6.5,21.1,True
20020929,4.2,0.64,1.0238,1.85,0.0,13.9,6.1,21.7,True
20020930,2.9,0.68,1.022,1.6,0.0,14.3,5.3,23.3,True
20021001,2.2,0.73,1.02,1.3,0.0,15.2,7.8,22.5,True
20021002,1.5,0.86,1.0209,0.81,0.08,16.9,12.6,21.2,False
20021003,1.9,0.94,1.0247,0.38,0.66,16.5,14.3,18.7,False
20021004,2.8,0.76,1.0278,1.36,0.0,15.2,10.7,19.6,True
20021005,1.6,0.73,1.0262,1.59,0.02,13.2,7.4,19.0,False
20021006,3.0,0.82,1.019,0.92,0.0,12.5,5.8,19.3,True
20021007,3.0,0.72,1.0166,1.62,0.02,10.7,4.6,16.8,False
20021008,4.2,0.76,1.0083,1.49,0.0,11.0,3.9,18.1,True
20021009,4.6,0.82,0.9996,0.5,0.5,12.8,7.5,18.1,False
20021010,3.1,0.88,1.0034,0.61,0.0,15.2,12.3,18.0,True
20021011,1.4,0.81,1.0102,1.38,0.02,12.6,7.0,18.1,False
20021012,4.1,0.75,1.0143,1.22,0.0,14.2,11.4,16.9,False
20021013,4.4,0.83,1.0103,0.48,0.0,10.6,6.5,14.8,False
20021014,3.2,0.77,1.012,0.65,0.14,11.8,9.3,14.3,False
20021015,5.2,0.8,1.0075,0.88,0.18,15.2,11.0,19.4,False
20021016,5.4,0.84,1.0017,0.55,0.22,16.0,12.8,19.1,False
20021017,4.2,0.9,1.0075,0.58,0.58,10.2,7.4,13.0,False
20021018,3.9,0.9,1.0134,0.83,0.54,9.4,4.9,14.0,False
20021019,2.2,0.89,1.0199,1.13,0.02,7.2,1.3,13.0,False
20021020,3.9,0.78,1.0083,0.83,0.04,11.6,5.8,17.4,False
20021021,3.6,0.9,0.9996,0.41,1.44,15.2,13.4,17.0,False
20021022,8.2,0.9,0.9937,0.27,2.38,13.5,11.5,15.5,False
20021023,5.6,0.77,1.0095,1.12,0.0,12.1,9.8,14.4,False
20021024,5.0,0.94,1.0096,0.11,1.5,10.9,7.8,14.0,False
20021025,7.5,0.89,1.0075,0.22,2.08,14.3,12.1,16.5,False
20021026,5.2,0.78,1.0206,0.93,0.1,14.2,11.0,17.4,False
20021027,7.4,0.78,1.0226,0.91,0.08,14.1,11.9,16.3,False
20021028,2.9,0.78,1.0301,1.15,0.02,9.6,3.9,15.2,False
20021029,2.8,0.8,1.0176,1.05,0.0,10.5,3.7,17.2,False
20021030,2.6,0.83,1.0139,0.75,0.0,12.6,7.4,17.9,False
20021031,2.0,0.9,1.019,0.47,0.0,13.8,11.1,16.6,False
20021101,4.1,0.92,1.0193,0.42,0.62,13.3,10.4,16.2,False
20021102,6.1,0.96,1.0138,0.16,1.7,15.2,13.9,16.4,False
20021103,6.5,0.84,1.014,0.71,0.0,13.4,11.6,15.1,False
20021104,3.2,0.87,1.0212,0.67,0.16,10.8,8.0,13.6,False
20021105,1.1,0.92,1.0259,0.51,0.04,8.2,3.6,12.9,False
20021106,4.8,0.94,1.0188,0.23,1.64,7.8,5.6,10.1,False
20021107,4.1,0.88,1.0217,0.72,0.42,8.4,5.8,10.9,False
20021108,4.8,0.96,1.0159,0.28,1.22,8.5,3.7,13.3,False
20021109,4.6,0.91,1.0099,0.45,0.26,12.3,9.9,14.7,False
20021110,5.2,0.96,1.0089,0.17,0.82,14.0,12.6,15.5,False
20021111,4.6,0.86,1.0118,0.66,0.02,12.6,10.0,15.1,False
20021112,5.2,0.9,1.0076,0.36,0.82,10.6,7.6,13.5,False
20021113,7.4,0.78,0.993,0.55,0.0,12.8,10.3,15.3,False
20021114,5.1,0.81,0.9877,0.61,0.02,11.8,9.5,14.1,False
20021115,2.0,0.85,0.9917,0.64,0.02,9.0,3.5,14.5,False
20021116,1.0,0.87,0.9994,0.76,0.08,9.2,3.0,15.4,False
20021117,1.9,0.92,1.0103,0.37,0.02,9.7,7.4,12.0,False
20021118,1.2,0.94,1.0134,0.23,0.04,8.0,6.1,9.8,False
20021119,3.2,0.98,1.0092,0.43,0.02,4.6,1.4,7.9,False
20021120,2.8,0.91,1.0035,0.3,0.9,7.9,3.3,12.5,False
20021121,6.1,0.88,0.993,0.28,0.34,10.0,8.4,11.6,False
20021122,5.0,0.88,1.0002,0.44,1.02,9.3,7.2,11.4,False
20021123,3.4,0.95,1.0033,0.17,0.74,7.8,5.9,9.6,False
20021124,2.2,0.92,1.0037,0.66,0.4,7.4,2.6,12.3,False
20021125,3.4,0.94,1.005,0.29,0.28,8.6,6.7,10.6,False
20021126,2.5,0.99,1.0149,0.25,0.02,3.7,1.1,6.3,False
20021127,3.2,0.92,1.0113,0.58,0.08,6.7,1.9,11.5,False
20021128,3.9,0.91,1.0109,0.28,0.42,8.5,5.8,11.1,False
20021129,3.6,0.93,1.0141,0.21,0.44,7.8,6.2,9.4,False
20021130,2.5,0.98,1.0236,0.26,0.18,7.0,5.0,9.1,False
20021201,5.4,0.92,1.0099,0.15,0.92,10.4,8.0,12.8,False
20021202,5.0,0.84,1.0088,0.5,0.04,7.8,5.6,10.1,False
20021203,1.4,0.9,1.0127,0.59,0.0,6.6,2.0,11.3,False
20021204,2.8,0.92,1.0158,0.27,0.08,6.4,3.8,9.0,False
20021205,5.2,0.86,1.0205,0.28,0.0,5.6,3.5,7.8,False
20021206,5.5,0.88,1.0234,0.05,0.0,3.8,2.2,5.5,False
20021207,3.2,0.89,1.0205,0.06,0.0,2.0,1.4,2.6,False
20021208,3.1,0.92,1.0187,0.05,0.0,2.6,1.9,3.2,False
20021209,5.1,0.93,1.0164,0.06,0.02,1.5,0.3,2.7,False
20021210,5.2,0.88,1.0111,0.11,0.12,3.2,-0.5,7.0,False
20021211,3.5,0.87,1.0121,0.52,0.08,7.2,4.1,10.3,False
20021212,3.0,0.94,1.0167,0.32,0.16,6.2,3.2,9.1,False
20021213,2.6,0.94,1.0207,0.27,0.12,7.8,5.8,9.7,False
20021214,5.2,0.9,1.0107,0.16,0.52,7.4,4.1,10.8,False
20021215,7.1,0.87,1.0112,0.2,0.44,9.1,7.2,11.0,False
20021216,1.6,0.97,1.0166,0.11,0.6,8.4,6.9,9.9,False
20021217,4.9,0.94,1.0191,0.1,0.06,7.0,6.2,7.9,False
20021218,6.1,0.88,1.0247,0.21,0.0,3.1,1.8,4.3,False
20021219,4.5,0.96,1.0223,0.25,0.0,3.1,-0.9,7.1,False
20021220,2.9,0.92,1.0209,0.15,0.2,6.2,1.5,10.9,False
20021221,3.2,0.96,1.0196,0.1,1.64,10.8,10.2,11.5,False
20021222,5.6,0.96,1.0138,0.07,0.66,12.0,9.9,14.2,False
20021223,3.8,0.88,1.01,0.31,0.0,12.2,9.6,14.9,False
20021224,3.9,0.87,1.012,0.29,0.42,11.6,9.0,14.2,False
20021225,4.9,0.94,1.013,0.19,1.0,10.8,9.6,12.0,False
20021226,6.4,0.83,1.0042,0.44,0.1,12.8,10.5,15.0,False
20021227,3.0,0.88,0.9945,0.09,0.32,11.0,8.2,13.9,False
20021228,3.8,0.92,1.0072,0.26,0.4,8.3,6.0,10.6,False
20021229,7.0,0.94,1.0107,0.1,0.28,10.5,8.2,12.8,False
20021230,4.8,0.88,1.0069,0.34,0.18,11.4,9.6,13.1,False
20021231,5.4,0.92,1.0118,0.16,0.06,9.6,8.9,10.4,False
20030101,6.9,0.93,1.0062,0.1,1.12,10.2,6.3,14.1,False
20030102,9.5,0.85,0.9992,0.22,1.26,12.0,9.9,14.0,False
20030103,4.8,0.94,1.0023,0.15,2.24,9.2,8.3,10.2,False
20030104,4.0,0.88,1.0101,0.29,0.04,3.8,0.4,7.1,False
20030105,4.0,0.84,1.0131,0.66,0.0,-0.2,-2.2,1.8,False
20030106,5.8,0.82,1.0133,0.51,0.0,-2.2,-4.2,-0.2,False
20030107,5.8,0.82,1.0139,0.45,0.0,-3.4,-5.1,-1.8,False
20030108,7.2,0.78,1.0096,0.53,0.0,-4.3,-5.6,-3.0,False
20030109,4.5,0.77,1.0152,0.61,0.0,-5.6,-8.0,-3.1,False
20030110,2.1,0.76,1.0236,0.35,0.0,-3.6,-8.3,1.0,False
20030111,6.2,0.75,1.0298,0.49,0.0,-4.2,-7.1,-1.3,False
20030112,4.1,0.66,1.0351,0.72,0.0,-2.2,-5.8,1.3,False
20030113,2.1,0.84,1.0374,0.29,0.0,-2.5,-8.0,3.0,False
20030114,1.2,0.9,1.0363,0.1,0.0,2.9,1.7,4.2,False
20030115,1.8,0.96,1.0305,0.29,0.06,0.1,-3.9,4.2,False
20030116,1.2,0.98,1.0317,0.14,0.0,2.8,1.4,4.1,False
20030117,3.9,0.95,1.0213,0.58,0.44,0.9,-2.7,4.5,False
20030118,3.2,0.96,1.0169,0.19,0.0,4.4,2.0,6.7,False
20030119,6.1,0.81,1.0072,0.42,0.1,6.8,3.1,10.5,False
20030120,7.1,0.88,1.0007,0.14,0.76,8.0,6.3,9.8,False
20030121,6.2,0.88,0.9902,0.26,0.92,8.0,6.3,9.7,False
20030122,5.8,0.86,1.0029,0.56,0.12,8.4,6.0,10.8,False
20030123,4.8,0.83,1.0268,0.24,0.0,6.0,4.3,7.8,False
20030124,1.9,0.88,1.0383,0.82,0.0,3.3,-0.5,7.1,False
20030125,2.1,0.95,1.0358,0.63,0.06,1.8,-3.3,6.9,False
20030126,2.8,0.98,1.0337,0.11,0.24,7.1,4.6,9.6,False
20030127,3.2,0.98,1.0326,0.33,0.02,9.4,8.1,10.6,False
20030128,6.2,0.82,1.0252,0.7,0.04,7.0,5.1,8.9,False
20030129,5.9,0.82,1.0133,0.45,0.04,5.0,3.1,6.8,False
20030130,5.4,0.88,1.008,0.25,0.94,1.4,-0.6,3.5,False
20030131,4.1,0.82,1.0212,0.62,0.0,1.1,-1.3,3.5,False
20030201,3.2,0.92,1.0212,0.18,0.36,0.0,-2.2,2.2,False
20030202,4.5,0.93,1.0147,0.39,0.42,4.9,0.2,9.6,False
20030203,5.5,0.94,1.0017,0.19,1.46,6.9,5.2,8.6,False
20030204,5.0,0.85,1.0047,0.75,0.24,3.5,0.8,6.2,False
20030205,3.6,0.86,1.0151,0.79,0.08,2.6,-0.4,5.7,False
20030206,2.0,0.84,1.023,0.97,0.02,0.9,-4.0,5.8,False
20030207,1.5,0.84,1.0247,0.33,0.04,3.4,1.3,5.5,False
20030208,1.6,0.93,1.0242,0.65,0.0,6.5,3.0,10.0,False
20030209,4.2,0.92,1.0185,0.47,0.38,4.7,0.2,9.2,False
20030210,1.6,0.88,1.0221,0.37,0.0,4.5,3.0,6.0,False
20030211,1.2,0.86,1.0248,0.61,0.0,6.0,3.2,8.9,False
20030212,3.1,0.86,1.0255,0.46,0.0,4.0,1.1,7.0,False
20030213,4.0,0.8,1.0245,0.2,0.0,-2.0,-2.4,-1.6,False
20030214,2.9,0.7,1.0264,0.29,0.0,-2.0,-3.1,-1.0,False
20030215,3.8,0.74,1.0296,1.2,0.0,-0.6,-3.9,2.8,False
20030216,5.1,0.71,1.0314,1.13,0.0,-0.7,-3.3,1.9,False
20030217,4.6,0.73,1.0301,1.25,0.0,-1.4,-3.5,0.7,False
20030218,3.9,0.74,1.0225,1.33,0.0,-1.4,-5.3,2.5,False
20030219,5.1,0.79,1.0086,0.62,0.4,0.5,-4.0,5.0,False
20030220,2.8,0.85,1.012,0.73,0.0,6.3,1.9,10.7,False
20030221,3.2,0.79,1.0195,1.41,0.0,5.7,-1.3,12.7,False
20030222,3.4,0.66,1.0197,1.39,0.06,7.5,0.1,14.9,False
20030223,3.0,0.81,1.0252,0.98,0.0,10.4,6.4,14.5,False
20030224,4.0,0.74,1.0197,1.42,0.0,8.8,3.1,14.4,False
20030225,3.8,0.69,1.0127,0.8,0.0,9.0,4.2,13.9,False
20030226,3.9,0.59,1.009,1.16,0.0,10.5,4.9,16.1,False
20030227,4.1,0.76,1.0141,0.78,0.06,11.4,8.3,14.4,False
20030228,4.6,0.87,1.0216,0.59,0.1,9.5,7.4,11.6,False
20030301,4.2,0.94,1.0167,0.33,0.54,11.1,9.6,12.6,False
20030302,5.1,0.8,1.016,0.91,0.0,9.0,6.7,11.4,False
20030303,3.4,0.92,1.0189,0.57,0.54,5.2,0.7,9.6,False
20030304,3.4,0.87,1.0203,0.58,0.18,10.5,6.7,14.3,False
20030305,2.8,0.76,1.0141,1.34,0.04,12.0,7.6,16.4,False
20030306,3.6,0.78,1.0208,1.5,0.0,9.5,6.2,12.8,False
20030307,4.2,0.77,1.0214,1.27,0.0,7.2,1.5,13.0,False
20030308,3.4,0.74,1.0255,1.64,0.0,8.6,3.7,13.5,False
20030309,2.9,0.7,1.0244,1.73,0.0,10.0,3.0,17.1,False
20030310,1.9,0.76,1.0251,1.59,0.0,10.5,3.2,17.8,False
20030311,4.2,0.64,1.0202,1.14,0.0,14.9,9.9,19.9,True
20030312,4.2,0.79,1.0264,0.99,0.0,11.5,9.4,13.7,False
20030313,6.9,0.7,1.0291,1.73,0.0,8.9,5.0,12.8,False
20030314,6.4,0.54,1.0255,2.01,0.0,7.0,2.0,12.0,False
20030315,5.9,0.58,1.0308,1.98,0.0,6.6,0.6,12.7,False
20030316,4.4,0.59,1.0347,1.99,0.0,6.9,0.2,13.6,False
20030317,3.9,0.53,1.0316,2.09,0.0,8.6,0.6,16.6,False
20030318,5.4,0.58,1.0273,1.98,0.0,8.7,2.9,14.5,False
20030319,3.0,0.52,1.0276,2.05,0.0,9.4,2.5,16.3,False
20030320,2.2,0.59,1.0269,1.99,0.0,8.6,1.3,15.8,False
20030321,2.5,0.7,1.0213,1.4,0.0,7.6,1.8,13.5,False
20030322,4.6,0.62,1.0175,2.01,0.0,10.2,2.2,18.1,True
20030323,3.4,0.54,1.0223,2.13,0.0,11.2,3.0,19.5,True
20030324,2.4,0.53,1.0253,2.06,0.0,13.8,5.9,21.8,True
20030325,1.8,0.52,1.0204,2.01,0.0,14.0,5.9,22.0,True
20030326,2.1,0.5,1.0159,2.0,0.0,14.0,7.0,21.1,True
20030327,2.5,0.62,1.0141,1.42,0.12,14.0,8.1,19.8,False
20030328,2.4,0.8,1.0108,1.13,0.22,13.9,10.7,17.1,False
20030329,1.4,0.84,1.013,1.16,0.0,14.6,11.4,17.8,False
20030330,4.4,0.72,1.0139,1.78,0.14,15.4,9.8,21.0,False
20030331,3.9,0.71,1.0211,2.16,0.0,11.8,7.3,16.4,False
20030401,4.9,0.71,1.0188,1.57,0.06,9.8,1.7,17.8,False
20030402,5.9,0.7,1.0161,1.63,0.04,8.2,5.3,11.0,False
20030403,5.6,0.66,1.0248,1.76,0.0,5.7,1.2,10.2,False
20030404,4.2,0.65,1.0287,2.48,0.0,7.2,0.8,13.6,False
20030405,5.6,0.65,1.0273,1.95,0.0,10.8,6.1,15.4,False
20030406,4.6,0.72,1.0251,0.63,0.0,7.0,4.3,9.8,False
20030407,5.4,0.52,1.0215,2.59,0.0,5.5,1.1,9.8,False
20030408,4.8,0.4,1.0186,2.66,0.0,3.9,-2.3,10.1,False
20030409,5.1,0.4,1.0101,2.62,0.0,5.0,-1.2,11.3,False
20030410,2.6,0.59,1.0088,2.01,0.0,3.2,-2.8,9.1,False
20030411,3.5,0.76,1.0087,1.55,0.0,4.6,-2.5,11.8,False
20030412,3.0,0.76,1.0135,1.64,0.02,11.2,4.8,17.5,False
20030413,5.5,0.54,1.0118,1.32,0.0,11.2,4.3,18.1,True
20030414,3.0,0.54,1.0094,1.77,0.0,15.2,9.3,21.0,True
20030415,2.0,0.57,1.0159,1.94,0.0,15.7,9.1,22.3,True
20030416,2.5,0.56,1.0193,2.6,0.0,14.8,5.6,24.1,True
20030417,2.9,0.5,1.0215,2.52,0.0,16.2,7.4,25.0,True
20030418,5.1,0.39,1.0191,2.68,0.0,16.6,9.9,23.2,True
20030419,6.8,0.5,1.0074,2.8,0.02,11.6,7.7,15.6,False
20030420,4.6,0.75,1.0042,1.1,0.0,11.3,6.5,16.1,False
20030421,3.1,0.74,1.0134,2.01,0.0,12.7,7.6,17.8,False
20030422,2.9,0.64,1.0138,2.32,0.0,14.0,6.4,21.5,True
20030423,4.5,0.58,1.0128,2.7,0.0,15.0,8.0,22.1,True
20030424,2.2,0.64,1.0146,2.04,0.0,15.5,9.2,21.8,True
20030425,3.6,0.65,1.0105,1.79,0.14,18.4,12.0,24.8,False
20030426,5.8,0.83,1.0105,1.26,1.52,14.6,12.5,16.8,False
20030427,4.5,0.74,1.0127,1.68,0.0,13.8,10.5,17.2,False
20030428,5.4,0.66,1.0033,2.03,0.48,18.1,12.1,24.1,False
20030429,3.6,0.74,1.0108,2.19,0.0,15.4,11.1,19.6,True
20030430,5.0,0.81,1.0132,1.46,0.32,13.4,11.1,15.6,False
20030501,4.2,0.75,1.0178,1.84,0.0,13.4,9.0,17.7,False
20030502,5.9,0.74,1.0139,2.03,0.06,13.9,10.4,17.4,False
20030503,3.0,0.73,1.022,2.36,0.0,12.8,7.1,18.5,True
20030504,3.8,0.59,1.0124,2.77,0.8,17.0,6.5,27.4,False
20030505,1.5,0.94,1.0141,0.29,1.04,12.5,11.9,13.1,False
20030506,3.5,0.87,1.0215,0.67,0.02,11.4,10.0,12.9,False
20030507,5.2,0.73,1.0201,2.5,0.0,13.9,8.3,19.5,True
20030508,3.4,0.78,1.0187,2.61,0.22,16.2,11.1,21.4,False
20030509,2.6,0.85,1.0203,1.12,0.02,13.7,11.4,16.0,False
20030510,1.1,0.7,1.0216,3.01,0.0,11.3,4.2,18.4,True
20030511,2.1,0.73,1.0202,2.26,0.0,14.0,8.0,20.0,True
20030512,3.5,0.77,1.0192,1.84,0.08,12.5,8.2,16.9,False
20030513,3.6,0.79,1.0213,2.16,0.04,10.7,6.0,15.4,False
20030514,2.5,0.72,1.0249,2.31,0.0,9.8,3.6,15.9,False
20030515,1.6,0.62,1.0218,2.79,0.0,10.8,3.5,18.2,True
20030516,2.8,0.61,1.0135,2.2,0.0,11.8,4.2,19.4,True
20030517,5.2,0.86,1.0132,1.21,0.12,13.8,10.9,16.8,False
20030518,5.0,0.93,1.0149,0.89,1.32,16.2,12.5,19.8,False
20030519,6.0,0.84,1.0155,1.37,1.16,15.6,12.9,18.3,False
20030520,5.5,0.72,1.0228,2.5,0.0,13.9,10.0,17.8,False
20030521,4.2,0.87,1.0279,1.02,0.0,11.6,8.1,15.1,False
20030522,3.9,0.82,1.0264,1.84,0.0,17.0,13.5,20.4,True
20030523,3.1,0.72,1.014,2.94,0.0,17.0,9.3,24.6,True
20030524,3.6,0.9,1.0088,0.99,1.0,13.7,12.1,15.3,False
20030525,3.0,0.8,1.0182,2.53,0.0,12.4,7.6,17.2,False
20030526,2.2,0.72,1.0239,3.15,0.02,12.7,6.7,18.7,False
20030527,3.1,0.69,1.0239,2.89,0.0,14.4,7.7,21.1,True
20030528,4.1,0.75,1.0189,3.17,0.0,18.3,11.9,24.8,True
20030529,3.1,0.73,1.014,3.03,0.0,20.7,14.1,27.2,True
20030530,1.8,0.67,1.0131,3.16,0.0,21.8,15.4,28.1,True
20030531,1.5,0.68,1.0121,2.74,0.0,22.8,15.6,30.0,True
20030601,3.0,0.76,1.0088,2.79,0.04,23.0,16.8,29.2,False
20030602,2.9,0.77,1.0114,1.84,0.06,19.3,14.7,23.9,False
20030603,2.8,0.79,1.01,1.96,1.28,20.5,15.3,25.7,False
20030604,2.9,0.83,1.0124,2.52,0.78,20.2,15.3,25.2,False
20030605,1.1,0.82,1.0202,2.0,0.02,18.5,14.3,22.7,False
20030606,1.6,0.75,1.0202,3.11,0.0,18.8,12.3,25.2,True
20030607,1.2,0.72,1.016,3.35,0.0,20.6,13.6,27.5,True
20030608,3.8,0.72,1.0158,1.98,0.0,20.6,18.0,23.1,True
20030609,2.4,0.66,1.0166,3.24,0.0,18.8,11.6,26.1,True
20030610,3.1,0.77,1.0158,1.95,0.16,21.1,17.8,24.4,False
20030611,1.5,0.68,1.0191,3.09,0.0,20.2,13.0,27.3,True
20030612,2.9,0.78,1.0181,2.17,0.46,22.6,17.3,27.9,False
20030613,3.9,0.7,1.02,2.82,0.0,21.6,15.6,27.6,True
20030614,2.8,0.86,1.0172,1.67,0.58,22.8,17.3,28.2,False
20030615,2.8,0.77,1.0175,2.79,0.0,23.8,18.5,29.1,True
20030616,2.8,0.73,1.0138,2.31,0.0,22.4,17.1,27.6,True
20030617,4.0,0.76,1.015,2.26,0.0,21.2,17.3,25.1,True
20030618,2.9,0.65,1.0238,3.39,0.0,18.2,12.0,24.3,True
20030619,2.1,0.75,1.0253,3.19,0.0,20.6,13.5,27.6,True
20030620,3.1,0.7,1.0215,3.19,0.0,21.8,15.8,27.9,True
20030621,4.1,0.55,1.0153,3.43,0.0,21.4,12.7,30.1,True
20030622,3.2,0.5,1.0069,3.27,0.0,25.2,14.7,35.8,True
20030623,3.2,0.77,1.0128,1.68,0.02,22.0,19.6,24.5,False
20030624,4.0,0.6,1.0181,3.13,0.48,22.2,15.3,29.2,False
20030625,2.4,0.76,1.0163,3.16,0.38,23.7,17.0,30.4,False
20030626,3.2,0.78,1.0167,2.15,0.02,20.1,16.3,23.9,False
20030627,2.1,0.74,1.0171,2.43,0.0,19.4,13.2,25.7,True
20030628,2.2,0.68,1.0132,2.94,0.0,20.8,14.5,27.0,True
20030629,2.9,0.68,1.0049,2.53,1.1,23.7,14.9,32.5,False
20030630,3.8,0.87,1.0058,1.22,0.62,17.8,15.8,19.9,False
20030701,6.2,0.82,1.005,1.82,0.3,17.0,13.6,20.4,False
20030702,3.0,0.87,1.0084,1.95,0.56,17.1,13.2,21.0,False
20030703,3.4,0.78,1.0148,2.54,0.06,18.2,13.1,23.4,False
20030704,3.1,0.74,1.019,2.03,0.0,16.9,13.2,20.6,True
20030705,1.4,0.68,1.019,1.81,0.0,18.0,13.3,22.7,True
20030706,1.6,0.63,1.0203,2.12,0.0,18.5,12.5,24.5,True
20030707,2.6,0.61,1.0218,2.7,0.0,20.6,13.9,27.4,True
20030708,3.0,0.57,1.0205,2.73,0.0,21.6,15.2,28.0,True
20030709,2.4,0.57,1.019,3.05,0.0,22.9,16.6,29.2,True
20030710,2.0,0.55,1.0183,2.94,0.0,23.8,16.4,31.2,True
20030711,2.6,0.59,1.0186,2.91,0.0,24.2,16.4,32.1,True
20030712,3.4,0.48,1.019,3.28,0.0,23.0,15.3,30.6,True
