DATE,MALMO_wind_speed,MALMO_precipitation,MALMO_temp_mean,MALMO_temp_min,MALMO_temp_max,MALMO_picnic_weather
20010610,0.8,0.0,10.7,5.1,15.5,False
20010611,3.9,0.0,11.5,7.1,14.8,False
20010612,3.9,0.0,13.0,10.0,16.1,False
20010613,3.0,0.0,12.1,8.6,16.1,False
20010614,2.0,0.0,12.9,8.9,17.4,False
20010615,1.3,0.56,13.3,7.8,17.9,False
20010616,1.8,0.35,12.0,9.9,16.0,False
20010617,1.8,0.0,14.1,9.3,18.7,True
20010618,3.3,0.0,15.2,8.5,19.2,True
20010619,4.0,0.0,15.5,12.7,19.5,True
20010620,2.8,0.05,15.7,11.7,20.4,False
20010621,1.7,0.0,15.5,12.9,19.5,True
20010622,1.6,0.33,14.2,11.1,18.2,False
20010623,4.5,0.0,16.2,13.0,19.7,True
20010624,4.2,0.0,17.1,14.7,20.7,True
20010625,3.2,0.0,15.9,12.7,20.0,True
20010626,2.2,0.0,18.3,13.6,22.5,True
20010627,1.5,0.0,18.9,9.8,25.3,True
20010628,2.3,0.0,17.7,14.0,21.9,True
20010629,2.1,0.0,18.8,14.9,22.8,True
20010630,1.8,1.55,19.9,14.3,24.9,False
20010701,3.5,0.0,17.6,15.6,21.8,True
20010702,2.7,0.0,17.3,14.3,21.1,True
20010703,0.9,0.0,18.4,9.2,24.0,True
20010704,2.2,0.0,18.7,10.0,24.4,True
20010705,1.5,0.0,19.4,9.2,26.1,True
20010706,1.5,0.0,21.6,11.5,28.4,True
20010707,3.5,0.0,23.2,15.4,29.7,True
20010708,3.3,0.15,23.7,18.9,29.6,False
20010709,2.7,0.11,20.0,18.7,22.7,False
20010710,2.9,0.85,19.4,16.4,23.0,False
20010711,3.7,0.2,16.8,13.9,20.8,False
20010712,5.0,0.5,16.3,14.4,19.3,False
20010713,3.0,0.0,15.4,12.2,19.0,True
20010714,2.2,0.0,16.6,11.8,20.5,True
20010715,3.2,0.0,17.9,15.4,20.8,True
20010716,1.2,0.52,14.5,13.0,18.0,False
20010717,1.1,0.0,15.7,9.8,20.4,True
20010718,0.8,0.0,16.1,11.4,21.6,True
20010719,2.3,0.03,18.5,13.7,23.5,False
20010720,1.7,0.0,19.0,13.7,23.3,True
20010721,2.0,0.0,18.1,13.4,22.0,True
20010722,1.9,0.0,18.9,13.2,23.8,True
20010723,1.0,0.0,20.5,16.1,25.0,True
20010724,0.8,0.0,20.2,11.9,26.8,True
20010725,2.0,0.0,21.2,13.1,27.8,True
20010726,3.4,0.0,20.5,17.8,24.3,True
20010727,1.8,0.0,19.8,12.2,26.2,True
20010728,1.0,0.0,20.1,11.8,26.9,True
20010729,1.4,0.0,21.8,16.8,26.8,True
20010730,4.3,0.0,21.4,18.2,25.6,True
20010731,3.2,0.0,17.7,15.5,22.0,True
20010801,4.3,0.0,17.6,14.2,21.7,True
20010802,2.0,0.0,17.6,13.7,22.2,True
20010803,5.0,0.0,18.7,12.9,23.5,True
20010804,3.0,0.4,18.6,15.7,23.2,False
20010805,3.0,0.53,16.7,14.2,20.7,False
20010806,3.2,1.74,17.1,13.9,21.4,False
20010807,2.0,0.0,17.0,14.6,20.2,True
20010808,3.5,0.93,16.2,11.3,20.3,False
20010809,4.2,0.0,17.3,15.2,20.1,True
20010810,2.2,0.11,14.7,11.0,18.6,False
20010811,3.8,0.14,15.3,12.6,19.3,False
20010812,3.5,1.5,14.9,13.1,16.8,False
20010813,2.9,0.0,17.6,15.4,21.3,True
20010814,2.5,0.0,19.7,17.4,23.0,True
20010815,2.0,0.0,21.6,15.8,27.2,True
20010816,2.4,0.0,24.0,19.6,29.2,True
20010817,1.9,0.0,19.5,17.0,23.8,True
20010818,0.6,0.0,18.1,11.1,23.8,True
20010819,4.1,0.0,17.5,11.4,23.0,True
20010820,1.8,0.0,20.5,16.3,25.4,True
20010821,1.2,0.0,19.3,16.5,23.3,True
20010822,1.2,0.0,18.2,11.2,24.5,True
20010823,2.9,0.51,18.5,13.8,23.2,False
20010824,3.3,0.21,16.5,15.5,19.0,False
20010825,2.0,0.0,19.3,14.4,24.2,True
20010826,2.1,1.14,19.9,15.1,25.4,False
20010827,4.7,0.27,16.3,14.0,21.2,False
20010828,5.5,0.36,14.0,11.9,18.1,False
20010829,1.2,0.0,15.4,10.6,21.1,True
20010830,2.1,0.0,14.8,7.6,20.7,True
20010831,3.3,0.09,17.3,14.4,21.4,False
20010901,2.2,0.04,16.8,13.3,20.9,False
20010902,3.6,0.14,15.1,12.7,17.2,False
20010903,2.2,1.16,16.8,14.2,19.9,False
20010904,1.4,0.01,15.5,12.8,18.9,False
20010905,1.0,0.0,15.7,9.8,20.6,True
20010906,2.2,0.05,14.3,10.8,16.7,False
20010907,2.3,1.0,14.5,12.3,18.2,False
20010908,3.2,1.1,11.5,10.0,14.5,False
20010909,4.0,1.07,13.0,10.4,16.8,False
20010910,3.0,0.46,12.8,10.9,16.2,False
20010911,1.8,0.02,12.8,9.7,16.2,False
20010912,1.4,0.02,11.9,5.7,17.6,False
20010913,2.4,0.34,12.7,9.6,15.6,False
20010914,1.4,0.03,11.9,5.9,17.2,False
20010915,2.7,0.19,13.6,12.0,16.0,False
20010916,0.7,1.01,12.2,8.8,16.8,False
20010917,3.0,0.09,13.8,10.8,16.6,False
20010918,3.8,2.53,13.8,10.8,16.3,False
20010919,3.6,0.0,12.1,10.4,14.9,False
20010920,3.5,0.26,12.8,9.8,16.7,False
20010921,2.2,0.13,13.1,11.3,15.5,False
20010922,1.7,0.05,12.6,10.5,15.9,False
20010923,1.9,0.05,11.8,9.0,16.1,False
20010924,4.2,0.0,10.8,7.3,13.0,False
20010925,2.3,0.0,9.5,6.8,12.7,False
20010926,1.0,0.04,9.3,5.8,13.4,False
20010927,0.8,0.0,10.5,6.5,13.1,False
20010928,1.2,0.0,11.7,10.3,14.9,False
20010929,3.4,0.0,10.5,6.7,12.1,False
20010930,4.9,0.76,11.6,10.5,12.7,False
20011001,3.6,1.16,13.0,11.4,15.6,False
20011002,2.9,0.74,13.5,11.5,16.2,False
20011003,3.7,0.09,14.0,12.0,16.2,False
20011004,3.5,0.3,12.2,10.9,14.8,False
20011005,1.5,0.0,12.3,10.1,15.6,False
20011006,2.4,0.0,12.4,9.1,17.0,False
20011007,2.3,0.04,13.6,11.0,15.6,False
20011008,2.5,0.29,13.8,10.4,16.2,False
20011009,3.5,0.0,13.0,10.7,15.3,False
20011010,5.5,0.24,13.5,12.5,16.1,False
20011011,3.7,0.0,12.4,10.4,15.8,False
20011012,2.8,0.0,14.3,11.5,16.2,False
20011013,1.7,0.0,13.4,9.5,18.1,True
20011014,1.8,0.0,13.4,12.2,15.2,False
20011015,4.4,0.0,13.9,11.9,15.8,False
20011016,1.8,0.0,13.6,12.7,15.6,False
20011017,0.7,0.0,9.4,6.8,15.2,False
20011018,2.0,0.0,8.7,2.4,13.7,False
20011019,2.1,0.0,9.6,6.4,14.2,False
20011020,2.5,0.0,10.1,7.6,13.7,False
20011021,4.0,0.0,9.9,6.1,11.9,False
20011022,1.6,0.06,6.8,3.6,10.5,False
20011023,3.5,0.0,8.4,7.4,10.1,False
20011024,3.8,0.0,6.4,4.8,8.6,False
20011025,1.3,0.02,9.0,5.7,10.3,False
20011026,2.8,0.0,11.0,9.6,12.3,False
20011027,2.9,0.32,11.2,10.6,12.4,False
20011028,6.0,0.05,11.3,10.0,13.0,False
20011029,4.8,0.54,9.8,8.6,11.1,False
20011030,6.0,0.0,12.7,10.7,14.1,False
20011031,6.7,0.0,12.1,9.8,14.7,False
20011101,6.5,0.0,8.7,7.9,10.4,False
20011102,2.8,0.0,9.2,6.3,11.2,False
20011103,4.1,0.16,11.2,10.5,12.5,False
20011104,5.4,0.42,9.4,8.5,11.5,False
20011105,5.3,0.34,6.4,5.3,9.5,False
20011106,4.3,0.92,7.4,5.0,9.5,False
20011107,4.4,0.35,5.9,4.5,8.7,False
20011108,2.6,0.0,2.9,0.8,6.5,False
20011109,3.7,0.0,1.4,-1.3,2.4,False
20011110,5.2,0.0,4.8,-3.9,7.5,False
20011111,7.0,0.0,8.6,6.2,10.5,False
20011112,3.8,0.35,6.5,4.8,8.5,False
20011113,1.1,0.0,1.5,-1.9,6.4,False
20011114,1.5,0.0,-0.5,-3.1,2.9,False
20011115,6.7,0.0,6.1,-4.3,10.4,False
20011116,1.5,0.0,3.4,-0.6,9.7,False
20011117,3.7,0.0,7.0,-1.4,9.5,False
20011118,3.0,0.0,7.5,4.4,9.3,False
20011119,2.0,0.0,4.9,1.4,8.8,False
20011120,2.7,0.03,4.1,-1.7,7.6,False
20011121,4.8,0.61,8.0,3.5,9.4,False
20011122,5.6,0.0,5.0,3.4,9.3,False
20011123,5.0,0.0,2.8,1.9,3.8,False
20011124,0.5,0.0,0.1,-2.5,4.2,False
20011125,2.6,0.04,3.2,-2.2,5.3,False
20011126,2.2,0.74,3.9,3.1,4.8,False
20011127,1.2,0.2,1.9,1.4,3.1,False
20011128,2.2,0.29,3.1,1.2,6.0,False
20011129,1.5,0.0,0.9,-2.1,3.9,False
20011130,4.6,0.0,3.4,1.2,4.2,False
20011201,7.6,0.36,2.2,1.7,3.6,False
20011202,3.1,0.14,2.7,2.1,3.4,False
20011203,4.3,0.0,2.1,1.6,2.8,False
20011204,5.8,0.25,1.7,1.1,2.6,False
20011205,3.5,0.12,4.6,2.0,7.1,False
20011206,0.6,0.0,3.0,1.8,4.9,False
20011207,0.2,0.0,-2.2,-3.4,3.1,False
20011208,1.0,0.0,0.8,-4.3,3.3,False
20011209,3.2,0.0,3.2,2.2,3.8,False
20011210,3.5,0.0,4.8,3.5,6.0,False
20011211,1.4,0.0,2.4,0.2,4.5,False
20011212,1.8,0.0,2.7,0.9,4.9,False
20011213,1.5,0.0,-0.5,-3.1,3.0,False
20011214,2.9,0.0,1.7,-3.8,4.2,False
20011215,1.2,0.0,-0.7,-2.1,3.8,False
20011216,2.7,0.0,0.2,-6.3,3.7,False
20011217,2.0,0.0,0.7,-0.7,3.2,False
20011218,1.6,0.0,1.2,-2.5,2.5,False
20011219,6.8,0.0,3.8,-0.2,6.2,False
20011220,5.0,0.35,-3.0,-6.1,2.4,False
20011221,7.0,0.14,1.5,-1.9,3.7,False
20011222,1.8,0.0,-7.4,-9.6,-0.5,False
20011223,2.1,0.65,-6.2,-14.6,-1.9,False
20011224,4.7,0.78,0.8,-4.5,2.7,False
20011225,5.7,0.05,1.4,0.3,4.0,False
20011226,1.6,0.1,-0.4,-1.0,1.5,False
20011227,2.3,0.55,-0.4,-3.8,1.1,False
20011228,2.2,0.57,-0.4,-2.4,1.1,False
20011229,3.0,0.1,-1.2,-2.3,1.1,False
20011230,2.0,0.0,-6.1,-7.5,-2.2,False
20011231,0.7,0.03,-13.8,-17.5,-7.5,False
20020101,5.7,0.0,0.3,-13.9,4.7,False
20020102,3.1,0.0,-3.4,-6.0,5.4,False
20020103,0.8,0.0,-7.4,-10.6,-2.4,False
20020104,2.0,0.0,-3.5,-8.0,-1.3,False
20020105,1.6,0.0,-3.7,-8.9,1.1,False
20020106,3.3,0.0,2.6,-0.7,3.7,False
20020107,1.2,0.0,-0.7,-3.8,3.5,False
20020108,3.7,0.0,2.8,0.1,3.8,False
20020109,2.9,0.0,2.1,1.3,3.4,False
20020110,2.3,0.0,1.8,0.6,2.9,False
20020111,1.8,0.0,0.4,-0.5,2.8,False
20020112,1.4,0.0,0.4,-0.6,1.5,False
20020113,2.6,0.0,0.6,-0.6,1.5,False
20020114,3.0,0.0,0.0,-0.5,0.7,False
20020115,2.8,0.0,-0.1,-0.5,0.4,False
20020116,2.2,0.0,0.2,-1.1,1.2,False
20020117,3.3,0.05,1.8,0.8,2.2,False
20020118,3.6,0.25,2.8,1.9,3.7,False
20020119,3.6,0.22,2.6,1.2,3.7,False
20020120,5.1,1.18,4.3,3.6,4.8,False
20020121,4.8,0.07,6.6,4.5,8.0,False
20020122,4.8,0.15,6.2,5.0,7.3,False
20020123,5.6,0.5,5.6,4.6,7.1,False
20020124,5.7,1.05,6.0,4.4,7.4,False
20020125,6.8,0.68,1.8,0.6,6.2,False
20020126,5.1,1.38,3.9,0.0,7.7,False
20020127,4.5,0.16,4.3,1.8,7.1,False
20020128,6.6,0.54,6.0,0.1,8.5,False
20020129,7.7,0.09,5.3,4.8,8.3,False
20020130,4.9,0.6,6.2,4.0,7.8,False
20020131,4.2,1.17,6.3,4.9,8.0,False
20020201,5.1,0.27,6.2,4.6,7.5,False
20020202,4.6,0.0,8.6,6.4,10.9,False
20020203,3.0,0.0,6.6,4.4,9.9,False
20020204,5.2,0.35,6.8,5.3,8.6,False
20020205,4.7,0.52,6.8,5.3,8.1,False
20020206,3.0,0.07,6.3,5.2,8.5,False
20020207,4.0,0.12,5.5,4.8,7.2,False
20020208,4.8,0.35,6.2,3.5,8.5,False
20020209,5.5,0.0,7.6,4.5,9.5,False
20020210,4.8,0.15,6.0,4.7,8.0,False
20020211,5.3,0.14,6.8,4.5,8.8,False
20020212,6.2,0.74,6.4,5.1,8.4,False
20020213,3.8,0.0,2.9,1.9,5.5,False
20020214,2.0,0.0,0.6,-2.3,3.9,False
20020215,3.6,0.0,2.6,0.5,4.0,False
20020216,3.1,0.0,2.8,2.3,4.0,False
20020217,2.2,0.0,1.9,-0.4,5.8,False
20020218,3.9,0.03,2.7,-0.6,5.9,False
20020219,6.1,0.65,1.4,-0.8,3.7,False
20020220,5.8,0.5,0.2,-0.6,1.6,False
20020221,3.8,0.09,-2.1,-4.3,0.8,False
20020222,7.5,0.67,1.0,-2.8,4.5,False
20020223,6.2,0.2,1.7,0.1,3.7,False
20020224,5.1,0.0,1.7,0.9,3.7,False
20020225,3.8,0.59,1.2,-0.2,4.2,False
20020226,6.0,1.47,4.5,0.0,7.6,False
20020227,6.2,0.35,3.9,2.8,5.7,False
20020228,4.7,0.04,3.0,1.6,4.8,False
20020301,3.3,0.0,1.6,0.7,3.9,False
20020302,3.7,0.2,1.5,-0.5,4.5,False
20020303,4.2,0.14,0.9,-4.4,4.0,False
20020304,5.3,0.0,6.2,4.0,10.1,False
20020305,4.7,0.11,6.0,4.8,8.6,False
20020306,6.6,0.51,5.2,3.6,6.6,False
20020307,6.2,0.0,5.2,3.6,7.3,False
20020308,5.0,0.0,5.2,2.7,8.5,False
20020309,6.2,0.0,6.8,5.4,8.9,False
20020310,5.0,0.0,4.6,0.7,7.8,False
20020311,3.9,0.92,7.3,3.6,9.7,False
20020312,1.7,0.0,7.0,5.3,10.9,False
20020313,2.2,0.09,5.3,3.2,7.8,False
20020314,4.3,0.0,1.6,-0.4,4.9,False
20020315,5.3,0.0,1.7,-1.9,6.1,False
20020316,4.5,0.14,2.4,0.8,3.4,False
20020317,2.2,0.0,3.3,-0.1,6.5,False
20020318,3.0,0.21,6.7,2.4,8.8,False
20020319,4.8,0.34,7.4,6.4,11.9,False
20020320,7.4,0.0,5.6,3.2,9.1,False
20020321,5.4,0.0,3.9,2.3,7.1,False
20020322,3.9,0.0,4.2,2.2,6.1,False
20020323,3.2,0.0,3.6,2.3,5.5,False
20020324,1.8,0.0,1.3,-1.8,5.3,False
20020325,0.7,0.0,1.9,-3.4,6.6,False
20020326,2.1,0.0,2.2,-3.5,6.1,False
20020327,1.2,0.0,2.5,-3.6,8.0,False
20020328,2.0,0.0,5.4,-0.8,11.1,False
20020329,1.6,0.0,6.7,0.6,13.2,False
20020330,2.0,0.0,7.8,-1.0,13.5,False
20020331,1.8,0.0,7.4,2.8,13.4,False
20020401,1.9,0.0,8.8,5.1,13.3,False
20020402,2.5,0.0,10.5,5.6,16.3,False
20020403,5.8,0.0,7.0,4.2,12.3,False
20020404,2.7,0.0,5.5,0.0,12.5,False
20020405,3.8,0.0,4.4,2.8,8.5,False
20020406,2.2,0.0,3.0,-3.8,8.6,False
20020407,2.5,0.0,3.7,0.9,6.9,False
20020408,1.4,0.0,2.3,-4.3,8.1,False
20020409,2.9,0.0,3.5,-4.5,10.4,False
20020410,3.2,0.0,5.7,-2.1,13.0,False
20020411,3.8,0.0,7.0,-0.2,13.3,False
20020412,1.8,0.02,9.2,6.5,12.1,False
20020413,1.7,0.05,9.6,7.1,12.6,False
20020414,3.2,0.0,8.1,6.5,10.5,False
20020415,3.1,0.0,7.9,6.8,9.2,False
20020416,2.8,0.69,4.7,3.4,8.4,False
20020417,4.0,0.12,4.4,3.4,5.8,False
20020418,2.6,0.46,4.8,3.7,5.6,False
20020419,1.0,0.0,6.5,4.4,10.4,False
20020420,1.1,0.0,5.8,1.9,12.7,False
20020421,1.1,0.0,8.8,0.4,16.3,False
20020422,2.2,0.09,10.0,2.8,15.7,False
20020423,3.4,0.0,11.2,9.5,14.9,False
20020424,2.3,0.0,11.0,8.7,14.1,False
20020425,1.5,0.0,10.8,5.5,15.6,False
20020426,1.9,0.13,8.9,6.8,12.6,False
20020427,5.0,0.7,7.0,5.1,8.6,False
20020428,5.5,0.22,7.0,3.5,10.1,False
20020429,4.2,0.25,9.1,7.5,11.6,False
20020430,4.5,0.0,9.5,6.8,12.6,False
20020501,4.1,0.12,10.9,8.9,14.3,False
20020502,0.9,0.1,9.9,3.7,15.2,False
20020503,1.5,0.23,9.6,6.1,12.9,False
20020504,2.0,1.51,10.9,9.2,12.5,False
20020505,2.4,0.14,11.4,9.5,13.1,False
20020506,3.0,0.0,12.4,8.1,18.0,True
20020507,3.0,0.03,11.2,9.4,14.6,False
20020508,1.9,0.0,13.7,5.4,21.8,True
20020509,5.1,0.0,14.5,9.1,21.0,True
20020510,6.2,0.0,14.1,9.5,19.7,True
20020511,4.0,0.0,15.2,9.9,22.0,True
20020512,2.5,0.0,14.0,10.5,17.8,False
20020513,1.8,0.0,13.4,9.8,17.4,False
20020514,2.9,0.09,12.5,5.8,19.2,False
20020515,3.8,0.29,13.5,10.1,17.3,False
20020516,4.5,0.04,13.1,11.1,16.2,False
20020517,3.2,0.0,12.7,10.3,16.2,False
20020518,1.3,0.0,13.6,5.8,20.0,True
20020519,1.5,0.0,11.3,6.6,15.8,False
20020520,3.2,0.0,12.4,9.6,16.2,False
20020521,4.0,0.0,13.1,4.0,20.3,True
20020522,5.4,0.0,16.5,9.4,22.3,True
20020523,2.5,0.07,17.8,11.2,23.9,False
20020524,2.7,0.0,14.7,13.2,18.5,True
20020525,2.1,0.0,15.1,12.4,18.2,True
20020526,2.0,0.99,12.4,6.5,17.6,False
20020527,1.2,0.01,15.2,11.1,20.3,False
20020528,1.5,0.0,13.7,8.4,18.6,True
20020529,1.4,0.0,13.7,11.4,18.0,True
20020530,2.8,0.0,14.6,11.1,17.7,False
20020531,2.5,0.42,14.0,9.9,17.6,False
20020601,3.6,0.0,14.0,10.5,18.1,True
20020602,1.5,0.0,16.8,10.1,22.5,True
20020603,3.3,0.0,16.5,8.8,21.5,True
20020604,4.0,0.0,17.7,12.6,22.6,True
20020605,5.3,0.0,18.8,12.0,24.6,True
20020606,5.9,0.0,19.1,14.0,24.3,True
20020607,5.2,0.0,17.1,12.9,21.6,True
20020608,4.3,0.0,16.9,11.7,22.2,True
20020609,2.5,0.0,16.9,9.9,22.0,True
20020610,2.7,1.49,17.0,9.0,22.6,False
20020611,2.7,0.24,14.7,12.5,19.5,False
20020612,1.8,1.51,14.3,10.9,17.9,False
20020613,4.1,0.24,14.1,11.6,17.2,False
20020614,4.9,0.0,15.8,11.7,20.1,True
20020615,3.2,0.2,15.7,11.3,20.9,False
20020616,4.4,0.05,17.2,13.5,21.9,False
20020617,2.1,0.0,18.3,15.3,22.2,True
20020618,3.6,0.81,22.0,16.0,27.2,False
20020619,2.6,0.0,18.9,16.9,23.3,True
20020620,2.2,0.5,16.7,11.4,22.2,False
20020621,3.5,0.01,16.5,13.9,20.5,False
20020622,2.0,0.1,16.5,13.0,21.1,False
20020623,5.2,0.05,16.5,13.9,19.9,False
20020624,5.1,0.0,16.6,13.1,20.5,True
20020625,4.5,0.0,16.1,13.4,19.7,True
20020626,3.9,0.04,16.3,13.5,19.4,False
20020627,4.2,0.64,15.0,11.8,18.2,False
20020628,4.1,1.4,14.4,11.7,17.7,False
20020629,5.7,0.1,14.4,11.0,17.4,False
20020630,4.4,0.53,14.4,11.5,18.6,False
20020701,3.1,0.55,14.4,11.8,16.8,False
20020702,3.3,0.0,15.2,13.2,18.6,True
20020703,2.8,0.31,14.6,12.6,16.7,False
20020704,3.2,0.0,16.5,12.1,20.6,True
20020705,3.5,0.0,15.5,12.4,18.6,True
20020706,0.9,0.15,16.1,13.8,19.6,False
20020707,2.0,0.04,16.1,12.9,19.8,False
20020708,3.1,0.0,18.0,13.5,22.0,True
20020709,4.3,0.0,22.3,16.7,27.2,True
20020710,3.5,0.0,23.3,19.1,27.7,True
20020711,3.5,0.0,18.0,14.9,26.6,True
20020712,1.0,0.0,17.6,11.4,22.9,True
20020713,2.8,0.0,17.8,11.8,23.6,True
20020714,2.3,0.0,18.4,12.0,24.6,True
20020715,1.1,0.0,20.9,15.2,26.4,True
20020716,1.7,0.0,20.8,11.5,27.0,True
20020717,2.9,1.09,20.6,12.9,28.0,False
20020718,2.6,0.0,18.6,15.9,22.1,True
20020719,0.6,0.0,18.2,15.2,21.8,True
20020720,2.8,0.0,19.5,17.7,23.1,True
20020721,1.5,0.37,16.5,12.6,21.4,False
20020722,5.3,2.78,14.4,13.7,15.7,False
20020723,5.1,0.29,16.7,12.2,21.1,False
20020724,5.0,0.0,16.3,14.1,19.4,True
20020725,4.8,0.0,16.3,13.3,20.5,True
20020726,2.8,0.0,15.8,13.3,17.6,False
20020727,2.0,0.0,18.3,14.2,22.3,True
20020728,1.8,0.0,20.4,13.1,26.0,True
20020729,1.8,0.0,22.6,13.4,29.9,True
20020730,2.9,0.0,22.2,17.3,27.4,True
20020731,2.0,0.84,22.9,14.8,30.1,False
20020801,2.5,0.69,24.2,19.3,30.4,False
20020802,3.2,0.86,21.6,19.4,26.1,False
20020803,2.2,2.1,19.0,18.5,20.0,False
20020804,1.9,0.0,19.2,15.8,23.4,True
20020805,3.5,0.0,19.2,13.3,24.7,True
20020806,3.8,0.0,18.0,14.0,22.6,True
20020807,1.8,0.0,18.9,12.4,24.8,True
20020808,1.8,0.0,18.4,11.5,24.6,True
20020809,2.5,0.0,19.7,13.3,25.8,True
20020810,2.9,0.1,19.8,16.5,24.0,False
20020811,2.1,0.85,21.1,16.3,26.1,False
20020812,2.3,0.05,19.9,17.9,23.3,False
20020813,5.0,0.0,19.8,19.1,22.0,True
20020814,3.1,0.0,20.0,16.8,23.4,True
20020815,2.2,0.0,19.0,12.7,24.6,True
20020816,1.7,0.0,20.5,16.5,26.3,True
20020817,1.5,0.0,21.4,14.8,27.6,True
20020818,2.7,0.0,20.1,14.0,25.7,True
20020819,4.1,0.0,21.8,16.8,27.2,True
20020820,3.2,0.0,21.1,15.4,26.7,True
20020821,2.6,0.0,20.2,11.6,27.3,True
20020822,1.8,0.0,20.4,14.5,26.3,True
20020823,2.5,0.0,19.5,11.8,26.8,True
20020824,3.0,0.0,18.8,10.8,26.0,True
20020825,2.5,0.0,20.7,15.6,26.3,True
20020826,2.2,0.0,20.0,14.5,24.8,True
20020827,1.7,0.0,20.9,16.1,26.7,True
20020828,1.1,0.0,19.4,14.0,25.7,True
20020829,1.0,0.0,18.5,12.1,23.8,True
20020830,2.4,0.0,19.7,16.3,23.5,True
20020831,4.0,0.0,20.1,17.3,23.4,True
20020901,2.7,0.0,17.1,13.5,20.6,True
20020902,0.7,0.0,15.7,7.3,21.6,True
20020903,2.2,0.0,16.0,6.4,23.2,True
20020904,4.5,0.0,20.7,15.1,24.4,True
20020905,1.0,0.0,19.3,14.6,23.8,True
20020906,1.5,0.0,17.4,8.8,22.8,True
20020907,2.1,0.0,18.5,14.1,22.5,True
20020908,2.2,0.0,19.5,15.3,24.8,True
20020909,2.8,0.0,18.1,12.0,24.2,True
20020910,1.6,0.0,18.5,13.7,24.5,True
20020911,1.6,0.0,17.3,11.7,23.2,True
20020912,1.0,0.0,16.2,7.4,23.0,True
20020913,1.4,0.0,17.8,9.2,25.2,True
20020914,3.0,0.0,17.3,14.8,20.7,True
20020915,2.2,0.0,12.9,7.8,17.8,False
20020916,0.6,0.0,11.2,3.4,17.7,False
20020917,2.2,0.0,13.4,4.5,20.1,True
20020918,2.0,0.0,15.8,12.0,20.6,True
20020919,0.7,0.0,12.5,4.3,19.6,True
20020920,2.5,0.15,14.8,10.0,18.5,False
20020921,1.2,0.15,10.7,5.9,16.1,False
20020922,3.9,0.1,10.1,9.0,12.7,False
20020923,2.4,0.0,8.5,5.1,14.5,False
20020924,2.1,0.0,9.0,-0.3,14.9,False
20020925,1.5,0.0,13.4,10.6,17.4,False
20020926,2.0,0.83,8.6,6.5,14.0,False
20020927,1.4,0.04,7.3,1.2,13.4,False
20020928,2.3,0.2,10.8,2.1,15.0,False
20020929,3.2,0.0,14.3,12.6,16.3,False
20020930,3.4,0.0,14.7,12.7,18.1,True
20021001,1.1,0.0,13.7,11.6,18.7,True
20021002,0.2,0.0,11.0,5.5,19.5,True
20021003,0.7,1.15,12.1,5.2,19.3,False
20021004,4.2,0.44,13.2,11.2,15.8,False
20021005,2.6,0.36,11.5,9.6,15.0,False
20021006,3.8,0.0,6.6,4.8,11.0,False
20021007,2.3,0.06,3.5,-0.7,8.3,False
20021008,2.5,0.0,6.3,2.9,8.1,False
20021009,2.1,0.0,4.8,1.5,10.6,False
20021010,1.9,0.0,3.6,-0.2,10.5,False
20021011,3.5,0.07,4.2,-1.1,9.9,False
20021012,4.1,0.0,5.9,3.4,8.1,False
20021013,4.5,0.43,6.6,6.0,7.6,False
20021014,2.0,0.15,4.5,3.4,6.0,False
20021015,1.5,0.0,4.5,2.6,8.2,False
20021016,1.8,1.54,5.6,2.1,7.6,False
20021017,3.2,1.03,7.8,5.6,10.5,False
20021018,2.2,1.21,3.3,2.2,5.6,False
20021019,3.1,0.01,2.7,0.5,5.5,False
20021020,1.7,0.2,2.7,-3.7,9.0,False
20021021,1.7,0.99,3.4,-1.2,6.2,False
20021022,3.8,0.49,6.7,4.6,7.7,False
20021023,4.2,0.49,10.8,7.7,12.3,False
20021024,4.1,0.0,7.3,5.9,9.9,False
20021025,4.6,0.91,8.9,6.3,10.0,False
20021026,4.2,0.45,9.7,8.8,11.2,False
20021027,4.6,1.18,8.5,7.0,10.6,False
20021028,7.8,0.0,8.1,6.3,10.2,False
20021029,3.2,0.01,7.2,5.4,9.6,False
20021030,1.4,0.0,6.2,4.5,9.8,False
20021031,2.1,0.0,4.0,-2.1,8.5,False
20021101,3.2,0.0,7.3,5.9,8.7,False
20021102,2.1,0.0,0.7,-2.1,7.4,False
20021103,3.9,0.0,2.4,-3.0,6.1,False
20021104,2.2,0.0,3.7,2.5,6.6,False
20021105,0.5,0.0,3.5,2.0,5.0,False
20021106,3.7,0.0,1.8,-0.4,4.1,False
20021107,2.0,0.0,2.3,1.5,2.9,False
20021108,2.0,0.0,5.2,1.3,8.1,False
20021109,3.2,0.0,5.0,4.1,6.6,False
20021110,1.4,0.0,0.8,-1.6,4.2,False
20021111,3.5,0.02,0.1,-3.6,1.6,False
20021112,3.2,0.07,5.0,-0.2,7.7,False
20021113,2.6,0.39,7.9,7.2,8.4,False
20021114,2.5,0.04,7.6,5.3,9.1,False
20021115,0.5,0.0,7.4,6.0,8.5,False
20021116,2.5,1.49,7.0,6.4,8.2,False
20021117,3.5,1.3,5.5,5.0,6.9,False
20021118,2.2,0.0,5.9,3.9,8.3,False
20021119,1.8,0.0,0.1,-1.4,5.3,False
20021120,1.4,0.0,0.0,-3.0,1.7,False
20021121,1.7,0.0,-1.1,-3.9,1.4,False
20021122,5.5,0.0,3.8,-1.0,5.3,False
