DATE,DRESDEN_cloud_cover,DRESDEN_wind_speed,DRESDEN_wind_gust,DRESDEN_humidity,DRESDEN_global_radiation,DRESDEN_precipitation,DRESDEN_sunshine,DRESDEN_temp_mean,DRESDEN_temp_min,DRESDEN_temp_max,DRESDEN_picnic_weather
20020503,7,2.4,6.0,0.87,1.23,0.0,1.5,13.6,10.4,17.7,False
20020504,8,2.5,6.4,0.94,0.57,0.02,0.0,12.3,11.3,14.5,False
20020505,8,2.1,6.8,0.9,0.79,0.75,0.2,10.8,9.4,12.5,False
20020506,7,2.2,5.6,0.93,1.41,0.01,4.0,11.4,9.2,16.3,False
20020507,7,2.9,9.1,0.9,1.42,0.0,2.2,12.1,8.8,16.5,False
20020508,5,5.7,17.1,0.59,2.78,0.0,10.2,18.1,10.3,23.9,True
20020509,5,6.5,15.2,0.45,2.83,0.0,12.5,20.0,14.7,24.6,True
20020510,3,5.1,11.3,0.57,2.51,0.0,11.1,18.7,14.6,23.8,True
20020511,6,3.9,9.1,0.77,1.91,0.0,4.0,17.1,13.6,20.9,True
20020512,7,2.1,5.5,0.84,1.32,0.03,1.1,15.4,13.1,18.5,False
20020513,6,2.1,5.6,0.85,1.55,0.25,3.8,15.6,13.1,20.1,False
20020514,4,4.9,14.2,0.67,2.4,0.0,9.6,16.1,11.6,20.8,True
20020515,5,4.1,12.8,0.63,2.24,0.0,8.3,14.0,10.1,17.7,False
20020516,5,2.8,8.2,0.6,3.17,0.0,13.7,18.0,9.3,24.6,True
20020517,3,3.5,9.0,0.66,3.1,0.0,13.8,17.9,10.7,24.5,True
20020518,3,2.7,9.5,0.54,3.19,0.0,13.7,15.9,8.6,21.6,True
20020519,7,3.0,8.3,0.85,0.51,0.4,0.1,12.5,10.5,14.6,False
20020520,6,2.8,7.0,0.74,2.7,0.0,9.1,14.7,9.1,19.5,True
20020521,3,3.9,12.0,0.61,3.06,0.0,12.8,17.7,10.5,23.9,True
20020522,3,6.0,13.3,0.62,3.2,0.0,13.8,19.5,14.5,24.3,True
20020523,7,3.6,11.8,0.72,2.27,1.54,6.8,19.3,13.6,26.2,False
20020524,7,4.4,8.9,0.87,1.02,0.01,1.4,14.3,12.4,17.4,False
20020525,7,3.6,8.0,0.76,1.29,0.67,0.3,15.4,11.2,19.3,False
20020526,7,1.9,4.4,0.96,0.38,0.22,0.1,11.2,9.9,12.4,False
20020527,6,2.5,6.7,0.79,2.04,0.61,6.2,14.2,7.7,19.1,False
20020528,8,3.4,8.0,0.98,0.34,0.42,0.0,13.2,12.3,14.1,False
20020529,7,4.5,10.4,0.73,2.83,0.0,8.6,15.5,12.1,19.9,True
20020530,4,2.8,8.4,0.62,3.36,0.0,13.4,15.0,9.5,19.1,True
20020531,5,2.9,11.7,0.67,2.81,0.04,9.5,15.2,9.5,20.9,False
20020601,4,3.0,8.5,0.69,2.58,0.0,8.5,12.1,7.8,16.6,False
20020602,2,2.4,7.6,0.62,3.37,0.0,13.9,14.5,7.3,20.4,True
20020603,3,2.9,8.4,0.64,2.87,0.0,12.0,16.7,8.9,22.4,True
20020604,5,3.5,10.4,0.53,3.02,0.0,13.4,20.2,12.7,25.5,True
20020605,5,6.6,16.7,0.48,2.57,0.0,9.7,21.3,15.7,26.0,True
20020606,8,4.8,10.1,0.83,0.59,0.19,0.0,16.8,14.5,19.1,False
20020607,8,3.7,8.6,0.94,0.74,0.83,0.0,15.2,14.2,17.0,False
20020608,8,1.4,4.2,0.95,0.53,0.37,0.0,14.0,12.9,15.3,False
20020609,8,1.2,3.6,0.9,1.08,0.04,0.2,15.1,13.0,17.6,False
20020610,7,2.9,10.4,0.86,1.9,0.5,3.2,15.4,12.7,20.3,False
20020611,5,4.4,9.7,0.68,2.66,0.0,7.8,15.1,11.3,18.8,True
20020612,6,3.8,9.7,0.67,1.8,0.0,4.9,17.3,11.8,21.5,True
20020613,7,4.4,13.1,0.77,1.39,0.34,2.2,16.9,13.4,22.2,False
20020614,7,3.0,8.9,0.84,1.27,0.01,2.4,16.0,13.7,19.6,False
20020615,6,3.7,18.6,0.84,1.55,0.72,3.2,19.0,13.4,27.0,False
20020616,6,2.5,8.3,0.78,2.24,0.02,7.8,17.4,14.0,22.1,False
20020617,4,2.8,6.8,0.68,3.19,0.0,12.7,21.3,13.1,27.5,True
20020618,3,4.5,10.1,0.61,3.37,0.0,15.1,25.3,16.9,31.0,True
20020619,7,2.6,7.3,0.83,0.87,0.0,1.4,21.5,19.0,24.2,True
20020620,6,3.3,17.6,0.75,2.9,1.16,9.7,23.7,18.4,32.0,False
20020621,6,2.3,9.5,0.81,2.32,0.01,6.2,19.1,15.8,23.8,False
20020622,4,2.2,7.5,0.7,3.05,0.0,11.4,21.1,14.6,27.0,True
20020623,4,3.6,10.4,0.74,2.27,0.0,7.7,19.4,16.1,23.4,True
20020624,6,3.1,9.3,0.65,2.22,0.0,5.7,17.3,12.5,20.7,True
20020625,3,2.6,9.1,0.58,3.11,0.0,12.3,16.6,11.2,21.7,True
20020626,2,2.7,8.5,0.58,3.24,0.0,13.0,18.5,10.1,25.0,True
20020627,5,4.5,12.9,0.65,2.61,0.07,9.3,18.6,12.7,25.6,False
20020628,6,5.1,15.0,0.66,2.27,0.0,5.1,14.5,11.4,19.0,True
20020629,6,5.8,13.4,0.64,1.83,0.0,3.1,13.5,9.9,17.9,False
20020630,6,4.6,11.1,0.55,2.12,0.0,5.3,16.4,8.8,22.1,True
20020701,7,5.0,12.7,0.52,2.03,0.09,5.3,18.8,14.7,23.8,False
20020702,7,4.2,10.9,0.82,0.64,0.22,0.0,15.8,12.4,17.7,False
20020703,6,4.9,13.3,0.66,2.54,0.13,8.5,19.0,11.4,26.3,False
20020704,7,6.0,16.5,0.71,1.04,0.0,0.4,15.9,12.5,17.9,False
20020705,4,3.2,7.8,0.61,2.28,0.0,9.7,17.4,10.2,23.6,True
20020706,5,3.6,11.1,0.62,2.6,0.88,9.4,19.4,12.6,26.5,False
20020707,6,2.6,9.9,0.73,2.34,0.0,8.2,18.5,13.6,23.9,True
20020708,2,3.5,9.9,0.62,3.19,0.0,14.0,21.5,13.1,27.9,True
20020709,2,4.5,10.2,0.45,3.4,0.0,15.2,26.0,19.0,31.8,True
20020710,4,3.7,27.4,0.6,2.89,0.44,11.6,23.7,13.9,32.5,False
20020711,4,3.0,8.0,0.69,1.95,0.02,5.8,16.9,13.2,22.2,False
20020712,4,2.9,7.7,0.55,2.87,0.0,12.3,20.1,12.8,26.0,True
20020713,6,3.5,11.7,0.6,2.21,0.13,7.9,21.3,13.6,27.2,False
20020714,7,3.1,8.0,0.82,1.75,0.0,3.1,19.9,17.2,24.1,True
20020715,8,2.5,5.5,0.84,0.77,0.0,0.0,18.7,16.4,21.4,True
20020716,7,2.8,11.2,0.86,1.49,1.03,2.3,20.0,16.6,27.5,False
20020717,8,2.5,6.6,0.96,0.49,0.34,0.0,18.2,16.9,19.9,False
20020718,8,5.8,12.4,0.85,0.82,0.0,0.1,16.3,13.6,18.2,True
20020719,8,5.1,10.8,0.85,1.05,0.01,0.3,14.7,12.4,18.8,False
20020720,6,2.8,7.2,0.77,1.82,0.0,5.8,17.2,13.9,22.0,True
20020721,3,4.4,12.0,0.65,2.68,0.12,11.3,19.9,13.8,28.1,False
20020722,6,6.7,15.8,0.63,1.89,0.0,5.2,16.4,13.4,20.1,True
20020723,7,4.7,11.1,0.61,1.39,0.09,2.3,17.3,12.1,21.3,False
20020724,7,4.9,12.3,0.78,1.23,0.22,0.7,17.1,13.2,22.0,False
20020725,7,3.8,11.7,0.72,1.32,0.0,1.8,14.8,12.1,18.0,True
20020726,8,3.2,8.7,0.8,0.7,0.03,0.1,15.2,12.1,17.4,False
20020727,6,1.9,5.8,0.81,1.42,0.0,3.0,18.3,15.1,22.8,True
20020728,1,3.1,8.3,0.59,3.16,0.0,13.4,22.4,12.9,29.5,True
20020729,1,2.8,7.8,0.54,2.62,0.0,10.8,25.1,16.9,32.0,True
20020730,2,3.7,10.7,0.47,2.97,0.0,13.4,26.0,19.4,31.8,True
20020731,4,2.1,9.1,0.59,2.6,0.0,10.3,24.5,18.4,31.5,True
20020801,6,2.6,11.8,0.84,1.28,3.15,5.2,21.1,18.1,28.6,False
20020802,5,3.3,9.1,0.79,1.82,0.0,5.3,19.9,15.8,23.3,True
20020803,2,2.0,5.3,0.65,2.96,0.0,13.8,20.5,13.9,26.5,True
20020804,6,2.8,13.9,0.77,1.82,0.56,6.3,18.7,15.8,24.9,False
20020805,6,2.2,7.1,0.88,1.21,0.57,2.4,17.6,14.7,21.9,False
20020806,4,2.5,5.5,0.68,2.61,0.0,9.2,19.0,12.8,24.2,True
20020807,7,2.9,9.0,0.78,1.7,0.17,3.4,19.4,16.5,22.5,False
20020808,7,1.8,5.6,0.86,1.2,0.02,1.2,18.2,15.0,22.4,False
20020809,6,1.6,6.9,0.77,1.92,0.0,5.2,19.3,15.0,24.7,True
20020810,4,3.3,9.3,0.7,2.31,0.0,10.5,20.8,14.0,26.3,True
20020811,6,2.7,9.6,0.74,1.92,1.09,6.1,20.8,17.1,25.5,False
20020812,8,6.2,19.1,0.98,0.63,15.8,0.0,17.1,15.9,18.5,False
20020813,8,7.5,16.2,0.94,0.26,1.28,0.0,15.5,14.8,16.7,False
20020814,7,3.9,10.2,0.89,0.64,0.0,0.1,16.6,14.1,19.1,True
20020815,7,2.6,8.5,0.82,1.96,0.0,5.5,19.5,16.0,23.4,True
20020816,6,2.2,6.1,0.76,2.3,0.0,9.4,20.5,17.0,24.2,True
20020817,4,2.1,9.3,0.76,2.21,0.0,8.3,20.9,16.2,27.5,True
20020818,5,2.6,8.7,0.72,2.03,0.02,9.0,21.8,15.6,27.4,False
20020819,1,3.9,8.6,0.63,2.46,0.0,11.7,23.3,16.8,29.4,True
20020820,0,4.0,8.3,0.53,2.55,0.0,12.1,23.3,18.6,28.3,True
20020821,2,3.7,9.1,0.64,2.5,0.0,11.0,20.9,14.9,26.7,True
20020822,3,2.0,7.2,0.74,2.02,0.0,8.5,19.1,13.5,24.1,True
20020823,3,2.9,9.0,0.69,2.45,0.0,11.2,20.3,13.9,27.5,True
20020824,4,3.1,8.8,0.64,2.2,0.0,10.0,21.6,14.5,27.4,True
20020825,5,2.0,7.7,0.7,2.17,0.0,9.6,22.1,18.1,27.1,True
20020826,2,3.0,10.9,0.64,2.3,0.0,11.2,22.6,16.2,29.1,True
20020827,3,3.8,10.3,0.58,2.22,0.0,11.6,22.9,17.0,28.1,True
20020828,2,3.2,8.5,0.75,2.23,0.0,11.2,20.9,16.6,25.7,True
20020829,3,2.6,5.6,0.81,2.08,0.0,9.6,20.3,15.5,25.5,True
20020830,3,2.3,4.9,0.78,2.04,0.0,8.6,20.8,15.3,25.8,True
20020831,5,2.5,11.4,0.83,1.53,0.65,6.4,20.7,16.3,27.4,False
20020901,6,3.8,9.7,0.7,1.56,0.0,5.0,16.2,11.8,18.8,True
20020902,3,2.8,9.4,0.68,2.13,0.0,10.4,15.1,9.7,20.5,True
20020903,4,3.8,11.6,0.65,1.9,0.0,8.7,17.7,10.2,24.0,True
20020904,3,4.2,10.2,0.62,2.15,0.0,10.4,20.5,16.3,26.3,True
20020905,7,2.8,7.3,0.84,0.83,1.08,0.6,16.3,13.5,20.1,False
20020906,3,2.1,5.5,0.8,1.95,0.0,8.7,16.6,12.2,21.2,True
20020907,5,2.5,5.9,0.74,1.59,0.0,5.6,17.7,12.2,23.3,True
20020908,2,3.6,8.5,0.66,2.13,0.0,11.6,19.4,13.0,25.1,True
20020909,1,4.0,10.5,0.65,1.99,0.0,10.6,20.6,15.1,26.1,True
20020910,4,3.0,12.8,0.81,1.13,0.94,5.3,17.7,13.9,25.0,False
20020911,6,2.5,8.3,0.82,1.09,0.0,2.8,16.2,12.2,21.1,True
20020912,0,3.8,10.0,0.6,2.24,0.0,12.3,13.7,7.8,18.8,True
20020913,1,2.2,6.8,0.64,2.1,0.0,11.5,13.4,5.8,20.0,True
20020914,5,4.7,12.5,0.84,1.44,0.68,5.1,14.0,8.6,19.8,False
20020915,6,4.3,11.6,0.81,1.1,0.11,2.2,11.8,8.9,17.3,False
20020916,7,3.3,8.6,0.79,1.26,0.11,2.2,11.5,8.5,14.3,False
20020917,8,4.2,9.6,0.9,0.66,0.06,0.7,13.0,10.9,15.1,False
20020918,7,4.1,10.4,0.8,0.89,0.0,0.9,13.6,9.7,16.2,False
20020919,7,2.3,5.9,0.78,1.39,0.0,3.4,13.4,9.2,18.0,True
20020920,7,1.9,6.3,0.83,0.7,0.01,0.1,13.1,10.6,16.1,False
20020921,7,2.8,9.1,0.82,0.84,0.0,0.7,12.7,10.3,15.5,False
20020922,7,2.5,7.5,0.88,0.91,0.29,1.5,11.0,8.9,15.5,False
20020923,8,4.2,12.4,0.96,0.28,0.06,0.0,8.5,5.5,10.7,False
20020924,6,4.5,15.9,0.76,1.24,0.0,2.8,6.5,1.9,11.3,False
20020925,7,2.4,5.9,0.78,0.58,0.05,0.0,7.8,5.5,10.0,False
20020926,8,3.6,8.6,0.93,0.29,1.03,0.0,9.6,7.5,11.7,False
20020927,7,4.2,10.3,0.87,0.96,0.02,2.6,9.0,5.6,11.4,False
20020928,6,2.2,6.2,0.83,1.05,0.0,2.9,8.4,5.1,12.2,False
20020929,6,2.5,5.2,0.85,1.06,0.0,2.8,10.4,6.6,14.7,False
20020930,1,2.4,4.8,0.84,1.49,0.0,6.4,10.1,4.7,17.0,False
20021001,4,2.5,5.8,0.79,1.52,0.0,8.3,11.4,6.5,17.3,False
20021002,5,3.0,6.0,0.8,1.22,0.0,8.7,11.6,6.4,17.9,False
20021003,7,3.8,7.8,0.84,0.93,0.17,2.2,13.1,8.4,17.5,False
20021004,7,4.8,10.8,0.83,0.84,0.01,3.1,12.8,10.0,15.3,False
20021005,7,6.1,11.5,0.8,0.95,0.48,3.3,11.3,9.4,14.3,False
20021006,7,5.4,13.4,0.93,0.5,1.61,0.4,9.6,4.0,13.9,False
20021007,7,3.2,10.0,0.92,0.76,0.59,2.1,5.0,3.6,8.3,False
20021008,7,4.3,12.2,0.95,0.33,0.25,1.6,4.5,1.2,6.5,False
20021009,7,3.9,8.8,0.83,1.06,0.0,4.1,7.6,5.6,10.2,False
20021010,4,6.4,14.1,0.8,1.04,0.0,4.5,5.8,3.1,9.2,False
20021011,3,6.1,15.4,0.68,1.07,0.0,5.6,4.2,0.6,8.5,False
20021012,6,5.5,13.3,0.79,0.41,0.0,0.0,2.3,-0.8,4.0,False
20021013,8,3.1,8.7,0.92,0.39,0.11,0.0,1.3,0.3,3.0,False
20021014,7,4.7,9.6,0.86,0.54,0.01,1.2,7.2,1.0,12.5,False
20021015,7,4.7,11.3,0.75,0.81,0.37,2.5,11.7,10.5,14.0,False
20021016,7,4.1,8.6,0.89,0.39,0.67,0.2,13.2,10.7,15.8,False
20021017,7,5.6,12.2,0.78,0.34,0.16,0.0,12.8,8.1,15.1,False
20021018,5,6.0,12.8,0.78,0.72,0.22,2.7,7.6,4.8,10.3,False
20021019,5,5.2,13.1,0.81,0.7,0.72,3.6,6.0,4.5,8.7,False
20021020,5,4.2,10.1,0.79,0.94,0.0,4.4,5.2,0.8,9.1,False
20021021,8,5.5,14.2,0.85,0.23,0.91,0.0,6.1,1.2,8.8,False
20021022,7,4.4,9.3,0.94,0.25,0.4,0.6,10.5,7.0,13.4,False
20021023,5,7.5,18.8,0.74,0.62,0.01,2.0,12.6,7.5,16.4,False
20021024,4,5.4,13.0,0.73,0.85,0.02,5.3,6.5,2.5,10.3,False
20021025,6,6.2,14.0,0.8,0.78,0.32,4.6,8.3,2.5,14.1,False
20021026,6,10.1,23.9,0.64,0.67,0.06,2.7,11.2,9.0,13.9,False
20021027,6,9.1,29.3,0.73,0.19,0.46,0.7,10.5,7.0,15.6,False
20021028,6,11.1,30.6,0.77,0.57,0.45,2.2,7.3,4.1,10.0,False
20021029,7,4.3,11.2,0.78,0.53,0.18,1.6,7.2,5.4,9.3,False
20021030,8,2.9,8.4,0.83,0.34,0.01,0.2,7.1,6.2,8.0,False
20021031,7,2.8,9.3,0.81,0.86,0.02,5.4,7.5,5.7,10.1,False
20021101,6,2.9,9.9,0.87,0.64,0.45,3.2,7.1,2.5,11.0,False
20021102,8,4.7,11.5,0.93,0.19,0.52,0.0,7.2,1.1,11.3,False
20021103,6,5.7,12.9,0.84,0.53,0.88,1.4,2.6,-0.4,5.1,False
20021104,8,3.2,8.8,0.96,0.16,0.16,0.0,0.9,-0.2,3.3,False
20021105,6,3.0,7.1,0.79,0.64,0.0,3.2,-0.2,-2.3,2.0,False
20021106,0,4.5,12.3,0.76,0.87,0.0,8.3,-1.6,-4.8,2.2,False
20021107,3,4.8,12.7,0.76,0.82,0.07,7.3,-0.9,-4.1,2.2,False
20021108,7,5.3,12.6,0.86,0.25,0.8,0.5,3.7,0.7,6.2,False
20021109,8,8.9,19.9,0.88,0.29,0.78,0.7,3.9,1.2,8.2,False
20021110,6,4.2,12.1,0.88,0.31,0.05,1.4,2.7,-0.3,5.2,False
20021111,8,5.5,14.0,0.9,0.18,0.63,0.2,4.6,1.3,8.3,False
20021112,7,3.6,7.8,0.84,0.67,0.0,5.1,7.5,4.5,11.6,False
20021113,6,5.6,10.5,0.73,0.51,0.0,3.1,8.3,6.1,11.4,False
20021114,6,5.8,14.4,0.84,0.56,0.0,3.0,6.8,4.4,9.1,False
20021115,8,3.2,7.0,0.86,0.34,0.0,0.6,8.5,6.1,11.2,False
20021116,7,4.1,12.4,0.77,0.37,0.0,0.7,11.8,6.3,15.6,False
20021117,5,7.6,17.7,0.69,0.22,0.0,1.8,10.6,5.7,14.0,False
20021118,7,3.1,7.1,0.86,0.44,0.41,2.9,6.5,2.5,11.3,False
20021119,8,4.8,11.8,0.98,0.16,2.5,0.0,5.4,1.9,6.9,False
20021120,4,2.3,7.3,0.89,0.51,0.0,3.7,1.5,-0.3,4.7,False
20021121,5,6.0,12.8,0.87,0.57,0.0,5.7,4.7,0.9,8.1,False
20021122,8,1.7,6.8,0.97,0.16,1.26,0.0,2.8,-0.5,5.6,False
20021123,6,3.2,6.8,0.95,0.17,0.35,0.0,5.1,0.8,7.6,False
20021124,6,6.1,11.5,0.89,0.56,0.0,4.6,5.1,0.3,8.0,False
20021125,7,6.2,13.6,0.82,0.3,0.0,0.1,8.5,6.8,10.5,False
20021126,8,3.2,8.1,0.87,0.18,0.0,0.0,8.5,6.9,10.0,False
20021127,8,2.5,7.2,0.91,0.14,0.0,0.0,6.8,6.0,7.6,False
20021128,7,4.3,9.4,0.87,0.2,0.0,0.0,7.8,6.5,9.5,False
20021129,7,3.8,10.3,0.87,0.38,0.36,2.2,7.4,6.3,9.6,False
20021130,8,2.3,8.0,0.96,0.05,2.76,0.0,4.7,2.8,6.3,False
20021201,6,3.1,7.4,0.94,0.21,0.06,0.8,5.0,3.4,7.8,False
20021202,6,4.9,15.8,0.85,0.23,0.0,1.5,4.4,2.7,5.9,False
20021203,8,3.1,7.1,0.93,0.16,0.01,0.0,3.8,2.5,5.0,False
20021204,8,2.5,4.7,0.97,0.1,0.0,0.0,2.1,1.8,2.6,False
20021205,8,4.1,8.0,0.97,0.08,0.0,0.0,0.9,-1.4,2.1,False
20021206,8,5.9,11.6,0.94,0.05,0.0,0.0,-1.5,-2.9,-0.5,False
20021207,8,7.0,13.8,0.86,0.09,0.0,0.0,-5.0,-7.4,-2.7,False
20021208,3,5.8,11.5,0.79,0.52,0.0,7.1,-7.4,-8.9,-4.2,False
20021209,3,6.0,12.0,0.78,0.5,0.0,6.8,-8.7,-11.1,-6.6,False
20021210,0,4.7,10.6,0.67,0.53,0.0,7.3,-7.1,-11.1,-3.2,False
20021211,0,4.4,8.9,0.71,0.53,0.0,7.1,-7.1,-10.6,-1.9,False
20021212,0,5.7,13.4,0.73,0.43,0.0,6.0,-6.1,-9.1,-3.4,False
20021213,0,3.2,7.7,0.86,0.44,0.0,5.8,-6.3,-8.5,-2.5,False
20021214,6,5.4,10.3,0.81,0.19,0.0,0.0,-4.4,-6.2,-2.5,False
20021215,7,5.5,11.2,0.8,1.26,0.0,0.0,-2.6,-7.5,-1.1,False
20021216,8,6.7,13.2,0.86,0.06,0.19,0.0,0.1,-1.7,1.8,False
20021217,8,3.7,7.8,0.98,0.05,0.34,0.0,0.5,-1.3,2.2,False
20021218,8,4.0,8.9,0.94,0.25,0.02,1.4,-1.0,-1.8,-0.5,False
20021219,6,1.8,6.0,0.92,0.24,0.0,1.0,-0.9,-5.2,1.6,False
20021220,5,3.5,9.0,0.89,0.48,0.0,6.3,-4.2,-7.1,0.0,False
20021221,8,2.2,5.7,0.97,0.09,0.0,0.0,-0.2,-1.4,0.6,False
20021222,8,4.5,12.8,0.92,0.19,1.2,0.0,-0.2,-1.1,0.8,False
20021223,8,5.2,10.5,0.91,0.14,0.0,0.0,-2.2,-4.3,1.0,False
20021224,8,7.6,14.0,0.77,0.21,0.0,0.0,-2.8,-4.5,-1.1,False
20021225,6,7.7,13.8,0.82,0.34,0.0,3.7,-2.7,-3.6,-0.7,False
20021226,5,9.2,16.5,0.86,0.42,0.0,4.7,-2.7,-4.1,-0.5,False
20021227,6,8.3,14.4,0.87,0.19,0.01,0.0,-0.1,-1.4,1.5,False
20021228,7,6.5,14.5,0.82,0.21,0.0,0.4,-0.2,-1.4,1.1,False
20021229,8,5.0,12.1,0.85,0.2,0.92,0.2,4.5,0.7,6.5,False
20021230,8,2.5,7.1,0.98,0.07,2.0,0.0,1.5,-1.8,4.4,False
20021231,6,4.9,9.8,0.89,0.21,0.02,0.0,-5.1,-9.8,-1.8,False
20030101,4,5.7,11.8,0.8,0.3,0.33,1.7,-6.3,-12.2,2.4,False
20030102,7,6.5,13.4,0.85,0.18,0.74,0.0,6.9,2.3,9.6,False
20030103,8,5.2,20.3,0.95,0.05,1.55,0.0,4.3,2.4,8.7,False
20030104,7,2.9,6.2,0.94,0.16,0.0,0.0,-2.3,-6.8,3.5,False
20030105,5,2.4,6.4,0.86,0.42,0.0,4.0,-6.3,-8.3,-3.0,False
20030106,7,2.9,7.6,0.91,0.23,0.2,0.0,-5.0,-7.7,-3.5,False
20030107,8,2.9,7.8,0.86,0.28,0.0,0.0,-10.8,-12.9,-7.6,False
20030108,6,1.8,4.7,0.83,0.56,0.0,4.1,-13.2,-16.2,-11.4,False
20030109,1,1.5,3.8,0.85,0.5,0.0,6.2,-14.9,-18.8,-11.9,False
20030110,8,2.2,4.6,0.93,0.21,0.04,0.0,-8.2,-11.9,-4.8,False
20030111,7,1.9,4.4,0.93,0.43,0.01,1.6,-6.2,-10.4,-4.6,False
20030112,7,4.5,10.2,0.86,0.21,0.0,0.0,-4.5,-11.0,-0.9,False
20030113,8,8.3,17.0,0.88,0.1,0.43,0.0,-0.6,-3.0,2.2,False
20030114,8,8.5,16.8,0.88,0.1,0.01,0.0,4.0,2.1,5.4,False
20030115,7,6.3,14.8,0.8,0.13,0.0,0.0,3.5,0.6,5.0,False
20030116,7,7.1,15.0,0.77,0.24,0.0,0.7,3.7,2.1,5.1,False
20030117,4,4.9,12.3,0.75,0.63,0.0,7.6,2.7,-0.1,6.3,False
20030118,4,4.0,11.5,0.8,0.32,0.0,3.0,1.9,-1.1,5.2,False
20030119,5,5.5,13.6,0.81,0.6,0.01,7.0,1.9,-0.8,4.6,False
20030120,6,5.6,10.6,0.82,0.52,0.0,4.9,2.8,1.0,6.5,False
20030121,6,9.2,16.1,0.8,0.55,0.0,4.3,-0.4,-2.8,2.0,False
20030122,6,5.3,10.5,0.76,0.59,0.0,5.1,0.7,-2.3,4.6,False
20030123,7,3.2,6.0,0.92,0.26,0.71,0.8,2.4,-0.3,5.2,False
20030124,8,3.8,9.8,0.98,0.04,0.05,0.0,2.1,1.1,3.8,False
20030125,5,2.7,7.1,0.88,0.21,0.15,1.4,0.9,-1.5,2.9,False
20030126,8,4.5,9.4,0.86,0.26,0.0,0.0,1.8,-0.1,3.2,False
20030127,8,6.8,13.2,0.92,0.09,0.41,0.0,5.4,2.4,8.8,False
20030128,7,9.3,21.7,0.8,0.24,0.4,0.2,5.4,2.8,9.0,False
20030129,7,6.3,16.3,0.89,0.14,0.41,0.0,1.4,-0.4,3.8,False
20030130,6,3.4,10.2,0.94,0.38,0.15,0.2,-1.5,-4.6,0.1,False
20030131,6,2.8,6.2,0.92,0.22,0.04,0.0,-3.9,-6.0,-2.8,False
20030201,5,2.4,5.9,0.89,0.6,0.0,2.9,-6.4,-9.1,-3.6,False
20030202,5,5.0,9.8,0.82,0.54,0.01,1.4,-4.5,-8.2,-0.9,False
20030203,7,5.7,12.9,0.85,0.56,0.23,2.3,1.9,-1.1,4.3,False
20030204,5,4.4,9.0,0.81,0.87,0.0,6.5,0.3,-1.4,2.2,False
20030205,6,2.9,7.2,0.81,0.58,0.0,2.0,-0.6,-2.8,2.7,False
20030206,8,5.0,11.9,0.87,0.32,0.06,0.0,-2.8,-4.4,-1.7,False
20030207,7,2.7,8.1,0.81,0.73,0.1,3.6,-2.5,-5.1,-0.8,False
20030208,5,2.4,6.0,0.88,0.63,0.13,2.2,-1.3,-5.7,1.8,False
20030209,1,4.0,10.3,0.81,1.0,0.0,8.2,-4.4,-9.2,-0.9,False
20030210,6,3.3,7.3,0.85,0.36,0.0,0.0,-4.0,-8.2,-2.3,False
20030211,5,3.3,7.2,0.82,0.43,0.0,1.5,-4.0,-7.2,-2.1,False
20030212,0,3.6,8.1,0.77,1.06,0.0,9.0,-6.5,-10.3,-2.5,False
20030213,0,2.9,8.7,0.62,1.13,0.0,9.2,-7.6,-12.9,-1.5,False
20030214,1,2.1,4.9,0.62,1.02,0.0,8.5,-7.1,-12.9,-1.9,False
20030215,8,3.0,7.2,0.93,0.19,0.11,0.0,-3.8,-7.6,-1.8,False
20030216,8,3.9,8.1,0.85,0.47,0.0,0.0,-4.9,-6.1,-3.7,False
20030217,4,2.1,5.7,0.84,0.98,0.0,5.4,-7.0,-9.8,-3.1,False
20030218,6,2.2,6.1,0.89,0.59,0.0,0.1,-7.7,-12.2,-4.5,False
20030219,8,1.6,5.5,0.95,0.37,0.02,0.0,-4.0,-5.5,-2.7,False
20030220,8,3.0,7.0,0.92,0.5,0.0,0.0,-2.8,-3.9,-1.0,False
20030221,4,4.2,8.7,0.86,1.1,0.0,6.5,-2.0,-4.1,1.9,False
20030222,0,5.5,13.3,0.72,1.28,0.0,9.3,0.6,-3.1,5.0,False
20030223,0,4.3,10.6,0.57,1.36,0.0,9.9,1.3,-1.9,6.4,False
20030224,0,3.1,7.1,0.57,1.35,0.0,9.9,1.3,-5.1,7.4,False
20030225,0,4.7,8.3,0.37,1.44,0.0,10.0,3.9,-3.6,10.2,False
20030226,1,6.1,12.9,0.49,1.39,0.0,9.9,2.6,-1.3,6.5,False
20030227,2,5.0,10.8,0.58,1.34,0.0,9.1,3.7,-0.6,10.5,False
20030228,5,2.5,5.9,0.71,1.04,0.0,5.3,3.3,-1.6,8.9,False
20030301,8,2.7,6.0,0.74,0.7,0.0,1.1,6.0,2.6,11.1,False
20030302,8,2.9,8.0,0.78,0.56,0.0,0.5,5.7,2.7,10.1,False
20030303,8,2.1,4.2,0.94,0.25,0.0,0.0,1.6,-0.9,3.9,False
20030304,8,1.6,4.1,0.9,0.33,0.0,0.0,0.3,-1.2,2.1,False
20030305,4,3.6,7.6,0.81,1.23,0.0,5.3,2.7,-3.4,8.8,False
20030306,5,6.7,13.9,0.59,1.26,0.09,6.1,1.6,-2.1,5.2,False
20030307,7,2.8,7.1,0.93,0.22,0.2,0.0,2.0,-0.6,3.9,False
20030308,4,5.3,12.5,0.77,0.91,0.13,4.1,4.5,-1.0,9.1,False
