DATE,KASSEL_wind_speed,KASSEL_wind_gust,KASSEL_humidity,KASSEL_pressure,KASSEL_global_radiation,KASSEL_precipitation,KASSEL_sunshine,KASSEL_temp_mean,KASSEL_temp_min,KASSEL_temp_max,KASSEL_picnic_weather
20020526,2.6,7.4,0.75,1.0114,2.5,0.0,5.6,12.9,8.7,19.1,True
20020527,1.8,6.1,0.87,1.0094,1.42,0.63,1.2,11.9,7.0,17.2,False
20020528,1.1,4.3,0.9,1.0105,1.22,0.02,1.8,12.9,9.8,17.4,False
20020529,2.5,8.0,0.77,1.0162,1.79,0.09,3.9,12.8,8.2,17.4,False
20020530,2.1,8.0,0.7,1.0239,2.14,0.0,7.3,12.9,6.8,18.8,True
20020531,2.6,10.5,0.68,1.0248,2.28,0.0,5.6,14.1,8.5,19.8,True
20020601,2.2,7.2,0.65,1.0163,3.35,0.2,12.5,13.2,6.9,18.5,False
20020602,1.9,7.9,0.6,1.0163,3.47,0.0,14.3,15.2,6.2,22.1,True
20020603,2.3,8.5,0.52,1.0125,2.98,0.0,12.9,18.1,12.0,24.1,True
20020604,2.1,8.2,0.67,1.0085,2.61,0.0,8.1,19.4,13.9,25.5,True
20020605,2.9,11.8,0.69,1.0013,2.13,1.44,5.5,19.7,14.9,24.5,False
20020606,1.8,9.4,0.89,1.0028,2.01,2.14,3.5,16.6,13.9,22.2,False
20020607,2.1,13.2,0.98,1.0033,0.46,0.53,0.0,14.8,13.5,17.0,False
20020608,1.4,5.0,0.84,1.0086,1.42,0.0,0.2,15.5,12.4,18.8,True
20020609,0.9,3.8,0.8,1.0093,1.86,0.32,2.1,15.8,10.5,21.1,False
20020610,1.8,9.2,0.82,1.0111,1.35,0.29,1.1,14.5,11.8,18.2,False
20020611,3.0,8.5,0.9,1.0163,1.83,0.52,3.1,13.2,9.0,16.7,False
20020612,3.0,11.4,0.94,1.0165,0.99,0.4,0.4,14.7,11.3,19.0,False
20020613,2.1,9.3,0.95,1.016,1.03,0.14,0.4,14.7,13.2,16.8,False
20020614,1.5,6.2,0.87,1.0173,1.75,0.51,3.7,17.1,11.8,24.3,False
20020615,2.4,11.8,0.83,1.0154,1.5,0.0,1.3,19.1,14.5,24.0,True
20020616,1.7,6.5,0.84,1.0196,1.89,0.04,4.1,17.7,13.6,21.6,False
20020617,2.3,7.4,0.74,1.0194,3.29,0.0,12.7,22.2,13.9,29.6,True
20020618,2.4,13.2,0.72,1.0168,3.16,0.0,13.4,25.9,18.0,33.4,True
20020619,2.5,8.5,0.84,1.022,1.41,0.08,2.6,20.0,18.0,24.1,False
20020620,2.4,10.1,0.86,1.0182,1.84,0.0,4.5,20.8,15.5,27.2,True
20020621,1.3,6.0,0.81,1.0218,1.75,0.0,4.1,18.0,13.8,21.6,True
20020622,1.9,8.3,0.78,1.0203,2.31,0.0,4.9,19.8,14.6,24.9,True
20020623,2.1,11.4,0.73,1.0196,1.96,0.0,5.4,18.2,13.6,22.4,True
20020624,2.5,8.7,0.61,1.0236,3.04,0.0,10.0,16.8,11.8,21.7,True
20020625,1.1,6.3,0.68,1.0272,2.93,0.0,11.0,15.9,9.1,21.5,True
20020626,1.6,8.8,0.67,1.0217,2.98,0.0,11.1,17.9,9.6,25.0,True
20020627,2.3,12.5,0.69,1.0137,2.3,0.0,7.5,16.5,11.7,22.1,True
20020628,3.7,15.6,0.69,1.0155,2.44,0.05,6.6,13.2,8.7,18.3,False
20020629,2.5,9.8,0.68,1.0199,2.21,0.02,3.9,13.1,9.6,18.4,False
20020630,2.7,12.6,0.64,1.0154,2.96,0.0,9.7,16.0,8.7,22.1,True
20020701,3.0,10.2,0.83,1.0085,0.79,0.23,0.0,14.4,12.5,17.6,False
20020702,3.6,12.3,0.84,1.0055,1.55,0.23,1.8,14.3,12.2,18.7,False
20020703,4.3,13.6,0.88,1.0049,0.98,0.17,0.0,14.8,12.1,16.7,False
20020704,2.9,12.0,0.81,1.0123,1.14,0.03,1.6,14.7,11.8,19.1,False
20020705,2.8,10.8,0.72,1.0152,2.58,0.01,6.2,16.7,10.9,22.2,False
20020706,1.8,7.7,0.76,1.0146,1.51,0.0,1.9,16.8,13.9,20.5,True
20020707,1.8,7.1,0.84,1.0178,1.59,0.02,1.1,17.0,13.0,21.4,False
20020708,2.1,10.2,0.68,1.0143,3.29,0.0,13.7,20.4,11.5,28.2,True
20020709,2.2,15.2,0.66,1.0097,2.85,0.09,10.8,22.5,14.0,30.8,False
20020710,2.0,25.5,0.88,1.0104,1.85,1.84,5.6,17.2,11.0,27.3,False
20020711,2.5,8.8,0.86,1.0197,2.6,0.04,6.8,15.9,10.4,21.6,False
20020712,1.5,5.5,0.96,1.021,2.3,0.04,7.8,18.1,10.7,23.8,False
20020713,1.9,9.3,0.99,1.0159,1.45,1.11,1.7,18.3,16.0,23.5,False
20020714,2.9,9.1,1.0,1.0197,0.47,1.07,0.0,17.0,15.8,17.9,False
20020715,3.4,9.5,0.99,1.0196,2.26,0.0,5.0,19.5,16.9,24.1,True
20020716,3.8,10.1,0.98,1.0144,1.66,1.0,2.2,19.1,16.1,22.9,False
20020717,4.3,17.1,1.0,1.012,0.5,5.42,0.0,14.8,13.1,17.8,False
20020718,3.7,13.0,0.86,1.0148,0.83,0.03,0.0,13.7,12.7,15.0,False
20020719,1.8,7.9,0.79,1.018,0.67,0.0,0.2,13.6,10.2,16.7,False
20020720,1.4,7.2,0.75,1.0167,2.75,0.75,8.6,16.6,10.2,23.8,False
20020721,2.0,12.1,0.8,1.0128,1.71,1.09,4.1,15.4,12.2,21.0,False
20020722,2.4,9.0,0.75,1.0176,1.23,0.2,1.4,14.1,10.5,17.5,False
20020723,2.7,8.8,0.76,1.0163,1.43,0.2,0.5,15.7,10.6,19.8,False
20020724,2.6,9.8,0.78,1.0129,1.27,0.21,1.6,16.5,12.5,18.9,False
20020725,2.0,7.7,0.75,1.0156,1.32,0.32,2.1,14.6,12.0,18.5,False
20020726,2.5,7.4,0.97,1.0176,0.41,0.16,0.0,14.5,12.5,16.1,False
20020727,1.7,4.8,0.77,1.0211,2.61,0.0,8.5,18.5,13.5,25.5,True
20020728,1.5,6.9,0.66,1.0206,2.86,0.0,12.4,21.3,13.2,28.1,True
20020729,1.9,7.1,0.61,1.0181,2.96,0.0,13.4,23.8,14.1,31.0,True
20020730,2.0,8.3,0.62,1.0119,1.87,0.0,7.0,25.0,20.2,30.7,True
20020731,1.2,8.0,0.7,1.0079,1.94,0.0,6.5,23.0,18.3,30.2,True
20020801,1.7,9.3,0.85,1.0099,1.2,0.01,1.3,19.5,16.9,23.8,False
20020802,1.4,5.1,0.67,1.0146,2.48,0.0,9.9,19.2,14.7,24.7,True
20020803,1.6,9.0,0.75,1.0146,1.59,0.01,2.9,18.4,13.2,25.2,False
20020804,1.6,7.2,0.71,1.013,2.48,0.1,7.9,19.2,15.2,24.5,False
20020805,1.6,6.2,0.84,1.0132,1.51,0.12,2.3,16.7,12.6,22.6,False
20020806,1.2,5.6,0.8,1.013,2.09,0.0,5.4,16.3,11.5,23.0,True
20020807,1.1,4.4,0.9,1.0155,1.02,0.01,0.0,16.2,12.5,20.1,False
20020808,1.3,4.2,0.98,1.0139,0.47,1.23,0.0,15.9,14.7,17.5,False
20020809,1.6,7.0,0.8,1.0074,2.19,0.03,8.7,18.3,14.0,23.5,False
20020810,1.6,8.4,0.94,1.0044,1.04,1.9,0.8,16.1,13.2,21.0,False
20020811,2.0,9.5,0.9,1.0042,0.79,0.0,0.1,17.6,14.3,20.5,True
20020812,3.8,14.5,0.76,1.0078,1.66,0.01,3.4,17.7,15.2,21.6,False
20020813,3.1,12.5,0.73,1.0174,1.81,0.03,4.3,17.6,14.8,21.5,False
20020814,1.4,6.3,0.8,1.0202,1.27,0.0,0.7,18.7,14.7,22.5,True
20020815,1.3,7.8,0.74,1.0188,2.63,0.0,11.6,19.7,13.6,26.5,True
20020816,1.2,6.4,0.7,1.0188,2.6,0.0,11.7,20.3,12.6,27.1,True
20020817,1.7,8.8,0.73,1.0173,2.45,0.01,11.1,20.7,13.8,27.8,False
20020818,2.0,8.2,0.71,1.0149,2.13,0.0,8.6,22.1,16.8,27.9,True
20020819,1.4,6.2,0.7,1.0152,2.17,0.0,10.0,22.9,16.7,29.6,True
20020820,1.4,8.3,0.72,1.0139,2.25,0.05,9.3,22.7,16.4,30.0,False
20020821,2.7,10.1,0.85,1.0138,1.57,0.0,3.5,18.3,14.2,21.2,True
20020822,1.3,5.7,0.81,1.0163,1.88,0.01,5.5,18.0,13.3,24.5,False
20020823,1.7,7.9,0.85,1.0173,1.58,0.01,3.0,18.8,14.4,23.5,False
20020824,1.3,6.6,0.85,1.0178,1.57,0.01,4.6,19.3,15.5,25.6,False
20020825,1.7,5.8,0.8,1.0218,1.67,0.0,2.9,17.9,14.9,22.3,True
20020826,3.1,8.9,0.71,1.0176,2.15,0.0,9.9,21.5,15.6,27.8,True
20020827,2.1,5.0,0.7,1.0122,2.05,0.0,9.5,22.5,18.0,28.1,True
20020828,1.9,8.9,0.82,1.0137,1.59,0.01,4.6,20.6,16.1,26.6,False
20020829,2.4,7.5,0.79,1.0166,2.0,0.01,7.0,20.6,16.5,26.2,False
20020830,1.2,5.1,0.82,1.0185,1.92,0.0,7.5,20.0,15.8,25.7,True
20020831,2.0,11.1,0.82,1.0191,1.32,0.01,2.6,18.3,14.8,25.1,False
20020901,3.0,9.4,0.71,1.0273,1.44,0.0,3.5,15.2,10.4,18.9,True
20020902,2.6,9.1,0.66,1.0284,2.36,0.0,12.0,15.8,9.4,22.1,True
20020903,3.1,11.3,0.78,1.0196,2.0,0.0,8.6,15.8,10.8,22.1,True
20020904,2.0,9.7,0.83,1.0128,1.3,0.07,2.5,16.5,11.9,22.5,False
20020905,2.0,6.2,0.84,1.0143,1.64,0.0,4.4,16.3,12.8,22.2,True
20020906,2.2,8.4,0.75,1.0161,1.74,0.01,6.3,15.8,10.9,22.8,False
20020907,2.2,8.7,0.75,1.0143,1.66,0.25,5.4,16.5,12.4,22.4,False
20020908,1.5,9.1,0.79,1.0128,1.86,0.0,9.9,17.9,12.6,24.4,True
20020909,2.2,11.3,0.69,1.0126,2.04,0.01,11.2,20.2,13.5,27.9,False
20020910,1.8,11.8,0.89,1.0184,0.23,1.57,0.0,14.1,12.2,19.0,False
20020911,1.6,5.6,0.97,1.024,0.62,0.01,0.0,14.1,12.0,17.6,False
20020912,2.8,8.1,0.73,1.0257,2.14,0.0,11.8,15.5,9.6,21.1,True
20020913,2.0,7.3,0.74,1.0243,2.11,0.0,11.9,14.1,6.8,21.3,True
20020914,1.9,11.6,0.89,1.0196,0.71,0.0,0.3,13.5,8.5,17.1,False
20020915,2.8,9.6,0.71,1.0196,1.72,0.0,7.3,13.7,8.7,18.4,True
20020916,1.2,6.3,0.81,1.0188,1.38,0.0,4.6,11.4,5.6,17.6,False
20020917,1.4,7.5,0.8,1.0165,0.93,0.0,0.6,14.2,11.4,18.6,True
20020918,1.2,4.6,0.79,1.0162,0.67,0.0,0.0,13.5,11.9,16.0,False
20020919,1.4,5.5,0.76,1.0158,1.3,0.0,3.4,13.9,11.1,18.4,True
20020920,1.7,6.9,0.77,1.0176,0.9,0.0,1.1,13.8,11.4,17.3,False
20020921,1.1,5.3,0.81,1.0162,0.63,0.0,0.1,12.5,9.9,14.9,False
20020922,1.7,9.6,0.92,1.0087,0.65,0.7,0.6,10.4,8.9,14.3,False
20020923,5.2,14.3,0.86,1.0138,0.26,0.02,0.0,8.1,6.4,9.4,False
20020924,4.6,12.5,0.69,1.0201,1.9,0.0,10.7,8.4,4.0,13.1,False
20020925,1.4,5.4,0.95,1.0164,0.73,0.39,2.1,6.4,0.9,9.8,False
20020926,1.5,8.5,0.95,1.0145,0.35,0.25,0.2,10.4,9.5,11.4,False
20020927,2.6,8.9,0.77,1.022,1.52,0.0,7.4,9.5,2.5,12.8,False
20020928,1.5,4.5,0.89,1.0286,0.72,0.09,0.1,7.9,2.6,12.1,False
20020929,1.2,4.4,0.9,1.0296,1.04,0.01,2.8,11.2,7.3,16.3,False
20020930,1.3,5.2,0.87,1.028,1.54,0.0,7.4,9.9,5.9,16.9,False
20021001,1.4,6.8,0.84,1.0249,1.61,0.0,9.2,9.8,2.7,18.4,True
20021002,1.9,6.7,0.86,1.0231,1.13,0.06,4.1,10.8,4.4,17.3,False
20021003,2.4,6.7,0.98,1.0211,0.35,0.41,0.0,12.5,9.8,14.9,False
20021004,2.6,9.7,0.82,1.0234,1.32,0.0,6.6,12.8,10.3,16.5,False
20021005,2.9,9.9,0.94,1.0193,0.36,1.4,0.1,10.1,8.9,10.9,False
20021006,3.7,12.0,0.95,1.0114,0.35,0.32,0.1,9.9,6.5,11.7,False
20021007,1.1,5.8,0.97,1.0178,0.32,0.2,0.0,6.1,3.7,8.0,False
20021008,2.1,7.4,0.8,1.0168,1.47,0.0,9.7,5.4,0.4,9.8,False
20021009,2.9,10.6,0.77,1.0146,0.97,0.0,5.4,8.1,4.3,11.5,False
20021010,3.6,12.1,0.76,1.0141,0.92,0.0,3.1,7.3,4.6,11.1,False
20021011,3.7,11.5,0.68,1.0166,1.33,0.0,8.0,5.4,2.1,9.8,False
20021012,2.4,6.7,0.75,1.015,0.73,0.01,0.7,3.9,2.4,6.2,False
20021013,1.2,3.8,0.89,1.0143,0.2,0.03,0.0,3.8,2.8,4.8,False
20021014,3.2,14.5,0.83,1.0084,0.67,0.02,1.8,8.7,3.8,14.2,False
20021015,3.0,9.8,0.87,1.0094,0.49,0.4,0.0,10.3,7.1,12.7,False
20021016,4.0,11.7,0.96,1.0016,0.36,0.55,0.1,12.3,11.3,14.4,False
20021017,2.3,9.7,0.89,0.9997,0.4,0.41,0.7,9.4,4.0,12.5,False
20021018,2.6,10.5,0.88,1.0071,0.64,0.57,2.6,6.2,2.6,9.4,False
20021019,2.2,12.7,0.84,1.0156,0.89,0.03,4.5,5.6,0.9,10.3,False
20021020,2.4,7.5,0.89,1.0194,0.8,0.03,2.0,3.9,0.5,8.7,False
20021021,3.8,12.7,0.95,1.004,0.21,0.38,0.0,7.9,4.1,12.0,False
20021022,3.5,12.5,0.86,0.9954,0.44,0.94,0.2,12.6,10.8,14.6,False
20021023,3.9,13.9,0.85,0.9971,0.41,0.1,0.7,10.3,3.7,13.7,False
20021024,2.8,10.1,0.78,1.0116,0.84,0.02,6.2,5.9,3.1,10.6,False
20021025,3.5,11.5,0.94,1.0028,0.08,0.46,0.0,9.0,4.7,12.0,False
20021026,4.7,18.8,0.67,1.0088,0.78,0.62,4.1,10.4,6.5,13.8,False
20021027,6.0,24.8,0.85,1.0064,0.22,1.17,1.1,9.7,6.9,14.6,False
20021028,4.7,16.9,0.74,1.0244,0.74,0.18,4.6,7.3,1.9,10.9,False
20021029,2.6,6.5,0.86,1.0225,0.47,0.16,1.1,5.9,2.1,8.8,False
20021030,1.7,6.9,0.85,1.0158,1.18,0.0,1.1,7.6,6.4,7.6,False
20021031,1.3,3.8,0.87,1.0195,1.18,0.0,4.1,7.2,4.6,9.4,False
20021101,3.5,8.7,0.89,1.0189,1.18,1.04,0.3,6.9,3.3,10.2,False
20021102,2.8,8.7,0.96,1.013,1.18,0.6,0.0,9.8,6.2,13.7,False
20021103,1.6,5.8,0.98,1.0088,1.18,1.29,0.8,7.0,5.3,8.4,False
20021104,1.9,5.1,0.89,1.0138,1.18,0.51,0.0,7.0,3.2,10.5,False
20021105,1.4,4.0,0.88,1.0259,1.18,0.0,0.5,2.3,0.2,4.0,False
20021106,3.0,9.9,0.91,1.0226,1.18,0.0,0.1,2.2,0.8,3.8,False
20021107,3.7,9.6,0.96,1.0107,1.18,0.98,0.0,2.0,0.2,5.7,False
20021108,4.6,16.8,0.91,1.011,1.18,1.43,0.0,4.8,2.9,6.2,False
20021109,5.2,17.2,0.84,0.9982,1.18,0.05,0.6,6.0,2.9,8.1,False
20021110,2.1,9.8,0.89,1.0097,1.18,1.23,1.0,4.3,1.4,7.0,False
20021111,2.6,10.9,0.88,1.0036,1.18,0.03,1.9,6.9,3.6,10.1,False
20021112,3.6,9.9,0.94,1.0105,1.18,0.01,4.1,7.5,4.5,9.6,False
20021113,4.0,13.3,0.86,1.0001,1.18,0.2,0.1,8.7,5.1,10.7,False
20021114,2.6,8.1,0.92,0.994,1.18,0.09,0.1,7.7,4.8,10.4,False
20021115,0.9,5.1,0.78,0.9961,1.18,0.08,0.7,7.3,5.3,9.0,False
20021116,2.3,7.2,0.97,0.9973,1.18,0.82,0.0,8.6,7.2,10.4,False
20021117,2.8,10.8,0.91,1.0084,1.18,0.01,0.0,8.2,4.2,11.1,False
20021118,2.4,5.9,0.95,1.0153,1.18,0.0,1.4,6.4,3.3,10.2,False
20021119,3.0,8.1,0.89,1.0133,1.18,0.01,6.4,6.4,3.6,7.2,False
20021120,1.4,4.9,0.9,1.0138,1.18,0.0,0.0,4.0,1.9,6.6,False
20021121,1.1,4.9,0.92,1.0026,1.18,0.0,3.4,5.2,1.5,9.5,False
20021122,1.9,6.3,0.99,1.0013,1.18,0.06,0.9,5.4,3.1,6.8,False
20021123,2.8,8.9,0.97,1.0093,1.18,0.0,0.0,5.5,3.6,8.2,False
20021124,1.6,4.3,0.92,1.0108,1.18,0.0,2.5,6.6,4.1,8.3,False
20021125,2.9,9.6,0.9,1.0057,1.18,0.01,0.0,6.8,5.0,9.0,False
20021126,2.4,10.5,0.86,1.0133,1.18,0.01,0.2,8.1,4.8,9.1,False
20021127,1.5,6.8,0.93,1.019,1.18,0.0,0.0,5.3,0.4,9.3,False
20021128,3.1,10.4,0.89,1.0134,1.18,0.0,2.4,8.8,7.6,10.2,False
20021129,1.4,6.8,0.99,1.0141,1.18,0.41,0.4,8.2,7.3,9.1,False
20021130,2.5,9.4,0.96,1.0186,1.18,0.1,0.0,6.8,4.9,7.7,False
20021201,2.9,8.0,0.93,1.0137,1.18,0.46,0.0,5.6,4.4,7.7,False
20021202,3.3,10.4,0.92,1.0042,1.18,0.01,0.2,5.4,3.6,6.9,False
20021203,1.7,5.9,0.87,1.0126,1.18,0.01,1.0,5.8,4.8,7.4,False
20021204,0.9,2.8,0.94,1.0165,1.18,0.07,0.6,5.0,4.4,5.9,False
20021205,3.0,9.0,0.97,1.0211,1.18,0.05,0.0,4.1,1.7,5.3,False
20021206,4.0,11.1,0.91,1.028,1.18,0.0,0.0,0.0,-1.0,1.7,False
20021207,4.4,9.5,0.88,1.0283,1.18,0.0,0.0,-2.8,-5.7,0.1,False
20021208,3.7,8.6,0.75,1.0313,1.18,0.0,0.0,-4.5,-7.5,-1.4,False
20021209,4.0,9.5,0.79,1.0326,1.18,0.0,6.4,-8.3,-9.9,-6.1,False
20021210,2.3,5.4,0.81,1.0301,1.18,0.0,4.9,-8.8,-11.3,-5.2,False
20021211,2.5,6.0,0.79,1.0297,1.18,0.0,6.6,-8.3,-10.7,-5.1,False
20021212,1.8,5.7,0.76,1.0262,1.18,0.0,6.3,-6.5,-9.0,-3.6,False
20021213,2.7,7.0,0.87,1.0266,1.18,0.15,6.3,-3.8,-8.5,-0.8,False
20021214,1.3,3.6,0.99,1.0238,1.18,0.01,0.0,-0.5,-1.4,0.9,False
20021215,1.7,5.3,0.93,1.0186,1.18,0.1,0.0,-1.1,-1.9,-0.3,False
20021216,2.4,7.3,0.95,1.0136,1.18,0.5,0.0,2.3,-0.4,4.1,False
20021217,2.5,8.6,0.99,1.0204,1.18,0.01,0.0,0.6,-0.7,3.7,False
20021218,1.8,7.3,0.91,1.0311,1.18,0.01,0.0,-0.5,-2.1,0.5,False
20021219,1.2,5.5,0.91,1.0322,1.18,0.01,3.3,-0.3,-2.8,1.5,False
20021220,3.9,9.5,0.97,1.0219,1.18,0.01,0.1,-1.5,-3.8,0.3,False
20021221,1.1,4.6,0.97,1.0192,1.18,0.01,0.0,0.8,-0.9,2.5,False
20021222,1.1,6.2,0.99,1.0118,1.18,2.23,0.0,1.7,-0.8,7.2,False
20021223,1.7,8.3,0.98,1.0161,1.18,0.14,0.0,1.6,0.7,6.6,False
20021224,2.2,5.8,0.86,1.0153,1.18,0.1,0.0,3.3,1.3,5.1,False
20021225,2.9,5.7,0.99,1.0175,1.18,0.04,0.0,4.9,4.3,5.5,False
20021226,3.1,9.3,0.98,1.0115,1.18,0.2,0.0,3.8,2.7,5.8,False
20021227,2.5,6.3,0.99,1.001,1.18,0.12,0.0,7.3,5.7,9.0,False
20021228,2.2,7.7,0.98,0.9993,1.18,0.35,0.0,7.0,5.9,10.5,False
20021229,3.0,11.1,0.97,1.0044,1.18,1.74,0.0,5.3,3.1,7.0,False
20021230,3.0,13.2,0.9,0.9976,1.18,2.31,1.0,7.7,1.1,12.4,False
20021231,3.8,10.4,0.89,1.0134,1.18,0.0,0.1,-3.0,-5.4,1.1,False
20030101,3.7,13.4,0.97,1.0068,0.12,0.76,0.0,-0.3,-4.8,6.8,False
20030102,3.4,14.3,0.92,0.9876,0.12,1.93,0.0,8.3,6.8,9.5,False
20030103,2.7,15.8,0.94,0.9947,0.12,0.57,0.0,6.0,2.4,7.9,False
20030104,4.2,11.5,0.88,1.0065,0.12,0.0,0.0,-1.0,-2.9,2.5,False
20030105,2.0,7.8,0.79,1.0123,0.37,0.01,3.0,-2.8,-4.8,-1.2,False
20030106,2.8,9.3,0.85,1.013,0.35,0.02,2.5,-3.0,-5.1,-1.3,False
20030107,3.3,7.9,0.81,1.0208,0.5,0.0,5.7,-7.2,-11.2,-5.1,False
20030108,2.7,6.7,0.7,1.0203,0.26,0.0,1.1,-10.4,-12.4,-7.9,False
20030109,3.2,8.7,0.65,1.0214,0.54,0.0,6.6,-9.4,-12.4,-5.8,False
20030110,2.6,8.0,0.81,1.0255,0.13,0.0,0.0,-5.1,-7.3,-3.3,False
20030111,1.7,5.4,0.89,1.035,0.13,0.0,0.0,-5.3,-9.8,-3.5,False
20030112,3.0,7.8,0.93,1.034,0.14,0.06,0.0,-5.4,-8.7,-2.7,False
20030113,4.8,12.9,0.87,1.0251,0.14,1.39,0.0,-1.7,-4.3,0.7,False
20030114,3.9,9.1,0.56,1.0282,0.14,0.05,0.0,2.4,0.6,3.4,False
20030115,3.8,10.7,0.91,1.026,0.14,0.01,0.0,2.8,2.0,3.7,False
20030116,3.2,9.7,0.91,1.0261,0.26,0.0,0.8,2.9,0.4,6.5,False
20030117,4.8,11.8,0.91,1.0237,0.5,0.01,4.5,1.3,-0.7,4.2,False
20030118,4.4,12.1,0.97,1.0189,0.15,0.0,0.0,0.6,-0.7,2.3,False
20030119,4.8,11.8,0.83,1.0105,0.51,0.01,4.5,3.0,0.1,6.5,False
20030120,4.3,11.1,0.88,1.0061,0.26,0.08,0.6,5.3,3.4,7.3,False
20030121,3.2,9.2,0.96,0.9958,0.15,0.05,0.0,5.4,3.8,7.1,False
20030122,4.1,12.4,0.89,0.9969,0.24,0.17,0.4,4.9,2.6,8.0,False
20030123,2.9,12.0,0.99,1.0136,0.25,0.2,0.4,4.2,3.1,6.0,False
20030124,2.6,13.9,0.82,1.0362,0.16,0.0,0.0,1.4,-0.4,2.9,False
20030125,4.0,12.8,0.9,1.0334,0.65,0.16,6.4,0.2,-2.2,2.7,False
20030126,3.6,10.4,0.99,1.0285,0.17,0.41,0.0,1.5,0.1,2.9,False
20030127,3.4,11.0,0.92,1.0227,0.17,0.59,0.0,5.4,2.0,9.4,False
20030128,4.7,17.9,0.87,1.0092,0.38,0.2,1.5,5.0,0.7,9.4,False
20030129,3.1,9.8,0.96,0.9982,0.18,0.31,0.0,1.4,0.2,2.8,False
20030130,2.4,11.4,0.87,0.9997,0.41,0.09,1.7,-0.5,-4.2,1.8,False
20030131,4.1,12.8,0.87,1.0149,0.18,0.01,0.0,-4.7,-6.5,-3.4,False
20030201,3.6,13.5,0.85,1.0219,0.46,0.17,2.2,-4.7,-7.7,-3.1,False
20030202,5.3,12.6,0.97,1.0099,0.19,0.17,0.0,-1.9,-5.3,1.2,False
20030203,3.7,11.1,0.95,0.994,0.41,0.21,1.4,1.2,-1.1,4.0,False
20030204,2.8,9.5,0.89,0.9935,0.63,0.3,4.4,-0.4,-3.5,3.3,False
20030205,3.4,11.3,0.95,1.0026,0.41,0.76,1.3,-0.6,-3.0,1.4,False
20030206,2.4,8.1,0.89,1.019,0.2,0.01,0.0,-2.2,-6.6,-0.8,False
20030207,3.8,9.8,0.96,1.0237,0.25,0.02,0.1,-2.3,-6.4,0.2,False
20030208,2.7,6.3,0.85,1.025,0.21,0.02,0.0,1.0,0.1,2.1,False
20030209,1.7,6.9,0.77,1.0246,0.47,0.0,1.6,0.7,-4.0,3.1,False
20030210,1.5,4.8,0.87,1.0271,0.93,0.0,8.5,-2.4,-5.9,2.5,False
20030211,2.0,4.8,0.95,1.0313,0.27,0.0,0.1,-4.6,-6.8,-2.7,False
20030212,2.4,7.2,0.82,1.033,0.29,0.2,0.1,-3.6,-5.4,0.1,False
20030213,2.9,7.5,0.68,1.0313,1.18,0.0,4.1,-4.6,5.5,13.8,False
20030214,2.8,6.4,0.52,1.0315,1.01,0.0,8.9,-3.7,-8.3,1.9,False
20030215,2.8,9.1,0.83,1.0355,0.24,0.0,0.0,-4.2,-8.3,-1.2,False
20030216,3.5,8.6,0.71,1.0383,0.44,0.0,0.9,-3.2,-4.5,-1.9,False
20030217,2.6,6.7,0.79,1.0393,0.89,0.0,6.1,-4.9,-7.7,-0.6,False
20030218,2.2,9.1,0.85,1.0329,0.97,0.0,7.1,-6.3,-10.1,-0.7,False
20030219,1.9,5.7,0.88,1.0256,0.84,0.0,5.0,-3.9,-7.9,2.6,False
20030220,1.6,6.0,0.9,1.0208,0.83,0.0,4.7,-3.7,-6.9,2.2,False
20030221,1.4,3.8,0.87,1.0259,1.09,0.0,8.4,-2.3,-7.1,4.7,False
20030222,1.6,7.4,0.82,1.03,1.14,0.0,8.9,-1.0,-6.7,7.1,False
20030223,2.8,7.9,0.73,1.0323,1.18,0.0,9.4,0.8,-3.9,6.5,False
20030224,2.4,6.3,0.71,1.0314,1.2,0.0,9.4,1.7,-4.1,9.3,False
20030225,1.3,4.1,0.64,1.0252,1.24,0.0,9.7,2.3,-5.1,11.4,False
20030226,2.3,8.5,0.68,1.0182,1.21,0.0,9.0,1.9,-5.2,8.9,False
20030227,2.2,6.1,0.68,1.0175,1.09,0.0,7.0,5.4,-0.4,12.3,False
20030228,3.0,8.0,0.79,1.0236,0.56,0.0,1.1,4.6,0.1,10.4,False
20030301,2.6,7.5,0.92,1.0205,0.6,0.2,1.4,6.0,2.9,9.7,False
20030302,1.7,6.3,0.86,1.0125,0.61,0.34,1.4,6.0,3.3,10.2,False
20030303,2.0,6.1,0.73,1.0186,0.32,0.06,0.0,4.4,3.4,5.5,False
20030304,1.9,5.4,0.94,1.0241,0.33,0.0,0.0,4.4,2.6,6.8,False
20030305,2.4,7.2,0.94,1.0204,0.44,0.05,0.3,6.2,3.5,10.0,False
20030306,2.5,11.5,0.91,1.0155,0.34,0.9,0.0,5.4,3.7,8.7,False
20030307,2.3,9.0,0.83,1.0226,0.87,0.0,3.0,4.9,1.6,8.6,False
20030308,3.7,11.9,0.74,1.0196,0.83,0.0,2.6,6.0,0.6,10.1,False
20030309,3.2,9.8,0.82,1.0204,0.69,0.01,1.5,7.4,4.3,11.7,False
20030310,2.9,10.1,0.8,1.0235,1.15,0.05,5.2,8.5,2.3,14.4,False
20030311,3.7,13.2,0.89,1.0172,0.37,0.78,0.0,9.5,6.6,12.7,False
20030312,3.4,11.8,0.9,1.0211,0.49,0.04,0.3,6.8,4.1,8.7,False
20030313,4.4,11.1,0.61,1.0354,1.72,0.0,10.8,3.9,0.2,8.3,False
