DATE,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_wind_gust,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max,DUSSELDORF_picnic_weather
20020227,6,3.9,10.5,0.67,0.9986,0.83,0.03,4.3,7.2,4.4,9.8,False
20020228,6,3.9,10.5,0.77,1.0011,0.49,0.67,1.1,5.7,3.2,8.3,False
20020301,6,3.9,10.5,0.83,1.0099,0.38,0.06,0.2,4.3,-1.0,6.8,False
20020302,3,1.9,5.7,0.7,1.0153,1.3,0.0,8.3,1.2,-4.3,7.2,False
20020303,5,2.6,7.6,0.8,1.0191,0.92,0.0,4.1,3.2,-2.9,7.9,False
20020304,8,2.6,5.7,0.76,1.0198,0.33,0.0,0.0,7.1,4.7,10.0,False
20020305,6,1.8,6.9,0.75,1.0139,0.9,0.0,3.7,6.9,2.1,11.5,False
20020306,7,6.6,13.2,0.82,1.008,0.34,0.12,0.0,7.0,3.6,9.3,False
20020307,5,8.1,17.3,0.7,1.0135,0.8,0.22,2.6,9.9,4.5,12.5,False
20020308,4,3.1,8.3,0.72,1.0246,1.51,0.01,9.4,7.1,0.3,12.8,False
20020309,6,6.8,21.0,0.74,1.0125,0.57,0.11,0.9,8.7,6.1,11.5,False
20020310,1,6.0,15.0,0.61,1.0168,1.65,0.0,10.6,7.4,1.0,12.3,False
20020311,5,3.9,10.5,0.55,1.0154,1.49,0.0,8.6,10.0,5.5,16.2,False
20020312,7,3.9,10.5,0.72,1.0149,0.47,0.42,0.3,10.7,6.8,15.3,False
20020313,8,3.9,10.5,0.91,1.0156,0.38,0.2,0.0,6.5,3.2,8.7,False
20020314,7,5.5,13.5,0.8,1.0149,0.46,0.6,0.2,3.6,2.1,5.7,False
20020315,7,4.6,11.5,0.79,1.0132,0.83,0.0,2.2,6.7,2.6,11.4,False
20020316,4,4.4,10.3,0.71,1.0148,1.62,0.0,9.1,10.9,6.9,16.9,False
20020317,6,4.0,11.5,0.73,1.0105,0.89,0.05,2.5,12.1,8.9,17.2,False
20020318,5,6.1,16.4,0.75,1.0032,0.94,1.13,2.8,11.4,8.1,16.0,False
20020319,7,6.7,17.7,0.72,1.0025,0.67,0.78,1.0,9.9,8.3,11.9,False
20020320,8,4.8,15.2,0.81,1.0111,0.7,1.36,1.1,11.1,8.2,14.8,False
20020321,7,4.1,12.9,0.85,1.0161,0.51,0.2,0.2,11.0,7.7,14.2,False
20020322,6,4.9,10.5,0.81,1.022,0.54,0.13,0.3,8.1,3.4,10.8,False
20020323,4,3.5,7.6,0.7,1.0308,1.2,0.0,4.3,6.1,2.3,10.1,False
20020324,4,2.5,6.7,0.7,1.0342,1.34,0.0,5.3,4.1,-0.9,8.4,False
20020325,3,1.6,4.9,0.69,1.0306,1.97,0.0,10.9,3.3,-3.2,10.2,False
20020326,3,2.6,7.4,0.61,1.0287,1.97,0.0,10.7,4.5,-1.1,10.8,False
20020327,1,2.6,8.1,0.64,1.0312,1.99,0.0,10.8,4.4,-2.9,10.4,False
20020328,0,2.5,8.0,0.57,1.0293,2.1,0.0,11.7,6.4,-2.7,15.6,False
20020329,0,2.9,9.6,0.51,1.0236,2.12,0.0,11.7,9.4,0.7,17.1,False
20020330,6,1.5,5.5,0.64,1.0224,0.74,0.0,0.9,8.9,2.3,14.5,False
20020331,6,3.3,13.5,0.61,1.0183,1.54,0.02,6.2,11.1,6.7,15.8,False
20020401,4,2.0,7.6,0.58,1.0169,1.99,0.0,9.9,13.2,8.7,19.4,True
20020402,3,3.8,11.4,0.47,1.0158,2.17,0.0,11.4,14.1,6.3,21.0,True
20020403,1,5.0,11.4,0.43,1.0106,2.21,0.0,11.6,14.8,9.3,21.0,True
20020404,4,3.7,9.0,0.49,1.0086,2.02,0.0,9.7,12.4,5.5,19.4,True
20020405,0,5.2,14.1,0.46,1.0102,2.3,0.0,12.1,9.0,1.2,15.8,False
20020406,0,5.4,13.9,0.53,1.0191,2.35,0.0,12.4,5.4,0.7,10.1,False
20020407,0,2.9,9.3,0.55,1.0216,2.37,0.0,12.4,6.7,-1.6,13.7,False
20020408,0,3.7,11.4,0.49,1.0221,2.4,0.0,12.5,7.0,-1.2,13.0,False
20020409,5,3.3,8.6,0.47,1.0205,1.72,0.0,6.6,7.4,0.2,13.5,False
20020410,1,5.6,10.5,0.49,1.0178,2.22,0.0,10.6,7.5,3.4,12.0,False
20020411,4,4.1,8.8,0.6,1.0093,1.33,0.0,3.7,7.6,3.3,12.1,False
20020412,4,4.4,10.8,0.67,1.0028,1.91,0.0,7.8,9.0,1.6,15.1,False
20020413,8,4.0,8.4,0.78,1.0047,0.55,0.0,0.0,7.6,6.7,8.8,False
20020414,7,2.3,5.9,0.7,1.0095,1.11,0.09,2.2,7.6,4.2,11.4,False
20020415,8,4.0,7.3,0.89,1.0137,0.56,1.33,0.0,6.1,3.3,7.8,False
20020416,8,2.2,6.6,0.94,1.0143,0.57,0.79,0.0,7.2,5.6,8.7,False
20020417,8,1.7,4.0,0.91,1.0162,0.57,0.13,0.0,8.5,6.6,10.7,False
20020418,7,3.2,12.9,0.84,1.017,0.92,1.73,1.1,9.2,5.1,14.8,False
20020419,6,1.6,7.0,0.86,1.0213,1.36,0.37,3.4,7.8,3.8,11.3,False
20020420,3,1.8,7.5,0.81,1.0297,1.98,0.0,7.5,8.3,1.0,15.4,False
20020421,1,1.4,6.9,0.69,1.035,2.58,0.0,12.2,11.3,3.2,19.8,True
20020422,5,1.9,4.8,0.67,1.0315,1.3,0.0,2.9,13.1,4.4,19.6,True
20020423,6,2.9,8.2,0.71,1.0293,1.26,0.0,2.6,14.2,10.5,18.7,True
20020424,6,3.9,10.5,0.77,1.0264,1.17,0.0,2.1,14.5,10.4,20.6,True
20020425,6,3.9,10.5,0.81,1.0207,1.48,0.0,3.8,13.0,8.5,18.6,True
20020426,7,3.9,10.5,0.83,1.0079,0.68,0.73,0.1,9.2,4.8,13.4,False
20020427,6,3.9,10.5,0.76,1.0089,1.66,0.31,4.8,8.4,6.3,12.6,False
20020428,7,3.9,10.5,0.8,1.0017,1.14,1.88,1.8,10.1,7.2,13.8,False
20020429,6,3.9,10.5,0.75,1.003,1.68,0.42,4.8,9.6,4.6,12.9,False
20020430,7,3.9,10.5,0.64,1.0076,1.33,0.04,2.7,12.2,6.9,16.5,False
20020501,7,6.1,22.0,0.68,1.0057,1.52,0.15,3.7,13.1,8.9,16.0,False
20020502,6,4.6,10.9,0.74,1.0086,1.06,0.0,1.3,12.0,9.1,15.2,False
20020503,8,3.1,8.7,0.8,1.0144,0.65,0.24,0.0,9.3,6.6,12.3,False
20020504,8,4.8,12.5,0.89,1.0149,0.65,2.38,0.0,8.7,6.1,10.8,False
20020505,8,3.9,10.5,0.9,1.0148,0.66,0.4,0.0,8.0,5.8,10.6,False
20020506,6,3.9,10.5,0.8,1.0224,1.83,0.2,5.4,10.1,5.7,14.4,False
20020507,3,3.9,10.5,0.7,1.0219,2.84,0.0,12.6,13.1,4.6,19.2,True
20020508,4,4.3,10.7,0.8,1.0144,2.29,0.0,8.4,13.8,8.0,18.3,True
20020509,7,2.4,6.3,0.77,1.0073,2.16,0.0,7.4,17.9,11.6,26.2,True
20020510,6,2.3,5.8,0.89,1.0074,0.82,0.58,0.3,16.2,12.2,18.7,False
20020511,6,2.3,7.1,0.82,1.0093,1.28,0.0,2.1,14.8,11.8,18.4,True
20020512,7,2.1,5.8,0.84,1.014,0.68,0.0,0.0,13.5,8.4,16.7,False
20020513,4,3.9,11.3,0.71,1.0145,2.45,0.16,9.2,15.5,7.3,21.8,False
20020514,6,7.0,17.8,0.73,1.0162,1.57,0.1,3.5,13.9,10.5,18.4,False
20020515,4,3.9,9.7,0.71,1.0251,2.61,0.0,10.3,14.4,8.2,20.0,True
20020516,2,1.8,6.3,0.65,1.0209,3.12,0.0,14.2,17.7,9.3,25.6,True
20020517,4,3.1,10.1,0.66,1.0131,2.84,0.0,11.9,18.7,10.1,25.4,True
20020518,7,3.3,9.5,0.81,1.0154,0.98,0.4,0.7,15.5,11.8,20.8,False
20020519,6,2.8,6.7,0.7,1.0199,2.07,0.0,6.3,15.4,9.2,20.5,True
20020520,4,3.0,9.7,0.62,1.0157,2.8,0.0,11.4,17.9,10.9,23.0,True
20020521,4,5.9,12.8,0.53,1.0065,3.09,0.0,13.6,20.2,14.4,25.3,True
20020522,7,4.6,11.5,0.68,1.0024,0.99,0.18,0.7,18.4,13.9,21.6,False
20020523,6,2.7,6.6,0.73,1.0083,1.13,0.0,1.2,15.0,11.5,19.2,True
20020524,5,4.7,14.0,0.72,1.0098,1.85,0.05,4.8,14.3,8.3,19.3,False
20020525,5,3.5,11.5,0.69,1.0124,1.73,0.1,4.1,13.2,8.1,17.8,False
20020526,4,5.6,13.7,0.67,1.0088,2.1,0.0,6.3,13.9,9.8,18.8,True
20020527,4,3.5,8.0,0.61,1.0078,2.58,0.0,9.5,15.1,9.5,20.6,True
20020528,5,3.0,8.6,0.59,1.0096,2.17,0.04,6.7,16.1,12.0,20.6,False
20020529,5,5.2,13.7,0.63,1.0158,2.02,0.0,5.7,14.4,9.6,18.2,True
20020530,5,3.2,15.3,0.66,1.0235,2.4,0.17,8.1,14.0,7.9,19.5,False
20020531,3,3.6,9.4,0.65,1.0255,2.73,0.0,10.4,14.7,8.4,20.4,True
20020601,1,2.5,9.9,0.59,1.0261,3.33,0.0,15.1,14.2,5.1,21.2,True
20020602,3,3.0,10.2,0.49,1.0205,2.99,0.0,12.3,17.7,7.4,25.2,True
20020603,6,4.8,12.6,0.54,1.0109,2.1,0.38,5.9,19.6,15.0,25.4,False
20020604,5,2.8,9.1,0.65,1.0071,2.91,0.0,11.6,20.0,13.0,26.2,True
20020605,7,3.6,14.3,0.68,0.9988,0.74,0.35,0.0,20.0,15.6,23.3,False
20020606,6,2.9,7.6,0.7,1.0026,1.89,0.0,4.6,17.8,14.7,22.8,True
20020607,7,4.0,8.8,0.74,1.0046,1.3,0.0,1.6,16.6,12.6,20.2,True
20020608,7,1.6,6.9,0.62,1.0084,2.11,0.0,5.9,17.5,13.0,22.7,True
20020609,6,2.7,8.9,0.59,1.0084,2.41,0.19,7.8,18.8,12.9,24.7,False
20020610,7,4.7,13.1,0.78,1.0116,1.67,0.18,3.3,14.1,11.4,17.6,False
20020611,6,3.7,16.0,0.82,1.0152,1.4,1.01,2.0,14.0,11.3,18.5,False
20020612,8,4.8,12.7,0.88,1.0151,1.15,0.79,1.0,15.7,12.4,20.0,False
20020613,8,4.1,11.4,0.84,1.0161,0.75,0.11,0.0,14.9,12.1,17.3,False
20020614,6,2.6,6.4,0.75,1.0162,1.8,1.12,4.0,19.2,13.3,25.0,False
20020615,7,4.0,10.8,0.75,1.0151,1.84,0.01,4.2,19.1,16.2,21.9,False
20020616,6,2.3,9.6,0.76,1.0185,1.86,0.11,4.3,19.3,14.9,25.2,False
20020617,4,2.5,6.8,0.65,1.0171,3.04,0.0,12.4,25.2,15.6,33.1,True
20020618,3,5.4,16.2,0.58,1.0152,3.04,0.0,12.4,27.3,17.5,34.8,True
20020619,5,1.9,6.6,0.68,1.0221,2.24,1.45,6.6,20.2,15.3,25.2,False
20020620,7,3.5,18.1,0.81,1.0185,0.97,0.0,0.4,18.7,14.3,23.4,True
20020621,6,2.1,7.2,0.71,1.0217,1.89,0.0,4.5,18.1,12.9,24.1,True
20020622,5,3.6,9.5,0.64,1.0199,1.87,0.06,4.4,20.6,12.4,26.7,False
20020623,5,3.5,12.8,0.64,1.0205,2.28,0.0,6.9,18.5,14.0,22.6,True
20020624,3,2.8,10.1,0.57,1.0246,3.09,0.0,12.8,17.6,11.6,23.0,True
20020625,2,1.3,5.9,0.61,1.0271,2.79,0.0,10.5,17.2,8.9,23.7,True
20020626,1,2.5,8.3,0.61,1.0216,3.08,0.0,12.7,18.9,10.9,25.5,True
20020627,4,4.0,10.3,0.66,1.0151,2.15,0.06,6.1,16.3,10.9,21.4,False
20020628,5,5.4,14.8,0.7,1.0176,1.8,0.06,4.0,13.5,8.1,19.2,False
20020629,4,3.4,8.2,0.62,1.0205,2.13,0.0,6.0,15.0,8.5,19.9,True
20020630,5,4.6,10.5,0.63,1.0157,2.16,0.19,6.2,16.1,10.0,20.6,False
20020701,8,5.4,17.4,0.82,1.007,0.74,1.65,0.0,14.5,12.5,15.9,False
20020702,7,6.0,18.2,0.77,1.0043,1.44,0.55,2.2,14.6,12.4,18.8,False
20020703,8,6.0,13.3,0.85,1.0019,0.96,0.81,0.4,15.1,13.0,18.3,False
20020704,6,5.4,12.6,0.75,1.0134,1.62,0.18,3.1,15.9,12.7,20.3,False
20020705,7,3.4,12.0,0.65,1.0137,1.56,0.05,2.8,17.8,13.1,23.3,False
20020706,7,2.9,7.2,0.76,1.0143,1.24,0.0,1.4,17.1,13.5,21.4,True
20020707,6,3.3,9.8,0.72,1.0172,1.59,0.0,3.0,17.8,13.9,21.5,True
20020708,3,3.5,10.9,0.63,1.0126,3.3,0.0,14.8,21.5,14.3,28.4,True
20020709,5,2.8,9.1,0.65,1.0081,2.17,0.03,6.4,22.5,16.6,29.5,False
20020710,6,2.9,7.4,0.84,1.0114,1.1,1.71,0.9,14.9,12.2,19.2,False
20020711,5,3.6,10.3,0.69,1.0188,2.24,0.0,6.9,16.4,11.0,21.7,True
20020712,5,1.5,6.6,0.62,1.0204,2.14,0.23,6.3,18.2,10.7,23.9,False
20020713,8,1.5,8.6,0.82,1.016,1.43,0.75,2.3,18.1,16.0,23.0,False
20020714,8,2.9,7.4,0.87,1.0208,0.8,0.07,0.1,18.5,16.5,22.3,False
20020715,6,3.1,7.8,0.75,1.0199,1.99,0.0,5.4,20.6,16.3,25.9,True
20020716,6,3.6,9.4,0.72,1.0154,1.6,0.01,3.2,19.7,14.8,23.7,False
20020717,7,4.2,11.4,0.74,1.0151,0.72,0.0,0.0,18.5,14.6,21.5,True
20020718,6,5.0,10.8,0.67,1.017,1.79,0.0,4.3,16.7,13.7,22.3,True
20020719,5,2.6,6.9,0.71,1.0186,0.99,0.0,0.6,15.5,10.6,19.6,True
20020720,3,1.9,13.4,0.69,1.0162,2.88,0.8,12.0,17.2,9.0,24.5,False
20020721,6,4.5,13.4,0.8,1.0138,1.74,0.1,4.1,15.9,12.5,19.2,False
20020722,7,3.9,9.8,0.71,1.0179,1.68,0.0,3.8,16.2,13.0,19.6,True
20020723,7,4.6,12.3,0.72,1.013,0.97,0.15,0.6,17.8,14.8,20.9,False
20020724,7,4.1,12.3,0.76,1.0124,1.23,0.17,1.6,17.5,14.8,21.5,False
20020725,6,2.5,7.0,0.69,1.0154,1.7,0.16,4.0,17.3,13.1,20.9,False
20020726,7,3.1,7.3,0.82,1.0168,1.1,0.05,1.1,18.0,14.5,22.8,False
20020727,1,2.2,6.1,0.7,1.0191,2.9,0.0,12.6,21.6,14.2,27.4,True
20020728,0,2.6,7.9,0.59,1.0187,3.12,0.0,14.5,23.5,16.4,29.6,True
20020729,1,1.5,6.3,0.59,1.0169,3.06,0.0,14.1,24.8,16.2,31.9,True
20020730,3,1.6,14.8,0.67,1.0107,2.13,0.0,6.9,24.3,18.3,32.9,True
20020731,6,1.8,8.2,0.77,1.0083,1.88,0.21,5.3,22.1,18.6,27.0,False
20020801,6,2.8,9.3,0.86,1.0114,0.91,0.31,0.5,17.8,13.4,20.5,False
20020802,5,2.1,7.1,0.65,1.014,2.19,0.0,7.5,19.6,14.1,25.0,True
20020803,6,2.5,8.6,0.79,1.0135,1.01,0.14,0.9,17.3,14.1,20.5,False
20020804,4,2.8,8.0,0.69,1.0125,2.49,0.01,9.9,18.8,14.1,24.1,False
20020805,6,1.8,6.9,0.82,1.0131,1.0,0.08,0.9,17.0,13.8,20.4,False
20020806,5,2.5,7.8,0.86,1.0129,1.48,0.39,3.2,15.9,12.2,19.3,False
20020807,4,1.5,4.4,0.78,1.0156,1.76,0.0,4.9,16.9,10.9,23.9,True
20020808,4,1.6,4.7,0.8,1.0127,1.67,0.0,4.4,18.2,14.4,24.7,True
20020809,5,3.2,9.7,0.78,1.0063,1.79,0.31,5.2,18.5,15.1,24.0,False
20020810,6,2.5,7.5,0.8,1.0047,1.31,0.0,2.4,18.2,15.2,23.1,True
20020811,8,2.9,8.1,0.83,1.0054,0.63,0.0,0.0,18.5,15.8,21.4,True
20020812,6,4.1,12.3,0.74,1.0102,1.53,0.03,3.7,18.4,14.7,23.5,False
20020813,5,2.8,9.3,0.73,1.0189,1.45,0.0,3.3,18.7,14.7,23.2,True
20020814,3,1.3,5.0,0.73,1.0205,2.22,0.0,8.7,19.7,12.7,26.0,True
20020815,1,1.8,7.0,0.66,1.0184,2.45,0.0,10.6,21.3,13.9,28.7,True
20020816,1,1.8,6.3,0.59,1.0184,2.7,0.0,12.9,22.5,14.2,29.6,True
20020817,2,2.0,7.5,0.6,1.0163,2.59,0.0,12.1,23.0,14.8,30.0,True
20020818,1,3.5,9.7,0.55,1.0134,2.52,0.0,11.6,24.7,17.1,30.8,True
20020819,6,3.6,15.6,0.68,1.0146,1.62,2.04,4.7,23.1,18.7,31.5,False
20020820,6,2.7,8.9,0.73,1.0137,1.37,1.24,3.2,22.0,17.2,27.6,False
20020821,8,3.5,7.2,0.92,1.0145,0.58,1.69,0.0,17.1,16.1,18.8,False
20020822,7,2.6,5.6,0.86,1.0178,0.58,0.01,0.0,17.4,16.1,20.4,False
20020823,6,1.9,6.7,0.82,1.0183,1.15,0.0,2.1,18.3,15.1,23.0,True
20020824,6,2.1,7.9,0.89,1.0187,0.84,1.28,0.7,17.4,15.3,21.2,False
20020825,7,2.1,6.5,0.77,1.0228,1.17,0.0,2.3,18.4,15.3,22.4,True
20020826,5,3.9,10.1,0.8,1.0183,1.52,0.0,4.5,20.1,15.1,25.5,True
20020827,6,1.8,5.9,0.88,1.0138,0.55,0.08,0.0,19.4,17.5,21.5,False
20020828,5,3.2,7.9,0.8,1.0152,1.58,0.0,5.1,21.8,18.7,26.7,True
20020829,4,2.1,6.0,0.79,1.0181,1.73,0.0,6.3,19.8,15.7,24.7,True
20020830,2,2.0,7.4,0.8,1.0191,1.64,0.0,5.7,19.2,14.1,24.1,True
20020831,5,3.2,10.0,0.77,1.0208,1.3,0.0,3.4,18.2,13.4,23.3,True
20020901,4,1.9,6.5,0.69,1.0287,1.23,0.0,3.3,15.0,9.9,20.0,True
20020902,2,4.0,10.0,0.64,1.0279,2.23,0.0,11.9,16.9,10.7,22.8,True
20020903,2,2.7,18.7,0.69,1.0185,1.77,0.09,7.7,15.6,9.4,21.8,False
20020904,5,3.0,10.0,0.78,1.0119,1.44,0.04,5.1,17.0,11.7,22.6,False
20020905,5,1.9,5.3,0.75,1.0144,1.41,0.0,4.9,18.0,13.7,22.9,True
20020906,3,4.0,9.5,0.72,1.0161,1.74,0.0,7.8,17.2,12.8,22.2,True
20020907,4,4.4,10.4,0.69,1.0129,1.2,0.0,3.5,17.9,13.9,22.7,True
20020908,4,4.1,9.9,0.64,1.0115,1.84,0.0,9.0,19.8,14.8,25.3,True
20020909,5,3.0,11.1,0.67,1.012,1.46,0.02,5.7,20.0,13.3,27.8,False
20020910,8,1.3,3.9,0.81,1.0208,0.47,0.85,0.0,15.1,13.2,17.0,False
20020911,7,1.9,5.6,0.87,1.0248,0.52,0.02,0.1,14.7,12.9,18.0,False
20020912,2,4.2,11.0,0.74,1.025,2.02,0.0,11.5,17.3,10.8,22.4,True
20020913,1,2.4,8.9,0.68,1.0246,2.06,0.0,12.2,15.7,9.4,22.6,True
20020914,6,2.5,8.5,0.82,1.0222,0.64,0.0,0.6,14.9,9.3,19.2,True
20020915,4,2.6,7.6,0.7,1.0216,1.77,0.0,9.5,15.4,9.4,20.5,True
20020916,5,1.3,5.9,0.78,1.0199,1.25,0.0,4.7,13.4,6.6,19.3,True
20020917,7,1.4,5.8,0.78,1.0182,0.67,0.0,0.8,14.4,10.2,18.2,True
20020918,6,1.5,4.0,0.78,1.0171,0.42,0.0,0.0,14.1,10.4,16.5,False
20020919,5,2.0,6.2,0.7,1.0162,1.45,0.0,6.9,14.7,10.1,19.7,True
20020920,6,1.6,5.9,0.76,1.0193,0.8,0.0,1.7,13.9,8.4,20.1,True
20020921,7,1.3,5.9,0.81,1.0174,0.41,0.06,0.0,13.4,10.1,16.8,False
20020922,5,2.7,15.0,0.85,1.0106,0.8,0.48,1.8,12.0,6.3,17.4,False
20020923,4,5.1,14.3,0.71,1.0158,1.27,0.0,5.7,11.1,6.2,15.4,False
20020924,2,4.5,13.4,0.66,1.0215,1.76,0.02,11.1,9.7,3.9,14.8,False
20020925,7,2.0,5.2,0.91,1.0178,0.39,0.41,0.0,9.4,3.4,13.0,False
20020926,7,2.6,6.5,0.88,1.0161,0.43,0.21,0.1,11.6,8.3,14.7,False
20020927,6,2.0,5.6,0.84,1.0231,1.06,0.09,4.3,12.0,7.2,17.8,False
20020928,6,1.4,4.7,0.74,1.0286,0.85,0.0,2.6,12.7,7.4,17.3,False
20020929,2,1.4,4.9,0.76,1.0292,1.58,0.0,10.1,12.7,6.5,19.7,True
20020930,2,3.7,10.1,0.66,1.0265,1.61,0.0,10.7,13.0,6.7,19.1,True
20021001,5,2.3,8.2,0.68,1.0236,1.41,0.0,8.5,13.5,8.5,21.0,True
20021002,7,3.1,7.1,0.7,1.0216,0.87,0.01,3.1,14.9,10.3,19.7,False
20021003,8,3.4,8.9,0.87,1.022,0.34,0.3,0.0,15.3,13.5,17.0,False
20021004,5,2.5,7.7,0.78,1.0258,1.19,0.0,6.5,13.4,7.9,18.6,True
20021005,7,4.3,10.4,0.9,1.0212,0.33,1.14,0.0,11.3,6.5,13.6,False
20021006,6,4.5,13.8,0.86,1.0147,0.54,0.1,0.9,10.3,2.5,13.1,False
20021007,6,2.1,5.8,0.87,1.0184,0.42,0.13,0.3,7.6,1.0,11.9,False
20021008,4,3.4,8.1,0.73,1.016,1.36,0.0,9.4,7.5,3.9,12.6,False
20021009,2,3.8,11.8,0.73,1.0116,1.32,0.0,9.0,8.3,1.4,15.9,False
20021010,4,3.8,11.1,0.76,1.0115,1.3,0.0,9.0,8.4,4.5,13.5,False
20021011,4,4.9,11.8,0.71,1.0148,1.1,0.0,6.7,7.1,3.6,11.7,False
20021012,8,2.6,6.7,0.73,1.013,0.3,0.0,0.0,7.6,5.5,9.8,False
20021013,8,2.6,8.4,0.82,1.0121,0.34,0.06,0.1,8.8,7.4,11.2,False
20021014,7,6.7,16.3,0.79,1.0066,0.29,0.24,0.0,10.8,8.3,13.1,False
20021015,6,3.5,10.4,0.86,1.0082,0.32,0.02,0.1,11.1,9.0,13.5,False
20021016,6,5.6,13.6,0.8,1.0003,0.44,0.2,0.7,13.2,10.6,15.5,False
20021017,5,4.0,10.4,0.8,1.0006,0.8,0.0,4.1,10.1,5.3,14.5,False
20021018,6,4.5,12.1,0.82,1.007,0.55,0.79,1.7,7.6,3.7,11.5,False
20021019,4,3.6,17.4,0.86,1.0166,0.67,0.12,2.9,5.9,2.4,10.9,False
20021020,6,3.3,8.3,0.74,1.0176,0.68,0.05,3.1,6.7,2.4,10.7,False
20021021,7,4.9,11.8,0.84,1.0002,0.26,0.07,0.0,11.5,7.6,16.0,False
20021022,7,5.7,14.3,0.81,0.9919,0.38,0.14,0.6,14.2,11.8,16.5,False
20021023,5,6.9,17.1,0.76,0.9969,0.59,0.1,2.5,10.8,4.2,14.5,False
20021024,3,5.2,11.1,0.72,1.0096,1.02,0.12,8.2,8.6,4.0,12.2,False
20021025,7,6.6,15.2,0.83,0.9995,0.24,0.92,0.0,11.8,9.4,13.6,False
20021026,5,9.4,23.6,0.65,1.0094,0.71,0.63,4.2,11.7,7.6,15.0,False
20021027,7,11.6,30.8,0.75,1.0061,0.49,0.66,1.8,12.0,7.4,17.2,False
20021028,2,5.9,15.1,0.71,1.0264,0.87,0.0,6.8,8.8,4.4,12.6,False
20021029,7,3.9,11.0,0.74,1.0202,0.28,0.15,0.2,8.5,3.9,11.0,False
20021030,7,1.6,5.3,0.84,1.0146,0.35,0.05,0.7,9.9,8.6,12.4,False
20021031,7,1.3,4.6,0.88,1.0187,0.21,0.0,0.0,8.5,2.3,11.2,False
20021101,6,3.6,8.4,0.88,1.0169,0.24,1.17,0.1,9.6,1.7,13.9,False
20021102,6,3.4,12.7,0.85,1.0116,0.39,0.69,1.2,12.9,9.6,15.6,False
20021103,7,5.4,13.5,0.83,1.0061,0.41,0.38,1.5,11.8,8.4,14.7,False
20021104,6,1.9,5.1,0.88,1.0144,0.2,0.01,0.0,8.7,5.9,11.9,False
20021105,7,1.6,4.7,0.84,1.0244,0.35,0.0,1.0,7.6,3.1,9.4,False
20021106,4,5.8,12.6,0.8,1.0192,0.72,0.38,6.0,7.2,2.3,11.5,False
20021107,6,3.7,13.2,0.86,1.0112,0.19,0.7,0.0,6.8,4.8,9.0,False
20021108,6,6.4,17.6,0.86,1.0102,0.32,1.47,0.9,5.8,1.4,9.2,False
20021109,4,5.0,19.8,0.81,1.0013,0.59,0.02,4.3,8.0,1.3,11.2,False
20021110,5,4.2,12.9,0.87,1.0078,0.41,1.58,2.0,5.0,-1.2,8.6,False
20021111,5,4.1,11.7,0.87,1.004,0.45,0.01,2.6,9.5,7.2,12.3,False
20021112,5,5.7,12.2,0.78,1.0078,0.57,0.18,4.5,10.3,7.5,13.3,False
20021113,7,5.9,14.6,0.79,0.9972,0.33,0.17,1.2,10.5,8.6,12.1,False
20021114,5,6.2,13.2,0.72,0.9902,0.26,0.0,0.6,10.9,8.4,13.5,False
20021115,6,3.1,8.7,0.85,0.9946,0.17,0.03,0.0,8.3,5.0,10.2,False
20021116,8,2.3,7.2,0.92,0.998,0.16,1.28,0.0,7.8,4.6,9.6,False
20021117,7,4.3,10.0,0.87,1.0086,0.29,0.08,1.0,9.3,7.9,11.9,False
20021118,7,2.3,5.9,0.88,1.0142,0.16,0.0,0.0,8.8,6.8,10.4,False
20021119,7,2.1,5.8,0.83,1.0134,0.27,0.0,0.8,8.0,5.2,10.4,False
20021120,5,4.2,11.3,0.82,1.0103,0.52,0.0,4.5,6.8,1.9,10.3,False
20021121,7,5.5,12.0,0.73,0.9982,0.15,0.0,0.0,10.1,8.1,12.5,False
20021122,6,3.7,7.6,0.79,1.0,0.21,0.0,0.4,9.4,5.9,11.8,False
20021123,3,5.2,11.5,0.76,1.0064,0.63,0.12,7.2,8.5,5.4,12.2,False
20021124,6,3.1,7.4,0.85,1.0087,0.2,0.29,0.3,7.5,3.7,9.9,False
20021125,7,3.7,10.4,0.87,1.0034,0.17,0.33,0.1,8.2,5.8,10.2,False
20021126,7,2.7,8.7,0.87,1.0134,0.14,0.0,0.0,8.2,3.6,10.1,False
20021127,3,3.5,13.6,0.82,1.0158,0.53,0.0,5.6,6.7,0.6,11.8,False
20021128,6,5.3,11.6,0.76,1.011,0.45,0.03,4.2,9.9,8.3,12.4,False
20021129,7,2.3,6.4,0.84,1.0137,0.14,0.03,0.0,9.3,7.4,11.1,False
20021130,8,1.6,4.5,0.89,1.0201,0.16,0.01,0.1,7.9,6.9,8.9,False
20021201,6,5.8,13.9,0.82,1.0108,0.42,0.47,4.2,7.3,4.8,9.5,False
20021202,7,4.6,10.0,0.86,1.0021,0.12,0.19,0.0,6.9,5.5,8.1,False
20021203,7,2.0,5.7,0.84,1.0115,0.25,0.01,1.4,7.2,3.8,10.7,False
20021204,4,2.8,6.4,0.83,1.0152,0.31,0.0,2.3,5.5,2.1,8.9,False
20021205,7,3.2,10.0,0.84,1.0208,0.15,0.0,0.2,4.7,0.9,7.7,False
