DATE,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_picnic_weather
20020203,1,1.3,4.4,0.69,1.024,1.09,0.0,9.2,7.0,0.4,17.3,False
20020204,6,3.0,9.8,0.53,1.0246,0.89,0.0,5.6,8.7,4.6,13.6,False
20020205,6,3.0,9.7,0.4,1.0148,0.62,0.0,2.1,10.2,5.0,16.0,False
20020206,8,2.4,8.4,0.82,1.0072,0.3,1.45,0.0,7.3,3.0,9.5,False
20020207,5,2.5,6.4,0.94,1.0218,0.44,0.23,0.5,4.1,2.3,6.0,False
20020208,7,4.3,16.5,0.91,1.0261,0.36,0.46,0.1,4.8,2.3,7.5,False
20020209,8,4.8,15.2,0.82,1.0169,0.87,0.67,4.5,9.5,6.1,13.2,False
20020210,7,7.0,25.3,0.82,1.0155,0.72,0.1,2.7,6.0,3.0,10.5,False
20020211,7,6.6,18.0,0.65,1.0171,0.5,0.0,0.7,8.9,5.7,11.2,False
20020212,6,8.1,21.7,0.57,1.0174,0.67,0.0,2.0,11.5,9.7,12.8,False
20020213,6,6.2,9.7,0.71,1.0165,0.75,0.07,2.6,10.1,5.3,13.7,False
20020214,8,5.2,15.0,0.89,1.0196,0.34,0.0,0.0,4.2,0.7,5.3,False
20020215,2,4.5,11.6,0.72,1.0241,1.24,0.0,8.8,2.1,-1.7,7.5,False
20020216,3,2.5,8.2,0.63,1.0244,1.12,0.0,6.7,2.9,-0.5,9.4,False
20020217,2,1.0,3.6,0.83,1.0235,1.13,0.0,6.7,2.7,-2.3,8.7,False
20020218,6,2.9,10.1,0.76,1.0211,1.17,0.03,7.0,4.4,0.3,9.4,False
20020219,8,7.3,21.3,0.77,1.023,0.82,0.01,2.7,3.5,1.6,6.2,False
20020220,8,10.0,24.9,0.79,1.0056,0.37,0.33,0.0,5.7,3.4,7.0,False
20020221,7,4.6,14.3,0.93,1.0115,0.38,0.09,0.0,0.6,-2.8,4.8,False
20020222,6,5.3,18.2,0.74,1.0152,0.82,0.13,2.4,1.3,-3.7,6.2,False
20020223,5,9.0,25.1,0.77,1.0049,0.76,0.62,1.8,5.7,-0.8,8.0,False
20020224,5,3.8,18.9,0.87,1.0132,0.74,0.27,1.6,0.4,-1.5,1.8,False
20020225,8,7.4,18.5,0.94,1.0113,0.4,0.15,0.0,4.3,0.0,7.3,False
20020226,6,7.7,22.9,0.62,1.0069,0.47,0.03,0.1,10.2,7.2,12.3,False
20020227,8,5.7,20.4,0.88,1.007,0.7,1.01,1.1,7.2,3.1,12.0,False
20020228,6,4.6,17.4,0.78,1.0091,1.14,0.1,4.8,5.8,3.7,9.7,False
20020301,6,2.3,6.4,0.65,1.0119,1.19,0.48,5.1,6.4,2.9,10.5,False
20020302,8,2.4,7.9,0.98,1.0126,0.43,0.26,0.0,2.7,1.3,5.1,False
20020303,4,1.8,7.4,0.72,1.0199,1.64,0.0,9.4,2.3,-1.2,6.5,False
20020304,2,2.2,7.7,0.75,1.0214,1.77,0.0,10.7,3.2,-1.9,8.7,False
20020305,4,1.2,4.4,0.84,1.013,1.6,0.0,8.6,3.8,-1.9,11.3,False
20020306,2,2.6,9.2,0.8,1.0106,1.63,0.0,8.7,6.3,-0.2,11.8,False
20020307,7,7.8,20.5,0.63,1.017,0.77,0.01,1.3,9.6,7.6,11.2,False
20020308,4,2.7,12.2,0.57,1.0268,1.83,0.0,10.5,7.6,4.1,12.4,False
20020309,6,2.8,8.6,0.65,1.0164,1.48,0.0,6.7,7.9,0.9,13.1,False
20020310,1,3.5,12.6,0.56,1.021,1.82,0.0,9.9,7.7,4.5,12.0,False
20020311,2,1.6,6.5,0.49,1.0208,1.95,0.0,11.1,9.6,-0.6,19.5,True
20020312,5,1.5,5.8,0.49,1.0173,1.83,0.0,9.7,9.9,1.5,19.2,True
20020313,2,1.7,5.9,0.42,1.0142,1.96,0.0,10.8,12.5,6.9,20.1,True
20020314,5,2.2,7.0,0.59,1.0091,1.45,0.0,5.7,9.9,3.7,16.3,False
20020315,4,2.2,7.6,0.74,1.0138,1.9,0.0,9.8,9.0,4.2,15.2,False
20020316,3,1.8,6.3,0.78,1.0167,1.79,0.0,8.5,9.8,4.5,16.0,False
20020317,4,1.5,4.2,0.83,1.0146,1.73,0.0,7.8,8.6,3.9,15.3,False
20020318,3,1.9,6.3,0.56,1.0106,1.99,0.0,10.1,12.6,6.1,18.8,True
20020319,8,4.5,16.7,0.86,1.0081,0.54,2.95,0.0,9.2,6.4,12.2,False
20020320,8,7.4,22.0,0.96,1.015,0.54,0.8,0.0,10.4,6.1,13.0,False
20020321,8,7.0,20.7,0.85,1.0184,0.55,2.12,0.0,11.4,6.8,13.7,False
20020322,7,5.0,17.5,0.96,1.021,0.71,0.9,0.4,6.2,2.1,8.1,False
20020323,7,4.0,12.6,0.86,1.0272,0.8,0.27,0.7,1.8,-0.2,4.3,False
20020324,7,3.6,12.1,0.88,1.0309,1.05,0.08,1.9,1.0,-0.2,4.0,False
20020325,7,2.6,7.6,0.76,1.0305,0.71,0.0,0.3,0.9,-0.9,3.7,False
20020326,6,2.4,7.0,0.76,1.0293,1.31,0.0,3.4,0.6,-2.4,3.9,False
20020327,2,3.3,9.4,0.68,1.0304,1.92,0.0,8.0,2.1,-1.2,6.3,False
20020328,0,3.8,11.3,0.6,1.0299,2.36,0.0,11.8,3.5,-2.0,9.9,False
20020329,1,2.7,9.0,0.6,1.0255,2.41,0.0,12.1,7.1,-1.0,15.0,False
20020330,1,1.8,6.5,0.58,1.0228,2.4,0.0,11.8,9.1,0.3,17.5,False
20020331,5,2.3,6.0,0.57,1.0203,1.94,0.0,7.6,10.0,5.2,15.6,False
20020401,3,1.8,6.3,0.6,1.0184,2.14,0.0,9.1,10.4,4.0,16.6,False
20020402,1,3.0,11.5,0.63,1.0173,2.47,0.0,11.9,10.9,3.2,18.0,True
20020403,0,4.8,14.4,0.59,1.0096,2.47,0.0,11.7,11.6,5.5,18.1,True
20020404,0,3.9,12.8,0.52,1.0069,2.54,0.0,12.2,9.6,4.3,15.9,False
20020405,3,3.5,13.0,0.49,1.0076,2.23,0.0,9.3,6.4,1.4,11.9,False
20020406,0,3.5,9.2,0.47,1.0161,2.58,0.0,12.2,3.5,-1.1,8.8,False
20020407,2,3.8,11.4,0.48,1.0206,2.47,0.0,11.1,4.1,-1.8,10.3,False
20020408,4,2.1,7.1,0.52,1.0189,2.45,0.0,10.8,5.1,0.1,11.3,False
20020409,3,3.6,12.7,0.5,1.0158,2.35,0.0,9.8,6.1,0.4,11.9,False
20020410,4,4.8,13.6,0.63,1.0118,2.01,0.0,7.0,5.3,1.3,10.6,False
20020411,6,3.0,8.4,0.67,1.006,2.11,0.0,7.6,8.2,1.5,16.3,False
20020412,7,2.6,7.0,0.66,0.9952,1.44,0.0,3.0,11.8,7.5,18.7,True
20020413,7,2.2,5.9,0.86,0.9983,0.7,0.01,0.0,9.3,6.5,11.4,False
20020414,8,3.8,12.1,0.87,1.0075,0.82,0.17,0.2,7.1,4.7,8.5,False
20020415,7,2.6,6.9,0.95,1.0151,0.71,0.13,0.0,4.3,2.3,6.6,False
20020416,6,2.4,7.9,0.68,1.0159,1.88,0.0,5.5,6.3,1.5,11.1,False
20020417,7,2.5,9.7,0.71,1.0175,1.43,0.0,2.7,7.7,4.2,11.0,False
20020418,5,1.5,5.3,0.67,1.0186,1.75,0.0,4.5,9.8,4.1,13.9,False
20020419,6,2.6,8.7,0.79,1.0216,1.66,0.07,3.9,8.0,3.8,12.7,False
20020420,8,1.9,6.3,0.93,1.028,0.74,0.29,0.0,6.9,5.6,8.7,False
20020421,8,1.8,6.7,0.95,1.0336,0.74,0.01,0.0,8.7,6.3,11.6,False
20020422,4,1.4,6.0,0.75,1.0315,1.92,0.0,5.3,11.2,5.5,16.4,False
20020423,5,2.4,7.5,0.6,1.0282,2.32,0.46,8.0,13.3,6.5,18.5,False
20020424,8,2.2,6.9,0.98,1.0258,0.76,0.77,0.0,10.0,9.2,11.6,False
20020425,8,2.3,6.4,0.97,1.022,0.99,0.06,0.5,10.8,8.7,13.8,False
20020426,5,4.6,16.0,0.79,1.0114,2.34,0.69,7.9,13.4,8.7,20.8,False
20020427,5,5.3,21.5,0.65,1.0134,1.91,0.02,4.9,8.8,6.2,12.0,False
20020428,6,3.0,11.3,0.45,1.0096,2.38,0.01,8.0,12.1,5.7,18.2,False
20020429,5,4.4,16.2,0.61,1.0111,1.46,0.01,2.3,11.3,8.1,15.9,False
20020430,5,3.2,9.1,0.5,1.0144,2.82,0.0,11.1,13.3,7.9,19.4,True
20020501,5,3.1,12.6,0.58,1.0086,2.85,0.0,10.9,15.4,8.8,22.0,True
20020502,7,2.7,8.7,0.83,1.0084,1.68,0.0,2.8,12.2,8.1,18.1,True
20020503,8,2.7,10.6,0.92,1.0085,1.07,0.0,0.4,11.6,9.4,16.3,False
20020504,8,3.1,12.7,0.95,1.0106,0.92,0.4,0.1,9.2,6.4,12.7,False
20020505,7,2.3,9.7,0.78,1.0162,0.92,0.3,0.1,8.4,5.5,11.1,False
20020506,6,2.2,7.3,0.79,1.0209,2.23,0.01,5.8,10.3,6.6,15.8,False
20020507,3,2.9,10.2,0.67,1.0178,3.13,0.0,12.7,14.2,5.7,21.4,True
20020508,6,3.1,10.5,0.58,1.01,1.73,0.0,2.8,17.0,9.8,23.4,True
20020509,4,2.5,7.7,0.51,1.006,2.75,0.02,9.4,19.2,12.4,26.6,False
20020510,6,2.7,11.6,0.87,1.0089,2.08,0.86,4.7,14.9,10.0,20.6,False
20020511,5,2.0,12.1,0.86,1.0095,2.43,1.34,6.9,13.3,8.3,20.9,False
20020512,6,2.7,8.3,0.87,1.0142,2.26,0.0,5.7,13.2,9.5,17.2,False
20020513,4,2.2,8.7,0.82,1.0164,2.76,0.0,9.2,14.6,8.5,21.2,True
20020514,4,3.8,13.3,0.62,1.02,2.64,0.01,8.2,16.0,11.2,21.0,False
20020515,4,2.7,9.6,0.55,1.0268,3.14,0.0,12.1,15.4,8.9,21.4,True
20020516,5,2.4,7.1,0.55,1.0217,3.39,0.0,14.2,18.3,9.8,25.6,True
20020517,1,2.4,9.5,0.49,1.0128,3.41,0.0,14.3,21.1,12.8,27.8,True
20020518,4,3.6,24.7,0.62,1.0121,3.11,8.18,11.6,19.6,11.9,27.5,False
20020519,8,2.7,9.4,0.93,1.0214,0.98,0.2,0.1,12.3,10.7,14.3,False
20020520,7,2.1,7.3,0.9,1.018,1.33,0.15,0.9,12.9,11.0,16.0,False
20020521,4,2.3,7.0,0.77,1.01,2.97,0.0,10.3,15.7,10.9,22.5,True
20020522,4,2.4,9.2,0.63,1.0042,3.16,0.0,11.8,20.0,11.3,26.5,True
20020523,7,2.9,13.3,0.8,1.0049,2.13,0.36,4.5,16.8,10.3,22.4,False
20020524,8,3.6,11.0,0.87,1.0138,1.37,0.09,1.0,12.3,9.6,16.0,False
20020525,7,3.0,17.2,0.82,1.0149,1.69,1.9,2.2,13.0,8.1,20.9,False
20020526,6,1.5,5.1,0.81,1.0124,1.89,0.0,3.1,12.5,8.4,16.7,False
20020527,8,2.7,10.5,0.91,1.0082,0.89,0.88,0.0,11.9,7.7,14.2,False
20020528,8,4.0,9.6,0.97,1.0125,0.89,0.43,0.0,9.5,7.4,11.8,False
20020529,5,2.9,11.6,0.8,1.0181,2.13,0.01,4.3,13.4,9.5,18.0,False
20020530,2,2.0,6.5,0.69,1.0234,3.29,0.0,12.4,14.9,9.7,19.9,True
20020531,3,2.1,8.1,0.63,1.024,3.29,0.0,12.4,16.0,10.0,21.6,True
20020601,1,1.9,9.7,0.61,1.0229,3.3,0.0,13.2,16.5,9.8,22.3,True
20020602,1,2.7,8.9,0.51,1.0209,3.48,0.0,14.6,15.7,9.5,21.5,True
20020603,5,2.9,8.7,0.51,1.0137,3.09,0.39,11.6,17.7,10.5,23.6,False
20020604,5,2.3,7.9,0.7,1.0094,2.66,0.0,8.5,19.8,15.4,25.0,True
20020605,6,3.5,11.2,0.72,0.9998,2.13,0.01,5.2,19.6,13.9,27.7,False
20020606,6,2.4,8.7,0.83,1.0003,2.01,1.03,4.5,17.3,13.3,23.5,False
20020607,8,4.9,15.2,0.95,1.004,0.93,0.32,0.2,13.8,12.0,17.3,False
20020608,6,2.4,6.9,0.69,1.0083,2.68,0.05,8.6,16.3,11.2,21.4,False
20020609,8,1.8,6.5,0.86,1.0082,0.98,2.27,0.3,15.3,12.8,18.0,False
20020610,7,3.2,15.4,0.89,1.0136,1.39,1.26,1.6,12.9,10.9,15.9,False
20020611,5,2.5,8.4,0.64,1.0188,3.14,0.0,11.8,15.4,9.0,21.1,True
20020612,2,2.0,7.4,0.55,1.0196,3.48,0.0,14.4,18.9,11.8,25.2,True
20020613,6,4.0,16.0,0.54,1.0176,3.08,0.0,11.3,21.4,16.3,26.3,True
20020614,3,2.3,7.8,0.61,1.0179,3.47,0.0,14.3,22.0,15.5,28.3,True
20020615,5,2.9,13.7,0.46,1.016,3.39,0.03,13.6,24.6,17.6,30.6,False
20020616,5,1.8,8.1,0.78,1.0186,1.91,0.03,3.9,22.0,18.9,25.7,False
20020617,2,1.8,5.5,0.65,1.0192,3.44,0.0,14.0,24.8,16.3,31.5,True
20020618,3,2.4,6.9,0.57,1.0174,3.07,0.0,11.2,26.8,19.4,33.9,True
20020619,3,2.3,7.7,0.6,1.0179,3.01,0.01,10.8,25.4,20.4,33.5,False
20020620,3,2.4,15.4,0.69,1.0179,2.92,0.05,10.1,24.2,19.1,31.6,False
20020621,4,2.2,18.2,0.76,1.0205,2.93,0.25,10.2,22.9,18.5,29.7,False
20020622,2,1.5,6.4,0.73,1.0207,3.28,0.0,12.8,24.0,18.1,29.6,True
20020623,1,2.9,9.7,0.58,1.0169,3.48,2.75,14.3,26.6,21.5,31.9,False
20020624,8,3.4,12.8,0.92,1.0213,1.23,0.19,1.0,18.7,16.4,24.1,False
20020625,5,1.9,7.8,0.78,1.0245,2.3,0.4,6.1,18.4,14.7,22.3,False
20020626,2,1.9,7.8,0.63,1.0213,3.38,0.0,13.6,19.9,12.8,25.3,True
20020627,3,3.3,14.5,0.58,1.0137,3.16,0.25,11.9,21.4,16.5,27.3,False
20020628,6,3.5,10.9,0.66,1.0153,2.07,0.0,4.8,16.1,12.6,18.9,True
20020629,4,3.7,12.4,0.55,1.0214,2.73,0.0,8.9,14.2,10.8,18.8,True
20020630,2,2.0,7.2,0.47,1.0172,3.48,0.0,14.4,17.4,10.0,23.1,True
20020701,4,2.6,10.2,0.51,1.0115,3.39,0.03,13.7,20.2,13.8,25.7,False
20020702,8,2.1,9.5,0.85,1.0099,0.78,0.29,0.0,17.1,14.8,19.8,False
20020703,6,2.6,9.2,0.74,1.0089,2.42,2.05,6.9,18.8,14.8,25.7,False
20020704,7,3.8,13.4,0.77,1.0173,1.71,0.02,3.0,14.7,11.5,18.1,False
20020705,1,2.4,8.8,0.64,1.0162,3.35,0.0,13.5,17.7,9.3,24.0,True
20020706,7,2.5,9.2,0.86,1.0157,1.22,0.22,1.0,16.7,15.0,19.0,False
20020707,4,1.8,5.6,0.77,1.0192,2.71,0.11,8.9,18.2,13.9,23.9,False
20020708,1,1.8,6.4,0.64,1.0152,3.52,0.0,15.0,21.8,13.0,29.5,True
20020709,3,2.0,24.7,0.7,1.0103,3.05,3.53,11.4,22.7,15.6,31.6,False
20020710,4,3.1,19.2,0.79,1.0111,2.4,0.21,6.9,20.0,14.0,28.8,False
20020711,6,2.0,8.0,0.78,1.0214,2.04,0.0,4.8,16.5,13.8,21.0,True
20020712,3,2.9,10.1,0.64,1.0188,2.99,0.09,11.0,20.2,14.3,25.6,False
20020713,8,2.6,10.2,0.87,1.0152,1.2,1.17,1.0,17.2,14.6,20.4,False
20020714,7,1.8,5.9,0.81,1.0182,1.94,0.23,4.3,18.3,13.9,21.6,False
20020715,8,3.2,10.5,0.91,1.0144,1.57,0.06,2.5,19.5,16.8,23.4,False
20020716,7,2.5,8.5,0.87,1.0089,1.55,0.03,2.4,20.1,17.2,24.4,False
20020717,8,3.5,10.0,0.93,1.0102,0.95,2.94,0.3,17.5,14.7,21.8,False
20020718,7,4.0,11.3,0.85,1.0159,1.81,0.13,3.7,15.0,12.6,18.7,False
20020719,2,1.7,7.9,0.72,1.0174,3.17,0.0,12.7,16.6,10.8,22.3,True
20020720,2,1.7,6.5,0.62,1.0166,3.35,0.0,14.2,19.8,12.1,27.1,True
20020721,4,3.5,18.8,0.65,1.0135,2.33,0.0,6.8,19.9,15.1,27.2,True
20020722,3,3.1,10.6,0.56,1.0179,2.86,0.0,10.5,17.9,14.3,22.0,True
20020723,5,1.7,9.5,0.6,1.0151,3.08,0.0,12.2,18.9,12.0,25.1,True
20020724,7,3.3,13.5,0.75,1.0134,1.17,0.4,1.0,18.4,14.5,23.4,False
20020725,7,2.8,7.9,0.87,1.0161,1.3,0.16,1.5,15.5,13.3,19.2,False
20020726,8,2.7,9.6,0.92,1.0195,0.87,0.15,0.2,14.9,13.0,17.7,False
20020727,6,1.8,5.6,0.92,1.0209,1.5,0.05,2.4,16.8,14.5,20.1,False
20020728,2,2.2,7.2,0.72,1.0183,3.32,0.0,14.5,19.9,12.3,27.4,True
20020729,4,1.6,6.4,0.68,1.0157,3.01,0.0,12.1,22.5,15.1,29.1,True
20020730,4,2.4,8.5,0.55,1.0101,3.2,0.0,13.7,23.9,17.4,29.9,True
20020731,4,2.2,14.5,0.65,1.0071,2.54,1.97,8.7,22.3,17.4,29.2,False
20020801,7,2.8,9.5,0.79,1.0103,1.6,1.89,3.0,19.6,14.9,24.0,False
20020802,3,2.2,10.2,0.67,1.0153,2.48,0.0,8.4,18.4,14.0,23.8,True
20020803,4,2.7,9.4,0.67,1.0133,2.9,0.7,11.6,20.4,15.4,25.9,False
20020804,7,1.8,8.4,0.8,1.0129,1.84,4.51,4.4,18.8,15.4,24.8,False
20020805,3,1.9,7.5,0.7,1.0136,2.32,0.0,7.5,18.4,14.1,23.8,True
20020806,7,2.4,13.4,0.83,1.0118,0.69,0.89,0.0,16.5,14.3,19.4,False
20020807,8,3.1,8.9,0.82,1.0144,0.83,0.46,0.2,15.7,13.7,19.2,False
20020808,6,1.8,5.0,0.78,1.0132,1.3,0.0,1.8,16.9,13.6,21.0,True
20020809,6,1.8,6.8,0.77,1.0068,2.06,0.46,6.0,17.4,12.4,22.7,False
20020810,7,2.7,11.0,0.8,1.0023,1.33,0.81,2.0,17.5,13.6,21.9,False
20020811,8,4.2,13.0,0.93,1.0025,0.67,2.73,0.0,13.5,12.4,15.6,False
20020812,7,6.4,16.7,0.83,1.0083,1.05,0.08,0.9,15.4,13.9,17.8,False
20020813,7,4.4,11.6,0.71,1.018,1.7,0.0,4.0,16.6,14.2,20.0,True
20020814,4,2.2,6.5,0.68,1.02,2.26,0.0,7.7,17.6,13.5,22.6,True
20020815,2,1.6,6.5,0.68,1.0178,2.83,0.0,12.2,18.6,12.1,24.6,True
20020816,1,1.4,6.3,0.67,1.0174,2.62,0.0,10.6,19.8,14.3,26.2,True
20020817,3,2.1,8.3,0.71,1.0156,2.74,0.0,11.7,20.1,14.0,26.5,True
20020818,1,1.6,6.0,0.7,1.0138,2.84,0.0,12.6,20.7,14.5,27.0,True
20020819,2,1.3,5.2,0.65,1.0153,2.81,0.0,12.5,21.8,15.3,28.6,True
20020820,3,1.9,13.4,0.64,1.0143,2.65,0.02,11.3,21.8,15.1,28.7,False
20020821,8,2.2,10.7,0.83,1.0161,0.71,1.42,0.1,16.4,13.4,18.9,False
20020822,4,1.9,7.3,0.74,1.0161,2.44,0.0,9.8,17.0,12.1,23.0,True
20020823,4,1.6,5.5,0.73,1.0162,2.68,0.0,11.9,18.5,12.0,24.8,True
20020824,5,1.3,5.3,0.72,1.0177,2.58,0.0,11.2,20.1,14.6,26.1,True
20020825,5,2.2,7.8,0.67,1.0182,2.65,0.0,11.9,22.0,17.0,27.5,True
20020826,5,2.3,7.9,0.64,1.0138,2.59,0.2,11.5,22.3,16.2,29.0,False
20020827,7,2.7,9.6,0.79,1.0138,0.8,0.04,0.4,18.6,16.7,20.2,False
20020828,4,1.7,5.2,0.73,1.0138,1.85,0.0,5.9,18.9,15.0,24.1,True
20020829,2,1.6,7.1,0.76,1.0153,1.93,0.0,6.6,19.2,14.4,25.7,True
20020830,1,1.8,5.4,0.75,1.018,2.42,0.0,10.6,19.7,15.4,25.9,True
20020831,3,1.8,8.1,0.73,1.0168,2.06,0.0,7.8,20.1,14.7,26.4,True
20020901,8,3.7,10.0,0.85,1.022,0.63,0.07,0.0,15.9,13.1,18.3,False
20020902,7,4.0,11.1,0.75,1.0244,1.19,0.0,1.9,15.7,13.1,20.9,True
20020903,5,1.6,5.9,0.77,1.0181,1.2,0.22,2.0,14.2,10.6,19.2,False
20020904,4,1.9,8.1,0.68,1.0143,2.24,0.67,9.8,18.0,11.6,24.7,False
20020905,4,2.0,6.4,0.76,1.0154,1.99,0.0,7.7,16.5,12.7,21.4,True
20020906,4,1.4,6.5,0.73,1.0168,1.97,0.0,7.7,16.5,12.2,22.8,True
20020907,2,2.1,8.4,0.66,1.0144,2.37,0.0,11.5,17.7,11.5,23.7,True
20020908,2,1.7,6.7,0.68,1.0126,2.38,0.0,11.8,19.1,14.7,25.4,True
20020909,3,2.3,11.9,0.62,1.0116,2.34,1.83,11.6,20.0,13.4,27.8,False
20020910,7,3.0,9.1,0.9,1.0192,0.7,0.39,0.2,14.0,11.4,16.7,False
20020911,4,2.2,7.7,0.8,1.0225,1.67,0.0,5.8,13.8,11.5,18.9,True
20020912,3,3.4,11.0,0.68,1.0214,1.86,0.0,7.5,14.8,10.4,19.7,True
20020913,1,2.9,9.6,0.6,1.0217,2.3,0.0,12.0,12.0,6.7,17.8,False
20020914,1,1.7,6.5,0.64,1.0193,2.23,0.16,11.5,13.2,6.3,19.4,False
20020915,5,2.6,7.6,0.67,1.0179,1.62,0.0,5.8,13.2,9.5,17.2,False
20020916,7,1.7,5.4,0.68,1.0182,1.85,0.0,8.0,11.6,7.8,16.5,False
20020917,2,1.3,5.3,0.66,1.0174,2.17,0.0,11.4,11.7,5.7,18.5,True
20020918,2,1.4,6.3,0.65,1.0156,2.18,0.0,11.7,14.4,5.9,22.1,True
20020919,7,2.0,10.3,0.85,1.0154,0.64,0.45,0.2,14.8,10.2,19.6,False
20020920,7,2.6,10.4,0.9,1.0164,0.7,0.46,0.4,15.8,13.8,18.8,False
20020921,7,1.6,6.4,0.82,1.0146,0.77,0.17,0.7,14.1,11.3,17.3,False
20020922,7,1.9,8.1,0.76,1.0087,1.3,0.61,4.0,11.9,8.9,16.3,False
20020923,8,2.2,8.7,0.89,1.0077,0.68,2.38,0.4,9.1,8.0,10.9,False
20020924,8,3.9,10.9,0.93,1.0124,0.5,3.59,0.0,5.1,0.6,8.9,False
20020925,8,3.1,8.1,0.89,1.0173,0.49,0.23,0.0,3.3,1.1,5.0,False
20020926,8,4.1,11.4,0.9,1.0182,0.48,0.56,0.0,6.6,4.7,8.2,False
20020927,8,3.1,11.2,0.93,1.0217,0.48,0.9,0.0,8.3,4.6,10.2,False
20020928,2,1.4,5.3,0.76,1.0286,1.81,0.0,9.8,6.8,1.8,13.1,False
20020929,0,2.1,9.5,0.7,1.0306,1.93,0.0,11.4,7.1,0.6,14.0,False
20020930,1,1.8,5.7,0.73,1.0286,1.91,0.0,11.4,8.0,1.4,16.1,False
20021001,1,1.2,4.1,0.71,1.0257,1.87,0.0,11.2,9.6,2.3,18.2,True
20021002,7,1.3,3.9,0.75,1.0245,1.77,0.0,10.2,10.4,3.3,18.1,True
20021003,6,2.6,9.9,0.72,1.0236,1.12,0.21,3.7,13.2,7.3,18.4,False
20021004,8,2.4,9.7,0.89,1.0241,0.44,0.6,0.0,11.7,8.0,14.4,False
20021005,7,2.8,8.0,0.82,1.0235,0.98,0.79,2.8,10.0,6.9,13.5,False
20021006,8,4.8,12.3,0.88,1.0124,0.62,0.68,0.6,9.3,7.7,10.8,False
20021007,5,1.8,7.2,0.76,1.0178,1.03,0.0,3.4,7.0,3.8,10.2,False
20021008,2,2.3,7.3,0.75,1.015,1.53,0.0,8.7,7.0,2.5,12.7,False
20021009,2,3.3,9.0,0.77,1.0118,1.4,0.0,7.4,7.1,3.0,13.5,False
20021010,8,4.0,10.2,0.86,1.0094,0.4,0.06,0.0,7.2,5.1,9.0,False
20021011,8,2.4,6.4,0.94,1.0109,0.4,0.11,0.0,7.6,6.8,8.5,False
20021012,8,1.5,5.1,0.94,1.0122,0.39,0.64,0.0,7.0,6.0,8.0,False
20021013,6,2.1,9.0,0.81,1.0136,1.04,0.09,4.2,8.6,4.5,13.3,False
20021014,8,2.3,6.6,0.91,1.0143,0.38,1.22,0.0,9.5,4.8,11.2,False
20021015,8,1.7,6.1,0.86,1.014,0.49,0.06,0.3,11.6,8.0,14.8,False
20021016,5,2.1,9.7,0.73,1.0065,1.38,0.17,8.5,16.4,12.6,22.3,False
20021017,8,2.8,9.4,0.86,1.0046,0.36,1.82,0.0,11.1,7.4,14.3,False
20021018,7,5.4,15.3,0.7,1.0113,0.77,0.2,2.2,8.0,5.7,11.3,False
20021019,5,4.4,15.7,0.78,1.019,0.68,0.33,1.6,6.2,4.1,8.4,False
20021020,7,1.8,5.9,0.75,1.02,0.78,0.0,2.5,6.3,2.4,9.2,False
20021021,6,1.8,5.8,0.79,1.0079,0.47,0.12,0.4,9.7,4.5,13.8,False
20021022,5,3.4,11.0,0.64,1.0003,1.03,0.0,5.3,13.9,9.4,19.3,True
20021023,7,4.7,16.9,0.66,1.0045,0.84,0.19,3.4,12.0,7.1,17.9,False
20021024,6,3.4,12.7,0.61,1.0156,1.02,0.09,5.5,8.8,6.5,12.6,False
20021025,8,2.8,20.4,0.74,1.0104,0.4,0.53,0.2,10.7,6.6,15.2,False
20021026,2,8.6,23.7,0.48,1.0161,1.25,0.0,9.0,13.6,9.3,15.9,False
20021027,6,6.5,30.3,0.5,1.0159,0.65,0.0,1.9,13.1,7.9,21.2,True
20021028,1,6.5,22.5,0.53,1.0291,1.17,0.0,8.2,8.8,5.0,11.7,False
20021029,6,2.3,6.4,0.6,1.0245,0.79,0.0,3.5,8.1,4.7,12.3,False
20021030,8,2.9,11.8,0.64,1.0157,0.34,0.01,0.1,12.0,6.6,15.9,False
20021031,8,1.7,6.2,0.91,1.0187,0.29,0.97,0.0,10.4,9.5,11.2,False
20021101,7,1.6,10.4,0.85,1.0202,0.67,0.31,2.5,12.5,10.9,15.7,False
20021102,8,4.0,13.8,0.87,1.016,0.28,0.89,0.0,10.7,9.8,11.5,False
20021103,7,3.3,16.4,0.88,1.0106,0.28,2.69,0.0,10.3,8.2,13.5,False
20021104,8,3.9,12.8,0.87,1.0149,0.35,0.8,0.2,6.9,5.2,8.6,False
20021105,8,2.3,7.0,0.83,1.0244,0.32,0.0,0.1,3.7,0.9,6.1,False
20021106,5,2.0,7.3,0.8,1.0244,0.48,0.0,1.1,2.1,0.5,4.4,False
20021107,8,3.0,11.9,0.86,1.0128,0.26,0.46,0.0,2.7,1.2,4.3,False
20021108,5,4.2,10.2,0.78,1.0177,0.61,0.06,2.5,3.7,1.1,6.4,False
20021109,8,6.2,21.4,0.76,1.0039,0.3,0.44,0.1,5.9,1.1,9.4,False
20021110,7,2.4,8.6,0.79,1.0128,0.57,0.75,2.2,4.8,2.4,7.3,False
20021111,7,6.2,19.2,0.83,1.0077,0.29,0.66,0.1,9.5,5.6,13.7,False
