DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_mean,BUDAPEST_temp_max,BUDAPEST_picnic_weather
20020603,7,0.69,1.0133,1.43,0.02,5.6,17.0,23.5,False
20020604,4,0.69,1.0115,2.94,0.01,9.5,18.7,25.1,False
20020605,5,0.65,1.0111,2.4,0.67,7.3,19.6,24.4,False
20020606,8,0.83,1.0094,1.09,0.15,0.1,18.3,22.7,False
20020607,5,0.71,1.004,1.62,0.22,3.5,18.0,20.8,False
20020608,5,0.78,1.0072,1.54,0.01,5.7,17.1,21.6,False
20020609,8,0.7,1.0076,2.01,1.52,1.2,19.5,25.3,False
20020610,8,0.94,1.0032,0.5,0.83,0.0,16.8,23.0,False
20020611,3,0.69,1.0103,2.15,0.0,7.8,17.8,21.7,True
20020612,2,0.55,1.0191,2.78,0.0,12.4,19.7,24.9,True
20020613,3,0.54,1.0188,3.14,0.01,12.9,22.5,28.4,False
20020614,4,0.55,1.0171,3.15,0.0,11.6,25.0,28.7,True
20020615,1,0.57,1.0178,3.22,0.0,13.5,25.5,31.9,True
20020616,5,0.61,1.0167,2.42,0.0,6.9,25.0,30.3,True
20020617,4,0.59,1.0193,2.82,0.0,12.8,24.1,27.8,True
20020618,1,0.52,1.0214,3.23,0.0,12.2,25.3,31.1,True
20020619,1,0.5,1.0211,3.33,0.0,13.8,26.1,31.5,True
20020620,1,0.46,1.021,3.4,0.0,13.8,26.9,32.8,True
20020621,1,0.43,1.019,3.26,0.0,13.5,28.5,34.6,True
20020622,1,0.52,1.0184,3.27,0.0,12.2,27.3,32.2,True
20020623,2,0.46,1.0188,3.19,0.0,12.6,29.0,35.0,True
20020624,1,0.52,1.0153,3.14,0.0,12.6,28.3,33.6,True
20020625,7,0.47,1.0207,1.69,0.0,1.7,21.0,26.9,True
20020626,2,0.41,1.0222,2.66,0.0,12.1,21.6,26.8,True
20020627,1,0.41,1.0172,3.39,0.0,13.6,23.3,29.1,True
20020628,5,0.69,1.01,1.78,0.09,3.1,20.6,27.4,False
20020629,2,0.53,1.016,3.03,0.0,12.4,18.3,22.0,True
20020630,4,0.46,1.0189,3.19,0.0,13.1,19.7,25.0,True
20020701,4,0.41,1.0153,3.18,0.0,12.3,22.5,28.1,True
20020702,4,0.44,1.0116,3.02,0.0,12.2,25.3,31.3,True
20020703,3,0.46,1.01,2.83,0.0,9.4,28.7,34.6,True
20020704,7,0.7,1.0097,1.22,0.5,2.6,20.7,32.5,False
20020705,3,0.49,1.0188,3.27,0.0,13.0,20.5,26.5,True
20020706,2,0.48,1.0146,3.29,0.0,13.7,23.3,29.8,True
20020707,5,0.62,1.0142,1.97,0.0,5.8,22.7,28.7,True
20020708,2,0.54,1.0163,2.52,0.0,10.8,25.0,30.8,True
20020709,2,0.49,1.014,3.14,0.0,10.5,27.0,32.7,True
20020710,1,0.46,1.0103,3.18,0.0,12.0,28.7,34.9,True
20020711,0,0.52,1.0133,3.09,0.0,12.6,26.4,32.7,True
20020712,2,0.53,1.0163,2.96,0.0,12.4,26.5,33.4,True
20020713,5,0.57,1.0129,2.68,0.0,4.3,26.9,33.8,True
20020714,6,0.69,1.014,1.69,0.33,5.0,23.9,32.2,False
20020715,6,0.66,1.0137,2.59,0.05,7.0,25.7,32.9,False
20020716,7,0.68,1.0089,2.16,0.04,6.5,26.1,32.6,False
20020717,4,0.61,1.0075,2.83,0.0,9.7,25.6,31.0,True
20020718,8,0.86,1.0077,0.83,4.64,0.2,20.8,26.9,False
20020719,7,0.85,1.0122,1.29,0.0,2.9,19.0,21.6,True
20020720,7,0.8,1.0138,1.78,0.0,4.0,20.8,25.0,True
20020721,2,0.61,1.0144,3.02,0.19,12.3,24.0,30.3,False
20020722,5,0.62,1.014,2.61,0.0,8.1,21.2,28.3,True
20020723,4,0.52,1.0154,2.88,0.0,11.4,20.8,25.6,True
20020724,5,0.52,1.0109,2.65,0.0,8.5,23.0,28.1,True
20020725,5,0.57,1.0099,2.93,0.0,9.2,20.2,24.5,True
20020726,4,0.52,1.0143,2.69,0.0,10.6,19.9,24.3,True
20020727,3,0.5,1.0173,2.82,0.0,11.8,22.4,26.6,True
20020728,3,0.53,1.0185,2.89,0.0,10.4,25.2,29.6,True
20020729,3,0.53,1.0163,2.6,0.0,10.7,26.9,31.0,True
20020730,6,0.6,1.011,2.34,0.03,5.8,25.3,29.3,False
20020731,5,0.72,1.0089,2.38,0.74,9.4,24.1,29.3,False
20020801,6,0.81,1.0095,2.14,0.0,5.0,22.9,27.9,True
20020802,3,0.73,1.0115,2.42,0.0,10.7,24.4,29.1,True
20020803,2,0.61,1.0128,3.31,0.0,11.8,25.1,30.8,True
20020804,4,0.66,1.0115,2.1,0.0,8.4,23.8,29.9,True
20020805,5,0.67,1.0102,2.13,0.0,9.7,23.7,28.9,True
20020806,6,0.55,1.0096,2.35,0.45,6.3,25.0,30.2,False
20020807,8,0.91,1.0054,0.61,1.41,0.1,19.4,25.8,False
20020808,8,0.94,1.0087,0.53,0.54,0.0,19.2,20.7,False
20020809,7,0.91,1.0089,1.2,0.25,0.3,19.7,22.2,False
20020810,6,0.73,1.0072,2.63,0.0,8.9,21.9,27.2,True
20020811,8,0.87,1.0039,0.84,1.94,0.0,21.1,25.0,False
20020812,6,0.93,1.0021,0.61,1.32,1.7,16.6,20.6,False
20020813,8,0.9,1.0071,0.47,0.01,0.0,16.6,17.9,False
20020814,7,0.82,1.0116,1.16,0.0,1.4,17.5,19.5,True
20020815,6,0.8,1.0114,1.4,0.0,3.7,20.1,23.4,True
20020816,5,0.74,1.0118,1.77,1.03,5.7,22.3,27.9,False
20020817,4,0.63,1.0125,2.19,0.0,8.5,23.6,28.0,True
20020818,1,0.57,1.0142,2.59,0.0,10.9,24.1,29.2,True
20020819,2,0.59,1.0175,2.5,0.0,10.7,23.3,27.9,True
20020820,4,0.68,1.0197,2.14,0.07,7.5,20.9,26.8,False
20020821,3,0.66,1.0164,2.47,0.0,11.2,21.2,26.8,True
20020822,7,0.67,1.0152,1.58,0.0,4.7,21.1,26.6,True
20020823,4,0.7,1.0169,2.42,0.14,7.0,21.6,27.7,False
20020824,1,0.64,1.0194,2.43,0.0,9.2,22.6,29.4,True
20020825,1,0.59,1.0209,2.27,0.0,9.0,23.0,29.6,True
20020826,3,0.53,1.0199,2.38,0.0,11.7,23.7,29.2,True
20020827,4,0.59,1.0175,2.15,0.02,7.5,23.2,28.1,False
20020828,7,0.67,1.0158,1.15,0.0,2.2,21.8,25.5,True
20020829,4,0.6,1.0151,1.68,0.0,6.0,22.3,28.0,True
20020830,1,0.58,1.0169,2.13,0.0,11.2,22.8,28.6,True
20020831,3,0.59,1.0169,2.12,0.0,9.0,22.6,28.5,True
20020901,4,0.55,1.0177,2.22,0.0,11.2,22.3,27.9,True
20020902,7,0.67,1.0221,1.41,0.0,4.2,20.0,24.6,True
20020903,2,0.58,1.0217,2.01,0.0,10.8,20.9,27.6,True
20020904,4,0.54,1.0181,2.02,0.0,7.3,22.8,28.8,True
20020905,7,0.59,1.0159,1.76,0.0,7.2,22.6,27.8,True
20020906,5,0.74,1.0151,1.57,0.0,4.0,21.0,25.6,True
20020907,5,0.71,1.0148,1.89,0.01,5.8,20.6,27.3,False
20020908,1,0.62,1.0147,1.88,0.0,10.7,22.0,28.6,True
20020909,0,0.59,1.0159,1.94,0.0,10.0,22.1,29.0,True
20020910,6,0.61,1.0146,1.86,0.0,5.5,21.6,26.4,True
20020911,0,0.63,1.0161,1.97,0.0,8.0,20.1,24.6,True
20020912,2,0.41,1.0195,2.08,0.01,9.0,15.6,21.4,False
20020913,8,0.64,1.0212,0.84,0.02,0.1,13.4,15.7,False
20020914,3,0.53,1.0165,1.93,0.04,8.6,15.9,20.3,False
20020915,7,0.74,1.0102,1.16,0.12,2.8,14.2,16.8,False
20020916,5,0.68,1.0133,1.74,0.0,7.5,13.5,18.4,True
20020917,7,0.66,1.0156,1.25,0.0,0.2,13.8,16.6,False
20020918,6,0.67,1.0156,1.09,0.0,2.3,15.6,21.6,True
20020919,4,0.65,1.0158,1.76,0.01,7.3,17.1,23.9,False
20020920,8,0.79,1.0165,0.78,0.25,0.2,16.0,18.9,False
20020921,5,0.67,1.0142,1.91,0.01,7.0,16.3,20.4,False
20020922,8,0.91,1.0094,0.31,0.81,0.0,12.7,16.2,False
20020923,8,0.89,1.0045,0.9,0.61,0.7,13.2,16.6,False
20020924,8,0.98,1.0063,0.2,2.12,0.0,11.0,12.6,False
20020925,8,0.95,1.01,0.3,0.23,0.0,10.3,12.1,False
20020926,5,0.77,1.011,1.03,0.0,5.5,9.2,12.7,False
20020927,7,0.83,1.014,1.0,0.0,0.6,11.0,14.6,False
20020928,7,0.88,1.0208,0.64,0.27,0.0,9.6,11.5,False
20020929,3,0.73,1.0272,1.77,0.0,9.2,12.7,17.2,False
20020930,1,0.69,1.0273,1.84,0.0,9.4,11.7,16.8,False
20021001,1,0.72,1.025,1.82,0.0,9.2,12.0,18.2,True
20021002,3,0.67,1.0256,1.68,0.0,8.9,13.6,19.1,True
20021003,7,0.75,1.0247,1.13,0.0,2.2,12.9,17.9,False
20021004,7,0.82,1.0198,1.15,0.03,3.0,14.8,19.1,False
20021005,4,0.79,1.0195,1.39,0.0,6.9,12.4,15.9,False
20021006,7,0.77,1.0136,0.68,0.03,0.0,12.4,15.9,False
20021007,4,0.72,1.0119,1.12,0.0,4.3,9.5,13.0,False
20021008,7,0.72,1.0145,0.61,0.0,3.4,8.1,11.9,False
20021009,5,0.73,1.018,1.09,0.07,5.3,8.9,12.3,False
20021010,7,0.8,1.016,0.71,0.39,3.7,11.0,14.2,False
20021011,8,0.99,1.0118,0.19,1.03,0.0,10.8,12.6,False
20021012,8,1.0,1.0078,0.11,2.23,0.0,9.6,11.6,False
20021013,7,0.92,1.0119,0.33,0.42,0.0,6.7,9.9,False
20021014,7,0.81,1.0179,0.97,0.14,2.3,8.7,13.1,False
20021015,8,0.9,1.0176,0.39,0.0,0.0,10.7,12.4,False
20021016,8,0.95,1.0134,0.47,0.0,0.0,11.4,13.2,False
20021017,7,0.8,1.0063,1.12,0.29,3.8,15.8,22.3,False
20021018,7,0.85,1.0066,0.28,0.05,1.1,10.6,19.9,False
20021019,5,0.77,1.017,0.81,0.0,1.7,9.2,14.1,False
20021020,6,0.83,1.022,0.56,0.01,2.7,7.0,9.7,False
20021021,6,0.83,1.0166,0.99,0.0,2.0,8.8,13.3,False
20021022,5,0.86,1.0056,0.62,0.19,2.5,12.6,18.3,False
20021023,5,0.86,1.004,1.17,0.22,5.5,14.7,21.1,False
20021024,5,0.72,1.0121,0.91,0.0,2.0,10.7,15.0,False
20021025,8,0.76,1.0185,0.4,0.27,0.0,8.9,12.3,False
20021026,6,0.68,1.0121,0.74,0.0,4.1,13.8,19.5,True
20021027,4,0.64,1.0185,1.08,0.02,6.5,13.3,16.7,False
20021028,3,0.48,1.0178,0.88,0.0,5.8,12.1,16.4,False
20021029,3,0.61,1.0253,0.94,0.0,7.9,8.3,11.8,False
20021030,6,0.77,1.0171,0.29,0.02,0.1,8.2,10.8,False
20021031,8,0.77,1.0217,0.35,0.0,0.0,7.5,9.0,False
20021101,6,0.85,1.0229,0.39,0.03,1.4,7.7,11.7,False
20021102,8,0.96,1.0156,0.19,0.17,0.0,9.2,11.2,False
20021103,7,0.74,1.0147,0.69,0.57,1.2,7.1,11.4,False
20021104,7,0.95,1.0129,0.23,0.45,0.0,1.9,7.1,False
20021105,7,0.79,1.018,0.43,0.01,2.5,3.4,5.8,False
20021106,8,0.72,1.0268,0.21,0.0,0.0,2.5,3.5,False
20021107,8,0.84,1.0163,0.2,0.06,0.0,2.6,3.6,False
20021108,7,0.82,1.0158,0.39,0.0,0.0,3.4,4.9,False
20021109,8,0.88,1.0067,0.33,0.06,0.0,4.9,8.0,False
20021110,4,0.67,1.0069,0.74,0.0,5.4,6.1,8.2,False
20021111,7,0.89,1.0086,0.16,0.55,0.0,3.8,6.4,False
20021112,3,0.81,1.0165,0.78,0.15,6.7,8.9,13.7,False
20021113,8,0.96,1.0133,0.22,0.1,0.0,6.1,7.9,False
20021114,7,0.82,1.0055,0.66,0.0,2.4,11.9,18.5,True
20021115,7,0.69,1.005,0.69,0.0,3.1,15.9,19.7,True
20021116,7,0.63,1.0085,0.38,0.06,0.0,16.6,18.7,False
20021117,7,0.79,1.0128,0.35,0.07,0.9,15.8,18.5,False
20021118,3,0.82,1.017,0.81,0.0,3.5,14.3,18.0,True
20021119,5,0.76,1.0105,0.56,0.01,2.6,11.8,15.8,False
20021120,3,0.72,1.0152,0.73,0.0,3.5,9.4,13.1,False
20021121,7,0.86,1.0135,0.68,0.0,2.5,8.6,12.5,False
20021122,8,0.94,1.0057,0.19,0.32,0.0,8.3,10.6,False
20021123,5,0.81,1.0105,0.36,0.0,1.2,8.5,11.1,False
20021124,5,0.93,1.0195,0.58,0.0,3.7,6.2,9.2,False
20021125,6,0.83,1.0181,0.49,0.0,1.8,8.1,10.3,False
20021126,7,0.83,1.0179,0.62,0.0,1.7,8.9,12.1,False
20021127,7,0.77,1.0198,0.56,0.0,0.9,10.1,12.8,False
20021128,2,0.84,1.0209,0.67,0.0,4.9,8.9,12.5,False
20021129,7,0.88,1.0187,0.51,0.83,0.5,6.4,9.9,False
20021130,6,0.98,1.0168,0.16,0.09,0.0,6.0,7.6,False
20021201,7,0.92,1.019,0.43,0.4,1.1,6.4,8.7,False
20021202,8,0.97,1.0121,0.04,0.63,0.0,5.4,6.1,False
20021203,8,0.93,1.0107,0.09,0.11,0.0,7.7,9.0,False
20021204,7,0.88,1.0133,0.28,0.04,0.6,8.9,10.1,False
20021205,8,0.83,1.0134,0.2,0.36,0.0,9.4,11.0,False
20021206,8,0.92,1.0182,0.19,0.4,0.0,8.1,10.4,False
20021207,7,0.76,1.0224,0.12,0.0,0.0,4.3,7.8,False
20021208,1,0.46,1.0285,0.74,0.0,6.4,0.4,3.9,False
20021209,5,0.54,1.0335,0.49,0.0,2.4,-4.1,-0.7,False
20021210,1,0.7,1.0354,0.69,0.0,5.7,-6.0,-2.7,False
20021211,1,0.75,1.0339,0.78,0.0,5.5,-6.9,-3.4,False
20021212,5,0.73,1.0353,0.59,0.0,2.9,-5.3,-3.2,False
20021213,8,0.7,1.03,0.14,0.0,0.0,-2.5,-1.3,False
20021214,6,0.78,1.0287,0.39,0.06,0.9,-1.2,0.5,False
20021215,8,0.89,1.0287,0.1,0.28,0.0,-1.3,-0.2,False
20021216,8,0.96,1.0267,0.11,0.07,0.0,-0.8,0.0,False
20021217,8,0.97,1.0229,0.13,0.48,0.0,-0.7,0.0,False
20021218,7,0.87,1.0226,0.24,0.0,0.0,0.1,1.6,False
20021219,0,0.76,1.0287,0.65,0.0,6.3,-0.6,2.0,False
20021220,0,0.86,1.0299,0.68,0.0,4.6,-4.0,-1.3,False
20021221,8,0.93,1.0217,0.1,0.0,0.0,-2.5,-1.0,False
20021222,8,0.95,1.022,0.2,0.42,1.1,-0.5,1.6,False
20021223,8,0.97,1.018,0.23,0.07,0.0,-2.0,0.3,False
20021224,7,0.63,1.025,0.29,0.0,0.0,-3.3,-1.0,False
20021225,4,0.53,1.0286,0.6,0.0,5.5,-7.1,-3.7,False
20021226,7,0.82,1.0287,0.4,0.1,0.6,-6.7,-4.3,False
20021227,8,0.98,1.0202,0.12,0.05,0.2,-6.1,-5.2,False
20021228,8,0.98,1.0096,0.24,0.21,0.0,-0.9,0.9,False
20021229,4,0.92,1.0073,0.31,0.26,1.2,3.6,5.6,False
20021230,7,0.84,1.0042,0.24,0.21,0.0,7.4,13.2,False
20021231,7,0.84,1.0066,0.08,0.42,0.0,5.0,14.0,False
20030101,0,0.38,1.0173,0.73,0.01,7.4,-2.0,1.3,False
20030102,8,0.91,1.0092,0.29,0.51,0.0,-2.1,-0.2,False
20030103,4,0.66,0.9982,0.59,0.0,4.2,8.3,12.1,False
20030104,7,0.8,1.0012,0.46,0.31,1.3,6.3,10.0,False
20030105,8,0.9,1.0037,0.05,0.15,0.0,1.2,6.6,False
20030106,2,0.69,1.0113,0.67,0.23,6.4,-4.5,0.2,False
20030107,8,0.95,1.0093,0.15,0.58,0.0,-4.9,-3.4,False
20030108,7,0.81,1.0142,0.52,0.02,0.0,-7.8,-4.5,False
20030109,8,0.88,1.0181,0.21,0.13,0.0,-7.2,-5.4,False
20030110,8,0.88,1.0138,0.22,0.19,0.0,-5.5,-4.4,False
20030111,7,0.89,1.0277,0.3,0.08,0.0,-4.0,-1.8,False
20030112,1,0.82,1.0315,0.49,0.0,5.3,-8.2,-3.8,False
20030113,3,0.84,1.0304,0.34,0.02,0.7,-8.1,-5.4,False
20030114,8,0.93,1.0288,0.11,0.0,0.0,-2.8,-1.7,False
20030115,3,0.76,1.0283,0.83,0.0,6.6,5.1,8.2,False
20030116,6,0.86,1.0264,0.73,0.0,5.0,1.3,4.4,False
20030117,1,0.77,1.0307,0.79,0.05,5.7,2.5,7.0,False
20030118,8,1.0,1.0267,0.21,0.0,0.0,-4.6,-1.2,False
20030119,3,1.0,1.0216,0.3,0.0,3.8,-3.8,-0.1,False
20030120,8,1.0,1.0194,0.18,0.0,0.0,-2.1,-0.7,False
20030121,8,0.98,1.013,0.09,0.0,0.0,-1.9,0.0,False
20030122,8,0.93,1.0071,0.21,0.13,0.0,1.9,2.9,False
20030123,6,0.93,1.0121,0.35,0.0,1.9,3.0,5.9,False
20030124,8,0.94,1.0253,0.3,0.02,0.0,2.8,4.5,False
20030125,4,0.83,1.0323,0.83,0.0,5.8,4.1,7.9,False
20030126,6,0.87,1.0293,0.34,0.0,0.0,1.2,4.0,False
20030127,5,0.9,1.0245,0.3,0.23,2.0,1.3,3.1,False
20030128,6,0.85,1.0112,0.39,0.0,0.0,5.1,9.4,False
20030129,3,0.77,1.0031,0.9,0.0,4.6,3.4,6.8,False
20030130,4,0.83,0.9999,0.82,0.0,5.5,2.2,5.9,False
20030131,8,0.9,1.004,0.26,0.03,0.0,0.4,2.6,False
20030201,6,0.69,1.0161,0.46,0.0,1.0,-0.2,1.9,False
20030202,0,0.56,1.0189,1.1,0.0,7.9,-4.8,-0.8,False
20030203,6,0.73,1.0134,0.6,0.72,0.3,-5.2,-2.0,False
20030204,8,0.98,0.9965,0.17,1.15,0.0,-3.4,-2.6,False
20030205,8,0.96,0.9922,0.19,1.0,0.0,-0.5,1.2,False
20030206,8,0.77,1.0029,0.75,0.0,0.0,-0.2,0.7,False
20030207,2,0.64,1.019,1.2,0.0,8.0,-2.1,-0.1,False
20030208,2,0.69,1.0228,1.14,0.0,5.4,-2.4,1.6,False
20030209,7,0.78,1.0252,0.6,0.0,0.0,-3.5,-0.1,False
20030210,8,0.78,1.0261,0.37,0.01,0.0,0.0,1.5,False
20030211,8,0.9,1.0291,0.4,0.07,0.0,-1.6,0.6,False
20030212,0,0.67,1.0318,1.17,0.0,8.4,-2.9,1.3,False
20030213,1,0.65,1.0311,1.28,0.0,8.1,-4.9,-1.0,False
20030214,0,0.7,1.0287,1.34,0.0,8.2,-4.4,1.2,False
20030215,5,0.74,1.0262,1.02,0.0,3.6,-4.0,-1.7,False
20030216,6,0.71,1.0306,0.84,0.0,0.4,-0.9,1.0,False
20030217,0,0.72,1.0356,1.47,0.0,8.1,-2.9,1.3,False
20030218,3,0.73,1.0276,1.45,0.0,4.7,-3.1,1.2,False
20030219,4,0.72,1.0207,1.31,0.0,6.1,-0.4,3.1,False
20030220,4,0.73,1.0182,1.28,0.0,6.2,1.5,5.7,False
20030221,7,0.71,1.0266,0.73,0.0,0.0,2.9,4.7,False
20030222,0,0.59,1.035,1.52,0.0,8.9,1.2,4.3,False
20030223,0,0.72,1.0374,1.56,0.0,8.2,0.2,5.3,False
20030224,1,0.61,1.0334,1.48,0.0,8.5,2.6,9.3,False
20030225,0,0.75,1.033,1.58,0.0,7.1,-1.3,3.8,False
20030226,0,0.79,1.0304,1.62,0.0,6.7,-3.5,0.9,False
20030227,0,0.76,1.026,1.58,0.0,7.6,-1.9,3.7,False
20030228,1,0.76,1.0267,1.43,0.0,5.2,0.8,6.4,False
20030301,5,0.73,1.025,1.46,0.0,6.0,4.4,10.0,False
20030302,7,0.79,1.0192,1.17,0.0,2.6,3.3,7.1,False
20030303,8,0.83,1.0162,0.48,0.0,0.0,4.3,6.0,False
20030304,8,0.91,1.0223,0.37,0.0,0.0,3.8,5.4,False
20030305,6,0.87,1.0255,0.63,0.0,0.2,1.5,4.9,False
20030306,4,0.73,1.0221,1.56,0.0,5.5,1.5,5.6,False
20030307,0,0.67,1.0244,1.76,0.0,8.0,2.0,7.5,False
20030308,3,0.75,1.0243,1.28,0.0,3.4,3.5,7.2,False
20030309,6,0.74,1.0236,1.15,0.03,2.2,7.1,11.6,False
20030310,7,0.81,1.0241,0.72,0.0,2.5,8.4,12.6,False
20030311,8,0.91,1.0267,0.79,0.0,0.0,6.3,10.8,False
20030312,7,0.77,1.0166,0.59,0.0,0.0,8.7,16.6,False
20030313,5,0.51,1.02,1.4,0.0,7.0,4.6,9.9,False
20030314,7,0.69,1.026,0.82,0.0,0.1,1.9,3.8,False
20030315,4,0.56,1.0328,1.68,0.0,7.5,4.5,8.1,False
20030316,5,0.6,1.0362,1.21,0.0,4.1,5.5,9.0,False
20030317,3,0.58,1.0302,2.0,0.0,9.1,6.3,11.5,False
20030318,7,0.58,1.0259,1.07,0.0,1.3,6.8,10.3,False
20030319,3,0.56,1.0222,1.62,0.0,7.6,8.5,12.9,False
20030320,1,0.6,1.0187,2.0,0.0,9.3,6.4,10.6,False
20030321,1,0.36,1.0252,2.06,0.0,10.0,3.0,6.6,False
20030322,0,0.37,1.0321,2.16,0.0,9.6,0.7,4.6,False
20030323,0,0.34,1.031,2.15,0.0,9.8,3.4,9.2,False
20030324,0,0.28,1.0275,2.12,0.0,10.1,9.4,16.6,False
20030325,0,0.26,1.0218,2.14,0.0,9.4,13.3,19.0,True
20030326,7,0.37,1.02,1.48,0.0,2.2,14.0,19.8,True
20030327,1,0.4,1.023,1.85,0.0,7.6,13.2,19.4,True
20030328,3,0.48,1.0182,1.88,0.0,7.0,12.7,19.6,True
20030329,5,0.47,1.0144,1.52,0.0,3.5,13.3,19.8,True
20030330,4,0.47,1.0139,1.44,0.0,2.7,13.8,19.9,True
20030331,4,0.48,1.0134,1.93,0.02,5.9,13.2,17.3,False
20030401,1,0.34,1.023,2.38,0.0,10.2,9.3,13.4,False
20030402,5,0.48,1.0069,2.04,0.0,5.6,10.2,17.5,False
20030403,7,0.69,1.0077,1.61,0.0,2.7,9.3,12.6,False
20030404,6,0.48,1.019,1.44,0.0,4.6,8.4,12.5,False
20030405,5,0.66,1.0118,1.39,0.05,4.0,5.7,11.4,False
20030406,4,0.55,1.01,2.23,0.08,7.1,1.3,7.3,False
20030407,5,0.54,1.0116,2.09,0.0,6.7,0.9,5.1,False
20030408,6,0.51,1.0153,1.6,0.0,3.1,1.3,4.4,False
20030409,5,0.55,1.0168,1.85,0.0,3.3,2.7,6.6,False
20030410,6,0.54,1.0102,1.99,0.64,5.4,8.6,15.2,False
20030411,7,0.75,1.0109,0.91,0.0,0.3,7.2,12.1,False
20030412,6,0.59,1.0195,1.4,0.0,1.6,8.1,13.1,False
20030413,7,0.48,1.0197,2.19,0.0,6.6,12.4,17.5,False
20030414,6,0.48,1.0248,1.69,0.0,3.5,13.8,17.2,False
20030415,6,0.48,1.0258,2.08,0.0,5.1,14.8,19.5,True
20030416,2,0.39,1.0252,2.53,0.0,9.4,14.8,19.2,True
20030417,3,0.41,1.0257,2.01,0.0,9.6,14.0,18.3,True
20030418,6,0.38,1.018,2.05,0.0,8.0,13.7,17.1,False
20030419,3,0.52,1.0173,2.15,0.0,7.5,12.3,16.5,False
20030420,1,0.49,1.0207,2.14,0.0,8.8,12.5,17.4,False
20030421,1,0.36,1.0179,2.73,0.0,12.3,13.1,18.8,True
20030422,3,0.31,1.0123,2.2,0.0,8.5,14.9,20.8,True
20030423,7,0.52,1.0094,1.11,0.31,2.2,13.7,19.5,False
20030424,7,0.69,1.013,1.12,0.0,2.7,11.9,16.4,False
20030425,3,0.58,1.019,2.22,0.0,9.6,14.0,19.9,True
20030426,3,0.49,1.0171,2.48,0.0,10.8,16.6,22.9,True
20030427,8,0.72,1.0121,0.63,0.26,0.0,14.0,20.6,False
20030428,4,0.55,1.0154,2.86,0.0,10.7,17.1,22.0,True
20030429,5,0.61,1.015,2.75,0.0,12.2,18.4,25.2,True
20030430,4,0.55,1.0179,2.62,0.0,9.2,20.3,27.5,True
20030501,3,0.45,1.0188,2.57,0.0,8.5,20.0,23.4,True
20030502,6,0.46,1.0176,2.44,0.0,9.0,21.7,28.1,True
20030503,6,0.54,1.0164,2.1,0.0,6.3,18.9,25.7,True
20030504,0,0.46,1.0256,3.12,0.0,12.9,17.1,23.9,True
20030505,1,0.41,1.0222,3.15,0.0,13.5,19.3,27.4,True
20030506,0,0.43,1.0195,3.06,0.0,13.5,22.3,30.8,True
20030507,3,0.43,1.0188,2.94,0.0,12.4,24.6,32.4,True
20030508,1,0.41,1.0171,2.92,0.0,12.9,24.5,32.1,True
20030509,6,0.51,1.0142,2.49,0.0,8.4,24.1,29.2,True
20030510,6,0.56,1.0175,2.7,0.0,10.2,22.0,26.8,True
20030511,7,0.6,1.0183,2.47,0.0,6.5,22.6,28.9,True
20030512,3,0.58,1.0166,2.81,0.04,10.5,23.1,30.2,False
20030513,5,0.58,1.0121,2.62,0.02,9.7,22.9,30.1,False
20030514,5,0.71,1.0142,2.51,0.01,9.1,14.2,26.2,False
20030515,4,0.58,1.0173,2.38,0.0,10.6,12.8,17.6,False
20030516,3,0.53,1.0198,2.84,0.0,12.3,13.3,19.2,True
20030517,2,0.48,1.0196,3.13,0.0,12.9,15.6,21.7,True
20030518,4,0.45,1.017,2.88,0.0,11.2,18.6,24.9,True
20030519,5,0.47,1.0172,2.23,0.0,6.9,21.3,27.2,True
20030520,6,0.62,1.0137,2.93,1.26,9.3,19.0,25.2,False
20030521,7,0.86,1.0145,0.94,0.59,0.7,13.1,16.4,False
20030522,7,0.85,1.0177,0.78,0.03,0.0,13.4,16.2,False
20030523,3,0.6,1.0183,2.91,0.0,10.9,18.0,23.2,True
20030524,4,0.58,1.0151,3.0,0.0,10.7,20.4,26.8,True
20030525,5,0.57,1.0118,2.76,0.0,12.7,22.7,28.8,True
20030526,3,0.57,1.0126,2.99,0.04,12.0,24.0,30.2,False
20030527,5,0.55,1.0156,2.85,0.0,9.0,24.1,30.4,True
20030528,4,0.55,1.0146,2.5,0.86,8.2,24.3,29.9,False
20030529,5,0.58,1.0143,2.52,0.0,6.2,22.9,27.4,True
20030530,2,0.44,1.0153,3.28,0.0,11.9,21.7,27.1,True
20030531,4,0.47,1.0136,3.17,0.0,13.7,22.8,29.2,True
20030601,5,0.62,1.0116,2.2,0.0,5.3,21.2,26.6,True
20030602,5,0.68,1.0127,2.01,0.01,5.5,21.2,25.6,False
20030603,3,0.6,1.0152,2.99,0.0,11.7,23.1,29.1,True
20030604,2,0.49,1.0185,3.2,0.0,14.2,24.7,30.4,True
20030605,2,0.49,1.0196,3.19,0.0,13.1,26.0,31.9,True
20030606,1,0.52,1.0173,3.14,0.0,12.5,27.0,33.6,True
20030607,5,0.56,1.0171,2.55,0.0,8.8,26.3,32.2,True
20030608,3,0.46,1.017,3.22,0.0,13.3,27.3,32.6,True
20030609,5,0.54,1.0158,2.88,0.0,13.1,27.3,32.2,True
20030610,2,0.47,1.0185,3.15,0.0,11.7,26.9,31.9,True
