DATE,OSLO_cloud_cover,OSLO_wind_speed,OSLO_wind_gust,OSLO_humidity,OSLO_pressure,OSLO_global_radiation,OSLO_precipitation,OSLO_sunshine,OSLO_temp_mean,OSLO_temp_min,OSLO_temp_max,OSLO_picnic_weather
20020211,6,4.1,9.8,0.82,0.982,0.1,0.42,0.2,-1.1,-2.8,2.2,False
20020212,5,2.6,10.3,0.76,0.9872,0.31,0.0,4.8,-0.8,-3.9,1.9,False
20020213,1,3.4,11.8,0.65,1.0165,0.66,0.0,7.8,-0.5,-3.9,3.2,False
20020214,6,1.0,5.7,0.78,1.0259,0.27,0.0,0.5,-4.6,-7.2,-1.6,False
20020215,4,1.2,6.2,0.71,1.0223,0.48,0.0,5.2,0.5,-5.9,5.0,False
20020216,5,2.2,7.7,0.75,1.0171,0.31,0.0,0.9,3.5,0.6,6.7,False
20020217,7,0.9,8.7,0.78,1.0092,0.22,0.44,0.0,3.5,1.3,5.5,False
20020218,6,1.9,10.8,0.72,0.9957,0.54,0.0,4.9,2.2,0.9,6.1,False
20020219,4,2.4,9.8,0.41,0.9942,0.68,0.0,5.9,-0.2,-2.3,2.4,False
20020220,3,2.7,7.2,0.48,0.9969,0.54,0.0,5.7,-5.0,-6.9,-1.3,False
20020221,4,2.2,9.3,0.53,1.0048,0.64,0.17,5.4,-3.5,-8.7,0.0,False
20020222,8,3.6,18.5,0.91,0.9662,0.18,0.94,0.0,0.7,-0.4,1.9,False
20020223,5,2.1,7.2,0.65,0.9729,0.72,0.0,7.2,1.1,-1.0,4.3,False
20020224,4,2.7,11.3,0.5,0.9882,0.85,0.0,7.2,-2.0,-6.7,1.6,False
20020225,2,1.5,7.7,0.64,0.9934,0.91,0.05,8.4,-2.1,-8.5,3.9,False
20020226,8,4.5,9.3,0.82,0.9827,0.11,0.0,0.0,-1.7,-4.0,0.6,False
20020227,8,0.7,10.3,0.78,0.9791,0.22,0.33,0.0,-0.3,-1.4,1.3,False
20020228,8,4.5,10.3,0.73,0.9885,0.07,0.02,0.3,-1.3,-2.3,-0.1,False
20020301,4,2.9,11.8,0.51,1.0036,0.64,0.0,7.0,-0.6,-5.5,4.5,False
20020302,6,5.0,17.0,0.51,0.9977,0.55,0.0,3.8,-2.0,-3.3,1.5,False
20020303,3,1.5,11.3,0.63,0.9989,0.71,0.0,5.3,-2.8,-8.0,3.6,False
20020304,5,1.4,14.4,0.73,0.9979,0.78,0.0,4.9,2.4,-4.8,8.5,False
20020305,4,5.0,17.0,0.59,0.9925,0.73,0.01,6.8,3.1,0.1,7.3,False
20020306,8,4.5,14.9,0.85,0.9746,0.13,0.48,0.0,0.5,0.0,5.0,False
20020307,3,3.9,10.8,0.55,0.9882,1.2,0.0,9.1,0.6,-3.6,5.3,False
20020308,5,2.4,12.3,0.68,1.0069,0.63,0.16,3.7,1.8,-1.7,5.2,False
20020309,6,5.8,22.6,0.59,0.9842,1.1,0.0,8.3,4.6,1.8,7.6,False
20020310,4,2.6,12.9,0.44,0.9986,1.13,0.39,7.4,2.4,-0.3,6.7,False
20020311,6,4.4,14.9,0.7,0.999,1.09,0.0,7.3,3.7,0.4,8.7,False
20020312,6,3.1,10.3,0.73,1.0051,0.77,0.0,2.3,4.6,0.8,8.1,False
20020313,3,5.1,13.4,0.51,1.0154,1.09,0.0,8.0,1.9,0.9,5.2,False
20020314,0,1.7,5.1,0.54,1.0296,1.39,0.0,10.1,-1.7,-6.5,4.8,False
20020315,0,1.9,6.7,0.46,1.0313,1.39,0.0,10.3,0.3,-6.4,6.9,False
20020316,7,2.9,5.7,0.58,1.0251,0.37,0.1,0.1,-0.1,-2.3,3.1,False
20020317,8,1.0,4.6,0.88,1.0143,0.07,0.12,0.0,0.5,-0.7,1.5,False
20020318,8,2.2,5.1,0.91,0.9987,0.08,0.9,0.0,2.4,1.3,4.0,False
20020319,8,2.6,6.7,0.88,0.9842,0.15,1.05,0.0,4.5,3.5,6.0,False
20020320,6,6.2,17.0,0.56,0.9942,0.79,0.0,2.0,3.3,1.0,6.8,False
20020321,5,4.3,15.4,0.56,1.0046,1.14,0.0,6.2,2.6,-2.7,7.2,False
20020322,3,4.1,9.3,0.5,1.0191,1.46,0.0,8.9,3.9,0.6,8.1,False
20020323,2,3.2,11.3,0.49,1.0363,1.25,0.0,8.8,2.8,1.2,5.3,False
20020324,4,2.1,5.7,0.56,1.0377,1.59,0.0,10.3,0.2,-4.8,6.3,False
20020325,8,1.9,9.3,0.75,1.0278,0.75,0.01,0.6,1.9,-1.9,5.6,False
20020326,4,1.4,5.7,0.71,1.0255,1.13,0.0,6.2,5.6,2.4,11.1,False
20020327,8,3.6,7.7,0.8,1.0273,0.75,0.0,0.0,3.6,1.3,7.9,False
20020328,5,2.1,7.7,0.71,1.0226,1.55,0.0,9.7,6.5,0.8,13.3,False
20020329,1,2.2,6.2,0.74,1.0226,1.59,0.0,7.8,5.1,-0.2,12.2,False
20020330,6,1.5,4.6,0.81,1.0187,0.87,0.0,3.9,2.0,-0.4,7.8,False
20020331,8,1.0,4.6,0.82,1.0143,0.73,0.0,3.0,2.8,-0.1,7.5,False
20020401,8,1.9,4.1,0.8,1.0172,0.6,0.01,0.0,4.3,1.5,8.2,False
20020402,8,0.7,4.6,0.87,1.0242,0.18,0.3,0.0,7.2,6.0,9.1,False
20020403,8,1.7,5.1,0.85,1.0281,0.34,0.0,0.0,7.7,6.0,9.5,False
20020404,5,2.1,8.2,0.72,1.0244,1.55,0.0,7.9,8.0,2.5,14.3,False
20020405,7,2.2,8.2,0.67,1.028,0.58,0.0,1.9,4.4,3.4,10.9,False
20020406,5,2.7,11.3,0.6,1.0225,1.33,0.0,6.9,6.9,-1.6,13.5,False
20020407,6,2.4,9.8,0.59,1.0258,1.09,0.0,4.7,7.9,5.1,11.5,False
20020408,7,1.9,7.7,0.69,1.0267,1.03,0.09,2.4,6.6,4.0,9.6,False
20020409,5,1.7,6.2,0.68,1.0281,1.48,0.0,6.4,5.1,0.6,10.0,False
20020410,5,2.7,9.3,0.61,1.0262,1.87,0.0,10.7,5.1,-2.0,10.9,False
20020411,3,2.6,11.3,0.56,1.0182,1.79,0.0,8.8,6.1,-0.4,11.6,False
20020412,8,3.7,8.7,0.71,1.0089,0.56,0.46,0.0,4.7,1.5,8.6,False
20020413,7,5.5,12.9,0.71,1.0082,0.55,0.01,0.0,6.3,3.6,8.1,False
20020414,8,4.5,10.8,0.69,1.0137,0.26,0.07,0.0,5.8,4.7,8.1,False
20020415,6,3.4,8.2,0.47,1.0188,1.49,0.0,4.9,7.3,4.1,11.0,False
20020416,6,3.3,10.3,0.38,1.0211,2.07,0.0,8.8,7.1,3.3,10.9,False
20020417,5,2.0,8.7,0.5,1.0217,1.76,0.0,7.0,6.7,2.3,11.4,False
20020418,4,2.6,6.2,0.61,1.0201,2.19,0.0,11.0,6.5,0.5,12.0,False
20020419,3,2.1,6.2,0.57,1.0216,2.2,0.0,11.1,8.1,2.4,13.9,False
20020420,3,1.7,6.2,0.76,1.0301,1.46,0.0,6.3,7.3,3.1,13.6,False
20020421,5,2.6,8.2,0.77,1.0328,1.59,0.02,7.4,7.7,4.2,13.4,False
20020422,8,4.8,10.8,0.88,1.023,0.27,0.23,0.0,7.5,5.5,9.7,False
20020423,6,3.9,11.8,0.63,1.015,1.53,0.0,3.8,11.5,7.3,17.1,False
20020424,3,1.7,7.2,0.55,1.0191,2.3,0.0,11.9,12.5,4.6,20.5,True
20020425,8,1.7,6.7,0.91,1.0134,0.31,0.05,0.0,7.5,6.0,15.9,False
20020426,7,3.1,10.3,0.76,1.0008,0.49,0.26,1.0,6.8,6.1,9.2,False
20020427,8,2.1,7.7,0.86,0.9916,0.32,1.33,0.0,6.4,4.9,8.0,False
20020428,6,4.1,13.9,0.63,0.9954,2.03,0.08,7.4,7.0,3.9,10.9,False
20020429,8,4.1,11.8,0.82,0.9957,0.27,1.13,0.2,6.1,4.7,7.5,False
20020430,8,3.6,13.4,0.76,1.0,1.0,1.12,2.1,6.8,4.5,9.6,False
20020501,7,4.8,14.4,0.82,0.9988,0.35,1.48,1.4,7.9,7.1,9.5,False
20020502,5,2.8,9.8,0.71,1.01,1.65,0.06,7.4,8.7,6.7,12.6,False
20020503,6,1.9,5.7,0.7,1.0138,1.09,0.02,3.2,7.8,3.4,12.2,False
20020504,4,1.9,6.2,0.57,1.0173,2.22,0.0,10.2,10.3,3.0,16.4,False
20020505,5,3.4,9.8,0.57,1.0241,2.74,0.0,13.8,12.0,5.1,17.9,False
20020506,5,1.9,13.4,0.43,1.0308,2.54,0.0,13.1,13.2,7.8,18.5,True
20020507,1,2.1,6.7,0.46,1.0279,2.81,0.0,15.2,15.1,7.9,21.1,True
20020508,4,2.1,7.2,0.43,1.0229,2.69,0.0,13.3,14.0,6.3,19.9,True
20020509,4,4.3,13.9,0.49,1.0237,2.49,0.0,11.3,14.4,10.6,18.3,True
20020510,6,2.9,7.7,0.47,1.0212,2.6,0.0,11.6,14.7,10.6,19.5,True
20020511,3,3.3,8.7,0.46,1.0131,2.52,0.15,11.2,15.2,7.1,22.6,False
20020512,6,2.3,8.2,0.77,1.0076,0.86,0.32,3.4,13.8,12.5,20.3,False
20020513,3,1.9,8.2,0.5,1.0133,2.95,0.0,13.2,12.1,6.1,18.8,True
20020514,5,2.9,11.3,0.76,1.0112,2.69,0.01,12.0,12.2,5.6,20.4,False
20020515,6,2.8,9.3,0.69,1.0111,2.05,0.0,6.4,12.9,9.3,16.7,False
20020516,4,2.9,9.8,0.47,1.0089,2.28,0.0,11.9,13.3,8.1,17.6,False
20020517,1,5.8,13.9,0.44,1.0133,3.01,0.0,15.2,14.0,10.3,17.8,False
20020518,1,2.4,8.7,0.43,1.0157,3.11,0.0,15.3,12.4,5.3,18.7,True
20020519,6,3.1,9.8,0.43,1.018,2.81,0.0,14.1,12.9,7.6,19.1,True
20020520,8,3.1,7.7,0.79,1.0183,0.28,0.28,0.0,11.3,10.0,16.0,False
20020521,4,2.2,7.7,0.67,1.0153,2.35,0.0,9.9,15.0,11.5,19.5,True
20020522,6,2.9,9.8,0.47,1.0105,2.34,0.0,10.7,17.1,8.5,23.2,True
20020523,6,2.6,11.3,0.51,1.0069,2.06,0.07,7.2,18.7,14.6,23.4,False
20020524,8,1.9,6.2,0.86,1.0044,0.54,0.61,0.0,13.1,11.8,18.6,False
20020525,7,3.3,13.4,0.81,1.0061,1.03,0.55,1.0,12.5,10.3,16.1,False
20020526,6,1.5,9.3,0.68,1.0143,2.41,0.19,8.3,13.1,8.9,18.4,False
20020527,8,4.6,15.4,0.86,1.0128,0.36,0.94,0.0,10.3,9.6,16.0,False
20020528,8,4.6,10.8,0.87,1.0142,0.17,3.39,0.0,10.8,10.1,11.9,False
20020529,8,2.0,8.2,0.62,1.0144,1.36,0.7,0.1,13.9,9.6,18.3,False
20020530,7,3.3,9.8,0.77,1.0139,1.5,0.03,3.7,12.9,10.8,16.5,False
20020531,7,2.9,9.3,0.75,1.0168,2.73,0.1,9.0,12.5,8.4,17.4,False
20020601,3,2.1,6.2,0.59,1.0216,3.03,0.0,11.4,15.2,8.1,21.5,True
20020602,5,2.9,8.7,0.59,1.0228,2.83,0.0,12.5,15.7,9.2,21.6,True
20020603,3,2.2,8.2,0.56,1.0182,3.17,0.0,13.7,16.0,8.1,22.3,True
20020604,4,3.3,7.2,0.38,1.0138,2.97,0.0,13.4,20.3,13.4,25.5,True
20020605,5,3.4,11.8,0.37,1.0167,3.04,0.0,14.2,20.9,15.1,25.9,True
20020606,2,2.4,7.7,0.4,1.0183,2.69,0.0,14.0,21.0,13.9,25.7,True
20020607,2,2.4,9.3,0.39,1.0153,3.18,0.0,14.5,20.8,13.3,26.6,True
20020608,5,2.4,10.8,0.5,1.0134,2.63,0.0,9.4,19.7,12.4,27.7,True
20020609,2,1.9,7.7,0.45,1.0107,3.13,0.0,14.2,21.7,15.7,26.2,True
20020610,5,4.4,12.3,0.68,1.009,1.7,1.22,6.3,17.8,13.6,23.4,False
20020611,7,3.8,12.9,0.79,1.0064,0.8,0.78,1.4,15.6,13.3,18.3,False
20020612,6,4.6,11.8,0.71,1.0086,2.31,0.0,7.5,14.3,10.2,18.4,True
20020613,6,1.9,9.8,0.64,1.0044,2.25,0.06,8.2,14.1,10.8,18.4,False
20020614,3,3.6,9.8,0.42,1.0062,2.95,0.0,13.9,17.0,8.8,22.8,True
20020615,8,2.4,8.2,0.83,1.0062,0.88,0.45,0.2,13.3,11.4,21.1,False
20020616,3,3.2,11.3,0.61,1.0056,2.86,0.0,7.3,17.6,10.6,24.0,True
20020617,8,2.9,9.8,0.67,1.0127,1.26,0.0,0.5,15.8,12.1,21.6,True
20020618,8,2.8,11.3,0.84,1.0121,1.18,0.69,3.3,17.8,15.8,21.7,False
20020619,4,6.0,13.4,0.52,1.0138,2.89,0.0,12.3,16.6,10.1,21.8,True
20020620,5,3.6,10.3,0.58,1.0184,2.76,0.12,12.3,16.2,9.6,21.5,False
20020621,6,1.9,8.2,0.66,1.0126,1.87,0.01,7.8,15.7,12.0,19.1,False
20020622,6,3.4,12.3,0.67,1.012,2.12,1.31,7.3,15.7,10.3,19.7,False
20020623,7,2.1,9.8,0.8,1.0009,1.32,0.01,2.8,14.3,12.2,17.4,False
20020624,6,4.5,11.3,0.49,1.0104,2.62,0.0,10.4,17.6,12.7,22.7,True
20020625,6,3.9,12.3,0.51,1.0124,2.18,0.0,7.7,15.7,11.1,21.3,True
20020626,7,3.4,10.3,0.72,1.0084,1.14,0.31,0.9,12.6,9.1,16.4,False
20020627,6,2.6,10.3,0.76,0.9992,1.6,0.43,5.8,12.8,10.0,16.3,False
20020628,7,3.1,15.9,0.73,0.9995,1.47,0.56,3.1,12.7,6.8,18.3,False
20020629,5,3.1,10.8,0.47,1.0036,3.09,0.0,12.1,17.5,12.1,22.3,True
20020630,5,2.7,8.7,0.71,1.0,2.45,0.11,10.3,15.2,12.7,19.4,False
20020701,5,3.4,9.8,0.68,0.9962,2.64,0.45,10.6,14.7,10.6,18.8,False
20020702,7,4.8,15.4,0.77,0.9926,1.38,1.33,4.9,13.6,11.6,16.6,False
20020703,7,3.8,11.8,0.73,0.9997,1.98,0.02,6.7,13.8,11.4,18.2,False
20020704,7,3.3,7.7,0.76,1.0049,0.87,0.88,0.4,14.7,12.8,17.2,False
20020705,4,3.1,11.3,0.65,1.0045,2.83,0.0,10.8,17.0,13.3,21.5,True
20020706,5,3.8,13.9,0.67,1.0074,2.68,0.15,10.2,16.0,12.4,20.5,False
20020707,6,4.3,11.8,0.67,1.009,2.21,0.0,7.9,16.3,13.3,20.5,True
20020708,8,2.6,10.3,0.81,1.0111,0.7,1.16,0.4,13.9,12.8,17.8,False
20020709,8,3.1,8.2,0.84,1.0116,0.6,1.28,0.8,17.0,13.9,21.1,False
20020710,7,1.9,6.7,0.82,1.0097,0.99,2.59,0.9,20.0,17.6,23.1,False
20020711,6,4.5,15.4,0.65,1.0079,1.69,0.09,6.0,18.5,16.7,22.2,False
20020712,6,2.4,10.8,0.73,1.02,2.11,0.14,9.1,15.6,13.1,19.4,False
20020713,6,2.2,7.7,0.64,1.025,2.66,0.01,11.1,17.2,12.5,22.4,False
20020714,5,2.1,5.1,0.67,1.0256,1.77,0.0,5.3,17.9,13.6,22.9,True
20020715,5,3.1,8.2,0.7,1.0213,2.57,0.0,10.7,19.0,13.0,24.6,True
20020716,4,2.2,8.2,0.58,1.0176,3.03,0.0,13.4,19.2,13.3,24.9,True
20020717,4,2.1,7.2,0.61,1.0156,2.85,0.0,11.7,19.8,15.8,24.5,True
20020718,7,2.9,9.3,0.64,1.0151,0.92,0.17,1.0,18.5,14.8,21.8,False
20020719,8,2.9,8.7,0.78,1.0132,0.75,0.79,0.0,17.7,15.4,20.7,False
20020720,6,2.2,8.7,0.76,1.0106,1.76,0.24,5.1,19.3,16.5,23.2,False
20020721,7,3.9,10.3,0.79,1.008,1.32,0.73,1.7,18.0,16.7,21.8,False
20020722,8,5.1,12.3,0.84,0.9989,0.74,1.43,0.0,17.4,16.6,19.8,False
20020723,7,1.4,7.2,0.8,0.9957,1.19,1.01,0.4,17.2,15.1,20.0,False
20020724,8,1.0,7.7,0.84,0.9972,0.44,0.65,0.0,14.6,13.5,18.9,False
20020725,5,2.8,11.3,0.58,1.0015,1.93,0.0,7.9,16.7,13.3,21.1,True
20020726,5,2.2,8.7,0.75,1.0028,2.23,0.0,8.2,16.7,10.9,22.6,True
20020727,3,2.9,8.2,0.52,1.0157,2.81,0.0,13.8,17.0,10.8,23.0,True
20020728,8,3.1,9.3,0.78,1.0208,0.68,0.0,1.0,18.0,15.6,20.9,True
20020729,3,2.2,7.7,0.72,1.0222,2.33,0.0,9.4,20.8,17.2,25.9,True
20020730,4,2.4,7.7,0.67,1.0199,1.65,0.07,7.8,22.2,15.9,26.6,False
20020731,6,3.3,8.2,0.67,1.0177,1.7,0.01,7.0,21.2,18.1,24.9,False
20020801,4,3.3,9.3,0.53,1.0144,2.54,0.0,13.6,24.0,17.7,27.8,True
20020802,6,4.5,11.8,0.57,1.0185,1.67,0.0,7.5,21.3,19.4,26.6,True
20020803,4,2.9,6.7,0.55,1.0188,2.53,0.0,13.9,19.9,15.1,24.2,True
20020804,2,1.6,5.1,0.56,1.0166,2.73,0.0,14.2,20.7,13.9,26.5,True
20020805,4,2.2,6.7,0.51,1.019,2.65,0.0,13.3,21.7,14.6,26.9,True
20020806,3,1.9,5.1,0.56,1.0184,2.66,0.0,14.2,21.0,14.1,26.2,True
20020807,2,1.2,5.7,0.65,1.0166,2.38,0.0,11.2,21.0,14.4,28.2,True
20020808,5,1.9,7.7,0.61,1.0143,2.03,0.0,9.1,20.3,15.1,25.7,True
20020809,4,1.5,6.2,0.61,1.0116,1.89,0.0,8.5,19.9,13.9,26.9,True
20020810,5,2.4,6.7,0.56,1.0115,1.78,0.01,8.9,20.4,16.1,25.1,False
20020811,7,4.3,7.2,0.63,1.0064,1.04,0.46,2.7,19.4,16.4,23.4,False
20020812,8,2.1,9.3,0.84,1.0051,0.39,1.77,0.0,18.5,17.2,21.5,False
20020813,2,1.7,6.7,0.69,1.0078,2.42,0.0,13.0,20.7,14.6,26.4,True
20020814,3,1.7,6.2,0.66,1.0125,2.35,0.0,12.1,21.0,14.9,26.9,True
20020815,1,2.1,7.2,0.59,1.0169,2.39,0.0,12.9,21.1,15.1,26.6,True
20020816,5,1.0,5.1,0.72,1.0202,1.47,0.0,5.6,19.9,16.1,25.5,True
20020817,2,1.7,4.6,0.66,1.0214,2.29,0.0,13.4,21.6,15.3,27.8,True
20020818,3,1.9,5.1,0.61,1.0224,2.0,0.0,10.4,21.9,17.4,26.8,True
20020819,2,2.4,6.2,0.59,1.0218,2.24,0.0,13.0,21.2,15.8,26.6,True
20020820,7,1.7,6.2,0.7,1.02,1.15,0.37,5.3,19.1,15.7,23.8,False
20020821,4,1.4,5.7,0.62,1.0179,2.15,0.0,12.9,21.5,15.5,27.0,True
20020822,3,1.0,5.1,0.55,1.0198,2.18,0.0,13.1,21.1,13.4,27.2,True
20020823,1,1.2,7.2,0.57,1.022,2.12,0.0,12.7,21.4,15.5,28.1,True
20020824,3,1.7,6.7,0.55,1.0237,1.73,0.0,9.8,21.7,15.1,26.9,True
20020825,4,2.2,6.2,0.62,1.0238,2.0,0.0,11.1,21.1,16.1,25.8,True
20020826,1,1.2,5.1,0.62,1.0231,1.99,0.0,12.5,20.4,14.8,26.4,True
20020827,6,2.9,9.3,0.8,1.017,1.63,0.0,7.5,18.3,13.3,23.9,True
20020828,5,1.7,7.2,0.58,1.0123,1.54,0.0,7.0,18.7,14.9,23.8,True
20020829,6,2.7,10.8,0.78,1.0104,1.33,0.24,5.1,17.4,12.0,23.5,False
20020830,5,3.4,10.8,0.61,1.0083,1.08,0.62,4.0,17.5,14.4,20.8,False
20020831,5,3.8,17.5,0.67,1.002,1.3,0.52,7.0,17.1,14.1,22.1,False
20020901,3,2.2,12.3,0.56,1.0216,1.94,0.0,11.1,15.9,7.3,23.4,True
20020902,6,3.4,9.8,0.71,1.0248,1.25,0.0,5.7,16.4,12.5,20.9,True
20020903,3,2.2,7.2,0.63,1.0245,1.9,0.0,11.8,17.7,10.7,23.7,True
20020904,6,2.2,8.7,0.68,1.0163,1.55,0.62,8.2,18.3,13.4,22.9,False
20020905,7,3.9,13.4,0.79,1.0071,0.94,0.43,4.1,16.1,15.5,20.6,False
20020906,6,2.4,11.3,0.75,1.0054,0.88,0.65,5.1,16.2,11.6,19.8,False
20020907,8,2.1,8.2,0.85,1.0082,0.53,4.87,0.4,14.7,12.2,17.8,False
20020908,5,2.1,6.2,0.81,1.0179,1.14,0.0,5.8,17.4,14.9,21.4,True
20020909,1,0.7,5.7,0.74,1.0246,1.55,0.0,10.8,18.5,13.8,24.1,True
20020910,2,2.4,8.7,0.53,1.025,1.69,0.0,12.0,18.4,15.3,22.6,True
20020911,0,1.7,5.7,0.65,1.0319,1.64,0.0,11.8,16.6,11.5,22.1,True
20020912,3,1.0,3.6,0.71,1.0308,1.53,0.0,11.5,17.3,10.2,24.3,True
20020913,5,1.4,9.3,0.66,1.0229,1.22,0.0,9.9,18.4,12.1,25.0,True
20020914,3,5.0,14.9,0.47,1.0211,1.5,0.0,11.3,15.0,11.4,20.8,True
20020915,4,1.3,11.8,0.62,1.0216,1.57,0.01,9.9,10.5,5.6,16.0,False
20020916,6,1.2,4.0,0.7,1.0123,0.59,0.0,6.3,14.7,9.4,19.4,True
20020917,6,1.9,9.0,0.74,1.0077,1.1,0.0,2.2,14.2,10.5,17.0,False
20020918,4,2.9,8.0,0.58,1.0094,0.35,0.0,7.8,12.9,8.9,17.1,False
20020919,6,1.5,6.7,0.64,1.0143,0.91,0.0,4.1,10.3,7.0,13.1,False
20020920,3,2.6,7.2,0.75,1.0129,1.08,0.0,9.3,9.2,5.5,15.1,False
20020921,7,2.1,5.1,0.79,1.0147,0.9,2.45,2.4,9.2,4.7,13.1,False
20020922,7,3.4,9.8,0.79,1.02,0.77,0.03,4.1,7.4,6.4,10.3,False
20020923,5,1.7,8.7,0.76,1.0239,1.22,0.0,7.6,6.3,1.4,10.7,False
20020924,7,1.5,5.7,0.73,1.0146,0.87,0.05,3.7,11.5,6.1,16.3,False
20020925,7,2.4,9.8,0.59,1.0126,0.7,0.0,0.4,8.5,7.4,13.5,False
20020926,4,2.2,7.2,0.61,1.016,1.02,0.0,6.0,7.0,5.3,11.7,False
20020927,6,1.0,5.1,0.76,1.0197,1.11,0.0,5.9,7.2,1.1,12.7,False
20020928,7,1.2,11.3,0.76,1.0174,0.91,0.0,5.6,10.7,6.1,16.8,False
20020929,6,2.1,8.7,0.65,1.0177,0.96,0.06,6.9,12.7,7.3,18.6,False
20020930,7,2.0,7.7,0.84,1.0165,0.52,0.02,0.4,12.0,9.7,14.4,False
20021001,8,1.9,9.3,0.72,1.0237,0.33,0.01,0.0,9.7,8.7,12.5,False
20021002,7,1.0,4.1,0.79,1.0235,0.53,0.0,0.5,10.0,7.3,12.0,False
20021003,7,1.3,3.6,0.8,1.016,0.29,0.69,0.0,11.2,10.2,12.4,False
20021004,8,2.2,5.1,0.89,1.0137,0.16,0.75,0.0,8.5,8.1,11.5,False
20021005,7,2.7,8.7,0.81,1.0168,0.35,0.02,0.1,5.9,4.6,8.4,False
20021006,7,2.7,7.2,0.7,1.0234,0.52,0.0,0.4,4.0,2.6,6.3,False
20021007,4,3.9,10.3,0.62,1.0252,1.03,0.0,8.0,3.3,0.6,5.6,False
20021008,8,3.9,8.7,0.63,1.0258,0.41,0.0,0.0,3.8,2.5,5.2,False
20021009,8,2.7,9.3,0.67,1.0276,0.45,0.0,0.9,4.1,3.0,5.7,False
20021010,7,3.4,8.2,0.65,1.0296,0.46,0.0,1.7,4.1,1.3,6.4,False
20021011,8,3.1,8.7,0.61,1.0337,0.18,0.0,0.0,3.1,2.1,4.5,False
20021012,8,3.9,10.8,0.73,1.033,0.34,0.0,1.0,3.1,2.3,4.9,False
20021013,8,5.7,10.8,0.7,1.0309,0.13,0.0,0.0,2.9,2.1,3.7,False
20021014,8,5.8,11.8,0.77,1.0237,0.2,0.51,0.0,2.9,2.0,4.5,False
20021015,8,6.7,12.3,0.81,1.0165,0.15,0.05,0.0,1.9,1.2,2.4,False
20021016,5,2.6,10.3,0.73,1.008,0.57,0.0,3.0,1.7,0.7,4.1,False
20021017,8,4.9,10.8,0.73,1.0023,0.14,0.01,0.0,0.5,-1.0,1.8,False
20021018,8,4.1,9.8,0.7,1.0074,0.32,0.01,0.0,-0.1,-0.8,1.2,False
20021019,3,2.1,6.7,0.73,1.0104,0.78,0.72,8.2,-1.8,-5.2,1.5,False
20021020,7,1.4,4.6,0.86,1.0112,0.38,0.0,1.7,-0.3,-2.6,2.0,False
20021021,8,1.7,5.7,0.86,1.0095,0.16,0.0,0.0,0.6,-1.8,1.5,False
20021022,8,5.5,11.3,0.84,1.0034,0.15,1.54,0.0,0.3,-0.7,1.4,False
20021023,8,4.3,13.4,0.89,0.9842,0.15,2.56,0.0,3.7,0.8,5.6,False
20021024,4,5.0,10.3,0.71,0.9915,0.45,0.0,4.0,5.1,4.0,7.4,False
20021025,8,2.4,9.3,0.88,0.9903,0.14,3.15,0.0,4.1,0.7,7.5,False
20021026,5,3.9,12.9,0.67,0.9813,0.47,0.0,5.4,7.4,4.7,10.2,False
20021027,5,1.7,6.7,0.7,0.9906,0.4,0.0,4.8,3.2,0.0,6.3,False
20021028,2,1.2,6.7,0.68,1.0034,0.53,0.0,6.7,2.9,-0.4,8.1,False
20021029,5,0.5,6.7,0.78,1.01,0.25,0.0,2.0,0.7,-1.8,4.4,False
20021030,0,0.8,4.1,0.76,1.0138,0.62,0.0,6.4,-1.0,-4.4,4.1,False
20021031,3,0.7,5.7,0.8,1.0077,0.42,0.0,5.0,2.1,-2.0,6.1,False
20021101,1,3.8,9.8,0.67,1.0143,0.41,0.0,7.3,1.6,-1.9,6.8,False
20021102,0,1.7,6.7,0.78,1.0253,0.43,0.0,7.5,-1.6,-4.1,2.4,False
20021103,5,3.1,6.2,0.82,1.0234,0.36,0.0,3.4,-3.2,-5.5,-1.4,False
20021104,5,0.9,8.2,0.78,1.0226,0.25,0.0,2.7,-1.2,-2.3,0.8,False
20021105,6,1.4,5.1,0.88,1.024,0.19,0.03,1.5,-5.5,-7.1,-2.3,False
20021106,8,3.3,12.9,0.91,1.0122,0.1,2.88,0.0,1.7,-4.9,3.8,False
20021107,8,2.2,7.7,0.88,1.0043,0.09,0.0,0.0,4.5,3.5,5.5,False
20021108,8,2.1,5.1,0.85,1.0022,0.12,0.1,0.0,2.5,1.5,3.5,False
20021109,8,5.3,12.3,0.76,1.0064,0.06,0.01,0.0,0.7,0.1,1.9,False
20021110,4,3.8,12.9,0.72,1.0151,0.28,0.0,4.6,-4.4,-5.4,0.1,False
20021111,3,2.4,8.2,0.79,1.0119,0.34,0.03,6.6,-7.2,-8.3,-4.5,False
20021112,8,3.9,9.3,0.85,1.0076,0.08,1.26,0.0,-7.1,-9.4,-5.9,False
20021113,8,6.4,13.9,0.82,0.9964,0.08,0.37,0.0,-4.5,-6.0,-3.3,False
20021114,8,5.1,9.8,0.79,0.9996,0.08,1.0,0.0,-1.8,-3.5,-0.9,False
20021115,8,3.3,11.8,0.89,0.9998,0.07,0.1,0.0,0.8,-1.1,1.6,False
20021116,8,1.2,3.6,0.9,1.0069,0.03,0.03,0.0,1.8,1.1,2.3,False
20021117,8,1.0,4.1,0.9,1.0036,0.09,0.12,0.0,2.2,1.1,3.2,False
20021118,4,1.5,7.2,0.78,1.0104,0.17,0.0,3.4,0.1,-1.9,2.2,False
