DATE,BASEL_cloud_cover,BASEL_humidity,BASEL_pressure,BASEL_global_radiation,BASEL_precipitation,BASEL_sunshine,BASEL_temp_mean,BASEL_temp_min,BASEL_temp_max,BASEL_picnic_weather
20020322,8,0.77,1.0251,0.61,0.16,0.0,9.7,7.6,11.9,False
20020323,4,0.67,1.029,1.7,0.0,5.5,5.1,2.0,8.9,False
20020324,7,0.62,1.0311,0.88,0.0,1.0,4.8,1.3,7.7,False
20020325,2,0.6,1.0284,2.07,0.0,7.6,2.6,-2.5,8.4,False
20020326,1,0.64,1.0274,2.14,0.0,10.9,3.0,-3.4,9.3,False
20020327,1,0.62,1.0279,2.09,0.0,10.2,3.4,-3.1,11.0,False
20020328,0,0.5,1.026,2.19,0.0,10.7,6.0,-1.2,13.3,False
20020329,0,0.48,1.0232,2.2,0.0,11.0,9.9,3.8,17.2,False
20020330,8,0.66,1.0244,0.66,0.0,0.0,6.6,2.8,11.0,False
20020331,1,0.57,1.0206,2.06,0.0,10.1,9.7,3.0,17.1,False
20020401,1,0.5,1.0176,2.22,0.0,11.2,11.2,3.4,19.1,True
20020402,3,0.46,1.0142,2.3,0.0,11.5,12.6,4.6,20.3,True
20020403,1,0.48,1.0053,2.22,0.0,11.0,12.8,5.2,20.5,True
20020404,2,0.52,1.0041,2.2,0.0,10.6,11.1,3.2,19.5,True
20020405,1,0.47,1.0053,2.3,0.0,10.8,10.1,2.6,16.7,False
20020406,3,0.38,1.0119,2.44,0.0,10.8,8.2,3.8,14.1,False
20020407,6,0.48,1.017,1.82,0.16,3.1,5.8,-0.3,13.9,False
20020408,7,0.59,1.0171,1.11,0.0,0.2,7.8,3.9,11.3,False
20020409,3,0.49,1.0141,2.15,0.0,8.1,6.6,-1.4,15.1,False
20020410,5,0.49,1.0086,1.99,0.0,6.6,7.3,1.4,14.3,False
20020411,3,0.58,1.0033,2.31,0.0,8.0,10.3,4.4,15.6,False
20020412,7,0.71,0.997,1.36,0.78,1.6,9.5,4.3,13.8,False
20020413,8,0.96,1.0009,0.23,1.95,0.0,7.6,6.0,9.4,False
20020414,7,0.92,1.0116,0.45,0.55,0.0,5.3,2.6,7.1,False
20020415,7,0.79,1.0163,1.51,0.04,3.1,5.7,2.2,10.4,False
20020416,6,0.81,1.0178,1.37,0.02,2.1,4.9,0.0,10.0,False
20020417,8,0.74,1.0185,1.15,0.0,0.5,8.6,5.1,11.7,False
20020418,6,0.66,1.0193,2.18,0.05,6.9,10.0,3.4,16.7,False
20020419,5,0.74,1.0232,1.62,0.01,4.7,8.8,4.0,14.4,False
20020420,7,0.8,1.0292,1.99,0.11,3.5,7.0,2.4,13.1,False
20020421,7,0.78,1.0328,1.14,0.0,0.3,9.2,4.1,15.2,False
20020422,5,0.68,1.0314,2.39,0.0,8.0,12.2,4.7,18.6,True
20020423,4,0.62,1.0293,2.26,0.0,6.1,14.0,6.3,21.0,True
20020424,8,0.8,1.027,0.88,0.04,0.0,13.1,10.0,16.5,False
20020425,6,0.65,1.0212,2.03,0.0,5.1,16.6,11.2,22.5,True
20020426,8,0.77,1.0134,0.95,0.53,1.9,12.7,9.1,19.7,False
20020427,4,0.62,1.0166,2.05,0.0,6.1,9.6,6.6,13.7,False
20020428,7,0.55,1.0097,1.84,0.0,3.3,11.7,4.4,18.3,True
20020429,7,0.57,1.0135,1.62,0.03,2.9,11.8,8.2,14.9,False
20020430,6,0.56,1.0132,2.88,0.0,11.4,14.0,6.8,21.3,True
20020501,8,0.84,1.0118,0.45,2.55,0.0,10.5,8.3,15.1,False
20020502,8,0.92,1.0115,0.7,1.88,0.0,8.9,8.0,10.3,False
20020503,8,0.96,1.0126,0.2,1.16,0.0,6.9,6.4,8.2,False
20020504,8,0.94,1.0141,0.26,1.85,0.0,7.0,5.1,8.2,False
20020505,8,0.79,1.018,1.41,0.0,0.4,7.3,3.5,10.1,False
20020506,5,0.8,1.0217,1.88,0.0,4.9,7.9,1.2,14.3,False
20020507,7,0.83,1.0176,2.46,0.0,7.2,11.4,5.3,17.7,False
20020508,7,0.89,1.0094,1.16,0.0,0.0,12.5,8.4,16.9,False
20020509,7,0.78,1.0085,1.99,0.38,2.3,16.0,10.7,22.4,False
20020510,3,0.67,1.009,3.03,0.0,11.6,15.2,9.2,22.2,True
20020511,7,0.77,1.0117,1.25,0.0,0.3,14.0,10.7,17.3,False
20020512,7,0.79,1.0157,1.65,2.51,1.2,13.4,10.6,17.9,False
20020513,7,0.76,1.0163,2.18,0.12,5.3,15.1,10.6,20.7,False
20020514,2,0.62,1.023,2.98,0.0,11.4,15.3,9.9,20.6,True
20020515,3,0.57,1.0264,3.17,0.0,12.9,16.1,7.8,22.8,True
20020516,1,0.56,1.0207,3.15,0.0,13.5,19.0,8.8,27.4,True
20020517,3,0.55,1.0128,3.01,0.0,12.6,21.8,12.2,29.5,True
20020518,8,0.77,1.0179,0.76,0.61,0.0,15.1,11.6,19.7,False
20020519,8,0.81,1.0224,0.92,0.0,0.2,13.7,10.8,17.0,False
20020520,2,0.66,1.0157,3.27,0.0,13.6,16.0,9.1,22.8,True
20020521,2,0.57,1.0072,3.08,0.0,13.3,19.1,10.7,26.2,True
20020522,7,0.65,1.0047,1.58,0.0,1.8,18.2,12.3,23.8,True
20020523,8,0.89,1.0108,0.32,1.98,0.0,11.3,10.1,13.6,False
20020524,6,0.76,1.0145,2.3,0.0,5.4,14.3,9.5,19.3,True
20020525,6,0.85,1.0171,0.9,0.88,3.5,11.2,6.7,15.2,False
20020526,7,0.78,1.0125,2.37,0.14,6.4,11.9,5.8,17.2,False
20020527,8,0.86,1.0107,0.83,0.18,0.0,10.7,8.9,12.3,False
20020528,6,0.73,1.0136,1.92,0.0,3.4,12.4,8.1,17.6,False
20020529,7,0.72,1.0204,1.64,0.01,2.9,12.7,9.1,16.8,False
20020530,5,0.65,1.0242,3.21,0.0,11.5,14.4,6.9,20.9,True
20020531,1,0.6,1.0248,3.33,0.0,13.6,16.9,8.7,23.4,True
20020601,2,0.63,1.022,3.32,0.0,14.1,17.7,8.4,25.4,True
20020602,3,0.59,1.0176,3.18,0.0,11.7,19.0,9.8,27.4,True
20020603,7,0.72,1.0129,1.26,0.01,1.1,17.4,12.7,21.3,False
20020604,3,0.81,1.0073,2.3,0.12,7.5,19.8,14.1,27.2,False
20020605,8,0.92,1.0001,0.84,1.58,1.0,15.3,13.0,21.8,False
20020606,7,0.85,1.0015,1.85,0.19,3.2,15.9,13.1,19.6,False
20020607,7,0.78,1.0082,1.37,0.0,1.7,14.4,12.2,18.6,True
20020608,7,0.75,1.0092,2.13,0.49,2.9,15.5,12.0,20.9,False
20020609,8,0.9,1.0106,0.92,1.24,0.3,15.2,13.2,18.2,False
20020610,7,0.75,1.0172,1.55,0.0,0.8,13.1,9.8,15.9,False
20020611,6,0.71,1.0204,2.14,0.0,5.3,14.5,9.7,19.5,True
20020612,4,0.67,1.0198,3.15,0.0,11.6,17.7,9.4,25.5,True
20020613,6,0.65,1.0196,3.14,0.0,10.4,20.9,13.5,27.0,True
20020614,1,0.64,1.0176,3.28,0.0,13.9,22.9,13.3,30.3,True
20020615,7,0.64,1.0167,2.88,0.0,7.6,23.9,18.0,30.6,True
20020616,5,0.74,1.019,2.38,0.0,6.6,23.3,18.3,29.4,True
20020617,2,0.61,1.0181,3.13,0.0,13.2,25.8,17.7,34.2,True
20020618,2,0.56,1.0174,3.11,0.0,12.5,26.8,18.5,34.5,True
20020619,3,0.65,1.0181,3.11,0.22,12.6,25.1,18.5,31.6,False
20020620,7,0.8,1.0194,2.02,2.06,4.0,23.3,18.2,28.0,False
20020621,6,0.76,1.0204,2.79,0.0,8.3,23.0,18.0,28.6,True
20020622,3,0.74,1.0206,3.11,0.0,10.6,24.2,18.7,29.4,True
20020623,1,0.69,1.0178,3.17,1.29,13.6,24.6,18.6,30.6,False
20020624,8,0.89,1.0223,0.89,0.7,0.1,18.9,17.4,20.4,False
20020625,1,0.66,1.0244,3.04,0.0,11.7,19.1,13.9,25.2,True
20020626,1,0.63,1.0212,3.34,0.0,14.3,20.1,12.4,26.8,True
20020627,5,0.66,1.015,2.15,0.03,6.8,19.8,14.4,26.1,False
20020628,6,0.59,1.0178,2.52,0.0,6.0,16.0,11.3,20.4,True
20020629,1,0.6,1.0216,3.33,0.0,13.5,15.6,9.3,21.6,True
20020630,4,0.58,1.0179,3.33,0.0,13.5,16.5,8.8,23.9,True
20020701,5,0.55,1.0113,2.95,0.07,10.1,19.7,11.9,26.1,False
20020702,8,0.74,1.0107,0.58,0.01,0.0,16.6,15.1,18.0,False
20020703,6,0.68,1.0089,1.78,0.6,5.1,17.8,12.8,24.0,False
20020704,4,0.73,1.0199,1.74,0.0,3.5,14.7,10.4,18.4,True
20020705,1,0.65,1.0156,3.34,0.43,14.0,17.2,9.1,24.7,False
20020706,7,0.82,1.017,1.45,0.09,2.6,16.1,13.8,21.0,False
20020707,2,0.71,1.0189,2.76,0.0,8.8,19.4,13.6,25.2,True
20020708,1,0.67,1.0141,3.13,0.0,13.6,21.9,13.7,29.8,True
20020709,6,0.77,1.0109,2.01,0.7,5.4,21.5,17.5,28.3,False
20020710,7,0.85,1.0137,0.94,0.21,1.6,15.9,12.1,21.0,False
20020711,4,0.7,1.0206,2.59,0.0,8.2,17.2,11.2,23.3,True
20020712,2,0.64,1.0183,3.17,0.83,12.6,19.6,12.1,26.6,False
20020713,8,0.8,1.0165,1.83,0.89,1.4,17.6,15.2,23.0,False
20020714,7,0.85,1.0193,1.7,0.06,1.8,17.4,14.9,21.4,False
20020715,8,0.9,1.0145,0.53,0.75,0.0,17.8,16.6,19.9,False
20020716,8,0.95,1.0121,0.3,1.51,0.0,16.1,15.5,17.7,False
20020717,8,0.94,1.0145,0.39,2.64,0.0,16.2,14.4,17.3,False
20020718,7,0.76,1.0165,2.15,0.0,3.7,17.9,13.8,23.0,True
20020719,3,0.72,1.017,3.13,0.0,11.2,17.7,11.6,23.8,True
20020720,2,0.68,1.0161,3.09,0.0,12.7,19.8,12.0,27.0,True
20020721,7,0.7,1.0149,1.48,0.0,1.7,20.2,15.8,24.4,True
20020722,4,0.63,1.0191,3.02,0.0,11.6,18.4,13.1,23.7,True
20020723,2,0.64,1.0161,3.08,0.0,12.7,19.1,12.2,26.4,True
20020724,6,0.68,1.0162,1.72,0.0,1.9,19.0,15.5,22.1,True
20020725,7,0.66,1.0175,1.62,0.0,0.8,18.4,14.8,21.0,True
20020726,8,0.71,1.0197,1.2,0.01,0.2,18.0,14.4,21.6,False
20020727,1,0.69,1.0184,2.92,0.0,13.0,20.8,13.4,27.8,True
20020728,1,0.67,1.0173,3.06,0.0,13.7,22.1,15.2,28.8,True
20020729,1,0.67,1.0155,2.9,0.0,12.6,23.4,17.0,30.4,True
20020730,2,0.69,1.0107,2.14,0.21,9.0,23.5,17.3,29.6,False
20020731,7,0.82,1.0105,1.69,0.38,2.7,19.8,16.5,25.1,False
20020801,5,0.86,1.0137,1.29,0.6,1.5,16.6,12.5,22.5,False
20020802,5,0.69,1.015,2.69,0.44,9.5,18.4,11.2,25.6,False
20020803,8,0.86,1.0148,1.46,0.57,1.5,18.4,15.3,22.5,False
20020804,7,0.92,1.0146,0.96,1.48,1.4,17.2,14.6,20.1,False
20020805,6,0.78,1.0146,2.28,0.41,7.4,17.8,13.0,23.8,False
20020806,7,0.88,1.0143,1.11,1.79,1.2,16.6,14.9,20.1,False
20020807,7,0.83,1.0165,1.37,0.46,2.4,16.9,14.0,21.8,False
20020808,3,0.76,1.0132,2.55,0.0,7.3,17.5,12.4,23.7,True
20020809,8,0.88,1.0085,1.18,0.56,0.8,15.8,13.0,21.1,False
20020810,8,0.94,1.006,0.48,2.1,0.0,13.5,12.1,14.9,False
20020811,8,0.9,1.0074,0.33,0.72,0.0,14.2,12.0,16.8,False
20020812,5,0.77,1.0142,1.32,0.08,2.3,16.4,14.7,20.3,False
20020813,5,0.72,1.0202,2.42,0.0,8.1,18.1,13.2,23.0,True
20020814,1,0.7,1.0192,2.77,0.0,12.6,18.0,11.1,25.9,True
20020815,1,0.72,1.017,2.79,0.0,12.7,19.6,12.3,26.8,True
20020816,1,0.7,1.017,2.75,0.0,12.7,20.9,14.2,27.6,True
20020817,1,0.73,1.0148,2.66,0.0,12.4,21.5,14.7,27.6,True
20020818,1,0.67,1.0132,2.69,0.0,12.4,22.0,15.4,29.3,True
20020819,5,0.64,1.0146,2.4,0.0,8.9,23.0,16.3,30.9,True
20020820,7,0.84,1.0161,1.03,0.3,1.2,19.5,16.5,25.9,False
20020821,6,0.71,1.0167,1.98,0.0,6.2,18.5,13.5,22.4,True
20020822,1,0.73,1.0159,2.49,0.0,11.2,17.2,10.9,23.9,True
20020823,7,0.76,1.0159,1.96,0.0,6.1,19.5,14.7,25.5,True
20020824,7,0.78,1.0187,1.84,0.0,4.8,19.9,15.9,24.8,True
20020825,6,0.82,1.0191,1.89,0.0,4.1,19.5,15.6,24.7,True
20020826,7,0.82,1.0155,1.26,0.6,1.2,18.3,14.4,23.8,False
20020827,8,0.84,1.0155,1.0,0.72,0.1,18.0,15.5,21.2,False
20020828,5,0.78,1.0144,2.16,0.0,7.2,19.4,15.7,24.5,True
20020829,6,0.82,1.0163,1.65,0.0,3.2,20.1,17.3,25.1,True
20020830,3,0.83,1.0184,1.64,0.0,5.7,20.3,16.3,25.6,True
20020831,7,0.86,1.0191,1.13,0.2,0.3,19.1,17.4,24.6,False
20020901,8,0.89,1.0237,0.22,0.01,0.0,15.5,14.7,18.4,False
20020902,7,0.79,1.0232,0.75,0.0,0.0,16.2,14.3,18.4,True
20020903,8,0.92,1.0165,0.45,1.29,0.0,14.6,13.7,16.6,False
20020904,7,0.84,1.0146,1.42,0.0,1.5,17.7,14.4,23.1,True
20020905,7,0.8,1.0153,1.57,0.0,4.4,17.4,13.2,23.0,True
20020906,5,0.78,1.0177,1.52,0.0,2.9,17.9,14.3,22.2,True
20020907,5,0.83,1.0145,1.77,0.2,5.5,16.6,12.8,23.4,False
20020908,3,0.75,1.012,2.11,0.0,10.7,18.8,13.1,25.4,True
20020909,7,0.84,1.0132,1.09,1.92,1.0,17.1,14.2,22.8,False
20020910,7,0.89,1.0211,0.97,0.24,1.0,14.4,10.8,17.7,False
20020911,8,0.92,1.0224,0.66,0.18,1.0,12.9,10.4,15.2,False
20020912,5,0.78,1.0192,1.38,0.0,5.3,15.2,11.4,21.1,True
20020913,1,0.69,1.0199,2.12,0.0,11.8,13.1,7.5,20.5,True
20020914,0,0.73,1.0201,2.05,0.0,11.4,12.9,6.4,20.1,True
20020915,7,0.76,1.0187,1.56,0.0,4.4,14.2,9.6,19.7,True
20020916,6,0.75,1.0178,1.96,0.0,10.7,12.2,6.3,19.2,True
20020917,1,0.76,1.0167,2.04,0.0,11.6,13.0,6.0,20.5,True
20020918,2,0.76,1.0146,1.92,0.0,10.5,16.0,9.2,24.0,True
20020919,8,0.92,1.0153,0.55,0.53,0.1,17.0,15.3,19.6,False
20020920,6,0.84,1.017,1.24,0.02,2.4,18.0,14.4,22.5,False
20020921,7,0.82,1.0147,1.07,0.0,1.3,14.3,12.2,18.1,True
20020922,7,0.74,1.0102,1.33,1.02,3.5,13.1,10.0,18.0,False
20020923,8,0.93,1.0107,0.45,1.6,0.0,9.2,7.5,10.9,False
20020924,8,0.94,1.0141,0.21,1.84,0.0,6.3,5.3,7.6,False
20020925,8,0.91,1.0187,0.35,0.02,0.0,6.4,5.1,8.3,False
20020926,8,0.89,1.0198,0.47,1.16,0.0,8.9,6.4,11.1,False
20020927,6,0.84,1.0235,1.4,0.0,4.3,10.8,8.6,15.3,False
20020928,6,0.83,1.0271,1.43,0.0,4.2,9.9,5.2,14.4,False
20020929,0,0.73,1.0284,1.86,0.0,10.4,8.7,2.3,16.8,False
20020930,1,0.75,1.0266,1.8,0.0,11.0,10.7,4.6,19.1,True
20021001,5,0.77,1.0243,1.81,0.0,10.1,11.6,6.1,20.3,True
20021002,6,0.82,1.0237,1.49,0.0,6.8,12.2,7.2,19.9,True
20021003,7,0.79,1.0244,1.51,0.02,6.6,13.9,8.4,20.8,False
20021004,8,0.92,1.025,0.56,0.89,0.0,13.6,10.1,18.0,False
20021005,6,0.8,1.0246,1.36,0.9,5.3,11.7,8.7,15.9,False
20021006,8,0.91,1.015,0.33,1.73,0.5,11.0,9.6,13.6,False
20021007,7,0.87,1.0171,1.0,0.01,3.1,9.0,5.2,13.8,False
20021008,7,0.83,1.013,1.33,0.01,6.0,9.1,4.6,14.4,False
20021009,4,0.84,1.0084,1.21,0.0,4.5,8.5,4.7,13.0,False
20021010,8,0.88,1.0069,0.75,0.0,0.0,7.6,4.9,10.1,False
20021011,8,0.9,1.0099,0.26,0.0,0.0,9.4,8.4,11.2,False
20021012,8,0.87,1.0125,0.66,0.24,1.9,9.8,8.3,13.6,False
20021013,4,0.77,1.0136,1.28,0.38,6.9,10.4,7.9,14.8,False
20021014,8,0.93,1.0142,0.17,0.83,0.0,10.6,9.3,12.3,False
20021015,8,0.93,1.013,0.56,3.04,0.1,12.1,9.0,14.7,False
20021016,7,0.84,1.0061,0.92,2.59,3.5,15.9,11.9,22.5,False
20021017,8,0.85,1.0056,0.37,1.14,0.0,10.8,8.3,12.4,False
20021018,6,0.76,1.0137,0.47,0.47,0.9,7.4,4.7,10.8,False
20021019,5,0.82,1.0208,0.63,0.01,2.0,6.6,3.4,11.4,False
20021020,5,0.82,1.0174,0.82,0.0,3.6,6.8,3.0,12.1,False
20021021,8,0.88,1.0066,0.45,1.42,0.8,9.7,6.6,14.3,False
20021022,7,0.74,1.0002,0.49,0.03,0.6,13.7,10.9,17.9,False
20021023,7,0.75,1.0074,0.39,0.74,0.7,10.7,6.2,16.7,False
20021024,7,0.78,1.0155,0.81,0.75,2.9,8.7,5.1,12.4,False
20021025,8,0.79,1.0093,0.32,0.29,0.0,13.0,8.2,17.5,False
20021026,3,0.57,1.0207,1.08,0.0,6.6,13.1,8.3,16.7,False
20021027,6,0.63,1.0202,0.41,0.0,1.4,14.1,7.1,21.6,True
20021028,3,0.68,1.0325,1.11,0.0,7.3,9.2,4.3,12.9,False
20021029,5,0.72,1.0229,0.88,0.0,4.8,7.4,2.3,12.4,False
20021030,4,0.73,1.0168,1.05,0.0,6.9,10.5,4.0,18.7,True
20021031,5,0.82,1.0187,0.88,0.0,4.2,11.4,7.3,18.1,True
20021101,8,0.85,1.0211,0.39,0.03,0.0,12.7,9.4,15.2,False
20021102,8,0.92,1.0165,0.11,2.84,0.0,12.1,10.2,13.6,False
20021103,7,0.84,1.0117,0.38,0.29,0.3,13.0,9.2,16.3,False
20021104,7,0.83,1.0175,0.31,0.3,0.2,9.2,8.0,10.3,False
20021105,7,0.88,1.0246,0.53,0.48,1.0,7.9,5.0,10.3,False
20021106,5,0.85,1.0215,0.58,0.16,3.5,5.8,3.1,9.5,False
20021107,6,0.86,1.0148,0.17,0.76,0.0,5.0,1.9,7.3,False
20021108,6,0.73,1.0189,0.56,0.08,1.3,5.6,3.3,8.4,False
20021109,8,0.8,1.0066,0.16,0.69,0.0,9.4,6.4,11.5,False
20021110,7,0.93,1.0116,0.32,0.7,0.0,5.9,3.1,8.5,False
20021111,6,0.82,1.0108,0.34,0.57,2.4,10.5,6.0,14.4,False
20021112,3,0.84,1.0141,0.88,0.46,6.5,6.6,2.9,12.5,False
20021113,7,0.85,1.0032,0.38,0.19,2.2,7.8,5.9,12.0,False
20021114,8,0.88,0.995,0.12,3.04,0.0,6.8,5.1,9.0,False
20021115,7,0.9,0.9953,0.38,0.27,0.2,8.5,6.3,10.9,False
20021116,8,0.94,0.9989,0.07,1.29,0.0,8.8,7.1,10.0,False
20021117,4,0.87,1.0131,0.7,0.0,4.7,9.0,5.1,13.3,False
20021118,6,0.92,1.0143,0.27,0.5,0.0,6.4,4.7,7.9,False
20021119,8,0.95,1.0125,0.15,0.16,0.0,7.0,4.8,7.9,False
20021120,5,0.84,1.0121,0.69,0.0,5.5,6.5,4.1,8.5,False
20021121,7,0.83,1.0004,0.45,0.44,0.9,6.7,2.7,10.4,False
20021122,6,0.84,1.0053,0.34,0.03,1.0,6.8,5.4,10.0,False
20021123,6,0.8,1.01,0.51,1.38,3.7,6.8,3.9,9.4,False
20021124,8,0.96,1.0093,0.16,1.28,0.0,7.4,6.7,8.2,False
20021125,8,0.94,1.0064,0.11,0.47,0.0,7.0,6.3,8.2,False
20021126,8,0.95,1.0147,0.17,0.26,0.0,7.8,7.1,8.7,False
20021127,4,0.88,1.0163,0.59,0.0,4.3,8.6,6.9,10.9,False
20021128,7,0.89,1.0153,0.55,0.58,3.1,7.9,6.2,9.9,False
20021129,6,0.86,1.0163,0.39,0.0,0.6,8.4,6.2,11.0,False
20021130,6,0.9,1.0221,0.2,0.48,0.1,6.5,4.6,8.4,False
20021201,7,0.88,1.0152,0.57,0.45,4.5,4.8,3.1,7.5,False
20021202,8,0.83,1.0083,0.15,0.08,0.0,6.2,4.7,7.5,False
20021203,8,0.92,1.0111,0.18,0.21,0.0,5.0,4.4,6.0,False
20021204,8,0.9,1.0164,0.09,0.0,0.0,4.8,4.2,5.5,False
20021205,8,0.9,1.016,0.09,0.0,0.0,4.3,3.9,5.8,False
20021206,8,0.89,1.0193,0.06,0.1,0.0,3.8,2.2,5.9,False
20021207,8,0.92,1.0195,0.1,0.02,0.0,2.3,1.3,3.4,False
20021208,8,0.79,1.021,0.09,0.0,0.0,2.3,1.3,3.2,False
20021209,8,0.78,1.0211,0.08,0.04,0.0,-0.4,-1.7,1.4,False
20021210,7,0.79,1.0225,0.41,0.0,2.2,-0.9,-1.6,0.2,False
20021211,7,0.83,1.0223,0.4,0.0,0.8,-1.9,-2.6,-0.5,False
20021212,6,0.84,1.0231,0.5,0.0,4.0,-0.5,-2.5,2.1,False
20021213,4,0.9,1.0259,0.48,0.0,3.8,1.8,-1.0,4.7,False
20021214,7,0.88,1.0207,0.42,0.26,1.7,1.3,-0.1,3.1,False
20021215,7,0.88,1.0172,0.38,0.3,1.6,4.4,1.5,8.9,False
20021216,8,0.85,1.0179,0.16,1.37,0.0,7.1,6.4,8.4,False
20021217,8,0.89,1.0196,0.27,0.0,0.0,6.3,4.2,7.8,False
20021218,8,0.88,1.027,0.2,0.0,0.0,2.8,2.3,4.4,False
20021219,3,0.76,1.0289,0.47,0.0,4.3,1.6,-0.1,3.1,False
20021220,8,0.85,1.0246,0.23,0.53,0.0,2.6,0.1,4.9,False
20021221,8,0.96,1.0214,0.11,0.31,0.0,6.8,4.4,9.8,False
20021222,8,0.9,1.0158,0.07,0.44,0.0,9.0,6.5,14.0,False
20021223,7,0.93,1.0146,0.32,0.0,0.0,10.6,8.0,12.9,False
20021224,7,0.9,1.0158,0.29,0.0,0.0,9.3,7.2,11.9,False
20021225,7,0.9,1.0176,0.28,0.04,0.0,8.3,6.4,10.4,False
20021226,8,0.87,1.0127,0.16,0.07,0.1,7.5,5.7,12.9,False
20021227,7,0.82,1.002,0.36,0.0,1.0,8.2,6.7,10.4,False
20021228,8,0.9,1.0041,0.1,0.26,0.0,7.3,5.2,9.3,False
20021229,8,0.79,1.0126,0.16,0.17,0.0,7.8,6.1,13.0,False
20021230,8,0.65,1.0077,0.15,0.0,0.0,12.5,9.7,14.7,False
20021231,7,0.77,1.0099,0.18,0.09,0.0,9.3,8.1,10.9,False
20030101,7,0.77,1.0104,0.47,0.25,2.5,8.3,7.2,14.6,False
20030102,8,0.65,0.9995,0.08,0.68,0.0,14.1,8.7,15.9,False
20030103,7,0.64,1.0036,0.17,0.86,0.4,9.2,7.1,10.9,False
20030104,7,0.85,1.004,0.15,0.39,0.0,5.3,-0.3,7.5,False
20030105,8,0.81,1.0123,0.09,0.1,0.0,-2.1,-2.9,-0.3,False
20030106,8,0.87,1.012,0.23,0.03,0.0,-3.6,-4.7,-2.4,False
20030107,7,0.86,1.0152,0.19,0.05,0.0,-4.3,-6.6,-2.8,False
20030108,7,0.73,1.0124,0.35,0.0,0.0,-4.8,-7.5,-3.6,False
20030109,8,0.75,1.0146,0.29,0.0,0.0,-5.6,-7.1,-4.9,False
20030110,8,0.77,1.022,0.2,0.02,0.0,-7.4,-8.5,-5.7,False
20030111,7,0.69,1.0289,0.28,0.0,0.1,-5.0,-7.9,-2.7,False
20030112,1,0.7,1.0344,0.7,0.0,7.1,-8.0,-11.2,-4.6,False
20030113,6,0.77,1.0367,0.3,0.3,0.0,-5.9,-11.2,-1.3,False
20030114,6,0.92,1.0372,0.52,0.06,1.3,2.0,-1.6,4.3,False
20030115,2,0.89,1.0318,0.69,0.0,7.2,1.5,-1.8,6.3,False
20030116,7,0.88,1.0318,0.31,0.0,0.1,2.7,-1.8,5.0,False
20030117,3,0.82,1.0254,0.7,0.0,6.8,2.5,-0.2,5.8,False
20030118,3,0.82,1.0213,0.66,0.0,5.2,2.6,-0.2,7.0,False
20030119,4,0.88,1.0141,0.54,0.05,3.3,1.4,-0.8,4.0,False
20030120,5,0.85,1.0097,0.63,0.11,4.1,3.9,0.3,8.0,False
20030121,7,0.91,0.998,0.12,0.79,0.0,3.3,2.2,4.6,False
20030122,6,0.72,1.0026,0.36,0.09,1.2,6.8,3.3,8.8,False
20030123,7,0.83,1.0193,0.33,0.68,0.5,4.8,3.9,6.6,False
20030124,8,0.84,1.035,0.22,0.0,0.0,2.4,0.3,5.0,False
20030125,6,0.82,1.0351,0.33,0.0,0.9,1.1,-0.6,3.3,False
20030126,8,0.86,1.0329,0.22,0.14,0.0,2.3,0.0,3.9,False
20030127,8,0.94,1.0311,0.22,0.05,0.0,4.4,2.5,9.1,False
20030128,8,0.73,1.0204,0.54,0.44,2.6,6.5,3.5,9.6,False
20030129,8,0.8,1.0054,0.2,0.14,0.0,2.1,0.7,4.1,False
20030130,8,0.8,1.0037,0.31,0.07,0.0,0.5,-1.7,2.1,False
20030131,5,0.79,1.0153,0.46,0.02,0.1,-4.6,-9.2,-1.2,False
20030201,3,0.72,1.0238,0.94,0.2,7.0,-5.8,-10.8,-1.9,False
20030202,7,0.83,1.0168,0.55,0.2,0.9,-0.8,-4.6,5.3,False
20030203,8,0.8,1.0014,0.22,1.07,0.0,4.9,3.5,7.5,False
20030204,8,0.88,0.9978,0.37,1.45,0.7,0.4,-2.1,3.7,False
20030205,7,0.79,1.0089,0.7,0.01,2.4,0.1,-0.6,1.9,False
20030206,7,0.78,1.0216,0.8,0.03,3.7,0.2,-3.9,2.6,False
20030207,7,0.78,1.0269,0.69,0.0,1.7,-1.6,-5.3,1.8,False
20030208,8,0.79,1.0255,0.42,0.0,0.0,1.5,-0.1,3.5,False
20030209,8,0.83,1.0214,0.38,0.0,0.0,1.3,-1.0,3.2,False
20030210,7,0.83,1.0238,0.69,0.0,3.2,-0.1,-2.4,3.5,False
20030211,8,0.72,1.0273,0.34,0.0,0.0,0.3,-1.4,1.3,False
20030212,8,0.72,1.0279,0.29,0.0,0.0,-2.8,-3.8,-1.4,False
20030213,8,0.66,1.0253,0.33,0.0,0.0,-3.0,-4.4,-1.7,False
20030214,8,0.69,1.0269,0.47,0.0,0.0,-4.0,-6.5,-1.4,False
20030215,4,0.63,1.0302,1.02,0.0,6.1,-2.5,-5.0,0.5,False
20030216,7,0.63,1.0296,0.42,0.0,0.1,-2.6,-6.0,0.2,False
20030217,4,0.59,1.0304,1.0,0.0,5.5,-2.4,-3.6,-0.5,False
20030218,1,0.65,1.026,1.13,0.0,6.6,-3.8,-6.8,-1.0,False
20030219,0,0.61,1.019,1.28,0.0,8.9,-2.7,-5.7,0.7,False
20030220,0,0.69,1.0165,1.28,0.0,8.7,-2.0,-6.0,3.4,False
20030221,0,0.69,1.0221,1.25,0.0,8.2,-0.1,-5.1,6.6,False
