DATE,HEATHROW_cloud_cover,HEATHROW_humidity,HEATHROW_pressure,HEATHROW_global_radiation,HEATHROW_precipitation,HEATHROW_sunshine,HEATHROW_temp_mean,HEATHROW_temp_min,HEATHROW_temp_max,HEATHROW_picnic_weather
20020515,6,0.7,1.0223,2.7,0.0,10.4,15.1,10.5,25.1,True
20020516,4,0.66,1.0189,3.1,0.0,13.5,16.6,8.1,23.5,True
20020517,7,0.67,1.0107,2.1,0.42,6.1,18.8,14.2,18.9,False
20020518,7,0.78,1.0126,1.54,0.0,2.8,16.0,13.2,19.8,True
20020519,7,0.71,1.0164,2.37,0.0,7.8,15.6,11.5,19.0,True
20020520,7,0.73,1.01,1.25,1.2,1.4,15.8,12.7,18.3,False
20020521,7,0.8,0.9991,1.73,0.7,3.7,15.6,12.9,18.6,False
20020522,5,0.71,0.9946,2.66,0.02,9.7,15.9,13.2,18.3,False
20020523,5,0.67,1.0041,2.75,0.38,10.3,15.1,11.9,17.9,False
20020524,7,0.71,1.0025,2.08,0.3,5.7,14.4,10.8,16.8,False
20020525,6,0.62,1.0064,2.63,0.48,9.4,13.3,9.8,13.5,False
20020526,6,0.84,0.9992,1.69,0.78,3.4,11.4,9.2,18.0,False
20020527,4,0.74,1.0033,2.66,0.06,9.5,11.8,5.6,16.2,False
20020528,6,0.78,1.0043,1.72,0.06,3.5,12.8,9.4,17.6,False
20020529,5,0.65,1.0124,2.63,0.04,9.2,13.8,10.0,17.3,False
20020530,6,0.78,1.021,1.98,0.08,4.9,13.6,9.9,19.8,False
20020531,5,0.66,1.0254,3.1,0.0,12.6,14.2,8.6,22.8,True
20020601,1,0.6,1.0243,3.3,0.0,14.3,16.3,9.8,26.8,True
20020602,6,0.57,1.0161,2.75,0.0,9.9,19.4,11.9,17.7,False
20020603,7,0.71,1.0089,1.56,0.06,2.5,15.6,13.6,16.6,False
20020604,7,0.71,1.0058,1.08,0.0,0.6,13.0,9.4,15.4,False
20020605,7,0.9,0.9979,0.8,2.92,0.0,13.4,11.3,17.4,False
20020606,8,0.9,0.9992,0.8,0.12,0.0,14.8,12.1,15.5,False
20020607,8,0.9,1.0022,0.8,0.04,0.0,14.9,14.3,17.8,False
20020608,6,0.81,1.0056,1.39,0.04,1.7,14.0,10.1,15.3,False
20020609,7,0.82,1.0054,1.48,0.6,2.1,13.8,12.2,17.2,False
20020610,6,0.78,1.0078,1.99,1.28,4.7,13.8,10.5,18.2,False
20020611,6,0.74,1.0126,2.75,1.16,9.7,13.8,9.3,17.6,False
20020612,8,0.78,1.0128,1.42,0.16,1.8,14.4,11.1,20.7,False
20020613,8,0.79,1.0145,1.53,0.0,2.3,15.8,10.8,21.6,True
20020614,7,0.81,1.0127,1.37,0.02,1.6,18.0,14.4,21.1,False
20020615,6,0.72,1.014,2.5,0.06,7.9,17.1,13.1,22.1,False
20020616,8,0.83,1.0151,1.35,0.0,1.5,18.3,14.5,26.6,True
20020617,2,0.74,1.0144,3.49,0.48,15.5,20.6,14.6,22.6,False
20020618,6,0.68,1.017,2.56,0.0,8.3,19.2,15.7,21.5,True
20020619,6,0.58,1.0225,3.2,0.0,13.1,16.2,10.9,22.3,True
20020620,6,0.62,1.0203,1.93,0.06,4.3,18.2,14.0,21.9,False
20020621,7,0.7,1.02,2.32,0.28,6.7,17.2,12.4,19.5,False
20020622,7,0.74,1.0182,1.42,0.0,1.8,16.2,12.8,20.4,True
20020623,5,0.64,1.0212,2.96,0.0,11.2,15.7,11.0,22.2,True
20020624,2,0.58,1.0265,3.41,0.0,14.8,15.7,9.2,20.0,True
20020625,4,0.67,1.0277,2.45,0.0,7.6,14.8,9.7,24.0,True
20020626,2,0.62,1.0223,3.44,0.0,15.1,17.2,10.3,18.8,True
20020627,4,0.57,1.0192,2.81,0.0,10.1,15.2,11.7,18.5,True
20020628,4,0.56,1.0223,2.78,0.0,9.9,13.9,9.3,19.5,True
20020629,5,0.6,1.0219,2.87,0.0,10.6,14.0,8.5,20.3,True
20020630,7,0.73,1.0149,1.44,0.14,1.9,15.6,10.8,18.4,False
20020701,7,0.76,1.0014,1.93,0.24,4.4,15.0,11.7,19.0,False
20020702,7,0.73,0.9998,1.46,1.2,2.0,14.8,10.7,17.9,False
20020703,7,0.85,0.9981,1.46,0.58,2.0,14.5,11.1,19.9,False
20020704,5,0.66,1.0152,2.38,0.28,7.2,14.9,9.9,19.8,False
20020705,8,0.87,1.009,1.18,0.78,0.9,16.0,12.3,20.9,False
20020706,7,0.76,1.0149,1.72,0.04,3.3,17.0,13.0,20.8,False
20020707,8,0.82,1.0145,1.64,0.06,2.9,17.2,13.6,19.0,False
20020708,8,0.89,1.0082,0.79,1.16,0.0,17.0,15.1,21.4,False
20020709,6,0.83,1.0043,1.96,0.14,4.7,18.4,15.5,19.1,False
20020710,4,0.74,1.0094,2.84,0.46,10.7,14.9,10.7,20.1,False
20020711,4,0.73,1.0164,2.72,0.24,9.8,15.3,10.5,17.3,False
20020712,6,0.78,1.0193,0.87,0.0,0.1,13.8,10.4,22.7,True
20020713,2,0.6,1.0211,3.33,0.0,14.7,16.8,10.9,25.0,True
20020714,3,0.56,1.0267,3.38,0.0,15.2,18.2,11.4,25.9,True
20020715,3,0.59,1.0247,2.83,0.0,10.8,19.5,13.1,25.6,True
20020716,5,0.63,1.021,2.82,0.0,10.8,20.8,15.9,21.9,True
20020717,5,0.63,1.0209,2.42,0.0,7.9,17.5,13.1,23.4,True
20020718,6,0.63,1.0206,2.18,0.0,6.3,19.1,14.8,24.2,True
20020719,5,0.6,1.0193,3.03,0.0,12.6,18.6,12.9,23.2,True
20020720,6,0.59,1.0149,2.35,0.0,7.5,18.8,14.4,19.8,True
20020721,4,0.7,1.0184,1.87,0.0,4.5,15.7,11.6,22.3,True
20020722,6,0.65,1.0196,2.16,0.0,6.3,16.4,10.5,20.4,True
20020723,7,0.77,1.0125,1.0,0.0,0.5,17.4,14.3,20.3,True
20020724,7,0.65,1.0162,1.96,0.0,5.1,17.6,14.9,21.7,True
20020725,6,0.69,1.0165,1.69,0.0,3.6,17.0,12.2,27.6,True
20020726,4,0.71,1.0166,2.72,0.0,10.6,21.8,16.1,24.9,True
20020727,6,0.73,1.0176,2.0,0.0,5.5,20.2,15.6,29.7,True
20020728,2,0.65,1.0176,3.07,0.0,13.6,23.4,17.0,32.5,True
20020729,3,0.63,1.0173,2.3,0.0,7.6,25.2,18.0,25.4,True
20020730,6,0.74,1.0116,1.38,0.42,2.1,22.1,18.8,21.8,False
20020731,7,0.89,1.0079,1.03,1.12,0.7,19.7,17.6,21.1,False
20020801,6,0.71,1.0118,1.48,0.0,2.7,16.9,12.7,23.6,True
20020802,4,0.68,1.0108,2.77,0.04,11.5,17.8,12.1,19.3,False
20020803,7,0.81,1.0114,1.35,1.76,2.1,17.3,15.3,21.8,False
20020804,6,0.85,1.0121,1.84,0.45,4.9,17.3,12.8,21.3,False
20020805,6,0.84,1.0145,1.53,0.14,3.1,16.8,12.3,24.0,False
20020806,6,0.75,1.0167,1.86,0.0,5.1,19.6,15.1,26.7,True
20020807,6,0.75,1.017,2.4,0.32,9.0,21.4,16.1,20.4,False
20020808,7,0.85,1.011,0.99,0.58,0.7,17.9,15.4,19.7,False
20020809,6,0.87,1.0024,1.41,0.24,2.6,16.8,13.9,22.1,False
20020810,6,0.81,1.0049,1.73,0.06,4.5,18.1,14.1,21.9,False
20020811,6,0.81,1.0073,1.64,0.02,4.0,17.8,13.8,22.6,False
20020812,5,0.69,1.0139,1.97,0.0,6.2,18.8,14.9,25.6,True
20020813,3,0.74,1.0202,2.38,0.0,9.4,19.4,13.2,25.4,True
20020814,2,0.73,1.0192,2.81,0.0,13.2,20.2,15.1,28.4,True
20020815,5,0.69,1.016,2.08,0.0,7.3,22.6,16.7,27.1,True
20020816,4,0.68,1.0179,2.66,0.0,12.1,21.6,16.1,30.0,True
20020817,5,0.67,1.0137,2.39,0.0,9.9,22.8,15.7,25.8,True
20020818,7,0.71,1.0109,1.71,0.0,4.9,21.4,17.1,25.5,True
20020819,6,0.75,1.0125,2.05,0.0,7.4,21.6,17.7,23.2,True
20020820,7,0.76,1.0146,1.32,0.0,2.6,20.0,16.9,23.2,True
20020821,6,0.64,1.0187,2.51,0.0,11.4,18.8,14.3,23.5,True
20020822,7,0.64,1.0193,2.04,0.0,7.6,19.2,15.0,23.5,True
20020823,7,0.71,1.019,1.72,0.0,5.3,19.0,14.6,23.6,True
20020824,6,0.65,1.0208,1.95,0.0,7.1,19.4,15.1,21.7,True
20020825,6,0.73,1.0247,1.8,0.0,6.1,18.4,15.0,17.6,False
20020826,7,0.79,1.0236,0.6,0.0,0.0,15.2,12.7,22.1,True
20020827,5,0.74,1.0203,1.54,0.0,4.4,18.4,14.7,24.0,True
20020828,5,0.74,1.0203,2.37,0.0,11.2,19.2,14.4,24.5,True
20020829,6,0.81,1.019,1.15,0.0,2.1,19.2,14.0,22.6,True
20020830,6,0.81,1.0171,1.08,0.02,1.8,19.4,16.1,20.9,False
20020831,5,0.62,1.0241,2.21,0.0,10.2,17.2,13.5,21.1,True
20020901,2,0.6,1.0308,2.18,0.0,10.9,15.2,9.3,22.9,True
20020902,4,0.64,1.0274,2.09,0.0,10.2,16.6,10.2,24.0,True
20020903,5,0.7,1.017,1.22,0.0,3.1,19.4,14.7,23.4,True
20020904,4,0.66,1.0116,1.86,0.0,8.3,17.4,11.3,23.4,True
20020905,6,0.71,1.0132,1.76,0.2,7.6,18.0,12.7,22.7,False
20020906,7,0.73,1.0118,1.44,0.12,5.0,19.2,15.6,21.0,False
20020907,6,0.74,1.0075,1.7,0.02,7.3,17.4,13.7,20.6,False
20020908,5,0.73,1.0073,1.62,0.02,6.7,15.4,10.1,15.6,False
20020909,6,0.91,1.0068,0.52,1.58,0.0,13.6,11.7,21.1,False
20020910,2,0.71,1.0198,2.08,0.0,11.5,15.6,10.0,22.4,True
20020911,4,0.72,1.0261,1.88,0.0,9.6,16.2,9.9,23.5,True
20020912,3,0.72,1.0252,1.82,0.0,9.2,18.9,14.3,24.6,True
20020913,1,0.69,1.0255,2.01,0.0,11.3,19.0,13.3,19.3,True
20020914,7,0.71,1.0273,0.94,0.0,2.0,17.2,15.0,18.3,True
20020915,7,0.63,1.0259,1.05,0.0,2.8,16.3,14.3,19.5,True
20020916,5,0.69,1.0222,1.65,0.0,8.1,14.8,10.1,19.2,True
20020917,7,0.69,1.0196,1.01,0.0,2.7,15.5,11.8,18.7,True
20020918,6,0.69,1.0174,0.46,0.0,0.0,15.2,11.6,19.7,True
20020919,7,0.68,1.0171,0.86,0.0,1.8,16.2,12.8,18.9,True
20020920,7,0.63,1.0212,0.57,0.0,0.3,16.6,14.2,19.1,True
20020921,7,0.6,1.0198,1.12,0.0,3.9,16.1,13.1,17.9,False
20020922,5,0.69,1.0182,1.19,0.02,4.6,15.2,12.6,19.2,False
20020923,2,0.65,1.0221,1.57,0.0,8.5,14.8,10.5,18.1,True
20020924,3,0.63,1.0251,1.4,0.0,6.9,13.5,8.9,19.0,True
20020925,5,0.67,1.0221,1.21,0.04,5.2,13.0,7.0,18.2,False
20020926,5,0.63,1.02,1.53,0.0,8.7,14.6,11.0,17.2,False
20020927,6,0.79,1.0258,0.41,0.0,0.0,12.4,7.7,19.2,True
20020928,4,0.76,1.028,1.18,0.0,5.3,13.9,8.6,20.7,True
20020929,6,0.69,1.026,1.52,0.0,9.1,15.0,9.2,21.4,True
20020930,6,0.66,1.0223,1.37,0.0,7.6,15.4,9.4,21.8,True
20021001,7,0.71,1.0205,0.77,0.0,2.0,16.0,10.3,19.9,True
20021002,7,0.78,1.0189,0.86,0.06,2.8,16.9,13.9,20.3,False
20021003,6,0.71,1.0232,1.23,0.0,6.6,17.1,13.9,18.8,True
20021004,3,0.69,1.0288,1.29,0.0,7.4,12.8,6.8,18.8,True
20021005,5,0.78,1.0252,0.78,0.0,2.4,13.3,7.8,18.7,True
20021006,6,0.68,1.0211,1.3,0.0,7.9,15.0,11.3,17.5,False
20021007,7,0.67,1.0189,0.64,0.0,1.5,14.4,11.4,16.4,False
20021008,7,0.74,1.0116,0.64,0.0,1.5,13.8,11.2,15.6,False
20021009,5,0.75,1.006,1.24,0.02,7.8,12.0,8.4,16.7,False
20021010,7,0.76,1.0088,0.98,0.0,4.9,13.8,10.8,13.7,False
20021011,7,0.75,1.0122,0.33,0.36,0.0,12.2,10.8,16.2,False
20021012,5,0.78,1.0109,1.01,0.0,5.6,12.6,9.1,11.9,False
20021013,8,0.91,1.0057,0.32,1.18,0.0,8.6,5.4,12.2,False
20021014,8,0.92,1.0045,0.35,0.32,0.1,10.2,8.3,14.4,False
20021015,8,0.91,0.9997,0.31,1.08,0.0,11.7,9.0,11.7,False
20021016,7,0.79,1.0002,0.3,0.0,0.0,10.5,9.3,11.9,False
20021017,4,0.78,1.0049,1.04,0.18,6.9,7.9,3.9,10.7,False
20021018,4,0.83,1.0096,0.82,0.16,4.2,6.8,2.8,11.9,False
20021019,4,0.74,1.0192,1.08,0.0,7.8,6.4,0.9,14.1,False
20021020,8,0.8,1.0125,0.28,0.16,0.0,9.2,4.3,17.6,False
20021021,7,0.88,0.9942,0.61,0.7,2.3,12.6,7.6,16.4,False
20021022,7,0.88,0.9832,0.48,0.38,1.2,14.6,12.9,12.1,False
20021023,4,0.65,0.9997,1.09,0.0,8.8,9.6,7.2,14.4,False
20021024,4,0.78,1.0061,0.85,0.3,5.5,8.4,2.4,16.3,False
20021025,6,0.82,0.9931,0.65,0.44,3.1,11.6,6.9,16.1,False
20021026,4,0.64,1.0086,0.94,0.2,7.3,12.7,9.3,14.1,False
20021027,5,0.64,1.0054,0.8,0.02,5.3,12.6,11.2,13.7,False
20021028,5,0.7,1.0279,0.83,0.0,5.9,9.3,4.9,14.2,False
20021029,7,0.77,1.0154,0.3,0.02,0.2,11.2,8.1,11.5,False
20021030,8,0.92,1.0146,0.24,0.56,0.0,10.7,9.9,13.9,False
20021031,8,0.86,1.0184,0.29,0.02,0.2,12.0,10.1,15.2,False
20021101,7,0.92,1.0121,0.23,0.48,0.0,13.4,11.5,15.9,False
20021102,7,0.94,1.0072,0.28,1.6,0.2,13.0,10.1,14.8,False
20021103,4,0.8,1.0046,0.68,0.12,4.7,12.6,10.3,14.2,False
20021104,4,0.79,1.017,0.79,0.0,6.7,10.4,6.7,14.3,False
20021105,8,0.9,1.022,0.24,0.52,0.1,11.0,7.7,13.8,False
20021106,7,0.88,1.0139,0.21,1.32,0.0,12.8,11.9,10.9,False
20021107,1,0.73,1.0179,0.8,0.1,7.4,7.8,4.7,13.9,False
20021108,8,0.9,1.0077,0.2,0.76,0.0,9.4,5.0,11.5,False
20021109,7,0.8,1.0064,0.45,0.86,2.2,9.7,7.9,15.4,False
20021110,7,0.91,1.0027,0.19,0.14,0.0,11.5,7.6,14.1,False
20021111,4,0.83,1.0038,0.72,0.88,6.7,10.7,7.3,12.7,False
20021112,6,0.86,0.9997,0.38,1.38,1.6,11.1,9.5,12.2,False
20021113,7,0.87,0.9887,0.45,0.86,2.6,9.9,7.6,13.2,False
20021114,6,0.81,0.9773,0.59,1.0,4.9,11.2,9.3,13.2,False
20021115,6,0.87,0.9895,0.37,0.14,1.7,10.0,6.7,10.4,False
20021116,6,0.97,0.9996,0.25,0.08,0.4,8.5,6.6,9.0,False
20021117,7,0.94,1.0079,0.17,0.28,0.0,8.2,7.3,9.9,False
20021118,4,0.92,1.0131,0.57,0.0,5.1,5.2,0.6,10.3,False
20021119,6,0.87,1.0107,0.5,0.0,4.0,5.8,1.4,11.7,False
20021120,7,0.87,1.0027,0.17,0.38,0.0,9.4,7.2,12.0,False
20021121,6,0.88,0.9874,0.19,1.24,0.1,10.2,8.4,11.2,False
20021122,6,0.87,0.9911,0.37,1.22,2.2,9.6,8.1,12.3,False
20021123,4,0.87,0.9985,0.47,0.32,3.9,9.0,5.7,10.3,False
20021124,5,0.92,1.0032,0.26,0.72,0.8,7.4,4.6,8.7,False
20021125,7,0.97,1.0054,0.19,0.0,0.2,6.8,4.8,12.8,False
20021126,5,0.91,1.011,0.53,0.0,5.5,8.2,3.5,11.8,False
20021127,6,0.81,1.0066,0.34,0.12,2.0,8.3,4.8,13.3,False
20021128,4,0.86,1.0044,0.37,0.14,2.6,10.8,8.3,9.4,False
20021129,7,0.92,1.0111,0.22,0.0,0.5,8.0,6.5,12.2,False
20021130,8,0.89,1.0191,0.14,0.44,0.0,9.6,7.1,12.4,False
20021201,6,0.81,1.0017,0.28,0.26,1.6,10.0,7.6,10.9,False
20021202,7,0.72,0.9982,0.26,0.08,1.4,9.3,7.7,10.5,False
20021203,7,0.87,1.0087,0.23,0.08,1.0,8.6,6.8,10.2,False
20021204,5,0.87,1.0124,0.22,0.36,0.9,8.0,5.7,8.8,False
20021205,3,0.78,1.0246,0.51,0.0,6.5,6.6,4.3,8.5,False
20021206,7,0.84,1.0307,0.13,0.02,0.0,6.7,4.9,5.9,False
20021207,8,0.87,1.0261,0.13,0.02,0.0,5.1,4.3,4.0,False
20021208,8,0.9,1.0241,0.13,0.04,0.0,3.7,3.4,5.4,False
20021209,5,0.72,1.0243,0.48,0.0,6.0,4.0,2.5,3.8,False
20021210,8,0.76,1.0207,0.12,0.0,0.0,2.4,1.0,3.8,False
20021211,7,0.78,1.0188,0.12,0.0,0.0,2.3,0.8,5.7,False
20021212,8,0.88,1.0174,0.12,0.2,0.0,4.1,2.5,7.3,False
20021213,8,0.96,1.0198,0.12,0.02,0.0,4.9,2.5,7.6,False
20021214,8,0.92,1.0154,0.12,0.88,0.0,6.6,5.7,7.7,False
20021215,8,0.94,1.0051,0.12,0.66,0.0,6.8,6.0,7.0,False
20021216,8,0.91,1.0147,0.12,0.04,0.0,6.2,5.4,5.6,False
20021217,6,0.84,1.0251,0.12,0.0,0.0,5.1,4.6,7.0,False
20021218,3,0.77,1.0313,0.5,0.0,6.9,3.6,0.2,6.4,False
20021219,4,0.82,1.0268,0.41,0.0,4.8,4.0,1.5,7.3,False
20021220,8,0.93,1.0176,0.12,0.4,0.0,4.2,1.1,12.0,False
20021221,8,0.98,1.0155,0.12,1.8,0.0,7.6,3.1,12.8,False
20021222,7,0.87,1.0062,0.17,0.0,0.4,9.4,6.1,12.4,False
20021223,8,0.92,1.0066,0.12,0.22,0.0,10.6,8.8,13.8,False
20021224,7,0.86,1.004,0.27,0.04,1.8,12.0,10.3,12.1,False
20021225,7,0.89,1.0085,0.25,0.46,1.6,10.8,9.6,12.6,False
20021226,7,0.89,0.9959,0.14,1.12,0.1,10.8,9.1,12.4,False
20021227,7,0.87,0.9894,0.12,0.0,0.0,11.2,10.1,11.2,False
20021228,6,0.84,1.0007,0.23,1.02,1.1,8.3,5.4,13.4,False
20021229,8,0.93,0.9994,0.12,0.56,0.0,9.6,5.8,11.5,False
20021230,8,0.92,0.999,0.12,2.44,0.0,9.8,8.2,9.9,False
20021231,8,0.84,1.0118,0.13,1.18,0.0,7.3,4.7,12.9,False
20030101,8,0.91,0.9956,0.13,1.6,0.0,8.3,3.7,11.3,False
20030102,7,0.87,0.9863,0.15,0.18,0.1,10.0,8.6,7.5,False
20030103,6,0.82,0.9976,0.27,0.08,1.6,6.4,5.3,4.1,False
20030104,5,0.78,1.0129,0.45,0.0,5.1,2.4,0.6,4.9,False
20030105,2,0.87,1.0158,0.39,0.0,3.9,1.2,-2.4,3.9,False
20030106,3,0.75,1.0181,0.54,0.03,7.2,1.2,-1.6,1.7,False
20030107,4,0.76,1.0193,0.37,0.0,3.2,0.0,-1.7,1.0,False
20030108,5,0.82,1.0169,0.13,0.21,0.0,-1.4,-3.8,3.1,False
20030109,5,0.75,1.022,0.54,0.02,6.8,1.0,-1.1,5.1,False
20030110,6,0.84,1.0273,0.25,0.02,1.1,2.8,0.4,3.9,False
20030111,2,0.78,1.0358,0.57,0.0,7.2,0.9,-2.1,7.9,False
20030112,4,0.83,1.0349,0.52,0.0,6.0,1.4,-5.1,11.7,False
20030113,7,0.82,1.0291,0.39,0.0,3.2,4.2,-3.2,10.5,False
20030114,8,0.71,1.0282,0.14,0.0,0.0,8.8,7.2,10.4,False
20030115,6,0.76,1.0213,0.21,0.02,0.5,9.6,8.7,10.1,False
20030116,5,0.83,1.0259,0.49,0.0,4.8,6.4,2.7,7.2,False
20030117,6,0.85,1.0143,0.15,0.06,0.0,5.6,4.1,9.7,False
20030118,6,0.88,1.0119,0.27,1.18,1.1,5.8,1.9,10.1,False
20030119,6,0.9,0.998,0.39,0.56,2.8,7.3,4.5,9.7,False
20030120,7,0.89,0.9902,0.16,0.54,0.0,7.6,5.5,9.4,False
20030121,7,0.84,0.9814,0.18,1.12,0.1,8.7,8.0,9.5,False
20030122,7,0.82,0.9931,0.34,0.02,1.8,7.2,4.8,8.7,False
20030123,4,0.74,1.0243,0.58,0.02,5.6,7.0,5.4,10.3,False
20030124,5,0.83,1.0364,0.52,0.1,4.5,5.0,-0.2,12.9,False
20030125,6,0.78,1.0299,0.45,0.08,3.1,7.8,2.7,12.7,False
20030126,7,0.89,1.0294,0.2,0.04,0.1,8.6,4.4,15.1,False
20030127,5,0.88,1.0276,0.71,0.08,7.6,10.6,6.0,9.4,False
20030128,4,0.69,1.017,0.58,0.16,5.0,7.0,4.6,6.8,False
20030129,4,0.6,1.0113,0.5,0.0,3.5,5.8,4.7,2.6,False
20030130,6,0.76,1.011,0.38,0.48,1.7,1.8,0.9,3.5,False
20030131,5,0.69,1.022,0.67,0.76,6.0,0.6,-2.2,8.1,False
20030201,5,0.85,1.0146,0.52,0.08,3.5,3.2,-1.6,8.8,False
20030202,6,0.81,1.0046,0.48,0.06,2.8,5.2,1.5,7.1,False
20030203,4,0.69,0.9944,0.72,0.0,6.3,5.3,3.5,6.2,False
20030204,3,0.7,1.0001,0.57,0.02,3.8,2.6,-1.1,5.0,False
20030205,3,0.72,1.0132,0.77,0.0,6.9,2.4,-0.3,8.1,False
20030206,6,0.88,1.0178,0.21,0.08,0.0,2.2,-3.6,10.8,False
20030207,7,0.88,1.0191,0.3,0.0,0.5,5.6,0.4,10.9,False
20030208,8,0.85,1.0193,0.22,0.52,0.0,9.5,8.1,8.3,False
20030209,8,0.87,1.0151,0.22,0.16,0.0,7.8,7.3,6.8,False
20030210,7,0.89,1.0208,0.23,0.36,0.0,5.2,3.5,6.9,False
20030211,8,0.94,1.0243,0.23,0.28,0.0,6.0,5.0,7.5,False
20030212,8,0.96,1.0279,0.24,0.02,0.0,6.5,5.5,2.7,False
20030213,7,0.75,1.0276,0.63,0.0,3.5,2.0,1.4,4.7,False
20030214,3,0.74,1.0303,0.89,0.0,7.0,1.6,-1.6,4.8,False
20030215,4,0.78,1.036,0.69,0.0,4.0,1.5,-1.8,4.0,False
20030216,5,0.71,1.0373,0.63,0.0,3.2,2.5,1.0,4.4,False
20030217,3,0.68,1.0371,0.99,0.0,7.9,2.0,-0.3,5.4,False
20030218,0,0.67,1.0275,1.11,0.0,9.5,1.2,-2.9,5.1,False
20030219,4,0.63,1.0142,0.89,0.0,6.1,1.2,-2.8,8.8,False
20030220,5,0.73,1.0121,0.72,0.02,3.8,4.6,0.3,12.9,False
20030221,2,0.77,1.0208,1.14,0.0,9.3,6.2,-0.4,9.5,False
20030222,2,0.78,1.0216,1.07,0.0,8.0,5.4,1.2,13.3,False
20030223,6,0.79,1.0225,0.58,0.02,2.0,7.9,2.5,14.0,False
20030224,7,0.82,1.0229,0.6,0.0,2.1,9.1,4.2,12.7,False
20030225,6,0.61,1.016,0.99,0.0,6.4,8.2,3.7,14.5,False
20030226,7,0.62,1.0102,0.68,0.0,2.7,9.8,5.1,13.8,False
20030227,7,0.71,1.0113,0.59,0.02,1.8,9.6,5.3,10.6,False
20030228,7,0.87,1.0144,0.35,0.44,0.1,9.2,7.9,14.3,False
20030301,5,0.88,1.0121,0.56,0.16,1.0,9.0,3.7,11.6,False
20030302,4,0.74,1.012,1.27,0.0,7.6,8.5,5.4,9.8,False
20030303,6,0.78,1.0177,0.43,0.08,0.2,5.4,1.0,14.2,False
20030304,8,0.88,1.0142,0.5,0.0,0.5,9.4,4.6,12.9,False
20030305,8,0.8,1.0118,0.37,0.74,0.0,11.2,9.5,12.1,False
20030306,5,0.76,1.0169,1.46,0.0,9.0,7.3,2.5,11.3,False
20030307,6,0.83,1.0135,0.67,0.5,1.4,8.2,5.0,11.3,False
20030308,7,0.75,1.0158,0.39,0.02,0.0,8.4,5.6,13.2,False
20030309,7,0.72,1.0165,0.96,0.0,3.5,10.6,8.1,13.2,False
20030310,5,0.77,1.0191,0.6,0.0,0.8,10.6,7.9,12.0,False
20030311,6,0.73,1.0142,0.45,0.0,0.1,10.2,8.5,9.1,False
20030312,6,0.71,1.0294,0.76,0.1,1.7,7.4,5.6,9.4,False
20030313,5,0.64,1.0379,1.28,0.0,5.9,7.1,4.8,10.9,False
20030314,1,0.6,1.0346,1.71,0.0,10.1,6.4,1.8,10.6,False
20030315,1,0.69,1.0378,1.75,0.02,10.3,6.5,2.4,13.7,False
20030316,2,0.66,1.0402,1.78,0.0,10.4,8.0,2.4,16.6,False
20030317,2,0.64,1.0372,1.76,0.0,10.0,8.6,0.6,12.0,False
20030318,6,0.68,1.0348,1.6,0.0,8.2,7.8,3.6,14.8,False
20030319,3,0.68,1.0314,1.74,0.0,9.4,7.6,0.4,15.4,False
20030320,5,0.66,1.0285,1.66,0.0,8.4,8.0,0.7,9.8,False
20030321,5,0.76,1.0264,0.88,0.02,1.9,7.4,5.0,13.5,False
20030322,2,0.7,1.0236,1.84,0.0,9.8,7.1,0.7,18.9,True
20030323,0,0.61,1.0227,1.93,0.0,10.6,10.1,1.3,17.0,False
20030324,3,0.66,1.0235,1.66,0.0,7.8,11.4,5.9,16.9,False
20030325,4,0.7,1.0234,1.63,0.0,7.3,11.5,6.1,16.8,False
20030326,5,0.69,1.0202,1.76,0.0,8.4,11.4,5.9,17.1,False
20030327,5,0.57,1.0178,1.79,0.0,8.5,11.3,5.5,15.3,False
20030328,6,0.73,1.0137,0.97,0.0,2.0,9.8,4.3,16.0,False
20030329,7,0.69,1.0138,0.71,0.0,0.6,11.0,5.9,16.6,False
20030330,4,0.58,1.0195,2.02,0.0,10.1,12.2,7.7,14.2,False
20030331,2,0.59,1.0257,2.17,0.0,11.4,9.2,4.2,11.8,False
20030401,6,0.77,1.013,0.98,0.34,1.8,7.8,3.7,11.5,False
20030402,3,0.59,1.0159,1.76,0.02,7.4,8.2,4.8,13.5,False
20030403,5,0.6,1.0272,1.92,0.0,8.6,8.4,3.3,19.7,True
20030404,3,0.65,1.0311,1.95,0.0,8.7,12.8,5.9,16.1,False
20030405,4,0.61,1.0331,2.32,0.0,11.9,12.0,7.9,9.7,False
20030406,7,0.68,1.0304,0.57,0.0,0.0,9.4,9.0,9.5,False
20030407,2,0.57,1.0277,2.28,0.0,11.2,5.5,1.5,9.3,False
20030408,1,0.54,1.0247,2.24,0.0,10.7,4.4,-0.5,8.1,False
20030409,5,0.58,1.018,1.56,0.0,5.0,4.0,-0.2,8.9,False
20030410,6,0.68,1.0109,1.36,0.04,3.6,5.0,1.2,9.8,False
20030411,5,0.71,1.0104,1.45,0.0,4.1,4.6,-0.7,14.6,False
20030412,4,0.58,1.0139,1.88,0.0,7.1,7.6,0.5,18.6,True
20030413,6,0.57,1.0164,2.04,0.0,8.3,12.0,5.5,18.2,True
20030414,7,0.53,1.0123,0.62,0.0,0.0,14.8,11.3,23.5,True
20030415,6,0.51,1.0174,2.02,0.0,7.9,17.0,10.5,26.0,True
20030416,0,0.46,1.0229,2.63,0.0,12.9,17.4,8.7,22.4,True
20030417,0,0.42,1.0272,2.63,0.0,12.8,16.6,10.7,21.4,True
