DATE,PERPIGNAN_wind_speed,PERPIGNAN_humidity,PERPIGNAN_pressure,PERPIGNAN_global_radiation,PERPIGNAN_precipitation,PERPIGNAN_temp_mean,PERPIGNAN_temp_min,PERPIGNAN_temp_max,PERPIGNAN_picnic_weather
20020426,7.5,0.56,1.0166,2.58,0.0,19.7,17.2,22.1,True
20020427,6.4,0.49,1.0165,2.83,0.0,17.0,13.1,20.8,True
20020428,2.5,0.6,1.0125,1.89,0.0,13.7,8.4,19.0,True
20020429,6.0,0.5,1.0174,1.26,0.0,17.5,14.9,20.1,True
20020430,3.6,0.73,1.0141,3.09,0.0,15.2,9.3,21.1,True
20020501,3.0,0.71,1.0112,0.57,2.12,14.6,12.3,16.9,False
20020502,5.1,0.68,1.0088,1.14,0.84,13.4,10.2,16.7,False
20020503,9.5,0.61,1.0107,2.42,0.0,12.7,8.9,16.5,False
20020504,8.9,0.53,1.0172,3.14,0.0,14.0,11.2,16.7,False
20020505,5.8,0.51,1.0178,3.11,0.0,14.0,9.3,18.7,True
20020506,2.6,0.62,1.0173,1.96,0.0,12.2,9.0,15.4,False
20020507,2.8,0.77,1.0115,1.09,2.54,13.8,10.1,17.6,False
20020508,3.9,0.96,1.0068,0.3,5.04,13.6,12.5,14.8,False
20020509,4.5,0.83,1.0072,2.13,0.06,16.0,13.2,18.9,False
20020510,4.1,0.73,1.0109,0.54,0.04,14.8,13.1,16.6,False
20020511,6.2,0.59,1.0143,1.57,0.0,15.4,13.0,17.8,False
20020512,3.6,0.63,1.0164,3.02,0.0,16.8,12.3,21.4,True
20020513,4.1,0.77,1.0169,2.43,0.0,14.5,10.1,18.9,True
20020514,2.8,0.49,1.0228,3.33,0.0,18.4,11.0,25.9,True
20020515,3.1,0.61,1.0238,3.18,0.0,18.6,13.7,23.6,True
20020516,3.9,0.72,1.0197,2.77,0.0,18.8,13.5,24.1,True
20020517,5.5,0.73,1.0136,1.99,0.42,18.8,14.7,22.9,False
20020518,9.2,0.58,1.0188,1.18,0.0,17.0,13.0,21.0,True
20020519,6.6,0.49,1.02,3.36,0.0,19.4,14.1,24.8,True
20020520,3.0,0.65,1.0129,3.4,0.0,18.8,12.9,24.6,True
20020521,4.8,0.59,1.006,2.85,0.08,20.1,13.5,26.7,False
20020522,4.1,0.72,1.0032,1.85,0.24,19.6,16.3,22.8,False
20020523,8.9,0.6,1.0113,1.69,0.0,15.9,13.1,18.7,True
20020524,4.1,0.48,1.0145,3.33,0.0,17.6,9.5,25.7,True
20020525,7.1,0.57,1.0164,2.05,0.0,17.3,15.3,19.3,True
20020526,3.4,0.6,1.0138,2.29,0.0,16.6,10.3,22.9,True
20020527,7.2,0.48,1.0126,2.45,0.0,16.2,12.1,20.3,True
20020528,3.8,0.48,1.0143,3.15,0.0,17.3,12.7,21.9,True
20020529,4.9,0.57,1.0188,2.76,0.0,20.1,16.1,24.1,True
20020530,1.9,0.64,1.021,2.87,0.0,18.0,12.8,23.1,True
20020531,2.6,0.56,1.0211,2.91,0.0,20.4,14.8,26.0,True
20020601,2.6,0.76,1.0203,2.37,0.0,18.2,14.6,21.7,True
20020602,2.5,0.7,1.0145,3.27,0.0,19.6,13.1,26.0,True
20020603,2.1,0.78,1.0122,2.25,0.02,21.0,17.0,24.9,False
20020604,3.8,0.83,1.0041,1.33,0.28,20.4,18.0,22.9,False
20020605,5.6,0.74,1.0034,1.16,0.68,16.8,12.3,21.2,False
20020606,7.5,0.57,1.0063,1.0,0.0,14.6,10.9,18.3,True
20020607,4.1,0.59,1.0111,2.25,0.16,17.2,13.4,21.0,False
20020608,6.8,0.77,1.0104,0.65,0.6,13.0,11.1,15.0,False
20020609,9.9,0.55,1.0131,3.27,0.0,17.8,13.7,22.0,True
20020610,7.5,0.47,1.0183,3.58,0.0,19.0,15.2,22.7,True
20020611,5.1,0.5,1.0197,3.43,0.0,21.0,15.5,26.6,True
20020612,2.8,0.68,1.0197,3.46,0.0,19.0,13.2,24.9,True
20020613,1.6,0.71,1.0204,3.09,0.0,22.0,15.6,28.4,True
20020614,2.6,0.86,1.0172,2.91,0.02,19.3,15.9,22.7,False
20020615,2.5,0.82,1.0181,3.27,0.02,20.2,15.3,25.2,False
20020616,2.6,0.78,1.0185,3.33,0.0,20.2,15.2,25.2,True
20020617,3.5,0.73,1.018,3.33,0.0,21.6,15.7,27.6,True
20020618,2.0,0.67,1.0184,3.27,0.0,22.4,15.8,28.9,True
20020619,3.2,0.66,1.0176,3.11,0.0,23.7,18.1,29.3,True
20020620,2.4,0.66,1.0185,2.54,0.0,25.6,20.6,30.6,True
20020621,2.8,0.62,1.0198,3.13,0.0,24.8,19.2,30.3,True
20020622,2.6,0.56,1.0189,3.31,0.0,27.2,21.5,33.0,True
20020623,3.8,0.61,1.0165,3.22,0.0,26.1,21.2,31.0,True
20020624,9.2,0.56,1.0186,3.31,0.0,25.5,20.9,30.1,True
20020625,6.9,0.44,1.02,3.19,0.0,26.8,22.3,31.3,True
20020626,3.0,0.45,1.0188,2.73,0.0,25.4,18.8,32.1,True
20020627,4.9,0.67,1.0157,2.71,0.0,23.8,19.5,28.0,True
20020628,8.4,0.48,1.0172,2.57,0.0,23.3,20.6,26.0,True
20020629,4.6,0.5,1.0189,2.79,0.26,22.7,17.3,28.1,False
20020630,5.2,0.47,1.0178,2.96,0.0,22.0,17.4,26.5,True
20020701,2.4,0.55,1.0139,1.76,0.02,21.2,17.6,24.9,False
20020702,5.4,0.55,1.0128,2.46,0.0,22.5,20.0,25.0,True
20020703,5.0,0.56,1.0125,3.01,0.0,22.2,14.9,29.4,True
20020704,8.0,0.45,1.0191,3.55,0.0,22.2,18.6,25.9,True
20020705,3.1,0.51,1.0158,3.12,0.04,20.9,14.4,27.4,False
20020706,7.1,0.53,1.0181,2.18,0.0,22.2,19.5,24.9,True
20020707,2.9,0.53,1.0172,3.51,0.0,21.7,15.4,28.0,True
20020708,3.4,0.78,1.0147,1.63,0.08,21.6,17.2,26.0,False
20020709,3.6,0.81,1.0131,1.8,0.0,20.8,17.4,24.2,True
20020710,3.5,0.56,1.0143,1.11,0.0,21.4,18.0,24.8,True
20020711,4.1,0.49,1.0183,3.3,0.0,22.8,17.5,28.1,True
20020712,4.5,0.61,1.0183,1.9,0.24,24.3,18.9,29.8,False
20020713,9.9,0.54,1.0181,3.09,0.0,22.0,18.8,25.1,True
20020714,12.9,0.55,1.0178,0.65,0.0,18.7,16.5,20.9,True
20020715,12.6,0.59,1.0135,1.55,0.02,20.5,17.8,23.2,False
20020716,9.5,0.64,1.0144,1.15,0.0,21.0,18.3,23.8,True
20020717,7.9,0.48,1.0166,3.36,0.0,24.7,20.6,28.7,True
20020718,5.8,0.45,1.0131,3.34,0.0,26.6,21.3,31.9,True
20020719,2.4,0.5,1.0137,3.35,0.0,22.4,16.1,28.6,True
20020720,2.8,0.76,1.0158,2.55,0.08,22.4,17.1,27.6,False
20020721,2.0,0.66,1.0151,3.02,0.0,24.6,18.7,30.5,True
20020722,3.2,0.53,1.0143,3.05,0.0,27.0,21.4,32.6,True
20020723,7.6,0.51,1.0151,2.36,0.04,25.2,18.7,31.7,False
20020724,9.4,0.52,1.0185,3.2,0.0,23.8,19.5,28.0,True
20020725,6.8,0.58,1.0179,1.58,0.0,23.8,21.3,26.3,True
20020726,6.5,0.52,1.0163,3.26,0.0,25.8,21.0,30.5,True
20020727,2.6,0.59,1.0153,3.06,0.0,23.3,17.6,29.0,True
20020728,2.4,0.63,1.0164,3.12,0.0,24.8,18.1,31.4,True
20020729,2.0,0.7,1.0151,2.86,0.0,25.0,20.0,29.9,True
20020730,8.5,0.57,1.012,2.29,0.0,27.5,23.0,32.0,True
20020731,8.4,0.54,1.0124,2.09,0.52,22.2,20.7,23.6,False
20020801,3.1,0.6,1.0143,2.31,0.1,20.2,14.4,26.0,False
20020802,4.0,0.62,1.0133,3.09,0.0,20.4,15.0,25.8,True
20020803,2.9,0.59,1.0128,2.7,0.0,21.8,16.0,27.5,True
20020804,2.2,0.54,1.0132,2.85,0.0,24.2,18.5,29.8,True
20020805,4.2,0.68,1.0131,2.61,0.98,22.7,18.4,27.0,False
20020806,8.2,0.57,1.0169,3.11,0.0,23.0,18.8,27.2,True
20020807,8.6,0.49,1.017,3.14,0.0,23.1,19.0,27.2,True
20020808,6.4,0.57,1.0136,1.3,0.0,22.9,21.2,24.6,True
20020809,4.2,0.62,1.0108,1.78,0.48,21.8,17.5,26.1,False
20020810,8.4,0.53,1.0072,2.66,0.0,20.0,16.4,23.7,True
20020811,10.1,0.48,1.0114,2.73,0.0,19.6,16.3,23.0,True
20020812,7.5,0.55,1.0155,2.84,0.0,22.6,18.8,26.3,True
20020813,5.6,0.46,1.0167,3.09,0.0,23.8,18.3,29.3,True
20020814,2.8,0.62,1.015,2.99,0.0,22.3,16.5,28.1,True
20020815,3.5,0.56,1.015,2.57,0.0,25.6,17.2,34.0,True
20020816,3.4,0.47,1.0146,2.7,0.0,28.2,22.8,33.7,True
20020817,3.0,0.5,1.0125,2.86,0.0,26.1,20.8,31.4,True
20020818,3.6,0.89,1.0131,0.69,0.0,20.7,19.3,22.1,True
20020819,2.5,0.89,1.015,1.11,0.0,22.7,20.3,25.1,True
20020820,2.2,0.72,1.0159,1.46,0.0,25.0,20.9,29.2,True
20020821,3.2,0.53,1.0145,2.0,0.0,25.5,21.0,30.0,True
20020822,2.5,0.7,1.0137,1.71,0.66,22.2,17.9,26.5,False
20020823,2.5,0.74,1.0147,1.9,0.5,22.0,17.5,26.5,False
20020824,3.2,0.87,1.0168,1.34,6.72,21.2,18.1,24.4,False
20020825,3.1,0.86,1.0155,0.75,1.14,20.9,18.5,23.3,False
20020826,3.0,0.77,1.0165,1.18,0.16,21.6,18.5,24.6,False
20020827,4.0,0.63,1.0162,1.44,0.0,19.9,16.6,23.2,True
20020828,5.9,0.59,1.0149,1.97,0.0,20.6,16.9,24.3,True
20020829,9.4,0.61,1.0161,2.68,0.0,23.0,20.0,25.9,True
20020830,3.6,0.61,1.017,2.53,0.0,24.8,20.7,28.9,True
20020831,6.4,0.58,1.0183,2.52,0.0,24.6,20.2,29.0,True
20020901,6.5,0.56,1.0191,2.7,0.0,23.5,20.1,26.9,True
20020902,3.1,0.74,1.0184,1.83,0.0,20.4,16.0,24.7,True
20020903,1.9,0.85,1.0153,1.64,0.14,20.4,15.7,25.1,False
20020904,2.6,0.78,1.015,2.08,0.08,21.2,16.3,26.1,False
20020905,6.5,0.63,1.0165,1.78,0.0,21.1,17.2,25.0,True
20020906,5.4,0.54,1.0182,2.63,0.0,20.8,17.1,24.6,True
20020907,2.2,0.69,1.0141,2.1,0.0,20.1,15.3,24.9,True
20020908,2.9,0.8,1.0089,1.46,0.02,20.6,16.7,24.5,False
20020909,4.5,0.58,1.0129,1.12,0.0,20.5,17.2,23.8,True
20020910,4.6,0.51,1.0204,2.4,0.0,20.4,14.7,26.1,True
20020911,4.4,0.47,1.0175,2.42,0.0,20.9,15.0,26.8,True
20020912,2.1,0.71,1.0152,1.1,0.2,19.2,16.7,21.8,False
20020913,2.8,0.84,1.0159,1.4,0.0,17.9,14.8,21.0,True
20020914,2.1,0.72,1.0158,2.35,0.0,18.6,12.6,24.5,True
20020915,2.0,0.63,1.0132,2.41,0.0,20.1,13.3,26.9,True
20020916,2.5,0.75,1.0128,2.05,0.0,17.5,12.4,22.6,True
20020917,2.6,0.81,1.0109,1.7,0.02,22.2,18.1,26.4,False
20020918,3.2,0.76,1.0112,1.76,0.0,22.6,18.0,27.2,True
20020919,2.8,0.83,1.0146,2.08,0.0,21.7,17.7,25.7,True
20020920,1.9,0.84,1.016,1.42,0.06,22.5,19.5,25.5,False
20020921,1.6,0.82,1.0113,0.91,0.34,21.0,17.7,24.2,False
20020922,5.5,0.6,1.0083,1.6,0.0,21.6,17.8,25.3,True
20020923,9.2,0.47,1.0091,2.23,0.0,18.2,15.3,21.0,True
20020924,10.8,0.44,1.0101,2.3,0.0,16.2,13.2,19.1,True
20020925,7.9,0.37,1.0149,2.31,0.0,16.2,11.6,20.8,True
20020926,6.2,0.4,1.0183,2.23,0.0,18.6,14.0,23.2,True
20020927,5.4,0.48,1.0201,2.11,0.0,18.4,14.3,22.5,True
20020928,2.1,0.57,1.0213,2.16,0.0,15.0,8.5,21.6,True
20020929,2.8,0.77,1.0232,1.73,0.0,13.8,7.4,20.2,True
20020930,4.5,0.76,1.0221,1.35,0.0,20.0,17.0,23.0,True
20021001,3.5,0.79,1.0204,1.91,0.0,18.0,11.9,24.1,True
20021002,3.0,0.82,1.0218,0.85,0.0,17.9,14.8,21.0,True
20021003,1.9,0.8,1.0235,1.47,0.0,18.6,14.8,22.3,True
20021004,5.5,0.61,1.0222,1.23,0.0,19.7,14.5,24.9,True
20021005,4.1,0.53,1.0205,1.92,0.0,21.0,16.5,25.4,True
20021006,5.8,0.41,1.0146,2.0,0.0,20.6,15.5,25.6,True
20021007,2.5,0.56,1.0126,1.94,0.0,17.6,11.6,23.5,True
20021008,2.6,0.82,1.0082,1.16,0.22,13.8,8.9,18.7,False
20021009,3.5,0.88,0.9992,0.15,4.28,16.4,15.5,17.3,False
20021010,5.5,0.74,1.0021,0.93,1.18,16.1,13.8,18.4,False
20021011,10.4,0.68,1.0074,1.01,0.0,16.0,12.8,19.1,True
20021012,9.9,0.56,1.0126,1.59,0.0,17.8,15.2,20.5,True
20021013,2.1,0.66,1.0127,1.72,0.0,16.0,9.6,22.3,True
20021014,2.2,0.79,1.0127,1.51,0.0,15.7,10.3,21.1,True
20021015,2.4,0.83,1.0118,1.27,0.0,19.2,15.4,22.9,True
20021016,1.5,0.86,1.0066,1.42,0.02,18.7,14.6,22.8,False
20021017,6.4,0.61,1.0106,0.66,0.0,15.5,13.7,17.3,False
20021018,2.4,0.59,1.0189,1.62,0.0,13.3,6.4,20.2,True
20021019,2.2,0.74,1.0192,1.26,0.0,13.3,9.2,17.4,False
20021020,2.6,0.76,1.0136,1.41,0.0,15.0,9.0,21.1,True
20021021,2.8,0.75,1.0044,1.11,0.14,20.3,16.9,23.7,False
20021022,2.1,0.86,1.0043,1.43,0.08,16.2,11.4,20.9,False
20021023,7.6,0.59,1.0134,1.06,0.0,15.4,11.5,19.2,True
20021024,2.1,0.79,1.0165,0.83,0.0,12.8,7.8,17.7,False
20021025,2.4,0.82,1.0168,1.41,0.0,14.8,9.1,20.6,True
20021026,2.4,0.79,1.0236,1.36,0.02,18.4,12.1,24.8,False
20021027,5.1,0.68,1.0255,1.47,0.0,18.1,10.8,25.4,True
20021028,1.6,0.63,1.0279,1.54,0.0,16.8,12.2,21.3,True
20021029,1.8,0.74,1.0219,0.95,0.0,12.0,7.6,16.5,False
20021030,1.5,0.8,1.0148,1.1,0.0,16.8,13.3,20.2,True
20021031,5.6,0.78,1.0179,0.61,0.82,15.4,12.4,18.5,False
20021101,1.8,0.78,1.0217,1.29,0.0,15.8,11.5,20.0,True
20021102,2.4,0.72,1.0192,1.21,0.08,16.3,9.8,22.8,False
20021103,6.4,0.63,1.0172,0.78,0.0,18.0,14.1,21.8,True
20021104,5.6,0.64,1.0213,0.36,0.14,14.1,12.7,15.5,False
20021105,8.5,0.56,1.0224,1.29,0.0,14.3,12.3,16.3,False
20021106,3.8,0.6,1.0196,1.31,0.88,13.4,8.1,18.6,False
20021107,11.1,0.61,1.0187,0.94,0.28,11.6,9.5,13.7,False
20021108,7.5,0.6,1.0202,1.2,0.0,11.8,8.3,15.3,False
20021109,7.2,0.68,1.012,0.78,0.0,14.2,9.1,19.3,True
20021110,7.5,0.66,1.0131,1.25,0.0,19.3,16.4,22.2,True
20021111,4.1,0.67,1.0152,0.65,0.0,15.2,11.5,19.0,True
20021112,2.4,0.84,1.0126,0.64,0.02,14.6,11.5,17.7,False
20021113,5.1,0.71,1.0006,0.97,0.0,12.4,6.2,18.6,True
20021114,5.1,0.65,0.9898,0.89,0.02,14.7,11.7,17.7,False
20021115,2.5,0.79,0.9917,0.5,0.08,12.2,9.6,14.7,False
20021116,2.6,0.76,0.9989,1.11,0.0,12.4,7.1,17.8,False
20021117,2.8,0.8,1.0114,1.09,0.0,9.9,3.9,15.9,False
20021118,3.4,0.68,1.0128,1.08,0.0,11.8,6.2,17.5,False
20021119,2.5,0.84,1.0097,0.84,0.04,9.6,4.9,14.4,False
20021120,5.0,0.86,1.0061,0.32,0.9,12.0,7.3,16.8,False
20021121,8.1,0.63,0.9991,0.98,0.06,15.4,11.7,19.2,False
20021122,2.6,0.77,1.0064,1.08,0.02,10.0,4.1,15.9,False
20021123,2.2,0.87,1.0054,0.84,0.0,10.1,4.3,15.9,False
20021124,1.6,0.92,1.0006,0.21,1.48,12.2,9.6,14.7,False
20021125,3.6,0.78,1.0049,0.33,0.02,10.1,6.9,13.3,False
20021126,6.1,0.58,1.0109,1.06,0.0,13.2,10.4,15.9,False
20021127,2.1,0.84,1.0141,1.01,0.0,6.6,0.0,13.3,False
20021128,2.8,0.8,1.0158,0.51,0.02,10.5,5.8,15.2,False
20021129,4.9,0.67,1.0188,0.44,0.1,9.8,5.0,14.5,False
20021130,9.1,0.61,1.0218,0.87,0.0,11.0,8.7,13.3,False
20021201,2.2,0.8,1.0159,0.26,0.84,11.6,9.3,13.8,False
20021202,7.6,0.68,1.0111,0.86,0.0,10.0,7.3,12.7,False
20021203,8.6,0.61,1.0104,0.93,0.02,9.5,7.2,11.9,False
20021204,8.1,0.63,1.0135,0.76,0.0,10.8,8.4,13.1,False
20021205,12.1,0.68,1.0118,0.16,0.12,7.8,6.9,8.7,False
20021206,10.5,0.64,1.0136,0.83,0.0,8.9,7.2,10.6,False
20021207,4.6,0.68,1.0148,0.95,0.0,8.2,6.7,9.8,False
20021208,2.0,0.7,1.0163,0.78,0.0,5.9,1.0,10.8,False
20021209,4.0,0.75,1.0137,0.53,0.04,8.6,5.6,11.7,False
20021210,5.1,0.86,1.011,0.13,0.9,10.6,9.3,12.0,False
20021211,4.1,0.8,1.0117,0.89,0.0,10.1,3.8,16.4,False
20021212,1.6,0.88,1.0183,0.71,0.02,7.6,2.6,12.5,False
20021213,2.1,0.84,1.0221,0.84,0.0,7.6,1.5,13.6,False
20021214,2.5,0.84,1.0144,0.24,0.02,10.0,5.1,14.9,False
20021215,3.1,0.71,1.0207,0.81,0.0,10.6,4.7,16.6,False
20021216,2.4,0.88,1.0203,0.72,0.0,7.4,2.3,12.6,False
20021217,1.2,0.89,1.0158,0.17,0.0,8.9,6.1,11.7,False
20021218,1.6,0.85,1.0185,0.41,0.0,10.6,6.9,14.4,False
20021219,4.0,0.8,1.0234,0.71,0.0,12.3,10.0,14.6,False
20021220,2.2,0.8,1.0242,0.56,0.0,12.5,10.8,14.1,False
20021221,1.1,0.89,1.0217,0.73,0.0,11.9,8.4,15.4,False
20021222,1.1,0.94,1.0199,0.27,0.02,9.4,6.9,11.9,False
20021223,2.0,0.92,1.0151,0.14,0.0,11.1,10.0,12.2,False
20021224,1.4,0.91,1.0153,0.69,0.02,11.2,7.5,14.8,False
20021225,2.6,0.77,1.0177,0.93,0.0,11.2,3.7,18.7,True
20021226,1.4,0.91,1.0141,0.18,0.0,9.1,6.0,12.2,False
20021227,4.4,0.75,0.9984,0.27,0.0,13.6,8.8,18.3,True
20021228,9.0,0.63,1.0092,0.57,0.0,11.5,8.0,15.0,False
20021229,3.4,0.71,1.0179,0.54,0.0,14.4,10.9,17.9,False
20021230,2.9,0.83,1.0118,0.2,0.04,9.5,6.2,12.9,False
20021231,8.7,0.59,1.0145,0.83,0.0,12.4,10.0,14.8,False
20030101,1.9,0.71,1.0159,0.36,0.0,10.0,6.3,13.6,False
20030102,3.5,0.78,1.0099,0.69,0.0,10.4,4.3,16.5,False
20030103,2.6,0.73,1.0103,0.72,0.0,12.2,6.7,17.6,False
20030104,5.4,0.65,1.0116,0.69,0.0,10.7,5.7,15.7,False
20030105,4.2,0.54,1.0092,0.8,0.54,5.8,2.7,8.8,False
20030106,8.2,0.83,1.0022,0.07,2.66,2.8,0.2,5.5,False
20030107,3.6,0.65,1.0076,0.65,0.0,5.1,2.0,8.2,False
20030108,1.5,0.88,1.0061,0.16,0.06,3.5,2.4,4.6,False
20030109,1.9,0.87,1.0068,0.84,0.0,4.5,-0.7,9.7,False
20030110,11.2,0.63,1.0142,0.94,0.0,4.2,2.0,6.5,False
20030111,8.5,0.56,1.0185,1.03,0.0,3.6,0.8,6.5,False
20030112,5.1,0.6,1.0264,0.99,0.0,2.6,0.4,4.9,False
20030113,8.9,0.44,1.0324,1.04,0.0,4.0,-0.8,8.9,False
20030114,5.6,0.58,1.0327,1.04,0.0,10.0,4.8,15.2,False
20030115,1.6,0.9,1.0323,0.54,0.02,4.2,-1.7,10.0,False
20030116,4.9,0.7,1.0287,0.8,0.0,6.7,0.2,13.2,False
20030117,2.4,0.82,1.0237,0.99,0.02,4.4,-1.8,10.5,False
20030118,3.4,0.74,1.0197,1.05,0.0,7.8,1.5,14.2,False
20030119,4.6,0.77,1.0143,0.38,0.08,5.9,0.4,11.4,False
20030120,1.9,0.76,1.0081,0.96,0.0,7.2,0.2,14.1,False
20030121,3.5,0.74,0.9991,1.05,0.0,9.5,2.9,16.1,False
20030122,4.1,0.58,1.0092,0.72,0.22,11.4,7.1,15.6,False
20030123,11.0,0.58,1.0227,1.04,0.02,9.6,7.7,11.5,False
20030124,12.5,0.52,1.0288,1.13,0.0,9.6,7.8,11.3,False
20030125,11.5,0.31,1.0286,1.21,0.0,10.0,6.3,13.7,False
20030126,12.0,0.59,1.0278,0.37,0.0,11.3,8.1,14.5,False
20030127,11.2,0.63,1.0273,1.16,0.0,12.8,8.8,16.9,False
20030128,10.5,0.58,1.0243,0.85,0.0,13.2,11.0,15.5,False
20030129,10.9,0.64,1.0126,1.18,0.04,7.6,4.6,10.5,False
20030130,9.0,0.68,1.0064,0.63,0.3,5.2,3.5,7.0,False
20030131,13.5,0.52,1.0102,1.07,0.0,2.8,0.7,4.9,False
20030201,9.9,0.5,1.0209,1.04,0.0,6.0,1.5,10.4,False
20030202,5.6,0.64,1.0199,1.0,0.02,10.4,6.9,14.0,False
20030203,6.5,0.53,1.0121,0.97,0.76,12.8,9.0,16.6,False
20030204,9.0,0.73,1.003,0.66,0.76,6.6,4.9,8.4,False
20030205,7.6,0.66,1.0138,0.99,0.16,6.0,3.5,8.4,False
20030206,5.0,0.64,1.0212,1.41,0.0,6.4,3.3,9.5,False
20030207,2.2,0.62,1.0233,1.37,0.0,3.8,-3.5,11.0,False
20030208,2.0,0.7,1.0215,1.38,0.0,4.7,-2.2,11.6,False
20030209,4.4,0.55,1.0189,1.3,0.16,9.4,3.0,15.7,False
20030210,5.0,0.64,1.0209,1.05,0.0,8.8,5.4,12.2,False
20030211,2.2,0.63,1.0224,1.01,0.02,6.1,-0.5,12.7,False
20030212,1.9,0.72,1.0218,0.64,0.0,7.8,5.7,9.8,False
20030213,2.4,0.79,1.0203,0.59,0.04,6.6,4.8,8.4,False
20030214,2.9,0.72,1.0218,0.82,0.0,5.7,3.2,8.2,False
20030215,4.1,0.6,1.0242,1.32,0.0,4.4,0.4,8.3,False
20030216,8.0,0.52,1.0228,1.56,0.0,4.4,1.4,7.3,False
20030217,6.9,0.62,1.0238,1.04,0.16,1.4,-1.6,4.3,False
20030218,4.4,0.55,1.0192,1.48,0.0,3.6,-1.8,9.1,False
20030219,6.1,0.76,1.01,0.31,0.76,5.9,2.1,9.7,False
20030220,6.6,0.92,1.0087,0.07,8.64,8.2,6.9,9.4,False
20030221,2.1,0.89,1.0187,0.29,0.38,6.1,4.2,8.0,False
20030222,4.5,0.88,1.0225,0.97,0.04,8.1,2.5,13.7,False
20030223,4.5,0.87,1.0267,0.89,0.0,11.0,7.6,14.3,False
20030224,7.0,0.81,1.023,0.22,0.02,10.6,9.8,11.4,False
20030225,7.4,0.77,1.0187,0.34,0.26,11.1,10.2,12.0,False
20030226,8.6,0.91,1.0118,0.16,1.52,11.1,10.5,11.7,False
20030227,3.8,0.86,1.0166,0.82,0.28,10.9,8.3,13.5,False
20030228,2.6,0.89,1.0262,1.52,0.0,9.0,4.2,13.8,False
20030301,2.2,0.87,1.0228,0.8,0.0,10.3,6.5,14.1,False
20030302,4.8,0.79,1.0201,1.43,0.0,10.5,5.3,15.6,False
20030303,4.4,0.82,1.0187,0.55,0.28,12.3,8.9,15.7,False
20030304,6.0,0.62,1.0213,1.86,0.0,16.3,12.3,20.3,True
20030305,2.0,0.9,1.0175,0.7,0.08,9.6,5.6,13.7,False
20030306,6.5,0.58,1.0195,1.58,0.0,12.8,9.6,16.0,False
20030307,3.2,0.54,1.0219,1.76,0.0,9.6,3.3,15.8,False
20030308,4.2,0.58,1.0253,1.96,0.0,13.6,10.5,16.8,False
20030309,2.4,0.7,1.0253,1.91,0.0,9.8,3.8,15.8,False
20030310,1.8,0.71,1.0267,2.04,0.0,11.2,3.6,18.9,True
20030311,2.6,0.88,1.0259,1.05,0.0,9.0,3.8,14.3,False
20030312,2.0,0.8,1.0229,1.72,0.0,13.8,11.3,16.3,False
20030313,2.4,0.67,1.0213,1.88,0.0,11.8,6.9,16.6,False
20030314,2.2,0.74,1.0203,1.97,0.0,9.4,4.5,14.2,False
20030315,3.9,0.78,1.0274,0.8,0.04,10.0,6.3,13.7,False
20030316,2.8,0.79,1.0318,2.08,0.0,8.0,2.4,13.5,False
20030317,1.9,0.72,1.028,2.25,0.0,8.0,1.2,14.8,False
20030318,2.8,0.69,1.0228,2.0,0.0,9.4,3.2,15.7,False
20030319,3.2,0.46,1.0234,2.28,0.0,13.0,5.3,20.7,True
20030320,7.1,0.27,1.0213,2.29,0.0,16.7,12.6,20.7,True
20030321,4.2,0.38,1.0176,2.28,0.0,16.8,12.6,21.1,True
20030322,5.5,0.77,1.0179,2.23,0.0,12.5,7.3,17.8,False
20030323,5.1,0.82,1.0244,2.26,0.0,11.2,6.0,16.4,False
20030324,3.0,0.84,1.0272,2.04,0.0,11.1,6.2,16.0,False
20030325,3.2,0.8,1.0215,2.27,0.0,10.8,4.3,17.2,False
20030326,2.9,0.8,1.0182,1.5,0.0,11.5,7.2,15.9,False
20030327,4.9,0.83,1.0165,1.83,0.0,13.8,9.6,17.9,False
20030328,5.9,0.93,1.0124,0.36,0.42,13.2,12.4,14.1,False
20030329,3.6,0.95,1.0136,0.27,1.76,12.0,10.6,13.4,False
20030330,3.6,0.95,1.0129,0.51,0.3,12.8,11.3,14.3,False
20030331,3.5,0.7,1.016,2.0,0.06,16.2,10.5,21.9,False
20030401,5.2,0.57,1.0198,2.36,0.0,18.2,13.3,23.1,True
20030402,10.9,0.62,1.0105,0.91,0.22,11.2,8.1,14.3,False
20030403,13.6,0.47,1.0118,2.36,0.0,9.3,6.7,11.9,False
20030404,10.9,0.4,1.0185,2.64,0.0,9.8,6.0,13.7,False
20030405,9.5,0.33,1.0176,2.73,0.0,13.8,8.4,19.2,True
20030406,11.6,0.39,1.0112,2.72,0.0,16.8,12.9,20.7,True
20030407,6.0,0.46,1.0126,2.81,0.0,14.1,9.6,18.6,True
20030408,5.1,0.71,1.0154,1.85,0.0,11.0,7.8,14.1,False
20030409,3.6,0.83,1.0074,1.88,0.72,9.6,5.1,14.2,False
20030410,6.4,0.61,1.0067,2.44,0.0,11.0,6.1,15.8,False
20030411,4.9,0.71,1.0098,1.47,0.04,11.2,8.2,14.1,False
20030412,3.5,0.74,1.0165,2.6,0.0,11.4,5.6,17.2,False
20030413,5.8,0.84,1.0157,1.05,0.0,12.7,9.9,15.5,False
20030414,4.4,0.88,1.0139,0.96,0.02,13.2,10.7,15.7,False
20030415,3.4,0.7,1.0168,2.3,0.0,13.4,8.5,18.2,True
